37.23	65.61
18.31	52.8
5.49	30.21
5.19	9.77
15.56	4.58
26.55	15.26
30.21	29.3
27.16	33.26
26.25	25.63
32.35	16.48
36.01	14.34
24.41	15.87
-4.58	9.77
-37.54	-10.68
-54.63	-38.45
-46.08	-57.68
-23.5	-56.76
-6.1	-38.76
-2.75	-17.7
-6.71	-6.1
-6.41	-5.8
1.22	-9.16
7.63	-7.02
3.97	2.14
-9.77	7.32
-24.11	-1.83
-30.21	-23.8
-27.47	-43.64
-20.14	-45.17
-14.34	-25.33
-13.43	-0.92
-14.95	7.93
-17.09	-3.36
-18.62	-20.45
-18.01	-21.67
-14.04	0.92
-4.88	38.76
7.63	75.07
18.01	91.55
17.7	80.57
3.05	49.13
-19.53	14.34
-34.79	-5.19
-30.82	-1.83
-9.46	17.7
13.43	36.32
22.58	43.95
13.73	42.72
-3.05	43.03
-10.68	52.19
-0.61	66.22
21.06	78.43
41.2	87.28
48.22	98.57
40.28	122.38
27.47	161.44
22.28	202.33
29.91	227.36
47.3	226.14
63.78	200.81
72.33	164.49
73.24	133.97
72.33	115.97
72.63	110.47
72.02	111.08
64.7	108.34
46.08	90.03
18.62	51.88
-9.46	5.8
-28.99	-26.25
-35.1	-28.99
-28.99	-7.32
-14.04	14.04
1.22	12.82
7.63	-12.82
0.61	-42.72
-16.17	-56.46
-31.43	-52.8
-32.96	-42.42
-20.14	-36.01
-3.05	-34.48
5.49	-28.69
2.44	-10.07
-1.53	20.14
7.32	56.76
38.76	106.2
99.18	186.16
193.79	316.16
323.49	497.74
473.63	702.82
692.14	931.70(R)
681.46	870.36
577.39	716.86
415.34	536.19
248.72	386.35
122.68	283.81
55.54	211.49
34.79	147.09
32.35	85.45
25.94	36.32
8.24	7.63
-13.12	-6.71
-25.94	-19.53
-26.86	-36.62
-21.97	-55.85
-21.36	-69.27
-30.21	-72.33
-43.95	-66.83
-50.96	-60.12
-46.39	-57.07
-34.48	-58.29
-24.72	-61.65
-22.28	-65.31
-27.47	-69.58
-34.18	-73.55
-37.54	-74.77
-36.01	-68.97
-30.82	-56.76
-25.02	-45.17
-22.58	-43.64
-24.41	-55.85
-28.99	-74.46
-32.35	-85.14
-31.74	-79.96
-28.38	-63.78
-25.94	-49.13
-26.55	-47.3
-28.69	-58.59
-29.3	-73.55
-27.77	-79.35
-24.72	-70.8
-21.67	-50.35
-19.23	-26.55
-16.78	-9.77
-14.95	-5.19
-14.04	-10.99
-14.95	-17.4
-14.95	-14.65
-10.99	-0.61
-3.97	20.75
5.8	42.72
16.48	60.12
25.33	73.85
32.35	86.98
38.15	100.4
42.72	113.22
47.3	123.9
52.8	134.28
57.68	143.13
60.12	148.32
59.81	148.62
58.29	146.48
58.59	145.87
62.87	150.45
69.27	158.69
75.68	164.18
80.26	160.52
83.92	148.32
86.98	132.75
89.11	118.71
85.75	109.56
75.99	106.51
64.09	108.03
57.07	110.78
57.68	106.51
62.87	88.81
64.7	59.81
57.37	30.52
42.42	13.43
26.86	13.12
14.65	20.14
8.54	21.36
7.02	11.29
8.54	-2.14
11.6	-8.85
15.56	-5.49
17.09	1.53
13.12	1.53
3.66	-9.77
-7.93	-28.38
-16.78	-46.08
-19.53	-55.54
-15.87	-54.93
-8.24	-47.61
-0.31	-36.93
4.88	-25.02
6.71	-14.34
3.97	-5.8
-2.75	-2.14
-10.99	-7.32
-18.01	-18.92
-19.84	-31.43
-13.73	-37.84
-4.27	-34.48
0.31	-24.41
-6.71	-13.73
-22.58	-6.71
-37.84	-2.75
-42.72	1.53
-33.87	8.24
-18.62	16.78
-7.32	22.89
-4.58	22.58
-8.24	15.87
-11.9	7.32
-9.77	2.44
-2.75	4.88
4.88	13.43
7.63	24.11
6.41	34.48
6.1	44.86
9.77	53.41
14.34	57.07
12.21	53.1
-1.22	42.11
-20.75	31.13
-34.48	29.6
-33.26	42.11
-18.92	65.92
0	96.13
14.65	126.65
21.97	148.93
24.41	156.56
26.55	148.01
30.52	128.17
34.18	104.98
