8.04	-101.73
7.63	-101.73
7.22	-106.82
6.8	-106.82
6.37	-101.73
5.96	-96.64
5.57	-81.38
5.25	-66.12
4.98	-40.69
4.82	-5.09
4.8	25.43
4.9	66.12
5.17	101.73
5.57	122.07
6.06	142.42
6.63	142.42
7.2	137.33
7.75	122.07
8.24	96.64
8.63	66.12
8.89	40.69
9.05	10.17
9.09	-10.17
9.05	-40.69
8.89	-55.95
8.67	-76.3
8.36	-81.38
8.04	-96.64
7.65	-96.64
7.26	-101.73
6.86	-91.56
6.49	-86.47
6.14	-76.3
5.84	-61.04
5.6	-40.69
5.43	-25.43
5.33	-15.26
5.27	0
5.27	-5.09
5.25	-10.17
5.21	-15.26
5.15	-30.52
5.03	-40.69
4.86	-50.86
4.66	-50.86
4.46	-55.95
4.23	-45.78
4.05	-45.78
3.87	-40.69
3.7	-35.61
3.56	-35.61
3.42	-45.78
3.23	-55.95
3.01	-55.95
2.79	-66.12
2.52	-61.04
2.28	-50.86
2.08	-40.69
1.91	-20.35
1.83	-5.09
1.81	20.35
1.89	25.43
1.99	40.69
2.16	35.61
2.3	25.43
2.4	10.17
2.44	-10.17
2.4	-35.61
2.26	-55.95
2.03	-71.21
1.75	-76.3
1.44	-71.21
1.16	-61.04
0.92	-40.69
0.75	-15.26
0.69	10.17
0.73	30.52
0.85	55.95
1.08	66.12
1.34	81.38
1.67	76.3
1.97	76.3
2.28	71.21
2.56	50.86
2.77	45.78
2.95	25.43
3.05	15.26
3.11	0
3.11	-5.09
3.09	-10.17
3.05	-10.17
3.01	-10.17
2.97	-10.17
2.93	-5.09
2.91	-5.09
2.89	0
2.89	0
2.89	0
2.89	0
2.89	-5.09
2.87	-5.09
2.85	-5.09
2.83	-5.09
2.81	-10.17
2.77	-5.09
2.75	-10.17
2.71	-5.09
2.69	-5.09
2.67	-5.09
2.64	-5.09
2.62	-10.17
2.58	0
2.58	-5.09
2.56	-10.17
2.52	-5.09
2.5	-5.09
2.48	-10.17
2.44	-10.17
2.4	-10.17
2.36	-15.26
2.3	-10.17
2.26	-10.17
2.22	-5.09
2.2	-5.09
2.18	0
2.18	0
2.18	5.09
2.2	10.17
2.24	10.17
2.28	10.17
2.32	15.26
2.38	10.17
2.42	15.26
2.48	10.17
2.52	5.09
2.54	0
2.54	0
2.54	-5.09
2.52	-5.09
2.5	-5.09
2.48	-10.17
2.44	0
2.44	-5.09
2.42	0
2.42	5.09
2.44	5.09
2.46	5.09
2.48	5.09
2.5	5.09
2.52	5.09
2.54	5.09
2.56	15.26
2.62	25.43
2.73	45.78
2.91	71.21
3.19	101.73
3.6	122.07
4.09	142.42
4.66	157.68
5.29	162.77
5.94	147.51
6.53	132.25
7.06	101.73
7.47	66.12
7.73	30.52
7.85	-5.09
7.83	-35.61
7.69	-61.04
7.45	-71.21
7.16	-76.3
6.86	-71.21
6.57	-66.12
6.31	-55.95
6.08	-35.61
5.94	-25.43
5.84	-10.17
5.8	-5.09
5.78	10.17
5.82	10.17
5.86	15.26
5.92	10.17
5.96	15.26
6.02	5.09
6.04	10.17
6.08	5.09
6.1	5.09
6.12	10.17
6.16	10.17
