  I     	  II     	  PW     	  PW'		
-50.05   	-27.16   	  2.46   	 101.73		
-42.11   	-19.23   	  2.87   	 101.73		
-36.93   	-16.48   	  3.28   	  96.64		
-36.32   	-17.70   	  3.66   	  86.47		
-39.67   	-20.45   	  4.01   	  76.30		
-46.08   	-24.11   	  4.31   	  71.21		
-53.10   	-29.30   	  4.60   	  76.30		
-56.46   	-34.79   	  4.90   	  71.21		
-54.63   	-37.84   	  5.19   	  71.21		
-47.30   	-34.79   	  5.47   	  71.21		
-37.84   	-27.16   	  5.76   	  61.04		
-31.13   	-18.92   	  6.00   	  40.69		
-29.91   	-14.95   	  6.16   	  15.26		
-34.18   	-16.48   	  6.23   	  -5.09		
-40.89   	-21.97   	  6.21   	 -35.61		
-46.08   	-27.77   	  6.06   	 -50.86		
-48.83   	-31.74   	  5.86   	 -71.21		
-50.66   	-33.57   	  5.57   	 -71.21		
-53.41   	-35.10   	  5.29   	 -66.12		
-56.46   	-38.15   	  5.03   	 -61.04		
-57.98   	-42.72   	  4.78   	 -45.78		
-55.54   	-47.00   	  4.60   	 -40.69		
-50.05   	-48.52   	  4.44   	 -25.43		
-46.08   	-47.00   	  4.33   	 -20.35		
-47.00   	-45.47   	  4.25   	 -15.26		
-51.88   	-47.00   	  4.19   	  -5.09		
-57.68   	-53.10   	  4.17   	  -5.09		
-60.42   	-60.42   	  4.15   	   5.09		
-60.12   	-64.39   	  4.17   	  10.17		
-59.20   	-62.87   	  4.21   	  10.17		
-58.90   	-55.85   	  4.25   	  15.26		
-58.90   	-47.61   	  4.31   	  20.35		
-58.29   	-43.64   	  4.39   	  25.43		
-57.37   	-46.39   	  4.50   	  20.35		
-57.37   	-54.63   	  4.58   	  25.43		
-57.37   	-62.87   	  4.68   	  30.52		
-56.46   	-65.31   	  4.80   	  30.52		
-53.71   	-60.73   	  4.92   	  30.52		
-50.66   	-54.02   	  5.05   	  40.69		
-50.05   	-49.74   	  5.21   	  45.78		
-53.41   	-49.13   	  5.39   	  50.86		
-58.59   	-48.83   	  5.60   	  45.78		
-62.56   	-44.25   	  5.78   	  40.69		
-63.17   	-34.18   	  5.94   	  35.61		
-59.81   	-20.14   	  6.08   	  15.26		
-54.02   	 -6.41   	  6.14   	   5.09		
-46.69   	  4.88   	  6.16   	 -10.17		
-38.76   	 12.21   	  6.12   	 -25.43		
-32.35   	 13.73   	  6.02   	 -35.61		
-30.52   	  8.54   	  5.88   	 -45.78		
-32.65   	  0.61   	  5.70   	 -45.78		
-34.48   	 -3.66   	  5.51   	 -50.86		
-32.04   	  2.14   	  5.31   	 -50.86		
-24.72   	 18.31   	  5.11   	 -45.78		
-15.56   	 36.93   	  4.92   	 -45.78		
 -9.46   	 46.39   	  4.74   	 -40.69		
 -6.41   	 39.67   	  4.58   	 -35.61		
 -5.19   	 18.92   	  4.44   	 -30.52		
 -3.36   	 -4.58   	  4.31   	 -25.43		
 -2.44   	-19.84   	  4.21   	 -20.35		
 -4.58   	-24.11   	  4.13   	 -15.26		
 -9.77   	-21.36   	  4.07   	 -10.17		
-14.95   	-18.31   	  4.03   	   0.00		
-19.23   	-20.14   	  4.03   	  -5.09		
-23.50   	-27.77   	  4.01   	   0.00		
-30.21   	-41.20   	  4.01   	   0.00		
-39.98   	-58.29   	  4.01   	   5.09		
-50.35   	-76.29   	  4.03   	   0.00		
-57.37   	-89.42   	  4.03   	   5.09		
-58.90   	-94.30   	  4.05   	   5.09		
-57.37   	-91.86   	  4.07   	   5.09		
-56.15   	-87.28   	  4.09   	  10.17		
-57.68   	-85.45   	  4.13   	  15.26		Beg---------
-60.73   	-86.98   	  4.19   	  20.35		
-62.87   	-89.42   	  4.27   	  25.43		
-63.17   	-92.16   	  4.37   	  25.43		
-63.48   	-95.21   	  4.48   	  25.43		
-66.22   	-99.18   	  4.58   	  20.35		
-71.41   	-102.54   	  4.66   	  15.26		
-77.51   	-102.23   	  4.72   	   0.00		
-81.18   	-97.96   	  4.72   	 -10.17		
-80.87   	-93.08   	  4.68   	 -15.26		
-78.43   	-93.38   	  4.62   	 -25.43		
-76.90   	-99.49   	  4.52   	 -30.52		
-78.74   	-106.81   	  4.39   	 -35.61		
-84.84   	-108.95   	  4.25   	 -30.52		
