  I     	  II     	  PW     	  PW'		
  0.61   	-110.47   	 16.79   	  30.52		
  6.41   	-75.99   	 16.91   	  40.69		
 13.73   	-61.34   	 17.07   	  40.69		
 20.75   	-68.05   	 17.23   	  40.69		
 31.43   	-81.48   	 17.40   	  30.52		
 32.35   	-96.13   	 17.52   	  25.43		
 34.48   	-89.42   	 17.62   	  35.61		
 41.20   	-79.04   	 17.76   	  40.69		
 50.05   	-65.61   	 17.92   	  50.86		
 59.51   	-63.17   	 18.13   	  55.95		
 59.81   	-72.02   	 18.35   	  45.78		
 43.64   	-82.09   	 18.54   	  25.43		
 20.75   	-103.76   	 18.64   	  15.26		
 10.38   	-124.21   	 18.70   	   0.00		
 14.65   	-140.08   	 18.70   	   5.09		
 25.33   	-161.44   	 18.72   	  15.26		
 33.57   	-177.92   	 18.78   	  30.52		
 31.43   	-188.90   	 18.90   	  40.69		
 25.94   	-205.08   	 19.06   	  40.69		
 24.72   	-215.15   	 19.23   	  40.69		
 24.11   	-206.91   	 19.39   	  35.61		
 14.04   	-212.40   	 19.53   	  30.52		
 -3.36   	-205.69   	 19.65   	  20.35		
-27.47   	-202.64   	 19.74   	  15.26		
-51.57   	-211.79   	 19.80   	   5.09		
-65.00   	-217.90   	 19.82   	  10.17		
-75.68   	-227.05   	 19.86   	  10.17		
-85.75   	-241.09   	 19.90   	  25.43		
-93.38   	-252.99   	 20.00   	  40.69		
-99.49   	-259.40   	 20.16   	  50.86		
-101.32   	-257.26   	 20.37   	  61.04		
-103.15   	-254.82   	 20.61   	  61.04		
-99.79   	-250.85   	 20.85   	  55.95		
-96.44   	-249.94   	 21.08   	  50.86		
-96.74   	-252.99   	 21.28   	  50.86		
-94.30   	-250.85   	 21.49   	  50.86		
-93.99   	-253.60   	 21.69   	  55.95		
-87.28   	-267.64   	 21.91   	  55.95		
-61.65   	-314.03   	 22.14   	  61.04		
 -6.10   	-401.92   	 22.38   	  55.95		
 38.45   	-489.81   	 22.60   	  45.78		
 77.21   	-546.88   	 22.79   	  45.78		
126.65   	-555.73   	 22.97   	  45.78		
157.78   	-508.12   	 23.15   	  45.78		
222.47   	-436.10   	 23.34   	  40.69		
314.94   	-286.25   	 23.50   	  35.61		
411.38   	-27.47   	 23.64   	  25.43		
539.55   	395.51   	 23.74   	  15.26		
702.21   	945.74   	 23.80   	   5.09		
851.75   	1466.67   	 23.82   	   0.00		
978.09   	1801.15   	 23.82   	   5.09		
910.03   	1975.71   	 23.85   	  20.35		
569.76   	1977.54(R)	 23.93   	  50.86		
245.36   	1726.38   	 24.13   	  76.30		
-81.79   	1453.25   	 24.44   	  96.64		
-293.27   	1064.45   	 24.82   	  91.56		
-223.69   	623.47   	 25.19   	  61.04		
-162.66   	367.43   	 25.43   	  15.26		
-168.76   	201.42   	 25.49   	 -40.69		
-143.43   	112.00   	 25.33   	 -76.30		
-118.71   	 18.31   	 25.03   	 -76.30		
-121.15   	-77.82   	 24.72   	 -45.78		
-106.20   	-153.81   	 24.54   	   0.00		
-93.69   	-199.89   	 24.54   	  45.78		
-112.30   	-195.01   	 24.72   	  55.95		
-122.99   	-184.33   	 24.94   	  40.69		
-112.00   	-197.45   	 25.11   	  10.17		
-99.79   	-215.15   	 25.15   	 -45.78		
-105.59   	-216.67   	 24.96   	 -96.64		
-112.00   	-211.79   	 24.58   	-122.07		
-112.00   	-213.32   	 24.09   	 -96.64		
-108.03   	-216.67   	 23.70   	 -45.78		
-104.06   	-214.54   	 23.52   	  30.52		
-106.51   	-216.06   	 23.64   	  91.56		
-101.32   	-209.35   	 24.01   	 142.42		
-99.49   	-210.27   	 24.58   	 162.77		
-100.40   	-214.23   	 25.23   	 157.68		
-97.96   	-212.71   	 25.86   	 122.07		
-99.49   	-214.54   	 26.35   	  55.95		
-97.66   	-213.32   	 26.57   	 -20.35		
-95.83   	-212.40   	 26.49   	 -76.30		
-92.77   	-210.88   	 26.19   	-101.73		
-91.25   	-209.66   	 25.78   	 -91.56		
-89.11   	-208.74   	 25.41   	 -40.69		
-86.98   	-206.91   	 25.25   	  15.26		
-88.81   	-207.82   	 25.31   	  61.04		
-88.50   	-209.35   	 25.55   	  86.47		
-87.59   	-210.27   	 25.90   	  76.30		
-83.62   	-208.13   	 26.21   	  50.86		
-82.09   	-204.47   	 26.41   	  20.35		
-77.51   	-198.36   	 26.49   	  -5.09		
-77.21   	-196.23   	 26.47   	 -25.43		
-77.51   	-195.92   	 26.37   	 -20.35		
-74.77   	-193.18   	 26.29   	 -10.17		
-75.07   	-191.96   	 26.25   	  10.17		
-71.72   	-188.60   	 26.29   	  30.52		
-67.44   	-183.72   	 26.41   	  40.69		
