  I     	  II     	  PW     	  PW'		
-42.42   	-52.80   	  8.16   	   0.00		
-43.03   	-50.96   	  8.16   	   0.00		
-43.03   	-49.13   	  8.16   	  -5.09		
-42.42   	-47.30   	  8.14   	 -10.17		
-42.42   	-46.39   	  8.10   	 -10.17		
-42.42   	-46.39   	  8.06   	  -5.09		
-42.72   	-46.69   	  8.04   	  -5.09		
-42.42   	-46.39   	  8.02   	   0.00		
-42.11   	-44.56   	  8.02   	   5.09		
-41.81   	-41.20   	  8.04   	  15.26		
-41.81   	-37.23   	  8.10   	  25.43		
-41.81   	-33.87   	  8.20   	  30.52		
-41.50   	-32.35   	  8.32   	  35.61		
-40.59   	-32.04   	  8.46   	  35.61		
-39.37   	-31.74   	  8.61   	  40.69		
-38.45   	-30.21   	  8.77   	  40.69		
-37.84   	-27.16   	  8.93   	  40.69		
-37.84   	-24.41   	  9.09   	  30.52		
-38.15   	-22.89   	  9.22   	  30.52		
-39.06   	-22.89   	  9.34   	  20.35		
-40.28   	-23.19   	  9.42   	  15.26		
-40.28   	-22.58   	  9.48   	  10.17		
-39.06   	-21.97   	  9.52   	   0.00		
-37.23   	-21.36   	  9.52   	  -5.09		
-35.71   	-21.67   	  9.50   	 -10.17		
-35.10   	-22.28   	  9.46   	 -15.26		
-36.01   	-21.97   	  9.40   	 -20.35		
-37.23   	-21.67   	  9.32   	 -20.35		
-38.15   	-21.97   	  9.24   	 -25.43		
-38.76   	-23.50   	  9.14   	 -25.43		
-39.67   	-25.33   	  9.03   	 -25.43		
-40.59   	-26.25   	  8.93   	 -20.35		
-41.50   	-26.86   	  8.85   	 -25.43		
-42.11   	-27.47   	  8.75   	 -20.35		
-42.42   	-28.08   	  8.67   	 -20.35		
-42.42   	-28.69   	  8.59   	 -20.35		
-42.72   	-28.38   	  8.50   	 -20.35		
-43.64   	-27.77   	  8.42   	 -20.35		
-45.47   	-27.47   	  8.34   	 -20.35		
-47.61   	-28.38   	  8.26   	 -15.26		
-49.44   	-29.60   	  8.20   	 -20.35		
-50.05   	-29.60   	  8.12   	 -20.35		
-50.05   	-28.08   	  8.04   	 -15.26		
-49.44   	-25.33   	  7.98   	 -20.35		
-49.44   	-23.50   	  7.89   	 -15.26		
-50.66   	-23.80   	  7.83   	 -20.35		
-53.71   	-26.25   	  7.75   	 -15.26		
-56.76   	-29.60   	  7.69   	 -15.26		
-58.90   	-32.96   	  7.63   	 -15.26		
-59.20   	-35.10   	  7.57   	 -10.17		
-58.59   	-35.71   	  7.53   	 -15.26		
-57.98   	-36.32   	  7.47   	 -10.17		
-58.29   	-36.62   	  7.43   	 -15.26		
-59.20   	-37.23   	  7.37   	 -10.17		
-60.12   	-37.84   	  7.32   	 -10.17		
-61.04   	-38.15   	  7.28   	 -10.17		
-61.04   	-37.84   	  7.24   	 -10.17		
-61.04   	-38.15   	  7.20   	 -10.17		
-61.34   	-38.76   	  7.16   	  -5.09		
-61.95   	-39.37   	  7.14   	 -15.26		
-62.87   	-39.37   	  7.08   	 -10.17		
-64.39   	-38.76   	  7.04   	 -10.17		
-65.00   	-37.54   	  7.00   	 -15.26		
-64.70   	-36.93   	  6.94   	 -15.26		
-64.09   	-37.84   	  6.88   	 -20.35		
-63.48   	-40.28   	  6.80   	 -15.26		
-63.78   	-43.33   	  6.73   	 -20.35		
-64.70   	-45.78   	  6.65   	 -20.35		
