  I     	  II     	  PW     	  PW'		
-123.29   	792.85   	 17.03   	 -25.43		
-144.65   	707.09   	 16.93   	 -25.43		
-156.86   	383.00   	 16.83   	 -20.35		
-184.63   	-104.06   	 16.74   	 -10.17		
-252.38   	-588.68   	 16.70   	   0.00		
-353.70   	-911.25   	 16.70   	  10.17		
-446.17   	-1010.13   	 16.74   	  25.43		
-477.29   	-931.70   	 16.85   	  40.69		
-422.06   	-776.67   	 17.01   	  61.04		
-301.82   	-627.14   	 17.25   	  81.38		
-169.98   	-513.61   	 17.58   	 101.73		
-74.77   	-429.38   	 17.99   	 122.07		
-35.71   	-362.85   	 18.47   	 137.33		
-38.76   	-313.11   	 19.02   	 152.59		
-55.24   	-281.98   	 19.63   	 152.59		
-63.78   	-266.72   	 20.24   	 162.77		
-57.98   	-260.62   	 20.90   	 152.59		
-45.17   	-256.35   	 21.51   	 142.42		
-34.18   	-251.77   	 22.08   	 132.25		
-30.82   	-248.41   	 22.60   	 111.90		
-33.26   	-245.97   	 23.05   	  96.64		
-36.93   	-243.53   	 23.44   	  76.30		
-38.15   	-240.17   	 23.74   	  55.95		
-36.93   	-235.90   	 23.97   	  35.61		
-35.40   	-231.32   	 24.11   	  10.17		
-35.10   	-226.75   	 24.15   	 -15.26		
-35.71   	-222.17   	 24.09   	 -35.61		
-34.79   	-216.67   	 23.95   	 -55.95		
-31.74   	-209.96   	 23.72   	 -71.21		
-28.69   	-203.25   	 23.44   	 -76.30		
-27.16   	-197.14   	 23.13   	 -81.38		
-28.38   	-191.96   	 22.81   	 -66.12		
-31.43   	-185.85   	 22.54   	 -55.95		
-34.48   	-178.22   	 22.32   	 -40.69		
-36.32   	-169.07   	 22.16   	 -15.26		
-37.23   	-161.13   	 22.10   	   0.00		
-37.54   	-155.64   	 22.10   	  25.43		
-36.62   	-151.06   	 22.20   	  35.61		
-34.79   	-145.57   	 22.34   	  40.69		
-32.04   	-138.55   	 22.50   	  35.61		
-30.21   	-131.84   	 22.64   	  30.52		
-30.52   	-125.43   	 22.77   	  10.17		
-32.04   	-118.41   	 22.81   	 -10.17		
-34.18   	-107.42   	 22.77   	 -30.52		
-35.71   	-92.47   	 22.64   	 -55.95		
-37.23   	-75.99   	 22.42   	 -71.21		
-38.76   	-61.95   	 22.14   	 -71.21		
-40.28   	-51.88   	 21.85   	 -76.30		
-42.11   	-43.33   	 21.55   	 -61.04		
-43.03   	-33.57   	 21.30   	 -45.78		
-43.33   	-20.75   	 21.12   	 -20.35		
-43.64   	 -6.41   	 21.04   	   5.09		
-43.95   	  7.63   	 21.06   	  25.43		
-44.86   	 20.45   	 21.16   	  35.61		
-45.78   	 32.04   	 21.30   	  45.78		
-45.17   	 42.72   	 21.49   	  45.78		
-43.33   	 51.57   	 21.67   	  40.69		
-41.50   	 57.98   	 21.83   	  20.35		
-41.81   	 62.87   	 21.91   	  10.17		
-43.64   	 68.36   	 21.95   	  -5.09		
-44.86   	 75.99   	 21.93   	 -15.26		
-43.03   	 83.01   	 21.87   	 -25.43		
-37.23   	 85.14   	 21.77   	 -25.43		
-29.91   	 79.04   	 21.67   	 -20.35		
-23.19   	 65.92   	 21.59   	 -20.35		
-19.53   	 49.74   	 21.51   	 -20.35		
-17.70   	 34.48   	 21.42   	 -10.17		
-16.48   	 21.36   	 21.38   	 -15.26		
-15.26   	  6.71   	 21.32   	 -10.17		
-14.65   	-12.21   	 21.28   	 -15.26		
-14.95   	-32.96   	 21.22   	 -10.17		
-15.56   	-51.57   	 21.18   	 -15.26		
-15.56   	-64.09   	 21.12   	 -10.17		
-15.26   	-71.72   	 21.08   	  -5.09		
-14.95   	-79.04   	 21.06   	   0.00		
-15.26   	-89.72   	 21.06   	  10.17		
-16.17   	-102.23   	 21.10   	  15.26		
-16.17   	-113.53   	 21.16   	  20.35		
-15.26   	-119.93   	 21.24   	  25.43		
-14.34   	-122.38   	 21.34   	  25.43		
-14.34   	-122.99   	 21.44   	  30.52		
-15.56   	-123.29   	 21.57   	  40.69		
-16.78   	-122.68   	 21.73   	  45.78		
-15.87   	-119.63   	 21.91   	  61.04		
-12.21   	-113.22   	 22.16   	  71.21		
 -6.41   	-102.23   	 22.44   	  76.30		
  0.31   	-85.14   	 22.75   	  71.21		
  6.71   	-60.42   	 23.03   	  55.95		
 11.90   	-26.55   	 23.26   	  40.69		
 15.56   	 14.04   	 23.42   	  20.35		
 19.53   	 56.76   	 23.50   	  15.26		
 25.63   	 97.05   	 23.56   	  15.26		
 33.87   	133.97   	 23.62   	  25.43		
 42.42   	169.37   	 23.72   	  35.61		
 47.91   	205.99   	 23.87   	  50.86		
 47.91   	242.00   	 24.07   	  66.12		
 41.81   	273.44   	 24.33   	  66.12		
 31.74   	296.02   	 24.60   	  71.21		
 21.97   	310.06   	 24.88   	  50.86		
 16.48   	320.74   	 25.09   	  40.69		
 17.40   	336.00   	 25.25   	  20.35		
 24.41   	358.58   	 25.33   	   5.09		
 33.87   	385.74   	 25.35   	   0.00		
 42.42   	409.55   	 25.35   	   0.00		
 47.00   	416.56   	 25.35   	  15.26		
 45.17   	393.98   	 25.41   	  35.61		
 36.93   	331.73   	 25.55   	  55.95		
 22.28   	231.63   	 25.78   	  71.21		
  3.66   	110.78   	 26.06   	  91.56		
-14.34   	 -3.97   	 26.43   	  91.56		
-28.38   	-87.59   	 26.80   	  81.38		
-36.62   	-133.67   	 27.12   	  71.21		
-40.28   	-154.11   	 27.41   	  45.78		
-42.42   	-167.24   	 27.59   	  25.43		
-44.86   	-182.80   	 27.69   	   5.09		
-47.61   	-198.06   	 27.71   	   5.09		
-49.44   	-206.60   	 27.73   	   0.00		
-50.05   	-207.21   	 27.73   	  10.17		
-50.05   	-205.69   	 27.77   	  20.35		
-50.96   	-207.82   	 27.85   	  30.52		
-52.49   	-213.93   	 27.98   	  40.69		
-53.71   	-220.03   	 28.14   	  30.52		
-53.10   	-221.86   	 28.26   	  15.26		
-50.66   	-218.81   	 28.32   	 -15.26		
