  I     	  II     	  PW     	  PW'		
 65.31   	112.30   	  2.62   	 -10.17		
 65.31   	 89.11   	  2.58   	 -10.17		
 68.05   	 68.97   	  2.54   	 -10.17		
 74.46   	 53.10   	  2.50   	 -10.17		
 81.18   	 40.28   	  2.46   	 -15.26		
 82.09   	 31.43   	  2.40   	 -10.17		
 72.33   	 26.86   	  2.36   	  -5.09		
 50.96   	 25.94   	  2.34   	 -10.17		
 23.80   	 24.72   	  2.30   	  -5.09		
  0.61   	 17.40   	  2.28   	  -5.09		
-12.51   	  1.53   	  2.26   	  -5.09		
-14.95   	-19.53   	  2.24   	   0.00		
-12.82   	-38.76   	  2.24   	   5.09		
-11.60   	-50.05   	  2.26   	   0.00		
-13.73   	-53.41   	  2.26   	   0.00		
-18.31   	-51.57   	  2.26   	   5.09		
-21.97   	-49.44   	  2.28   	   5.09		
-23.80   	-48.52   	  2.30   	   5.09		
-24.11   	-48.52   	  2.32   	   5.09		
-24.11   	-48.52   	  2.34   	   5.09		
-24.41   	-47.91   	  2.36   	  10.17		
-24.11   	-47.00   	  2.40   	  10.17		
-23.80   	-46.39   	  2.44   	  10.17		
-23.50   	-45.78   	  2.48   	  10.17		
-23.19   	-44.86   	  2.52   	  10.17		
-22.58   	-43.33   	  2.56   	  15.26		
-21.36   	-40.28   	  2.62   	  10.17		
-19.53   	-36.62   	  2.67   	  10.17		
-16.78   	-32.65   	  2.71   	  10.17		
-14.34   	-29.91   	  2.75   	  15.26		
-11.90   	-28.38   	  2.81   	  10.17		
 -9.46   	-26.55   	  2.85   	  15.26		
 -7.32   	-24.41   	  2.91   	  10.17		
 -5.49   	-21.67   	  2.95   	  20.35		
 -3.66   	-18.62   	  3.03   	  15.26		
 -1.53   	-16.17   	  3.09   	  10.17		
  1.22   	-14.65   	  3.13   	  15.26		
  3.97   	-14.95   	  3.19   	   5.09		
  7.63   	-18.92   	  3.21   	   5.09		
 13.12   	-28.08   	  3.23   	  -5.09		
 23.50   	-37.54   	  3.21   	  -5.09		
 50.66   	-32.96   	  3.19   	 -10.17		
113.53   	  9.77   	  3.15   	 -15.26		
232.85   	113.22   	  3.09   	 -10.17		
418.40   	284.12   	  3.05   	 -10.17		
646.97   	503.23   	  3.01   	 -10.17		
853.88   	725.71   	  2.97   	  -5.09		
949.71   	896.61   	  2.95   	   0.00		
865.78   	967.41(R)	  2.95   	   5.09		
604.25   	909.73   	  2.97   	  10.17		
253.60   	729.06   	  3.01   	  10.17		
-51.88   	473.02   	  3.05   	  15.26		
-206.91   	218.51   	  3.11   	  10.17		
-193.48   	 42.72   	  3.15   	  15.26		
-82.40   	-16.48   	  3.21   	  10.17		
 27.47   	 16.78   	  3.26   	  10.17		
 75.07   	 75.99   	  3.30   	   5.09		
 62.26   	101.01   	  3.32   	   5.09		
 27.47   	 74.46   	  3.34   	   5.09		
  6.71   	 22.89   	  3.36   	   0.00		
  9.46   	-16.78   	  3.36   	  -5.09		
 22.89   	-26.55   	  3.34   	   0.00		
 31.74   	-15.87   	  3.34   	   5.09		
 31.43   	 -4.27   	  3.36   	   5.09		
 26.86   	 -3.05   	  3.38   	   5.09		
 23.50   	-10.07   	  3.40   	  15.26		
 24.72   	-17.70   	  3.46   	  35.61		
 34.18   	-17.09   	  3.60   	  25.43		
 36.93   	-12.21   	  3.70   	  25.43		
 36.93   	 -8.85   	  3.80   	  25.43		
 35.40   	 -8.85   	  3.91   	  25.43		
 34.48   	-10.99   	  4.01   	  20.35		
 34.79   	-12.82   	  4.09   	  15.26		
 37.23   	-13.12   	  4.15   	   5.09		
 40.59   	-11.60   	  4.17   	   5.09		
 43.95   	-10.38   	  4.19(A)	 -10.17		
 45.78   	-10.38   	  4.15   	 -20.35		
 46.39   	-10.99   	  4.07   	 -25.43		
 46.08   	-11.29   	  3.97   	 -35.61		
 46.08   	-10.68   	  3.83   	 -40.69		
 47.30   	-10.07   	  3.66   	 -50.86		
 49.13   	-10.38   	  3.46   	 -45.78		
 50.96   	-12.82   	  3.28   	 -45.78		
 51.57   	-16.78   	  3.09   	 -45.78		
 51.57   	-19.84   	  2.91   	 -45.78		
 51.88   	-19.84   	  2.73   	 -35.61		
