  I     	  II     	  PW     	  PW'		
-35.10   	-53.41   	 21.08(A)	 -15.26		
107.42   	 69.89   	 21.02   	 -25.43		
290.83   	227.05   	 20.92   	 -35.61		
495.30   	402.53   	 20.77   	 -40.69		
700.68   	577.39   	 20.61   	 -86.47		
994.57   	837.40   	 20.26   	 -40.69		
995.18   	854.49   	 20.10   	 -35.61		
842.59   	751.65   	 19.96   	 -35.61		
551.45   	537.11   	 19.82   	 -30.52		
204.16   	278.02   	 19.69   	 -25.43		
-88.50   	 70.19   	 19.59   	 -10.17		
-241.39   	-21.36   	 19.55   	  -5.09		
-240.78   	 -3.66   	 19.53   	   5.09		
-150.15   	 55.85   	 19.55   	  10.17		
-57.68   	 85.45   	 19.59   	  10.17		
-17.70   	 60.42   	 19.63   	   0.00		
-29.91   	  7.02   	 19.63   	 -20.35		
-62.26   	-34.18   	 19.55   	 -45.78		
-82.70   	-44.86   	 19.37   	 -61.04		
-82.40   	-36.01   	 19.13   	 -81.38		
-71.72   	-28.38   	 18.80   	 -86.47		
-64.39   	-33.87   	 18.45   	 -76.30		
-65.00   	-48.52   	 18.15   	 -55.95		
-70.19   	-62.87   	 17.92   	 -15.26		
-74.77   	-70.50   	 17.86   	  20.35		
-75.99   	-72.94   	 17.94   	  71.21		
-74.77   	-73.85   	 18.23   	 106.82		
-72.94   	-75.99   	 18.66   	 147.51		
-72.02   	-80.57   	 19.25   	 167.85		
-72.94   	-85.14   	 19.92   	 183.11		
-74.46   	-88.50   	 20.65   	 188.20		
-75.07   	-90.64   	 21.40   	 178.03		
-74.77   	-92.16   	 22.12   	 162.77		
-73.55   	-93.38   	 22.77   	 137.33		
-72.33   	-94.91   	 23.32   	 116.99		
-71.72   	-96.13   	 23.78   	 101.73		
-71.41   	-97.05   	 24.19   	  86.47		
-71.72   	-97.96   	 24.54   	  91.56		
-72.33   	-99.79   	 24.90   	  96.64		
-72.94   	-101.62   	 25.29   	 111.90		
-72.33   	-102.84   	 25.74   	 127.16		
-70.50   	-104.06   	 26.25   	 142.42		
-67.44   	-106.51   	 26.82   	 142.42		
-65.31   	-111.69   	 27.39   	 142.42		
-64.70   	-120.85   	 27.96   	 127.16		
-67.14   	-133.67   	 28.46   	 116.99		
-71.41   	-148.32   	 28.93   	  91.56		
-76.29   	-163.57   	 29.30   	  71.21		
-79.96   	-178.22   	 29.58   	  50.86		
-81.79   	-191.96   	 29.79   	  35.61		
-81.79   	-202.94   	 29.93   	  30.52		
-80.57   	-210.27   	 30.05   	  25.43		
-79.35   	-212.10   	 30.15   	  25.43		
-78.74   	-208.13   	 30.25   	  35.61		
-77.82   	-198.67   	 30.40   	  45.78		
-75.99   	-184.63   	 30.58   	  50.86		
-71.41   	-166.02   	 30.78   	  61.04		
-63.48   	-142.82   	 31.03   	  71.21		
-51.88   	-114.44   	 31.31   	  71.21		
-36.93   	-79.65   	 31.60   	  76.30		
-18.62   	-38.76   	 31.90   	  71.21		
  0.92   	  5.19   	 32.19   	  66.12		
 15.56   	 44.86   	 32.45   	  66.12		
 20.75   	 75.38   	 32.72   	  66.12		
 16.17   	 94.30   	 32.98   	  61.04		
  9.77   	106.20   	 33.22   	  61.04		
 10.38   	117.19   	 33.47   	  61.04		
 21.67   	130.00   	 33.71   	  71.21		
 38.76   	143.74   	 34.00   	  76.30		
 52.49   	155.03   	 34.30   	  91.56		
 57.98   	161.74   	 34.67   	  96.64		
 56.76   	163.57   	 35.06   	 106.82		
 54.32   	161.74   	 35.48   	 122.07		
 54.32   	157.78   	 35.97   	 122.07		
 56.15   	151.67   	 36.46   	 127.16		
 56.46   	142.82   	 36.97   	 122.07		
 53.10   	130.62   	 37.46   	 111.90		
 45.78   	115.36   	 37.90   	 106.82		
 36.32   	 97.05   	 38.33   	  96.64		
 26.25   	 78.13   	 38.72   	  86.47		
 16.17   	 60.42   	 39.06   	  76.30		
  6.71   	 44.25   	 39.37   	  71.21		
 -2.75   	 29.60   	 39.65   	  66.12		
-12.21   	 14.95   	 39.92   	  71.21		
-21.36   	  0.00   	 40.20   	  61.04		
-29.91   	-14.95   	 40.45   	  50.86		
-37.84   	-28.69   	 40.65   	  35.61		
-45.47   	-41.20   	 40.79   	  10.17		
-52.49   	-52.19   	 40.83   	 -20.35		
-58.29   	-61.95   	 40.75   	 -40.69		
-62.56   	-70.19   	 40.59   	 -55.95		
-65.61   	-77.21   	 40.37   	 -45.78		
-68.36   	-82.40   	 40.18   	 -15.26		
-71.72   	-87.28   	 40.12   	  35.61		
-76.29   	-91.86   	 40.26   	  96.64		
-81.48   	-97.35   	 40.65   	 142.42		
-85.75   	-103.15   	 41.22   	 172.94		
-88.50   	-108.03   	 41.91   	 183.11		
-89.72   	-112.30   	 42.64   	 162.77		
-90.03   	-115.97   	 43.30   	 132.25		
-90.64   	-121.77   	 43.82   	  91.56		
-92.16   	-131.23   	 44.19   	  50.86		
-94.91   	-144.35   	 44.39   	  20.35		
-99.49   	-161.13   	 44.48   	   0.00		
-105.29   	-180.05   	 44.48   	 -10.17		
-112.30   	-200.20   	 44.44   	 -25.43		
-119.32   	-220.34   	 44.33   	 -20.35		
-125.43   	-237.43   	 44.25   	 -30.52		
-129.70   	-249.33   	 44.13   	 -30.52		
-132.75   	-253.60   	 44.01   	 -40.69		
-134.89   	-251.77   	 43.85   	 -45.78		
-135.80   	-245.06   	 43.66   	 -55.95		
-134.28   	-235.29   	 43.44   	 -61.04		
-130.00   	-221.56   	 43.19   	 -71.21		
-122.38   	-203.25   	 42.91   	 -71.21		
-112.00   	-178.53   	 42.62   	 -61.04		
-99.79   	-146.79   	 42.38   	 -45.78		
-86.06   	-110.47   	 42.20   	 -30.52		
-73.24   	-73.85   	 42.08   	   0.00		
-66.22   	-41.50   	 42.08   	  10.17		
-68.05   	-17.40   	 42.12   	  10.17		
-78.13   	 -1.22   	 42.16   	   0.00		
-88.50   	 10.38   	 42.16   	 -30.52		
-90.64   	 20.45   	 42.03   	 -81.38		
-82.09   	 30.21   	 41.71   	-127.16		
-66.83   	 38.76   	 41.20   	-167.85		
-53.71   	 44.25   	 40.53   	-208.54		
-47.61   	 45.78   	 39.69   	-213.63		
-48.22   	 42.72   	 38.84   	-203.46		
-50.66   	 36.62   	 38.03   	-183.11		
-51.27   	 28.99   	 37.29   	-142.42		
-49.74   	 21.97   	 36.72   	-101.73		
-47.30   	 15.87   	 36.32   	 -76.30		
-46.08   	 10.38   	 36.01   	 -50.86		
-46.39   	  3.66   	 35.81   	 -45.78		
-47.91   	 -3.97   	 35.63   	 -45.78		
-49.74   	-12.51   	 35.44   	 -50.86		
-51.57   	-20.45   	 35.24   	 -61.04		
-53.41   	-28.08   	 34.99   	 -76.30		
-55.54   	-36.32   	 34.69   	 -71.21		
-58.29   	-45.17   	 34.40   	 -61.04		
-61.34   	-53.41   	 34.16   	 -50.86		
-63.78   	-60.42   	 33.96   	 -35.61		
-65.61   	-64.70   	 33.81   	 -10.17		
-66.83   	-67.75   	 33.77   	   5.09		
-67.75   	-70.80   	 33.79   	  15.26		
-68.97   	-74.46   	 33.86   	  20.35		
-70.80   	-78.43   	 33.94   	  25.43		
-72.94   	-81.79   	 34.04   	  20.35		
-75.38   	-83.92   	 34.12   	  15.26		
-78.13   	-85.75   	 34.18   	   5.09		
-80.26   	-88.20   	 34.20   	   0.00		
-82.09   	-92.16   	 34.20   	  -5.09		
-83.31   	-96.74   	 34.18   	  -5.09		
-83.62   	-100.71   	 34.16   	   0.00		
-83.62   	-104.06   	 34.16   	  10.17		
-83.01   	-107.42   	 34.20   	  35.61		
-82.70   	-113.22   	 34.34   	  50.86		
-83.01   	-122.68   	 34.55   	  66.12		
-85.75   	-136.11   	 34.81   	  71.21		
-90.33   	-152.89   	 35.10   	  66.12		
-97.05   	-171.51   	 35.36   	  50.86		
-103.76   	-190.12   	 35.56   	  20.35		
-108.95   	-207.21   	 35.65   	 -15.26		
-112.61   	-220.64   	 35.58   	 -45.78		
-114.44   	-228.88   	 35.40   	 -71.21		
-116.58   	-232.54   	 35.12   	 -86.47		
-119.02   	-231.63   	 34.77   	 -86.47		
-120.54   	-226.14   	 34.43   	 -81.38		
-120.54   	-216.06   	 34.10   	 -66.12		
-117.49   	-201.11   	 33.84   	 -40.69		
