  I     	  II     	  PW     	  PW'		
-35.71   	 -6.10   	 12.07   	 -10.17		
-34.79   	 -5.19   	 12.02   	 -10.17		
-33.87   	 -4.88   	 11.98   	  -5.09		
-33.26   	 -6.71   	 11.96   	  -5.09		
-33.26   	-10.68   	 11.94   	   5.09		
-33.87   	-15.26   	 11.96   	   0.00		
-33.87   	-18.01   	 11.96   	   0.00		
-32.96   	-17.40   	 11.96   	   0.00		
-32.65   	-14.95   	 11.96   	 -10.17		
-33.26   	-12.51   	 11.92   	 -10.17		
-34.48   	-12.21   	 11.88   	 -15.26		
-34.79   	-14.34   	 11.82   	 -20.35		
-32.65   	-15.87   	 11.74   	 -25.43		
-28.38   	-13.43   	 11.64   	 -35.61		
-24.11   	 -5.80   	 11.50   	 -40.69		
-21.67   	  8.24   	 11.33   	 -45.78		
-21.67   	 26.86   	 11.15   	 -50.86		
-21.67   	 47.00   	 10.95   	 -50.86		
-19.53   	 65.31   	 10.74   	 -55.95		
-14.65   	 78.74   	 10.52   	 -50.86		
 -7.02   	 85.75   	 10.32   	 -45.78		
  1.53   	 89.11   	 10.13   	 -50.86		
 10.38   	 93.38   	  9.93   	 -45.78		
 18.92   	102.84   	  9.75   	 -45.78		
 28.08   	119.63   	  9.56   	 -45.78		
 37.23   	141.60   	  9.38   	 -45.78		
 46.69   	164.79   	  9.20   	 -50.86		
 55.85   	184.63   	  8.99   	 -61.04		
 63.78   	198.97   	  8.75   	 -61.04		
 69.89   	208.44   	  8.50   	 -71.21		
 74.46   	215.76   	  8.22   	 -66.12		
 78.74   	223.08   	  7.96   	 -55.95		
 84.53   	230.10   	  7.73   	 -50.86		
 93.08   	235.29   	  7.53   	 -45.78		
101.32   	236.21   	  7.34   	 -30.52		
106.20   	232.54   	  7.22   	 -25.43		
104.68   	225.22   	  7.12   	 -25.43		
 96.13   	213.01   	  7.02   	 -30.52		
 80.57   	193.48   	  6.90   	 -30.52		
 57.98   	162.05   	  6.78   	 -30.52		
 28.38   	119.02   	  6.65   	 -35.61		
 -4.58   	 69.89   	  6.51   	 -40.69		
-32.96   	 22.89   	  6.35   	 -40.69		
-49.74   	-14.34   	  6.19   	 -50.86		
