  I     	  II     	  LVp     	  LVp'		
-67.75   	-71.41   	  8.28   	 -76.30		
-67.14   	-67.14   	  7.98   	 -76.30		
-65.61   	-63.48   	  7.67   	 -71.21		
-63.17   	-63.17   	  7.39   	 -66.12		
-60.12   	-66.22   	  7.12   	 -66.12		
-57.98   	-70.80   	  6.86   	 -66.12		
-57.68   	-74.16   	  6.59   	 -50.86		
-58.29   	-73.85   	  6.39   	 -40.69		
-59.20   	-70.80   	  6.23   	 -30.52		
-59.51   	-67.44   	  6.10   	 -15.26		
-59.20   	-65.31   	  6.04   	   0.00		
-58.59   	-65.92   	  6.04   	  20.35		
-58.29   	-67.75   	  6.12   	  25.43		
-58.59   	-69.27   	  6.23   	  45.78		
-59.20   	-68.66   	  6.41   	  50.86		
-58.90   	-66.22   	  6.61   	  61.04		
-57.37   	-62.87   	  6.86   	  66.12		
-55.24   	-60.42   	  7.12   	  66.12		
-53.41   	-59.20   	  7.39   	  76.30		
-52.80   	-58.90   	  7.69   	  71.21		
-54.02   	-58.90   	  7.98   	  71.21		
-55.54   	-58.59   	  8.26   	  55.95		
-56.46   	-57.68   	  8.48   	  35.61		
-55.54   	-55.54   	  8.63   	 -10.17		
-54.02   	-51.57   	  8.59   	 -66.12		
-52.19   	-45.47   	  8.32   	-147.51		
-51.57   	-37.54   	  7.73   	-223.80		
-50.96   	-29.30   	  6.84   	-305.19		
-49.44   	-21.06   	  5.62   	-366.22		
-45.17   	-13.43   	  4.15   	-401.83		
-39.37   	 -5.19   	  2.54   	-406.92		
-34.48   	  3.66   	  0.92   	-381.48		
-32.04   	 12.82   	 -0.61   	-330.62		
-32.65   	 19.84   	 -1.93   	-264.50		
-35.10   	 24.11   	 -2.99   	-183.11		
-36.01   	 25.63   	 -3.72   	-101.73		
-33.87   	 27.16   	 -4.13   	 -15.26		
-27.47   	 31.43   	 -4.19   	  55.95		
-18.01   	 39.06   	 -3.97   	 111.90		
 -8.54   	 47.30   	 -3.52   	 157.68		
 -1.83   	 51.57   	 -2.89   	 183.11		
  0.31   	 48.22   	 -2.16   	 193.29		
 -0.92   	 36.62   	 -1.38   	 198.37		
 -2.75   	 21.67   	 -0.59   	 193.29		
 -3.36   	  8.54   	  0.18   	 172.94		
 -2.44   	 -1.22   	  0.87   	 157.68		
 -2.14   	 -8.54   	  1.51   	 137.33		
 -4.27   	-16.48   	  2.05   	 116.99		
 -9.46   	-25.02   	  2.52   	 101.73		
-17.70   	-32.04   	  2.93   	  86.47		
-26.55   	-35.40   	  3.28   	  71.21		
-33.57   	-34.18   	  3.56   	  61.04		
-37.23   	-31.74   	  3.80   	  55.95		
-37.84   	-31.74   	  4.03   	  45.78		
-36.62   	-37.23   	  4.21   	  40.69		
-36.32   	-48.22   	  4.37   	  35.61		
-39.06   	-61.95   	  4.52   	  35.61		
-44.25   	-74.46   	  4.66   	  30.52		
-50.35   	-82.70   	  4.78   	  25.43		
-54.32   	-86.06   	  4.88   	  25.43		
-54.93   	-85.45   	  4.98   	  20.35		
-54.02   	-84.23   	  5.07   	  15.26		
-53.41   	-84.23   	  5.13   	  10.17		
-54.93   	-86.36   	  5.17   	   5.09		
-57.68   	-89.11   	  5.19   	   0.00		
-60.73   	-90.94   	  5.19   	  -5.09		
-61.65   	-91.25   	  5.17   	 -10.17		
-61.04   	-88.81   	  5.13   	 -15.26		
-59.81   	-85.45   	  5.07   	 -20.35		
-58.90   	-82.40   	  4.98   	 -25.43		
-58.90   	-81.18   	  4.88   	 -35.61		
-59.20   	-81.48   	  4.74   	 -45.78		
-61.04   	-82.70   	  4.56   	 -50.86		
-67.75   	-82.09   	  4.35   	 -61.04		
-82.70   	-77.82   	  4.11   	 -71.21		
-102.84   	-71.41   	  3.83   	 -81.38		
-115.36   	-66.53   	  3.50   	 -86.47		
-99.18   	-63.17   	  3.15   	 -86.47		
-37.84   	-52.80   	  2.81   	 -91.56		
 73.55   	-15.87   	  2.44   	 -81.38		
223.39   	 68.66   	  2.12   	 -76.30		
387.88   	204.77   	  1.81   	 -61.04		
535.89   	359.19   	  1.57   	 -45.78		
635.07   	466.00(R)	  1.38   	 -20.35		
655.52   	458.68   	  1.30   	  10.17		
583.50   	316.77   	  1.34   	  35.61		
436.10   	 86.06   	  1.49   	  76.30		
261.23   	-139.16   	  1.79   	 116.99		
116.58   	-273.13   	  2.26   	 152.59		
 37.84   	-287.17   	  2.87   	 193.29		
 21.67   	-217.59   	  3.64   	 239.06		
 33.57   	-127.87   	  4.60   	 289.93		
 39.06   	-64.39   	  5.76   	 330.62		
 26.25   	-36.32   	  7.08   	 386.57		
  4.88   	-29.91   	  8.63   	 432.35		
 -9.77   	-28.69   	 10.36   	 478.13		
-11.60   	-27.47   	 12.27   	 528.99		
 -6.71   	-27.77   	 14.38   	 569.68		
 -4.27   	-29.60   	 16.66   	 605.29		
 -8.54   	-29.60   	 19.08   	 640.89		
-16.48   	-26.25   	 21.65   	 666.32		
-22.58   	-20.75   	 24.31   	 691.76		
-24.72   	-17.09   	 27.08   	 722.28		
-24.41   	-17.09   	 29.97   	 747.71		
-23.80   	-18.92   	 32.96   	 773.14		
-24.72   	-18.92   	 36.05   	 793.49		
-26.25   	-14.65   	 39.23   	 813.83		
-27.16   	 -7.02   	 42.48   	 829.09		
-25.94   	  0.92   	 45.80   	 839.26		
-23.50   	  6.10   	 49.16   	 834.18		
-19.84   	  7.32   	 52.49   	 829.09		
-15.56   	  7.32   	 55.81   	 808.75		
-10.07   	  8.54   	 59.04   	 788.40		
 -4.88   	 11.90   	 62.20   	 757.88		
 -1.53   	 15.56   	 65.23   	 727.36		
 -0.31   	 17.40   	 68.14   	 691.76		
 -0.31   	 17.09   	 70.91   	 661.24		
 -0.31   	 16.78   	 73.55   	 625.63		
  2.44   	 19.53   	 76.05   	 595.11		
  7.32   	 26.55   	 78.43   	 564.60		
 13.73   	 36.32   	 80.69   	 539.16		
 20.14   	 46.69   	 82.85   	 503.56		
 25.33   	 55.54   	 84.86   	 467.95		
 29.60   	 61.95   	 86.73   	 432.35		
 33.87   	 66.53   	 88.46   	 391.66		
 39.06   	 71.11   	 90.03   	 350.97		
 45.78   	 76.60   	 91.43   	 300.10		
 53.10   	 84.53   	 92.63   	 264.50		
 60.12   	 95.21   	 93.69   	 218.72		
 66.83   	106.81   	 94.57   	 193.29		
 73.85   	118.71   	 95.34   	 162.77		
 83.01   	130.92   	 95.99   	 147.51		
 94.60   	144.04   	 96.58   	 132.25		
107.73   	158.39   	 97.11   	 132.25		
120.85   	173.34   	 97.64   	 127.16		
130.92   	186.46   	 98.15   	 122.07		
138.55   	196.53   	 98.64   	 127.16		
144.35   	204.16   	 99.15   	 122.07		
150.76   	211.49   	 99.63   	 122.07		
158.69   	221.25   	100.12   	 111.90		
