  I     	  II     	  LV     	  LV'		
 41.50   	-43.64   	 12.31   	 -15.26		
 38.76   	-43.64   	 12.25   	 -10.17		
 30.52   	-47.61   	 12.21   	  -5.09		
 17.40   	-56.15   	 12.19   	   0.00		
  1.22   	-65.61   	 12.19   	   5.09		
-14.95   	-74.46   	 12.21   	  10.17		
-29.30   	-83.92   	 12.25   	  15.26		
-38.15   	-96.44   	 12.31   	  20.35		
-40.28   	-111.08   	 12.39   	  20.35		
-37.23   	-122.38   	 12.47   	  20.35		
-32.04   	-125.12   	 12.55   	  20.35		
-28.38   	-120.85   	 12.63   	  25.43		
-28.99   	-114.75   	 12.74   	  30.52		
-32.65   	-112.00   	 12.86   	  30.52		
-37.23   	-113.83   	 12.98   	  35.61		
-40.28   	-118.10   	 13.12   	  30.52		
-39.98   	-120.54   	 13.25   	  20.35		
-36.01   	-117.19   	 13.33   	   5.09		
-30.52   	-108.95   	 13.35   	  -5.09		
-26.25   	-97.96   	 13.33   	 -20.35		
-25.63   	-89.11   	 13.25   	 -30.52		
-28.38   	-87.28   	 13.12   	 -35.61		
-32.96   	-92.77   	 12.98   	 -35.61		
-36.32   	-102.23   	 12.84   	 -35.61		
-37.23   	-109.56   	 12.70   	 -25.43		
-35.10   	-110.78   	 12.59   	 -20.35		
-32.04   	-107.12   	 12.51   	 -10.17		
-29.91   	-101.62   	 12.47   	   0.00		
-29.60   	-96.44   	 12.47   	   0.00		
-29.91   	-91.25   	 12.47(E)	  10.17		
-25.33   	-85.75   	 12.51   	  10.17		
 -4.58   	-78.43   	 12.55   	  15.26		
 43.03   	-63.78   	 12.61   	  20.35		
119.63   	-31.13   	 12.70   	  25.43		
216.37   	 34.18   	 12.80   	  25.43		
315.25   	136.72   	 12.90   	  35.61		
391.54   	254.21   	 13.04   	  40.69		
423.28   	339.97   	 13.20   	  55.95		
395.20   	352.48(R)	 13.43   	  76.30		
303.96   	278.32   	 13.73   	 101.73		
166.32   	144.04   	 14.14   	 137.33		
 17.40   	  0.61   	 14.69   	 178.03		
-101.62   	-107.42   	 15.40   	 228.89		
-161.13   	-163.88   	 16.32   	 289.93		
-159.91   	-175.48   	 17.48   	 356.05		
-122.07   	-157.47   	 18.90   	 432.35		
-79.35   	-124.21   	 20.63   	 513.73		
-53.10   	-89.42   	 22.69   	 595.11		
-45.47   	-64.09   	 25.07   	 686.67		
-46.08   	-55.85   	 27.81   	 768.05		
-46.08   	-61.95   	 30.88   	 839.26		
-43.64   	-73.85   	 34.24   	 910.47		
-42.72   	-82.70   	 37.88   	 976.60		
-44.86   	-85.75   	 41.79   	1037.64		
-48.83   	-86.98   	 45.94   	1098.67		
-50.66   	-90.33   	 50.34   	1149.54		
-47.61   	-93.38   	 54.93   	1185.14		
-41.20   	-91.55   	 59.67   	1195.32		
-35.40   	-83.31   	 64.46   	1169.88		
-32.35   	-71.72   	 69.14   	1124.11		
-32.65   	-63.78   	 73.63   	1042.72		
-35.40   	-63.48   	 77.80   	 940.99		
-37.84   	-69.89   	 81.57   	 829.09		
-38.15   	-78.13   	 84.88   	 732.45		
-35.10   	-81.79   	 87.81   	 640.89		
-29.60   	-78.13   	 90.38   	 574.77		
-25.63   	-70.50   	 92.68   	 528.99		
-25.33   	-62.87   	 94.79   	 513.73		
-28.69   	-58.90   	 96.85   	 498.47		
-32.04   	-57.98   	 98.84   	 488.30		
-31.43   	-57.98   	100.79   	 478.13		
-26.25   	-56.15   	102.71   	 447.61		
-20.14   	-53.10   	104.50   	 422.18		
-16.17   	-49.74   	106.18   	 381.48		
-15.56   	-48.52   	107.71   	 345.88		
-16.48   	-47.91   	109.09   	 305.19		
-15.87   	-44.86   	110.31   	 284.84		
-12.51   	-37.84   	111.45   	 254.32		
 -7.02   	-28.38   	112.47   	 239.06		
 -0.61   	-19.23   	113.43   	 218.72		
  4.27   	-13.73   	114.30   	 203.46		
  6.10   	-11.60   	115.12   	 183.11		
  6.41   	 -8.24   	115.85   	 167.85		
  7.02   	  0.31   	116.52   	 142.42		
  9.77   	 14.34   	117.09   	 132.25		
 14.04   	 29.91   	117.62   	 111.90		
 18.31   	 39.98   	118.07   	 106.82		
 21.67   	 40.89   	118.49   	 101.73		
 24.72   	 35.71   	118.90   	  96.64		
 29.60   	 32.65   	119.29   	  91.56		
 36.93   	 38.76   	119.65   	  91.56		
 45.47   	 54.32   	120.02   	  86.47		
 54.02   	 73.24   	120.37   	  81.38		
 61.65   	 87.59   	120.69   	  81.38		
 68.66   	 93.69   	121.02   	  81.38		
 74.16   	 93.69   	121.34   	  86.47		
 77.82   	 93.08   	121.69   	  86.47		
 80.57   	 96.13   	122.03   	  91.56		
 81.18   	102.54   	122.40   	  96.64		
 81.18   	110.47   	122.79   	  86.47		
 80.57   	117.49   	123.13   	  76.30		
 80.57   	121.77   	123.44   	  55.95		
 81.79   	122.38   	123.66   	  25.43		
 83.62   	119.32   	123.76   	  15.26		
 84.84   	113.83   	123.82   	   5.09		
 83.62   	107.42   	123.84   	  20.35		
 79.65   	102.54   	123.93   	  30.52		
 74.77   	 98.88   	124.05   	  50.86		
 69.27   	 94.60   	124.25   	  55.95		
 63.17   	 86.98   	124.48   	  50.86		
 55.85   	 75.68   	124.68   	  30.52		
 48.52   	 62.26   	124.80   	  15.26		
 42.42   	 48.83   	124.86   	   5.09		
 37.84   	 38.45   	124.88(S)	  -5.09		
 32.35   	 31.74   	124.86   	   0.00		
 22.89   	 27.16   	124.86   	   0.00		
  8.24   	 22.28   	124.86   	  -5.09		
 -7.02   	 14.04   	124.84   	 -20.35		
-17.40   	  1.53   	124.76   	 -55.95		
-20.75   	-13.43   	124.54   	 -91.56		
-18.62   	-27.77   	124.17   	-147.51		
-15.56   	-36.32   	123.58   	-203.46		
-14.65   	-38.76   	122.77   	-264.50		
-15.87   	-37.23   	121.71   	-335.71		
-19.23   	-35.71   	120.37   	-412.00		
-24.41   	-37.84   	118.72   	-488.30		
-31.13   	-44.86   	116.76   	-559.51		
