  I     	  II     	  PW     	  PW'		
 73.85   	188.90   	 14.71   	   0.00		
 67.14   	182.80   	 14.71   	  10.17		
 61.04   	171.20   	 14.75   	   5.09		
 54.32   	147.71   	 14.77   	   5.09		
 46.69   	114.44   	 14.79   	   5.09		
 38.45   	 79.04   	 14.81   	  -5.09		
 30.82   	 50.05   	 14.79   	 -10.17		
 23.80   	 32.65   	 14.75   	 -15.26		
 17.40   	 27.16   	 14.69   	 -15.26		
 11.90   	 28.69   	 14.63   	 -15.26		
  8.24   	 30.21   	 14.57   	 -10.17		
  6.10   	 25.02   	 14.53   	 -10.17		
  4.88   	 12.21   	 14.49   	  -5.09		
  3.05   	 -2.44   	 14.47   	   0.00		
  0.31   	-12.21   	 14.47   	   0.00		
 -3.05   	-15.56   	 14.47   	   5.09		
 -5.49   	-15.87   	 14.49   	  -5.09		
 -7.02   	-18.31   	 14.47   	 -10.17		
 -8.24   	-23.80   	 14.43   	 -15.26		
-10.07   	-29.30   	 14.36   	 -30.52		
-12.51   	-32.96   	 14.24   	 -35.61		
-14.65   	-36.32   	 14.10   	 -45.78		
-15.56   	-41.50   	 13.92   	 -55.95		
-14.34   	-48.22   	 13.69   	 -50.86		
-11.29   	-51.88   	 13.49   	 -45.78		
 -7.63   	-49.74   	 13.31   	 -35.61		
 -4.88   	-43.03   	 13.16   	  -5.09		
 -4.27   	-35.71   	 13.14   	  20.35		
 -6.10   	-29.30   	 13.22   	  50.86		
 -8.85   	-22.58   	 13.43   	  76.30		
-10.07   	-12.82   	 13.73   	  86.47		
 -7.63   	 -2.44   	 14.08   	  86.47		
 -3.05   	  2.14   	 14.43   	  81.38		
  1.22   	 -3.36   	 14.75   	  61.04		
  2.75   	-15.56   	 14.99   	  50.86		
  0.92   	-26.86   	 15.20   	  35.61		
 -2.75   	-30.82   	 15.34   	  20.35		
 -6.71   	-26.25   	 15.42   	  20.35		
-10.38   	-18.01   	 15.50   	  20.35		
-13.73   	-12.21   	 15.58   	  25.43		
-16.17   	-13.43   	 15.69   	  20.35		
-16.48   	-21.06   	 15.77   	  25.43		
-14.04   	-32.96   	 15.87   	  20.35		
-10.07   	-46.08   	 15.95   	  20.35		
 -7.63   	-56.46   	 16.03   	  10.17		
 -7.93   	-59.81   	 16.07   	   5.09		
 -9.77   	-55.24   	 16.09   	   0.00		
-10.99   	-44.25   	 16.09   	   0.00		
-10.68   	-30.82   	 16.09   	   0.00		
 -9.16   	-21.36   	 16.09   	   5.09		
 -8.54   	-21.06   	 16.11   	  10.17		
 -8.54   	-31.43   	 16.15   	  15.26		
 -8.85   	-47.00   	 16.22   	  15.26		
 -9.77   	-60.12   	 16.28   	  25.43		
-12.21   	-63.78   	 16.38   	  25.43		
-16.78   	-56.76   	 16.48   	  30.52		
-20.14   	-43.64   	 16.60   	  25.43		
-19.53   	-28.38   	 16.70   	  25.43		
-11.90   	 -5.19   	 16.81   	  20.35		
  0.00   	 41.50   	 16.89   	  15.26		
 10.99   	133.67   	 16.95   	   5.09		
 18.31   	288.70   	 16.97(A)	   0.00		
 25.02   	502.32   	 16.97   	 -10.17		
 38.76   	737.61   	 16.93   	 -20.35		
 63.48   	931.40   	 16.85   	 -20.35		
 93.08   	1020.51(R)	 16.76   	 -35.61		
111.39   	977.17   	 16.62   	 -35.61		
102.84   	828.25   	 16.48   	 -40.69		
 61.95   	639.04   	 16.32   	 -40.69		
  0.61   	471.80   	 16.15   	 -45.78		
-61.34   	351.26   	 15.97   	 -50.86		
-107.42   	264.89   	 15.77   	 -50.86		
-132.75   	191.65   	 15.56   	 -55.95		
-140.38   	121.46   	 15.34   	 -61.04		
-134.28   	 57.98   	 15.10   	 -61.04		
-116.58   	  6.71   	 14.85   	 -66.12		
-87.89   	-33.87   	 14.59   	 -71.21		
-54.32   	-66.22   	 14.30   	 -71.21		
-25.63   	-87.59   	 14.02   	 -71.21		
 -9.77   	-94.91   	 13.73   	 -71.21		
 -7.63   	-94.30   	 13.45   	 -71.21		
-12.82   	-99.18   	 13.16   	 -71.21		
-18.92   	-118.10   	 12.88   	 -61.04		
-20.75   	-144.35   	 12.63   	 -45.78		
-18.62   	-159.30   	 12.45   	 -35.61		
-14.65   	-150.45   	 12.31   	 -20.35		
-11.29   	-121.77   	 12.23   	  -5.09		
 -9.77   	-92.47   	 12.21   	  15.26		
-10.07   	-79.65   	 12.27   	  25.43		
-10.68   	-89.72   	 12.37   	  40.69		
-10.38   	-112.00   	 12.53   	  45.78		
 -8.54   	-129.09   	 12.72   	  50.86		
 -7.02   	-127.56   	 12.92   	  55.95		
 -6.71   	-107.42   	 13.14   	  50.86		
 -7.32   	-84.23   	 13.35   	  50.86		
 -7.32   	-76.60   	 13.55   	  45.78		
 -5.49   	-90.94   	 13.73   	  40.69		
 -1.83   	-115.05   	 13.90   	  35.61		
  1.83   	-128.17   	 14.04   	  25.43		
  4.58   	-118.71   	 14.14   	  25.43		
  7.02   	-96.13   	 14.24   	  20.35		
  9.77   	-80.26   	 14.32   	  15.26		
 11.90   	-83.31   	 14.38   	  15.26		
 12.82   	-97.96   	 14.45   	  10.17		
 11.60   	-108.64   	 14.49   	  15.26		
  9.16   	-105.29   	 14.55   	  15.26		
  7.32   	-91.25   	 14.61   	  10.17		
  7.63   	-76.60   	 14.65   	  10.17		
  9.46   	-66.83   	 14.69   	  10.17		
 12.21   	-61.04   	 14.73   	  10.17		
 14.95   	-54.93   	 14.77   	   5.09		
 17.40   	-47.00   	 14.79   	  10.17		
 19.53   	-38.45   	 14.83   	  15.26		
 21.97   	-29.60   	 14.89   	  15.26		
 24.72   	-19.84   	 14.95   	  25.43		
 27.16   	 -8.85   	 15.06   	  30.52		
 29.91   	  2.14   	 15.18   	  35.61		
 32.04   	 11.29   	 15.32   	  40.69		
 34.48   	 19.23   	 15.48   	  40.69		
 37.54   	 28.38   	 15.65   	  40.69		
 41.81   	 40.59   	 15.81   	  45.78		
 47.30   	 56.76   	 15.99   	  45.78		
 52.80   	 75.38   	 16.17   	  40.69		
 57.68   	 93.99   	 16.34   	  45.78		
 61.34   	110.78   	 16.52   	  45.78		
 64.70   	125.43   	 16.70   	  45.78		
 67.75   	138.55   	 16.89   	  55.95		
 71.41   	152.59   	 17.11   	  61.04		
 75.68   	168.15   	 17.35   	  66.12		
 79.35   	184.63   	 17.62   	  76.30		
 82.40   	199.28   	 17.92   	  81.38		
 83.92   	208.74   	 18.25   	  91.56		
 83.31   	210.88   	 18.62   	  91.56		
 80.57   	206.30   	 18.98   	  91.56		
 76.90   	195.31   	 19.35   	  91.56		
 72.02   	178.22   	 19.72   	  86.47		
 66.53   	154.72   	 20.06   	  81.38		
 59.51   	125.73   	 20.39   	  81.38		
 51.27   	 94.30   	 20.71   	  76.30		
