  I     	  II     	  PW     	  PW'		
388.49   	426.94   	 15.91   	 -55.95		
109.86   	156.56   	 15.69   	 -45.78		
-89.11   	-26.55   	 15.50   	   5.09		
-181.58   	-97.35   	 15.52   	  30.52		
-186.77   	-92.47   	 15.65   	  25.43		
-149.54   	-69.89   	 15.75   	  50.86		
-111.08   	-64.39   	 15.95   	  81.38		
-88.50   	-75.07   	 16.28   	  55.95		
-79.04   	-83.62   	 16.50   	  35.61		
-72.63   	-75.38   	 16.64   	  61.04		
-65.31   	-50.96   	 16.89   	  66.12		
-58.90   	-21.97   	 17.15   	-101.73		
-58.59   	 -2.44   	 16.74   	-340.79		
-65.92   	  1.53   	 15.38   	-417.09		
-77.51   	 -7.32   	 13.71   	-274.67		
-87.89   	-20.45   	 12.61   	-132.25		
-91.55   	-30.21   	 12.09   	 -76.30		
-88.81   	-32.96   	 11.78   	 -30.52		
-81.79   	-29.60   	 11.66   	  10.17		
-73.85   	-24.41   	 11.70   	  40.69		
-68.36   	-21.36   	 11.86   	 137.33		
-67.75   	-21.97   	 12.41   	 284.84		
-70.50   	-26.55   	 13.55   	 325.53		
-72.33   	-32.96   	 14.85   	 279.75		
-70.19   	-37.84   	 15.97   	 300.10		
-63.48   	-38.45   	 17.17   	 330.62		
-55.24   	-36.62   	 18.49   	 320.45		
-51.27   	-37.54   	 19.78   	 259.41		
-56.15   	-42.72   	 20.81   	 116.99		
-68.36   	-47.91   	 21.28   	 -66.12		
-80.87   	-47.91   	 21.02   	-122.07		
-86.67   	-39.98   	 20.53   	-167.85		
-82.40   	-26.55   	 19.86   	-371.31		
-70.50   	-14.34   	 18.37   	-600.20		
-56.15   	 -9.46   	 15.97   	-579.86		
-45.78   	-12.82   	 13.65   	-412.00		
-40.59   	-19.53   	 12.00   	-239.06		
-38.76   	-23.80   	 11.05   	 -91.56		
-36.32   	-20.75   	 10.68   	  35.61		
-31.13   	 -9.16   	 10.82   	 147.51		
-22.28   	  8.85   	 11.41   	 223.80		
-11.90   	 27.16   	 12.31   	 264.50		
 -1.22   	 42.11   	 13.37   	 259.41		
  8.24   	 53.41   	 14.40   	 239.06		
 16.78   	 64.70   	 15.36   	 167.85		
 25.63   	 79.04   	 16.03   	 101.73		
 35.40   	 97.35   	 16.44   	 -35.61		
 46.69   	118.10   	 16.30   	-178.03		
 60.12   	138.85   	 15.58   	-193.29		
 75.38   	159.91   	 14.81   	-137.33		
 90.03   	183.41   	 14.26   	-157.68		
102.54   	208.74   	 13.63   	-213.63		
113.22   	232.54   	 12.78   	-244.15		
122.68   	249.33   	 11.80   	-147.51		
132.45   	257.57   	 11.21   	 183.11		
142.21   	259.09   	 11.94   	 305.19		
149.23   	259.70   	 13.16   	  71.21		
150.15   	263.37   	 13.45   	  35.61		
144.04   	268.55   	 13.59   	 167.85		
133.67   	268.86   	 14.26   	  76.30		
122.99   	259.09   	 14.57   	 -81.38		
113.83   	238.34   	 14.24   	-106.82		
104.06   	210.88   	 13.81   	 -71.21		
 89.42   	182.19   	 13.53   	 -35.61		
 69.27   	155.03   	 13.39   	 -61.04		
 47.91   	129.39   	 13.14   	 -61.04		
 30.82   	103.76   	 12.90   	   5.09		
 19.84   	 78.74   	 12.92   	  15.26		
 12.51   	 55.85   	 12.98   	 -45.78		
  4.27   	 36.93   	 12.80   	 -35.61		
 -4.88   	 20.45   	 12.66   	  35.61		
-12.82   	  5.49   	 12.80   	  30.52		
-18.31   	 -9.77   	 12.92   	 -20.35		
-22.58   	-24.11   	 12.84   	 -50.86		
-29.60   	-35.71   	 12.63   	 -35.61		
-39.67   	-43.95   	 12.49   	 -35.61		
-49.74   	-50.66   	 12.35   	 -61.04		
-56.46   	-57.68   	 12.11   	 -76.30		
-58.59   	-66.22   	 11.80   	 -50.86		
-58.29   	-73.85   	 11.60   	 -25.43		
-58.59   	-76.29   	 11.50   	   0.00		
-60.73   	-72.02   	 11.50   	  20.35		
-61.65   	-63.78   	 11.58   	  35.61		
-57.68   	-56.46   	 11.72   	  66.12		
-50.05   	-53.41   	 11.98   	  71.21		
-43.64   	-54.02   	 12.27   	  30.52		
-43.03   	-56.15   	 12.39   	   5.09		
-47.91   	-58.59   	 12.41   	  15.26		
-52.49   	-61.34   	 12.47   	  20.35		
-50.66   	-63.48   	 12.55   	  15.26		
-42.42   	-63.48   	 12.61   	 -50.86		
-33.87   	-61.04   	 12.41   	-122.07		
-31.43   	-57.98   	 11.92   	 -96.64		
-34.48   	-55.54   	 11.54   	 -10.17		
-39.37   	-52.49   	 11.50   	 -71.21		
-42.72   	-47.30   	 11.21   	 -71.21		
-45.17   	-39.67   	 10.93   	 101.73		
-46.69   	-32.96   	 11.33   	  40.69		
-48.22   	-32.04   	 11.50   	   5.09		
-47.61   	-37.23   	 11.52   	 101.73		
-43.03   	-42.11   	 11.92   	 122.07		
-36.01   	-39.98   	 12.41   	 116.99		
-30.82   	-30.52   	 12.88   	 152.59		
-30.82   	-20.45   	 13.49   	 137.33		
-35.71   	-18.01   	 14.04   	 142.42		
-43.03   	-24.72   	 14.61   	 183.11		
-49.44   	-34.48   	 15.34   	 127.16		
-52.19   	-38.15   	 15.85   	  15.26		
-51.27   	-31.74   	 15.91   	 -35.61		
-49.44   	-21.06   	 15.77   	 -35.61		
-50.05   	-14.65   	 15.63   	 -35.61		
-52.80   	-16.17   	 15.48   	 -55.95		
-55.54   	-21.36   	 15.26   	 -71.21		
-54.93   	-23.80   	 14.97   	 -35.61		
-50.05   	-20.14   	 14.83   	  10.17		
-43.33   	-12.82   	 14.87   	  35.61		
-38.76   	 -6.71   	 15.02   	  50.86		
-39.06   	 -5.49   	 15.22   	  50.86		
-42.42   	 -9.16   	 15.42   	  50.86		
-45.47   	-15.26   	 15.63   	  20.35		
-43.95   	-21.67   	 15.71   	   0.00		
-39.06   	-25.02   	 15.71   	  15.26		
-34.18   	-24.11   	 15.77   	  10.17		
-33.26   	-20.45   	 15.81   	  -5.09		
-36.62   	-17.09   	 15.79   	 -10.17		
-40.28   	-16.17   	 15.75   	 -25.43		
-40.59   	-18.62   	 15.65   	 -45.78		
-37.54   	-22.58   	 15.46   	 -25.43		
-36.32   	-27.16   	 15.36   	  -5.09		
-39.37   	-32.65   	 15.34   	  -5.09		
-45.17   	-39.67   	 15.32   	   0.00		
-48.52   	-47.30   	 15.32   	  -5.09		
-45.47   	-53.10   	 15.30   	 -50.86		
-38.45   	-54.02   	 15.10   	 -91.56		
-34.48   	-50.66   	 14.73   	-101.73		
-37.84   	-45.78   	 14.32   	 -81.38		
-47.61   	-43.95   	 14.00   	 -61.04		
-58.59   	-48.83   	 13.75   	 -50.86		
-65.61   	-62.26   	 13.55   	 -40.69		
-66.53   	-82.40   	 13.39   	 -35.61		
-63.48   	-106.20   	 13.25   	 -45.78		
-58.59   	-127.87   	 13.06   	 -55.95		
-53.41   	-143.13   	 12.84   	 -61.04		
-49.44   	-148.32   	 12.59   	 -61.04		
-47.91   	-140.99   	 12.35   	 -35.61		
-47.00   	-122.07   	 12.21   	 -10.17		
-41.81   	-95.83   	 12.17   	   0.00		
-27.77   	-70.80   	 12.17   	  -5.09		
 -4.27   	-54.32   	 12.15   	 -45.78		
