  I     	  II     	  LVp     	  LVp'		
440.67   	484.62   	 60.89   	-1063.07		
485.53   	421.75   	 56.64   	-1002.03		
479.74   	274.35   	 52.63   	-930.82		
427.25   	 10.68   	 48.91   	-864.70		
342.10   	-367.43   	 45.45   	-803.66		
242.92   	-805.97   	 42.24   	-757.88		
142.52   	-1205.75   	 39.21   	-707.02		
 41.20   	-1469.73   	 36.38   	-671.41		
-65.61   	-1556.40   	 33.69   	-640.89		
-179.44   	-1489.87   	 31.13   	-605.29		
-293.58   	-1330.26   	 28.71   	-564.60		
-388.79   	-1137.09   	 26.45   	-523.90		
-444.03   	-949.40   	 24.35   	-478.13		
-448.00   	-779.11   	 22.44   	-427.26		
-407.71   	-626.83   	 20.73   	-376.40		
-344.54   	-494.38   	 19.23   	-320.45		
-285.64   	-391.85   	 17.94   	-264.50		
-250.24   	-330.81   	 16.89   	-208.54		
-240.78   	-314.03   	 16.05   	-152.59		
-244.45   	-328.06   	 15.44   	-106.82		
-246.28   	-345.15   	 15.02   	 -61.04		
-236.82   	-338.44   	 14.77   	 -20.35		
-216.67   	-297.85   	 14.69   	   5.09		
-190.43   	-229.80   	 14.71   	  35.61		
-159.61   	-149.23   	 14.85   	  55.95		
-123.60   	-68.05   	 15.08   	  81.38		
-84.53   	  7.93   	 15.40   	 106.82		
-48.22   	 75.07   	 15.83   	 137.33		
-23.80   	128.78   	 16.38   	 172.94		
-14.34   	165.71   	 17.07   	 213.63		
-16.17   	187.07   	 17.92   	 254.32		
-20.14   	198.36   	 18.94   	 295.01		
-20.14   	205.99   	 20.12   	 335.71		
-15.56   	213.62   	 21.46   	 366.22		
 -9.46   	222.47   	 22.93   	 401.83		
 -4.27   	231.93   	 24.54   	 422.18		
 -0.31   	241.09   	 26.23   	 442.52		
  3.36   	250.24   	 28.00   	 457.78		
  7.93   	260.01   	 29.83   	 473.04		
 13.12   	270.08   	 31.72   	 493.39		
 17.70   	279.54   	 33.69   	 498.47		
 21.06   	289.00   	 35.69   	 518.82		
 23.50   	298.16   	 37.76   	 528.99		
 25.02   	307.92   	 39.88   	 539.16		
 27.16   	318.60   	 42.03   	 549.34		
 30.82   	331.42   	 44.23   	 559.51		
 36.32   	346.37   	 46.47   	 554.42		
 43.64   	363.77   	 48.69   	 554.42		
 51.57   	382.69   	 50.91   	 539.16		
 59.81   	403.75   	 53.06   	 518.82		
 66.83   	426.03   	 55.14   	 498.47		
 73.85   	449.22   	 57.13   	 467.95		
 81.18   	472.72   	 59.00   	 432.35		
 89.72   	495.61   	 60.73   	 401.83		
 99.49   	518.80   	 62.34   	 366.22		
110.47   	543.82   	 63.80   	 335.71		
121.46   	571.90   	 65.15   	 305.19		
133.06   	603.33   	 66.37   	 274.67		
144.96   	637.21   	 67.47   	 249.24		
157.78   	672.61   	 68.46   	 218.72		
171.81   	708.62   	 69.34   	 193.29		
185.55   	744.93   	 70.11   	 162.77		
199.28   	781.56   	 70.76   	 137.33		
213.01   	818.18   	 71.31   	 106.82		
227.97   	855.41   	 71.74   	  81.38		
245.67   	892.94   	 72.06   	  55.95		
264.59   	928.34   	 72.29   	  30.52		
281.98   	958.56   	 72.41   	  10.17		
294.49   	981.45   	 72.45   	 -20.35		
302.12   	996.40   	 72.37   	 -35.61		
307.31   	1003.72   	 72.23   	 -66.12		
313.11   	1005.25   	 71.96   	 -91.56		
321.96   	1001.89   	 71.60   	-111.90		
332.03   	994.26   	 71.15   	-137.33		
339.05   	983.28   	 70.60   	-162.77		
338.44   	967.10   	 69.95   	-183.11		
329.90   	942.69   	 69.22   	-203.46		
315.55   	906.07   	 68.40   	-228.89		
299.07   	856.32   	 67.49   	-249.24		
283.20   	796.20   	 66.49   	-279.75		
267.33   	730.59   	 65.37   	-310.27		
248.72   	663.45   	 64.13   	-335.71		
225.83   	596.31   	 62.79   	-361.14		
198.97   	527.65   	 61.34   	-381.48		
170.59   	458.37   	 59.82   	-401.83		
143.74   	391.24   	 58.21   	-417.09		
119.63   	329.59   	 56.54   	-432.35		
 98.27   	276.49   	 54.81   	-447.61		
 79.35   	231.32   	 53.02   	-457.78		
 63.48   	192.87   	 51.19   	-473.04		
 50.05   	159.61   	 49.30   	-488.30		
 38.45   	130.00   	 47.34   	-498.47		
 28.69   	102.23   	 45.35   	-508.65		
 20.14   	 76.29   	 43.32   	-518.82		
 12.21   	 51.88   	 41.24   	-518.82		
  3.97   	 29.30   	 39.17   	-523.90		
 -5.80   	  9.46   	 37.07   	-508.65		
-17.09   	 -7.63   	 35.04   	-498.47		
-27.77   	-21.06   	 33.04   	-478.13		
-35.71   	-32.35   	 31.13   	-462.87		
-40.89   	-42.72   	 29.28   	-432.35		
-44.86   	-53.71   	 27.55   	-406.92		
-50.66   	-65.61   	 25.92   	-381.48		
-57.98   	-76.60   	 24.39   	-361.14		
-64.70   	-84.53   	 22.95   	-340.79		
-68.36   	-89.11   	 21.59   	-325.53		
-68.97   	-91.86   	 20.28   	-315.36		
-68.36   	-94.30   	 19.02   	-305.19		
-68.36   	-97.66   	 17.80   	-300.10		
-68.97   	-101.32   	 16.60   	-289.93		
-69.27   	-104.06   	 15.44   	-289.93		
-68.97   	-106.81   	 14.28   	-279.75		
-68.66   	-110.47   	 13.16   	-269.58		
-69.89   	-115.36   	 12.09   	-259.41		
-71.72   	-120.54   	 11.05   	-239.06		
-72.33   	-124.51   	 10.09   	-228.89		
-70.50   	-125.12   	  9.18   	-203.46		
-66.53   	-122.99   	  8.36   	-188.20		
-62.26   	-119.32   	  7.61   	-162.77		
-59.51   	-115.66   	  6.96   	-147.51		
-58.90   	-113.83   	  6.37   	-132.25		
