  I     	  II     	  LV     	  LV'		
-10.99   	-96.44   	  5.09   	  10.17		
-12.21   	-95.83   	  5.13   	   5.09		
-12.21   	-94.91   	  5.15   	   5.09		
-11.60   	-93.69   	  5.17   	   5.09		
-10.68   	-92.77   	  5.19   	   0.00		
-10.38   	-93.38   	  5.19   	   0.00		
-11.29   	-94.91   	  5.19   	  -5.09		
-12.51   	-97.05   	  5.17   	  -5.09		
-13.12   	-97.96   	  5.15   	  -5.09		
-12.21   	-97.35   	  5.13   	 -10.17		
-10.99   	-95.52   	  5.09   	 -10.17		
-10.07   	-93.69   	  5.05   	  -5.09		
 -9.77   	-92.47   	  5.03   	   0.00		
-10.07   	-92.16   	  5.03   	   0.00		
 -9.77   	-92.16   	  5.03   	  10.17		
 -9.46   	-92.16   	  5.07   	  10.17		
 -8.85   	-91.55   	  5.11   	  10.17		
 -8.85   	-90.64   	  5.15   	  20.35		
 -9.46   	-90.03   	  5.23   	  20.35		
-10.07   	-89.72   	  5.31   	  25.43		
-10.68   	-89.11   	  5.41   	  25.43		
-10.68   	-88.20   	  5.51   	  30.52		
-10.07   	-86.67   	  5.64   	  30.52		
 -9.46   	-85.75   	  5.76   	  25.43		
 -9.16   	-85.14   	  5.86   	  30.52		
 -9.46   	-85.14   	  5.98   	  20.35		
 -9.77   	-85.14   	  6.06   	  20.35		
 -9.77   	-84.84   	  6.14   	  10.17		
 -8.85   	-84.23   	  6.19   	  10.17		
 -7.32   	-83.92   	  6.23   	   5.09		
 -6.10   	-83.31   	  6.25   	   0.00		
 -6.10   	-83.31   	  6.25   	   0.00		
 -7.02   	-83.31   	  6.25   	   0.00		
 -8.85   	-83.62   	  6.25   	   0.00		
-10.07   	-83.92   	  6.25   	   5.09		
-10.07   	-83.31   	  6.27   	  15.26		
 -9.46   	-82.09   	  6.33   	  15.26		
 -8.54   	-79.96   	  6.39   	  20.35		
 -8.24   	-78.13   	  6.47   	  25.43		
 -8.24   	-76.60   	  6.57   	  25.43		
 -8.24   	-75.38   	  6.67   	  30.52		
 -7.63   	-74.46   	  6.80   	  25.43		
 -6.71   	-73.85   	  6.90   	  25.43		
 -6.41   	-73.55   	  7.00   	  20.35		
 -7.02   	-74.77   	  7.08   	  15.26		
 -8.54   	-77.21   	  7.14   	  15.26		
-10.38   	-79.65   	  7.20   	   5.09		
-10.99   	-80.57   	  7.22   	   5.09		
-10.38   	-79.96   	  7.24   	   0.00		
 -8.85   	-78.13   	  7.24   	 -10.17		
 -7.32   	-76.29   	  7.20   	 -10.17		
 -6.71   	-75.68   	  7.16   	 -15.26		
 -7.02   	-76.60   	  7.10   	 -15.26		
 -7.32   	-77.21   	  7.04   	 -15.26		
 -7.32   	-77.21   	  6.98   	 -15.26		
 -6.71   	-75.99   	  6.92   	 -10.17		
 -5.49   	-74.16   	  6.88   	  -5.09		
 -4.58   	-72.63   	  6.86   	   0.00		
 -4.27   	-72.02   	  6.86   	   5.09		
 -4.58   	-71.11   	  6.88   	  15.26		
 -4.88   	-68.66   	  6.94   	  15.26		
 -4.88   	-61.65   	  7.00   	  20.35		
 -4.27   	-47.91   	  7.08   	  20.35		
 -3.97   	-27.77   	  7.16   	  15.26		
 -3.97   	 -4.27   	  7.22   	  20.35		
 -4.27   	 16.48   	  7.30   	  15.26		
 -4.88   	 29.30   	  7.37   	  10.17		
 -4.88   	 32.65   	  7.41   	   5.09		
 -3.97   	 31.13   	  7.43   	   0.00		
 -2.44   	 30.21   	  7.43   	   0.00		
  0.31   	 33.57   	  7.43   	  -5.09		
  3.97   	 39.98   	  7.41   	   0.00		
  8.54   	 46.39   	  7.41   	  -5.09		
 14.04   	 51.88   	  7.39   	  -5.09		
 19.53   	 57.98   	  7.37   	   0.00		
 23.80   	 65.92   	  7.37   	   5.09		
 25.94   	 72.02   	  7.39   	  10.17		
 25.94   	 68.66   	  7.43   	  10.17		
 25.02   	 49.44   	  7.47   	  10.17		
 25.02   	 15.26   	  7.51   	  20.35		
 25.94   	-24.72   	  7.59   	  15.26		
 25.63   	-58.29   	  7.65   	  20.35		
 21.36   	-78.13   	  7.73   	  15.26		
 11.29   	-84.23   	  7.79   	  15.26		
 -1.53   	-83.92   	  7.85   	  20.35		
-13.73   	-85.45   	  7.93   	  15.26		
-20.45   	-93.69   	  8.00   	  15.26		
-21.36   	-108.03   	  8.06   	  20.35		
-18.31   	-122.68   	  8.14   	  25.43		
-15.26   	-132.75   	  8.24   	  35.61		
-14.04   	-135.19   	  8.38   	  40.69		
-15.56   	-132.14   	  8.55   	  45.78		
-17.09   	-126.95   	  8.73   	  55.95		
-17.40   	-122.68   	  8.95   	  66.12		
-16.48   	-120.24   	  9.22   	  66.12		
-14.95   	-118.41   	  9.48   	  76.30		
-14.04   	-115.97   	  9.79   	  71.21		
-13.73   	-113.22   	 10.07   	  71.21		
-13.43   	-109.86   	 10.36   	  61.04		
-12.82   	-106.81   	 10.60   	  55.95		
-12.51   	-104.06   	 10.82   	  40.69		
-12.82   	-101.62   	 10.99   	  35.61		
-13.43   	-99.18   	 11.13   	  20.35		
-14.34   	-96.44   	 11.21   	  20.35		
-14.95   	-93.69   	 11.29   	  10.17		
-14.95   	-90.64   	 11.33   	  10.17		
-14.95   	-87.28   	 11.37   	  10.17		
-14.34   	-84.23   	 11.41   	  10.17		
-14.04   	-81.48   	 11.45   	  20.35		
-13.73   	-79.35   	 11.54   	  25.43		
-14.04   	-77.82   	 11.64   	  30.52		
-14.34   	-76.60   	 11.76   	  40.69		
-14.65   	-75.07   	 11.92   	  50.86		
-14.65   	-73.24   	 12.13   	  50.86		
-14.34   	-70.50   	 12.33   	  61.04		
-14.04   	-67.44   	 12.57   	  55.95		
-14.04   	-64.39   	 12.80   	  50.86		
-14.65   	-61.95   	 13.00   	  40.69		
-14.95   	-61.04   	 13.16   	  30.52		
-15.26   	-61.95   	 13.29   	  20.35		
-14.34   	-63.78   	 13.37   	   5.09		
-10.68   	-61.65   	 13.39   	 -10.17		
 -3.66   	-47.91   	 13.35   	 -25.43		
  8.54   	-13.73   	 13.25   	 -35.61		
 29.91   	 46.69   	 13.10   	 -45.78		
 63.78   	137.94   	 12.92   	 -45.78		
110.78   	267.94   	 12.74   	 -45.78		
165.10   	444.34   	 12.55   	 -45.78		
213.32   	660.71   	 12.37   	 -35.61		
240.48   	866.09   	 12.23   	 -25.43		
236.51   	966.19(R)	 12.13   	 -15.26		
200.81   	872.80   	 12.07(E)	   0.00		
144.96   	578.31   	 12.07   	  20.35		
 86.06   	184.94   	 12.15   	  40.69		
 40.28   	-140.69   	 12.31   	  66.12		
 16.78   	-274.05   	 12.57   	  96.64		
 13.73   	-212.40   	 12.96   	 132.25		
 20.75   	-61.34   	 13.49   	 172.94		
 25.63   	 57.68   	 14.18   	 218.72		
 22.58   	 87.59   	 15.06   	 264.50		
 13.43   	 51.27   	 16.11   	 325.53		
  4.27   	  4.27   	 17.42   	 386.57		
 -0.31   	-17.09   	 18.96   	 447.61		
 -0.31   	-13.43   	 20.75   	 518.82		
  0.61   	 -3.97   	 22.83   	 584.94		
  0.31   	 -2.14   	 25.17   	 651.07		
 -1.83   	 -8.24   	 27.77   	 727.36		
 -3.97   	-15.87   	 30.68   	 798.57		
 -4.88   	-19.84   	 33.88   	 864.70		
 -4.88   	-19.23   	 37.33   	 930.82		
 -4.58   	-15.87   	 41.06   	 966.43		
 -4.27   	-12.51   	 44.92   	 981.68		
 -4.27   	-10.68   	 48.85   	 956.25		
 -4.58   	-10.38   	 52.68   	 890.13		
 -4.58   	-10.68   	 56.24   	 793.49		
 -4.58   	-10.68   	 59.41   	 661.24		
 -4.58   	-10.38   	 62.05   	 513.73		
 -4.27   	 -9.16   	 64.11   	 361.14		
 -3.66   	 -7.02   	 65.55   	 228.89		
 -2.44   	 -3.36   	 66.47   	 116.99		
 -1.53   	  0.92   	 66.94   	  45.78		
 -0.61   	  4.88   	 67.12   	  10.17		
  0.00   	  8.24   	 67.16   	  15.26		
  0.61   	 10.68   	 67.22   	  55.95		
  0.61   	 12.21   	 67.45   	 122.07		
  0.92   	 14.34   	 67.93   	 198.37		
  1.22   	 16.78   	 68.73   	 269.58		
  1.83   	 19.84   	 69.81   	 325.53		
  2.14   	 22.89   	 71.11   	 366.22		
  1.83   	 25.02   	 72.57   	 371.31		
  1.22   	 26.25   	 74.06   	 361.14		
  0.61   	 27.16   	 75.50   	 315.36		
  0.92   	 28.69   	 76.76   	 264.50		
  2.44   	 32.04   	 77.82   	 188.20		
  4.58   	 37.23   	 78.58   	 122.07		
  6.71   	 43.03   	 79.06   	  55.95		
  7.63   	 48.52   	 79.29   	  10.17		
  7.93   	 52.80   	 79.33   	 -25.43		
  7.32   	 56.15   	 79.23   	 -35.61		
  7.32   	 59.51   	 79.08   	 -25.43		
  7.63   	 64.09   	 78.98   	  10.17		
  8.54   	 70.19   	 79.02   	  61.04		
  9.77   	 77.51   	 79.27   	 122.07		
 10.68   	 84.84   	 79.76   	 183.11		
 11.60   	 91.55   	 80.49   	 249.24		
 12.51   	 98.27   	 81.48   	 289.93		
 14.04   	105.29   	 82.64   	 325.53		
 15.87   	113.53   	 83.95   	 335.71		
 17.70   	122.68   	 85.29   	 325.53		
 18.92   	132.14   	 86.59   	 295.01		
 19.53   	141.91   	 87.77   	 254.32		
 20.45   	151.67   	 88.79   	 208.54		
 21.67   	161.74   	 89.62   	 162.77		
 23.19   	172.12   	 90.27   	 132.25		
 24.11   	182.50   	 90.80   	 101.73		
 25.33   	193.18   	 91.21   	  96.64		
 26.25   	203.55   	 91.60   	  96.64		
 27.47   	213.32   	 91.98   	 101.73		
 28.69   	222.78   	 92.39   	 111.90		
 29.30   	231.93   	 92.84   	 116.99		
 29.60   	241.39   	 93.31   	 122.07		
 29.91   	251.16   	 93.79   	 111.90		
 30.52   	260.62   	 94.24   	 101.73		
 31.74   	269.47   	 94.65   	  86.47		
 33.57   	277.10   	 94.99   	  66.12		
 36.01   	283.20   	 95.26   	  55.95		
 38.45   	288.39   	 95.48   	  40.69		
 39.98   	292.36   	 95.65   	  30.52		
 39.98   	294.80   	 95.77   	  35.61		
 38.76   	295.10   	 95.91   	  35.61		
 37.54   	294.19   	 96.05   	  40.69		
 36.93   	292.66   	 96.22   	  50.86		
 37.54   	290.83   	 96.42   	  61.04		
 39.06   	288.70   	 96.66   	  71.21		
 39.67   	285.34   	 96.95   	  76.30		
 39.37   	280.15   	 97.25   	  71.21		
 38.45   	273.13   	 97.54   	  76.30		
 38.15   	263.98   	 97.84   	  66.12		
 38.15   	252.69   	 98.11   	  50.86		
 38.45   	238.95   	 98.31   	  40.69		
 38.45   	222.17   	 98.47   	  25.43		
 37.23   	202.64   	 98.58   	  10.17		
 35.10   	180.66   	 98.62(S)	 -10.17		
 32.04   	157.78   	 98.58   	 -20.35		
 28.69   	133.97   	 98.49   	 -30.52		
 25.02   	109.86   	 98.37   	 -40.69		
 21.36   	 86.36   	 98.21   	 -50.86		
 18.31   	 64.09   	 98.01   	 -61.04		
 16.17   	 43.64   	 97.76   	 -76.30		
 14.34   	 24.72   	 97.46   	 -86.47		
 11.90   	  7.32   	 97.11   	-101.73		
  8.54   	 -9.16   	 96.70   	-127.16		
  4.58   	-24.41   	 96.19   	-157.68		
  0.92   	-37.54   	 95.56   	-193.29		
 -1.22   	-47.91   	 94.79   	-254.32		
 -2.14   	-55.85   	 93.77   	-340.79		
 -2.75   	-62.56   	 92.41   	-442.52		
 -3.36   	-68.66   	 90.64   	-569.68		
 -4.27   	-74.46   	 88.36   	-712.10		
 -4.88   	-79.04   	 85.51   	-844.35		
 -4.58   	-82.09   	 82.14   	-966.43		
 -3.97   	-83.92   	 78.27   	-1063.07		
 -3.97   	-85.14   	 74.02   	-1113.93		
 -4.88   	-86.98   	 69.56   	-1144.45		
 -6.71   	-89.11   	 64.98   	-1124.11		
 -8.54   	-91.55   	 60.49   	-1088.50		
 -9.77   	-92.77   	 56.13   	-1027.46		
 -9.46   	-92.77   	 52.02   	-951.17		
 -8.54   	-91.55   	 48.22   	-864.70		
 -7.32   	-90.64   	 44.76   	-783.31		
 -6.41   	-90.03   	 41.63   	-712.10		
 -6.10   	-89.72   	 38.78   	-640.89		
 -6.41   	-89.72   	 36.22   	-595.11		
 -6.41   	-89.42   	 33.84   	-554.42		
 -5.80   	-88.81   	 31.62   	-528.99		
 -4.88   	-88.50   	 29.50   	-508.65		
 -4.27   	-88.50   	 27.47   	-488.30		
