  I     	  II     	  LVp     	  LVp'		
-10.68   	-16.17   	101.61   	-717.19		
-10.38   	-13.73   	 98.74   	-778.23		
-10.38   	-12.82   	 95.63   	-829.09		
-10.68   	-13.73   	 92.31   	-885.04		
-11.29   	-13.73   	 88.77   	-915.56		
-11.60   	-11.29   	 85.11   	-951.17		
-11.60   	 -6.10   	 81.30   	-966.43		
-10.99   	 -0.31   	 77.44   	-966.43		
-10.68   	  3.66   	 73.57   	-966.43		
-10.99   	  3.97   	 69.70   	-951.17		
-11.29   	  0.92   	 65.90   	-930.82		
-11.90   	 -3.05   	 62.18   	-900.30		
-12.82   	 -6.10   	 58.58   	-874.87		
-14.34   	 -8.24   	 55.08   	-844.35		
-16.78   	 -9.16   	 51.70   	-813.83		
-20.14   	-10.38   	 48.44   	-778.23		
-22.89   	-11.90   	 45.33   	-747.71		
-24.72   	-13.12   	 42.34   	-712.10		
-25.63   	-14.04   	 39.49   	-681.58		
-25.94   	-13.12   	 36.76   	-651.07		
-26.86   	-10.38   	 34.16   	-620.55		
-29.30   	 -6.10   	 31.68   	-590.03		
-32.65   	 -0.92   	 29.32   	-564.60		
-36.32   	  4.88   	 27.06   	-528.99		
-38.45   	 11.60   	 24.94   	-508.65		
-37.54   	 19.53   	 22.91   	-467.95		
-33.87   	 27.47   	 21.04   	-442.52		
-28.08   	 33.26   	 19.27   	-396.74		
-22.28   	 34.18   	 17.68   	-361.14		
-18.31   	 31.13   	 16.24   	-315.36		
-17.09   	 26.55   	 14.97   	-279.75		
-18.31   	 23.50   	 13.86   	-228.89		
-20.45   	 23.19   	 12.94   	-198.37		
-22.28   	 24.72   	 12.15   	-157.68		
-22.89   	 25.02   	 11.52   	-127.16		
-22.89   	 22.58   	 11.01   	-101.73		
-23.19   	 17.40   	 10.60   	 -81.38		
-23.80   	 11.29   	 10.27   	 -61.04		
-25.63   	  6.10   	 10.03   	 -45.78		
-27.77   	  2.44   	  9.85   	 -35.61		
-29.91   	  0.61   	  9.70   	 -30.52		
-31.43   	  0.00   	  9.58   	 -15.26		
-32.65   	  0.31   	  9.52   	 -10.17		
-33.57   	  0.61   	  9.48   	   0.00		
-34.18   	  0.61   	  9.48   	   5.09		
-33.87   	  0.92   	  9.50   	  15.26		
-32.65   	  2.14   	  9.56   	  25.43		
-30.82   	  4.27   	  9.66   	  35.61		
-28.38   	  6.71   	  9.81   	  45.78		
-26.25   	  8.24   	  9.99   	  50.86		
-25.63   	  7.93   	 10.19   	  55.95		
-26.25   	  6.41   	 10.42   	  61.04		
-27.77   	  4.27   	 10.66   	  66.12		
-29.60   	  2.14   	 10.93   	  66.12		
-31.13   	 -0.92   	 11.19   	  71.21		
-32.35   	 -5.80   	 11.48   	  66.12		
-33.26   	-11.60   	 11.74   	  66.12		
-34.18   	-15.56   	 12.00   	  61.04		
-35.40   	-15.26   	 12.25   	  61.04		
-37.23   	-10.38   	 12.49   	  55.95		
