  I     	  II     	  LVp     	  LVp'		
-12.21   	-81.79   	 56.13   	1022.38		
-12.51   	-79.35   	 60.22   	 946.08		
-12.21   	-76.90   	 64.01   	 869.78		
-11.60   	-74.46   	 67.49   	 793.49		
-10.68   	-71.72   	 70.66   	 727.36		
 -9.77   	-68.66   	 73.57   	 671.41		
 -7.93   	-65.92   	 76.26   	 635.81		
 -5.80   	-63.48   	 78.80   	 600.20		
 -3.66   	-61.04   	 81.20   	 584.94		
 -2.14   	-57.68   	 83.54   	 564.60		
 -0.92   	-52.80   	 85.80   	 554.42		
  0.00   	-47.30   	 88.02   	 528.99		
  0.61   	-42.72   	 90.13   	 508.65		
  0.92   	-39.67   	 92.17   	 483.21		
  1.22   	-37.23   	 94.10   	 437.43		
  2.14   	-35.40   	 95.85   	 401.83		
  4.27   	-32.96   	 97.46   	 356.05		
  7.93   	-29.91   	 98.88   	 305.19		
 11.60   	-26.25   	100.10   	 254.32		Beg---------
 13.12   	-21.97   	101.12   	 203.46		
 12.82   	-17.70   	101.93   	 162.77		
 11.90   	-13.12   	102.58   	 116.99		
 12.82   	 -8.85   	103.05   	  81.38		
 16.78   	 -4.88   	103.38   	  61.04		
 22.58   	 -1.22   	103.62   	  40.69		
 28.08   	  2.14   	103.78   	  30.52		
 32.04   	  4.88   	103.91   	  30.52		
 33.87   	  6.71   	104.03   	  35.61		
 35.10   	  8.54   	104.17   	  40.69		
 36.93   	 10.38   	104.33   	  45.78		
 39.98   	 12.51   	104.52   	  50.86		
 43.33   	 14.34   	104.72   	  61.04		
 46.08   	 14.95   	104.96   	  61.04		
 47.91   	 14.34   	105.21   	  61.04		
 50.35   	 12.82   	105.45   	  66.12		
 53.71   	 10.68   	105.72   	  55.95		
 57.98   	  7.93   	105.94   	  50.86		
 62.56   	  4.27   	106.14   	  45.78		
 65.31   	 -1.22   	106.33   	  40.69		
 66.22   	 -9.16   	106.49   	  35.61		
 66.22   	-17.70   	106.63   	  25.43		
 67.14   	-25.33   	106.73   	  25.43		
 69.27   	-30.52   	106.84(S)	  15.26		
 71.72   	-34.48   	106.90   	  15.26		
 71.72   	-39.06   	106.96   	  15.26		
 68.36   	-45.47   	107.02   	   5.09		
 61.65   	-53.41   	107.04   	   0.00		
 53.71   	-61.04   	107.04   	  -5.09		
 46.69   	-67.14   	107.02   	 -15.26		
 40.59   	-72.33   	106.96   	 -30.52		
 35.40   	-79.04   	106.84   	 -35.61		
