  I     	  II     	  PW     	  PW'		
-10.38   	-44.56   	 13.35   	 -20.35		
-24.72   	-62.56   	 13.27   	 -20.35		
-38.45   	-83.62   	 13.18   	 -25.43		
-48.22   	-102.54   	 13.08   	 -30.52		
-52.49   	-114.75   	 12.96   	 -40.69		
-52.19   	-118.71   	 12.80   	 -45.78		
-49.74   	-115.66   	 12.61   	 -55.95		
-47.30   	-109.86   	 12.39   	 -61.04		
-46.69   	-104.98   	 12.15   	 -66.12		
-46.69   	-103.45   	 11.88   	 -66.12		
-47.00   	-104.37   	 11.62   	 -55.95		
-47.61   	-105.59   	 11.39   	 -55.95		
-48.52   	-104.98   	 11.17   	 -40.69		
-50.35   	-103.45   	 11.01   	 -35.61		
-52.80   	-102.23   	 10.86   	 -25.43		
-55.24   	-99.79   	 10.76   	 -20.35		
-57.37   	-90.64   	 10.68   	 -20.35		
-56.46   	-68.66   	 10.60   	 -15.26		
-48.22   	-26.86   	 10.54   	 -15.26		
-23.19   	 45.47   	 10.48   	  -5.09		
 27.77   	162.66   	 10.46   	 -10.17		
108.03   	334.47   	 10.42   	   0.00		
207.21   	550.84   	 10.42   	   0.00		
307.01   	774.54   	 10.42   	   5.09		
385.13   	938.42   	 10.44   	  10.17		
421.14   	973.51(R)	 10.48   	  15.26		
400.70   	851.75   	 10.54   	  20.35		
317.38   	604.86   	 10.62   	  20.35		
181.27   	318.60   	 10.70   	  25.43		
 25.33   	 91.55   	 10.80   	  25.43		
-101.93   	-20.14   	 10.91   	  30.52		
-162.66   	-26.25   	 11.03   	  20.35		
-151.67   	 13.43   	 11.11   	  20.35		
-101.01   	 39.37   	 11.19   	  10.17		
-54.93   	 25.94   	 11.23   	   0.00		
-39.67   	-15.56   	 11.23   	  -5.09		
-50.66   	-58.59   	 11.21   	 -20.35		
-66.83   	-86.06   	 11.13   	 -25.43		
-72.33   	-96.74   	 11.03   	 -35.61		
-67.44   	-99.49   	 10.89   	 -35.61		
-61.04   	-101.32   	 10.74   	 -35.61		
-59.20   	-103.76   	 10.60   	 -35.61		
-60.73   	-105.59   	 10.46   	 -15.26		
-61.04   	-105.29   	 10.40   	   5.09		
-57.98   	-102.84   	 10.42   	  40.69		
-54.32   	-98.88   	 10.58   	  71.21		
-52.49   	-96.44   	 10.86   	 101.73		
-54.02   	-95.21   	 11.27   	 116.99		
-57.68   	-95.52   	 11.74   	 116.99		
-60.42   	-94.30   	 12.21   	  91.56		
-59.81   	-91.25   	 12.57   	  55.95		
-55.24   	-86.67   	 12.80   	  10.17		
-49.44   	-82.09   	 12.84(A)	 -35.61		
-45.78   	-79.96   	 12.70   	 -71.21		
-45.78   	-80.57   	 12.41   	 -91.56		
-47.61   	-82.09   	 12.04   	 -96.64		
-48.83   	-83.31   	 11.66   	 -76.30		
-47.61   	-83.01   	 11.35   	 -55.95		
-44.56   	-80.87   	 11.13   	 -25.43		
-41.81   	-76.29   	 11.03   	  -5.09		
-40.28   	-69.58   	 11.01   	   5.09		
-39.06   	-62.26   	 11.03   	  15.26		
-36.32   	-55.24   	 11.09   	   5.09		
-32.04   	-50.35   	 11.11   	  -5.09		
-27.16   	-48.52   	 11.09   	 -20.35		
-22.58   	-48.22   	 11.01   	 -30.52		
-20.45   	-48.83   	 10.89   	 -35.61		
-20.75   	-49.13   	 10.74   	 -40.69		
-21.67   	-47.91   	 10.58   	 -35.61		
-21.36   	-43.64   	 10.44   	 -30.52		
-18.31   	-36.01   	 10.32   	 -25.43		
-12.82   	-25.63   	 10.21   	 -20.35		
 -7.32   	-15.87   	 10.13   	 -25.43		
 -3.97   	 -8.24   	 10.03   	 -25.43		
 -3.36   	 -3.05   	  9.93   	 -30.52		
 -2.75   	  2.14   	  9.81   	 -35.61		
  1.22   	 10.99   	  9.66   	 -40.69		
  9.77   	 23.80   	  9.50   	 -45.78		
 21.36   	 38.76   	  9.32   	 -40.69		
 31.43   	 52.49   	  9.16   	 -40.69		
 37.54   	 64.09   	  8.99   	 -35.61		
 39.67   	 74.77   	  8.85   	 -30.52		
 41.81   	 86.98   	  8.73   	 -25.43		
 47.00   	102.84   	  8.63   	 -25.43		
 53.41   	120.54   	  8.52   	 -20.35		
 57.07   	135.80   	  8.44   	 -25.43		
 56.46   	145.57   	  8.34   	 -20.35		
 53.41   	149.23   	  8.26   	 -25.43		
 52.49   	150.45   	  8.16   	 -20.35		
 55.54   	152.89   	  8.08   	 -25.43		
 61.04   	159.00   	  7.98   	 -20.35		
 64.70   	167.24   	  7.89   	 -10.17		
 62.87   	173.65   	  7.85   	 -15.26		
 54.93   	173.65   	  7.79   	  -5.09		
 43.03   	164.49   	  7.77   	  -5.09		
 31.74   	148.32   	  7.75   	   0.00		
 23.80   	129.70   	  7.75   	   5.09		
 20.45   	113.22   	  7.77   	   0.00		
 18.62   	 99.49   	  7.77   	   5.09		
 15.26   	 86.67   	  7.79   	   5.09		
  7.63   	 72.02   	  7.81   	   0.00		
 -2.14   	 54.93   	  7.81   	   5.09		
-11.29   	 37.54   	  7.83   	   0.00		
-17.09   	 22.28   	  7.83   	   5.09		
-20.75   	  9.77   	  7.85   	   5.09		
-23.19   	 -0.92   	  7.87   	   5.09		
-26.86   	-11.29   	  7.89   	  10.17		
-32.96   	-21.36   	  7.93   	  10.17		
-40.89   	-29.30   	  7.98   	  10.17		
-49.13   	-34.79   	  8.02   	  10.17		
-54.93   	-38.76   	  8.06   	  15.26		
-57.37   	-43.64   	  8.12   	  10.17		
-54.93   	-49.13   	  8.16   	  10.17		
-48.52   	-53.71   	  8.20   	  15.26		
-41.81   	-54.32   	  8.26   	  10.17		
-37.23   	-51.57   	  8.30   	  15.26		
-36.62   	-47.91   	  8.36   	  10.17		
-39.98   	-47.91   	  8.40   	  10.17		
-46.39   	-52.49   	  8.44   	  10.17		
-52.80   	-59.20   	  8.48   	  10.17		
-57.68   	-64.39   	  8.52   	   5.09		
-60.42   	-65.31   	  8.55   	   0.00		
-60.12   	-61.04   	  8.55   	  -5.09		
-56.15   	-54.02   	  8.52   	 -10.17		
-49.74   	-47.91   	  8.48   	 -10.17		
-45.17   	-46.69   	  8.44   	 -15.26		
-44.86   	-52.80   	  8.38   	 -20.35		
-49.13   	-64.09   	  8.30   	 -25.43		
-53.41   	-72.94   	  8.20   	 -30.52		
-54.02   	-74.16   	  8.08   	 -30.52		
-51.88   	-68.36   	  7.96   	 -25.43		
-50.66   	-60.42   	  7.85   	 -15.26		
-54.63   	-56.76   	  7.79   	   0.00		
-62.26   	-60.12   	  7.79   	  15.26		
