  I     	  II     	  AOp     	  AOp'		
-108.03   	 -0.61   	 77.80   	  15.26		
-167.54   	-23.80   	 77.86   	  15.26		
-236.51   	-44.25   	 77.92   	  10.17		
-313.72   	-65.31   	 77.97   	   0.00		
-397.03   	-91.86   	 77.97   	 -10.17		
-478.82   	-123.60   	 77.92   	 -20.35		
-552.98   	-157.47   	 77.84   	 -20.35		
-617.98   	-190.73   	 77.76   	 -20.35		
-678.71   	-224.30   	 77.68   	 -10.17		
-740.05   	-263.37   	 77.64   	 -10.17		
-800.17   	-309.75   	 77.60   	  -5.09		
-848.69   	-357.97   	 77.58   	  -5.09		
-872.50   	-399.17   	 77.56   	 -10.17		
-866.70   	-426.33   	 77.52   	 -15.26		
-845.95   	-437.93   	 77.46   	 -25.43		
-841.06   	-437.32   	 77.35   	 -25.43		
-882.87   	-431.82   	 77.25   	 -25.43		
-977.78   	-433.35   	 77.15   	 -30.52		
-1103.82   	-456.85   	 77.03   	 -30.52		
-1219.48   	-509.34   	 76.91   	 -30.52		
-1287.23   	-578.31   	 76.79   	 -40.69		
-1293.95   	-630.49   	 76.62   	 -45.78		
-1252.14   	-628.97   	 76.44   	 -55.95		
-1185.00   	-557.25   	 76.22   	 -66.12		
-1114.20   	-433.96   	 75.95   	 -66.12		
-1050.72   	-302.73   	 75.69   	 -66.12		
-996.09   	-203.86   	 75.42   	 -71.21		
-946.66   	-149.54   	 75.14   	 -71.21		
-899.35   	-124.21   	 74.85   	 -71.21		
-853.88   	-100.71   	 74.57   	 -71.21		
-811.16   	-59.20   	 74.28   	 -61.04		
-766.91   	  2.44   	 74.04   	 -61.04		
-710.75   	 71.11   	 73.79   	 -61.04		
-632.32   	132.45   	 73.55   	 -50.86		
-529.79   	179.44   	 73.35   	 -50.86		
-411.99   	211.79   	 73.14   	 -50.86		
-290.53   	234.68   	 72.94   	 -45.78		
-169.98   	254.21   	 72.76   	 -50.86		
-46.39   	274.66   	 72.55   	 -40.69		
 83.31   	298.16   	 72.39   	 -45.78		
214.23   	325.62   	 72.21   	 -40.69		
331.42   	353.70   	 72.04   	 -40.69		
421.45   	374.76   	 71.88   	 -40.69		
479.43   	379.94   	 71.72   	 -45.78		
510.25   	366.82   	 71.54   	 -45.78		
521.55   	341.19   	 71.35   	 -45.78		
520.32   	313.42   	 71.17   	 -50.86		
512.39   	289.61   	 70.97   	 -50.86		
502.62   	269.47   	 70.76   	 -50.86		
495.30   	249.63   	 70.56   	 -45.78		
493.77   	229.49   	 70.38   	 -40.69		
498.66   	213.32   	 70.21   	 -35.61		
508.42   	205.99   	 70.07   	 -25.43		
520.63   	207.82   	 69.97   	 -15.26		
532.53   	215.45   	 69.91   	  -5.09		
543.21   	223.39   	 69.89   	  10.17		
553.59   	229.49   	 69.93   	  30.52		
566.10   	232.85   	 70.05   	  45.78		
582.28   	233.76   	 70.23   	  71.21		
601.81   	234.99   	 70.52   	  86.47		
622.86   	240.17   	 70.86   	 101.73		
643.62   	250.55   	 71.27   	 116.99		
662.84   	265.20   	 71.74   	 122.07		
680.54   	279.24   	 72.23   	 127.16		
697.02   	288.39   	 72.74   	 127.16		
714.11   	290.83   	 73.24   	 122.07		
733.95   	289.92   	 73.73   	 122.07		
757.45   	290.22   	 74.22   	 116.99		
782.78   	296.02   	 74.69   	 111.90		
808.11   	307.92   	 75.14   	 106.82		
831.30   	323.79   	 75.56   	 101.73		
851.75   	341.19   	 75.97   	 101.73		
870.67   	356.75   	 76.38   	  91.56		
888.37   	369.57   	 76.74   	  86.47		
905.15   	377.81   	 77.09   	  81.38		
919.19   	382.39   	 77.42   	  66.12		
928.65   	383.61   	 77.68   	  55.95		
932.92   	384.52   	 77.90   	  40.69		
933.53   	386.66   	 78.07   	  25.43		
932.62   	391.24   	 78.17   	  10.17		
931.09   	396.42   	 78.21   	  -5.09		
926.51   	401.31   	 78.19   	 -20.35		
916.75   	402.83   	 78.11   	 -30.52		
899.35   	397.64   	 77.99   	 -45.78		
874.02   	383.30   	 77.80   	 -45.78		
842.90   	360.41   	 77.62   	 -55.95		
809.02   	333.56   	 77.40   	 -66.12		
773.93   	308.23   	 77.13   	 -66.12		
738.53   	287.78   	 76.87   	 -76.30		
700.38   	270.39   	 76.56   	 -86.47		
656.74   	251.16   	 76.22   	 -91.56		
605.77   	227.05   	 75.85   	-101.73		
547.79   	199.28   	 75.44   	-111.90		
487.06   	172.42   	 74.99   	-116.99		
428.77   	149.84   	 74.53   	-122.07		
374.45   	133.67   	 74.04   	-132.25		
323.49   	121.15   	 73.51   	-137.33		
274.35   	108.95   	 72.96   	-147.51		
227.05   	 95.21   	 72.37   	-152.59		
183.72   	 79.35   	 71.76   	-152.59		
146.79   	 62.26   	 71.15   	-167.85		
116.58   	 46.08   	 70.48   	-167.85		
 92.47   	 33.26   	 69.81   	-172.94		
 72.33   	 24.41   	 69.11   	-172.94		
 53.71   	 18.31   	 68.42   	-172.94		
 36.01   	 13.73   	 67.73   	-157.68		
 18.92   	  9.16   	 67.10   	-152.59		
  3.05   	  4.88   	 66.49   	-132.25		
 -8.54   	  2.14   	 65.96   	-111.90		
-13.73   	 -0.31   	 65.51   	 -91.56		
-13.43   	 -2.75   	 65.15   	 -66.12		
-10.99   	 -7.02   	 64.88   	 -50.86		
-10.99   	-12.82   	 64.68   	 -35.61		
-14.95   	-20.14   	 64.54   	 -20.35		
-21.97   	-26.55   	 64.46   	 -10.17		
-28.99   	-29.91   	 64.41   	 -10.17		
-33.87   	-27.47   	 64.37   	   0.00		
-36.62   	-18.62   	 64.37   	   0.00		
-37.84   	 -7.63   	 64.37   	   0.00		
-37.84   	 -0.92   	 64.37   	   5.09		
-36.32   	 -4.58   	 64.39   	   0.00		
-33.26   	-18.62   	 64.39   	   0.00		
-31.13   	-36.01   	 64.39   	   0.00		
-31.13   	-47.30   	 64.39   	   5.09		
-33.57   	-47.00   	 64.41   	   0.00		
-37.84   	-37.23   	 64.41   	   5.09		
-41.20   	-24.11   	 64.44   	   5.09		
-42.72   	-15.26   	 64.46   	   5.09		
-41.81   	-13.12   	 64.48   	   5.09		
-39.67   	-16.78   	 64.50   	   5.09		
-37.84   	-22.28   	 64.52   	   5.09		
-37.23   	-25.94   	 64.54   	   5.09		
-37.54   	-26.55   	 64.56   	   0.00		
-38.45   	-25.02   	 64.56   	  -5.09		
-39.37   	-23.80   	 64.54   	   0.00		
-39.06   	-26.55   	 64.54   	 -10.17		
-38.45   	-33.57   	 64.50   	 -10.17		
-37.84   	-42.72   	 64.46   	 -15.26		
-38.76   	-49.13   	 64.39   	 -20.35		
-40.28   	-49.44   	 64.31   	 -15.26		
-41.81   	-43.64   	 64.25   	 -20.35		
-42.42   	-34.18   	 64.17   	 -20.35		
-42.72   	-25.33   	 64.09   	 -25.43		
-42.72   	-21.67   	 63.99   	 -20.35		
-43.64   	-25.02   	 63.91   	 -25.43		
-46.39   	-33.57   	 63.80   	 -25.43		
-48.83   	-41.20   	 63.70   	 -25.43		
-49.44   	-41.50   	 63.60   	 -25.43		
-48.22   	-32.04   	 63.50   	 -30.52		
