  I     	  II     	  PW     	  PW'		
-10.38   	-50.66   	  7.39   	 -15.26		
 -8.54   	-48.22   	  7.32   	 -10.17		
 -7.63   	-46.39   	  7.28   	  -5.09		
 -7.63   	-43.64   	  7.26   	   5.09		
 -7.02   	-38.45   	  7.28   	   5.09		
 -3.05   	-27.16   	  7.30   	  10.17		
  5.80   	 -8.54   	  7.34   	  10.17		
 17.40   	 14.65   	  7.39   	  15.26		
 25.63   	 36.01   	  7.45   	  10.17		
 25.33   	 48.22   	  7.49   	  10.17		
 16.48   	 49.74   	  7.53   	   5.09		
  5.49   	 47.30   	  7.55   	   5.09		
  0.00   	 50.96   	  7.57   	   5.09		
  3.66   	 66.83   	  7.59   	   5.09		
 13.12   	 92.16   	  7.61   	   5.09		
 21.67   	117.49   	  7.63   	   5.09		
 25.02   	133.36   	  7.65   	   5.09		
 23.80   	138.85   	  7.67   	   0.00		
 22.89   	138.24   	  7.67   	   5.09		
 26.25   	138.24   	  7.69   	   0.00		
 33.87   	142.52   	  7.69   	   0.00		
 42.11   	148.01   	  7.69   	   0.00		
 46.08   	148.01   	  7.69   	   0.00		
 42.42   	138.55   	  7.69   	  -5.09		
 31.74   	118.41   	  7.67   	  -5.09		
 17.40   	 88.50   	  7.65   	  -5.09		
  2.75   	 50.66   	  7.63   	  -5.09		
 -9.77   	  7.63   	  7.61   	  -5.09		
-18.31   	-35.10   	  7.59   	  -5.09		
-23.19   	-70.50   	  7.57   	  -5.09		
-25.02   	-93.08   	  7.55   	 -10.17		
-25.33   	-101.93   	  7.51   	  -5.09		
-25.33   	-102.23   	  7.49   	 -10.17		
-26.25   	-102.23   	  7.45   	 -10.17		
-28.08   	-107.42   	  7.41   	 -10.17		
-28.99   	-115.97   	  7.37   	 -15.26		
-26.55   	-121.46   	  7.30   	 -10.17		
-21.36   	-120.24   	  7.26   	 -10.17		
-16.17   	-115.66   	  7.22   	 -10.17		
-16.48   	-115.05   	  7.18   	  -5.09		
-25.02   	-122.99   	  7.16   	   0.00		
-39.06   	-136.72   	  7.16   	   5.09		
-51.27   	-147.09   	  7.18   	  10.17		
-54.63   	-147.71   	  7.22   	  10.17		
-47.91   	-138.55   	  7.26   	  20.35		
-36.32   	-127.87   	  7.34   	  15.26		
-28.38   	-122.68   	  7.41   	  20.35		
-28.38   	-125.43   	  7.49   	  15.26		
-34.18   	-131.84   	  7.55   	  20.35		
-40.28   	-137.02   	  7.63   	  25.43		
-41.20   	-135.80   	  7.73   	  25.43		
-36.32   	-128.78   	  7.83   	  25.43		
-30.82   	-120.24   	  7.93   	  25.43		
-31.13   	-117.19   	  8.04   	  25.43		
-38.45   	-125.12   	  8.14   	  20.35		
-49.13   	-145.57   	  8.22   	  20.35		
-52.80   	-174.26   	  8.30   	  20.35		
-35.10   	-197.45   	  8.38   	  15.26		
 14.04   	-196.53   	  8.44   	  15.26		
 95.83   	-154.72   	  8.50   	  20.35		
198.97   	-61.95   	  8.59   	  20.35		
299.68   	 75.68   	  8.67   	  25.43		
370.18   	230.41   	  8.77   	  25.43		
384.52   	355.22   	  8.87   	  35.61		
328.98   	400.70(R)	  9.01   	  30.52		
208.74   	341.19   	  9.14   	  35.61		
 51.57   	192.57   	  9.28   	  35.61		
-97.66   	 10.38   	  9.42   	  35.61		
-194.40   	-136.11   	  9.56   	  25.43		
-214.54   	-203.86   	  9.66   	  25.43		
-169.07   	-194.70   	  9.77   	  15.26		
-96.74   	-145.57   	  9.83   	  10.17		
-40.28   	-101.01   	  9.87(A)	   0.00		
-20.75   	-84.53   	  9.87   	  -5.09		
-32.35   	-95.21   	  9.85   	  -5.09		
-53.10   	-115.05   	  9.83   	 -15.26		
-62.56   	-126.65   	  9.77   	 -15.26		
-56.15   	-123.90   	  9.70   	 -15.26		
-42.42   	-113.22   	  9.64   	 -20.35		
-32.04   	-103.45   	  9.56   	 -15.26		
-30.21   	-99.49   	  9.50   	 -15.26		
-34.48   	-100.10   	  9.44   	 -15.26		
-39.06   	-100.71   	  9.38   	 -10.17		
-39.98   	-98.27   	  9.34   	 -15.26		
-36.32   	-93.08   	  9.28   	 -10.17		
-29.91   	-87.89   	  9.24   	 -10.17		
-23.19   	-84.84   	  9.20   	 -15.26		
-18.31   	-83.01   	  9.14   	 -15.26		
-15.87   	-81.48   	  9.07   	 -15.26		
-16.17   	-79.96   	  9.01   	 -10.17		
-18.92   	-77.82   	  8.97   	  -5.09		
-21.97   	-75.07   	  8.95   	   5.09		
-24.41   	-71.41   	  8.97   	  15.26		
-25.63   	-67.75   	  9.03   	  25.43		
-25.02   	-65.31   	  9.14   	  30.52		
-22.58   	-64.09   	  9.26   	  40.69		
-18.62   	-63.17   	  9.42   	  30.52		
-14.95   	-61.95   	  9.54   	  30.52		
-11.90   	-59.20   	  9.66   	  15.26		
-10.07   	-56.15   	  9.73   	   0.00		
 -8.54   	-53.41   	  9.73   	 -10.17		
 -6.41   	-49.44   	  9.68   	 -20.35		
 -3.36   	-43.33   	  9.60   	 -30.52		
  0.00   	-34.18   	  9.48   	 -35.61		
  2.44   	-24.72   	  9.34   	 -45.78		
  4.58   	-17.40   	  9.16   	 -40.69		
  8.54   	-11.29   	  8.99   	 -40.69		
 17.40   	 -3.66   	  8.83   	 -40.69		
 29.91   	  6.10   	  8.67   	 -30.52		
 40.59   	 14.65   	  8.55   	 -30.52		
 44.56   	 18.01   	  8.42   	 -20.35		
 40.28   	 15.56   	  8.34   	 -15.26		
 32.35   	 13.73   	  8.28   	 -10.17		
 29.91   	 21.06   	  8.24   	  -5.09		
 36.62   	 38.76   	  8.22   	   0.00		
 50.96   	 60.73   	  8.22   	   5.09		
 67.14   	 79.96   	  8.24   	  10.17		
 79.04   	 93.38   	  8.28   	   5.09		
 86.06   	103.15   	  8.30   	   5.09		
 91.25   	113.53   	  8.32   	   5.09		
 96.44   	124.82   	  8.34   	   0.00		
102.23   	135.80   	  8.34   	  -5.09		
106.51   	143.13   	  8.32   	 -10.17		
106.20   	146.79   	  8.28   	 -10.17		
102.23   	148.62   	  8.24   	 -10.17		
 97.96   	149.84   	  8.20   	 -10.17		
 96.13   	151.06   	  8.16   	 -15.26		
 97.96   	151.37   	  8.10   	 -10.17		
101.62   	150.76   	  8.06   	 -10.17		
104.06   	148.32   	  8.02   	 -10.17		
102.23   	143.74   	  7.98   	  -5.09		
 93.69   	136.41   	  7.96   	 -10.17		
 79.35   	125.73   	  7.91   	 -10.17		
 61.65   	111.39   	  7.87   	 -10.17		
 46.39   	 95.21   	  7.83   	 -15.26		
 37.54   	 79.04   	  7.77   	 -10.17		
 35.10   	 64.09   	  7.73   	 -15.26		
 33.57   	 49.74   	  7.67   	 -15.26		
 26.25   	 34.48   	  7.61   	 -20.35		
 11.90   	 17.09   	  7.53   	 -15.26		
 -5.19   	  0.31   	  7.47   	 -15.26		
-16.78   	-11.29   	  7.41   	 -15.26		
-18.92   	-15.56   	  7.34   	 -15.26		
-14.95   	-16.48   	  7.28   	 -15.26		
-13.43   	-19.84   	  7.22   	 -15.26		
-19.23   	-29.60   	  7.16   	 -10.17		
-31.13   	-43.64   	  7.12   	 -15.26		
-42.42   	-54.32   	  7.06   	 -10.17		
-47.91   	-57.68   	  7.02   	 -10.17		
-47.61   	-55.54   	  6.98   	  -5.09		
-44.56   	-52.19   	  6.96   	  -5.09		
-40.28   	-50.05   	  6.94   	  -5.09		
-34.48   	-47.91   	  6.92   	  -5.09		
-27.77   	-44.56   	  6.90   	  -5.09		
-23.19   	-40.89   	  6.88   	  -5.09		
-21.97   	-40.59   	  6.86   	  -5.09		
-24.41   	-44.25   	  6.84   	  -5.09		
-27.77   	-49.13   	  6.82   	  -5.09		
-30.82   	-52.49   	  6.80   	 -10.17		
-34.48   	-53.41   	  6.75   	 -10.17		
-40.28   	-53.10   	  6.71   	 -15.26		
-46.39   	-53.41   	  6.65   	 -15.26		
-49.74   	-53.41   	  6.59   	 -15.26		
-47.30   	-50.96   	  6.53   	 -15.26		
-40.59   	-46.69   	  6.47   	 -15.26		
-33.87   	-41.20   	  6.41   	  -5.09		
-30.82   	-37.84   	  6.39   	  -5.09		
-31.43   	-36.32   	  6.37   	  -5.09		
-33.57   	-35.71   	  6.35   	   0.00		
-34.79   	-33.87   	  6.35   	   5.09		
-33.87   	-28.69   	  6.37   	   0.00		
-30.82   	-19.23   	  6.37   	  10.17		
-25.33   	 -3.97   	  6.41   	   5.09		
-18.62   	 16.17   	  6.43   	  10.17		
-12.51   	 36.62   	  6.47   	   5.09		
 -9.46   	 52.19   	  6.49   	  10.17		
 -8.85   	 60.73   	  6.53   	   5.09		
 -9.16   	 65.31   	  6.55   	  10.17		
 -7.93   	 71.72   	  6.59   	   5.09		
 -3.97   	 84.23   	  6.61   	   5.09		
  0.61   	 99.79   	  6.63   	  10.17		
  2.14   	112.30   	  6.67   	   5.09		
  1.53   	119.63   	  6.69   	   0.00		
  2.14   	125.73   	  6.69   	   5.09		
  4.88   	133.06   	  6.71(V)	   0.00		
  9.46   	141.91   	  6.71   	  -5.09		
 14.04   	149.23   	  6.69   	  -5.09		
 16.17   	149.54   	  6.67   	  -5.09		
 14.95   	140.08   	  6.65   	  -5.09		
  9.46   	122.07   	  6.63   	  -5.09		
  0.31   	 95.21   	  6.61   	  -5.09		
-11.29   	 59.51   	  6.59   	  -5.09		
-22.28   	 18.01   	  6.57   	  -5.09		
-30.52   	-24.72   	  6.55   	   0.00		
-36.32   	-61.95   	  6.55   	   0.00		
-40.59   	-88.20   	  6.55   	   0.00		
-44.25   	-102.23   	  6.55   	   5.09		
-46.39   	-107.42   	  6.57   	  -5.09		
-46.69   	-109.25   	  6.55   	   0.00		
-46.08   	-113.22   	  6.55   	  -5.09		
-46.39   	-120.85   	  6.53   	  -5.09		
-48.22   	-130.00   	  6.51   	 -10.17		
-50.66   	-137.02   	  6.47   	  -5.09		
-52.49   	-140.08   	  6.45   	  -5.09		
-53.41   	-139.77   	  6.43   	  -5.09		
-53.71   	-139.16   	  6.41   	   0.00		
-52.49   	-139.77   	  6.41   	   0.00		
-49.44   	-141.91   	  6.41   	  10.17		
-45.78   	-143.74   	  6.45   	   5.09		
-44.25   	-144.04   	  6.47   	  15.26		
-46.39   	-143.13   	  6.53   	  15.26		
-50.96   	-141.60   	  6.59   	  20.35		
-53.10   	-138.55   	  6.67   	  15.26		
-48.83   	-133.67   	  6.73   	  25.43		
-40.59   	-129.39   	  6.84   	  25.43		
-35.71   	-128.48   	  6.94   	  25.43		
-40.28   	-133.06   	  7.04   	  25.43		
-52.49   	-141.30   	  7.14   	  30.52		
-64.39   	-148.32   	  7.26   	  30.52		
-69.58   	-153.20   	  7.39   	  25.43		
-68.05   	-159.91   	  7.49   	  25.43		
-61.95   	-174.56   	  7.59   	  25.43		
-47.61   	-194.70   	  7.69   	  20.35		
-12.82   	-204.16   	  7.77   	  15.26		
 54.63   	-180.05   	  7.83   	  20.35		
154.42   	-104.68   	  7.91   	  25.43		
267.03   	 24.41   	  8.02   	  20.35		
361.63   	183.41   	  8.10   	  30.52		
404.97   	327.15   	  8.22   	  30.52		
372.62   	401.00(R)	  8.34   	  35.61		
260.62   	367.43   	  8.48   	  35.61		
 93.08   	231.02   	  8.63   	  35.61		
-80.87   	 42.42   	  8.77   	  35.61		
-205.08   	-124.82   	  8.91   	  35.61		
-244.75   	-214.84   	  9.05   	  30.52		
-206.91   	-219.73   	  9.18   	  20.35		
-132.75   	-173.03   	  9.26   	  15.26		
-68.97   	-122.38   	  9.32   	  10.17		
-39.67   	-97.35   	  9.36(A)	   0.00		
-39.98   	-100.40   	  9.36   	  -5.09		
-48.22   	-114.44   	  9.34   	 -10.17		
-49.44   	-122.68   	  9.30   	 -20.35		
-43.33   	-119.63   	  9.22   	 -15.26		
-37.84   	-111.08   	  9.16   	 -25.43		
-38.15   	-105.90   	  9.05   	 -20.35		
-44.86   	-108.34   	  8.97   	 -20.35		
-50.66   	-114.44   	  8.89   	 -15.26		
-50.35   	-116.88   	  8.83   	 -15.26		
-44.86   	-112.30   	  8.77   	 -10.17		
-36.93   	-101.01   	  8.73   	 -10.17		
-28.38   	-87.28   	  8.69   	 -10.17		
-21.67   	-76.90   	  8.65   	 -10.17		
-18.31   	-73.24   	  8.61   	 -10.17		
-17.40   	-76.90   	  8.57   	 -10.17		
-18.01   	-85.14   	  8.52   	 -10.17		
-17.40   	-92.16   	  8.48   	 -10.17		
-14.95   	-93.38   	  8.44   	   0.00		
-10.68   	-87.59   	  8.44   	   5.09		
-10.07   	-79.35   	  8.46   	  15.26		
-15.56   	-73.55   	  8.52   	  25.43		
-23.80   	-71.11   	  8.63   	  30.52		
-29.60   	-69.89   	  8.75   	  35.61		
-28.69   	-67.14   	  8.89   	  30.52		
-22.89   	-62.26   	  9.01   	  30.52		
-16.78   	-57.07   	  9.14   	  20.35		
-14.65   	-54.32   	  9.22   	  10.17		
-17.40   	-53.41   	  9.26   	  -5.09		
-21.36   	-52.80   	  9.24   	 -15.26		
-22.58   	-49.44   	  9.18   	 -30.52		
-18.62   	-42.72   	  9.05   	 -30.52		
-10.38   	-33.26   	  8.93   	 -40.69		
 -1.22   	-23.19   	  8.77   	 -40.69		
  5.19   	-14.95   	  8.61   	 -40.69		
  7.63   	 -9.16   	  8.44   	 -40.69		
  8.54   	 -5.19   	  8.28   	 -40.69		
 11.90   	  0.31   	  8.12   	 -30.52		
 20.45   	  8.54   	  8.00   	 -30.52		
