  I     	  II     	  AOp     	  AOp'		
-27.16   	-43.95   	 96.91   	-295.01		
-29.30   	-43.95   	 95.73   	-279.75		
-30.52   	-44.86   	 94.61   	-264.50		
-30.21   	-44.25   	 93.55   	-254.32		
-28.99   	-41.20   	 92.53   	-239.06		
-27.16   	-35.71   	 91.58   	-233.98		
-25.63   	-29.60   	 90.64   	-218.72		
-24.11   	-25.02   	 89.77   	-208.54		
-23.19   	-23.19   	 88.93   	-203.46		
-23.19   	-23.19   	 88.12   	-198.37		
-23.80   	-23.50   	 87.32   	-193.29		
-24.41   	-23.19   	 86.55   	-183.11		
-24.11   	-22.58   	 85.82   	-183.11		
-23.50   	-22.58   	 85.09   	-183.11		
-22.58   	-23.80   	 84.35   	-178.03		
-22.58   	-24.72   	 83.64   	-178.03		
-24.11   	-24.72   	 82.93   	-172.94		
-26.25   	-23.19   	 82.24   	-178.03		
-27.47   	-21.36   	 81.53   	-178.03		
-26.86   	-20.75   	 80.81   	-178.03		
-24.41   	-21.67   	 80.10   	-172.94		
-21.36   	-22.58   	 79.41   	-172.94		
-19.53   	-22.28   	 78.72   	-172.94		
-18.92   	-20.14   	 78.03   	-167.85		
-19.84   	-17.40   	 77.35   	-162.77		
-21.06   	-14.95   	 76.70   	-157.68		
-21.36   	-13.43   	 76.07   	-147.51		
-20.45   	-12.21   	 75.48   	-137.33		
-18.62   	-10.99   	 74.93   	-127.16		
-16.17   	 -9.77   	 74.42   	-111.90		
-14.65   	 -8.24   	 73.98   	 -91.56		
-13.73   	 -6.71   	 73.61   	 -76.30		
-13.43   	 -5.80   	 73.31   	 -61.04		
-13.43   	 -5.80   	 73.06   	 -35.61		
-13.43   	 -7.02   	 72.92   	 -20.35		
-14.04   	 -8.54   	 72.84   	   0.00		
-14.65   	-10.38   	 72.84   	  25.43		
-15.26   	-11.29   	 72.94   	  35.61		
-15.56   	-11.60   	 73.08   	  55.95		
-15.56   	-12.21   	 73.31   	  66.12		
-16.17   	-13.12   	 73.57   	  81.38		
-17.09   	-14.34   	 73.90   	  81.38		
-17.40   	-14.95   	 74.22   	  91.56		
