  I     	  II     	  PW     	  PW'		
 36.62   	  0.92   	 20.85   	   0.00		
 32.35   	-10.07   	 20.85   	   0.00		
 22.58   	-24.11   	 20.85   	   0.00		
 10.07   	-35.40   	 20.85   	  -5.09		
 -2.14   	-41.20   	 20.83   	 -10.17		
-12.82   	-43.33   	 20.79   	 -15.26		
-22.58   	-46.08   	 20.73   	 -15.26		
-30.52   	-53.10   	 20.67   	 -15.26		
-36.93   	-62.56   	 20.61   	 -20.35		
-39.98   	-70.50   	 20.53   	 -20.35		
-39.37   	-74.16   	 20.45   	 -20.35		
-36.32   	-73.24   	 20.37   	 -15.26		
-32.04   	-70.19   	 20.31   	 -15.26		
-28.99   	-66.53   	 20.24   	  -5.09		
-28.08   	-64.09   	 20.22   	  -5.09		
-29.60   	-63.17   	 20.20   	   0.00		
-32.35   	-63.78   	 20.20   	  -5.09		
-34.48   	-65.92   	 20.18   	   0.00		
-34.79   	-68.05   	 20.18   	   0.00		
-33.57   	-70.19   	 20.18   	  -5.09		
-32.96   	-71.72   	 20.16   	 -10.17		
-33.57   	-72.33   	 20.12   	 -10.17		
-34.79   	-70.50   	 20.08   	 -10.17		
-34.79   	-66.53   	 20.04   	 -10.17		
-32.96   	-61.04   	 20.00   	 -10.17		
-30.52   	-55.54   	 19.96   	  -5.09		
-29.91   	-51.88   	 19.94   	  -5.09		
-30.82   	-49.44   	 19.92   	   0.00		
-29.91   	-44.25   	 19.92   	   0.00		
-20.14   	-32.96   	 19.92   	   0.00		
  6.71   	-13.12   	 19.92   	   0.00		
 57.37   	 18.62   	 19.92   	   0.00		
131.84   	 67.44   	 19.92   	   0.00		
224.00   	141.30   	 19.92   	  -5.09		
321.35   	240.48   	 19.90   	   0.00		
404.66   	344.85   	 19.90   	  -5.09		
453.19   	412.60(R)	 19.88   	  -5.09		
446.17   	401.61   	 19.86   	 -10.17		
374.45   	298.46   	 19.82   	  -5.09		
249.63   	135.19   	 19.80   	 -10.17		
103.76   	-25.63   	 19.76   	 -15.26		
-23.19   	-129.39   	 19.69   	 -20.35		
-100.40   	-159.00   	 19.61   	 -20.35		
-121.77   	-134.58   	 19.53   	 -20.35		
-104.98   	-91.55   	 19.45   	 -20.35		
-75.68   	-54.63   	 19.37   	 -15.26		
-53.10   	-32.65   	 19.31   	 -15.26		
-43.64   	-24.41   	 19.25   	  -5.09		
-43.64   	-26.25   	 19.23   	   0.00		
-47.61   	-33.57   	 19.23   	  15.26		
-50.35   	-41.81   	 19.29   	  20.35		
-50.96   	-47.30   	 19.37   	  30.52		
-49.44   	-48.52   	 19.49   	  35.61		
-47.00   	-47.61   	 19.63   	  30.52		
-45.17   	-45.47   	 19.76   	  20.35		
-43.64   	-41.50   	 19.84   	   5.09		
-42.42   	-35.40   	 19.86(A)	  -5.09		
-41.20   	-28.99   	 19.84   	 -15.26		
-40.89   	-25.63   	 19.78   	 -30.52		
-42.11   	-27.47   	 19.65   	 -30.52		
-44.56   	-33.87   	 19.53   	 -35.61		
-46.69   	-40.59   	 19.39   	 -30.52		
-46.08   	-42.72   	 19.27   	 -20.35		
-42.42   	-36.93   	 19.19   	 -15.26		
-37.84   	-25.94   	 19.13   	   5.09		
-35.10   	-14.95   	 19.15   	  10.17		
-35.10   	 -9.46   	 19.19   	  25.43		
-37.23   	-11.29   	 19.29   	  25.43		
-38.76   	-17.40   	 19.39   	  25.43		
-37.84   	-22.58   	 19.49   	  25.43		
-34.48   	-23.19   	 19.59   	  20.35		
-29.91   	-19.53   	 19.67   	   5.09		
-26.86   	-14.65   	 19.69   	   0.00		
-25.33   	-10.07   	 19.69   	 -15.26		
-25.02   	 -6.10   	 19.63   	 -30.52		
-23.80   	 -0.92   	 19.51   	 -35.61		
-20.45   	  6.41   	 19.37   	 -55.95		
-15.87   	 14.65   	 19.15   	 -55.95		
-11.90   	 20.75   	 18.92   	 -71.21		
-10.07   	 21.97   	 18.64   	 -71.21		
-10.99   	 19.23   	 18.35   	 -76.30		
-11.90   	 16.17   	 18.05   	 -71.21		
-10.07   	 16.78   	 17.76   	 -71.21		
 -4.58   	 23.19   	 17.48   	 -61.04		
  3.05   	 33.57   	 17.23   	 -55.95		
 10.07   	 43.64   	 17.01   	 -50.86		
 14.95   	 50.05   	 16.81   	 -45.78		
 18.62   	 53.71   	 16.62   	 -35.61		
 23.50   	 58.29   	 16.48   	 -30.52		
 29.60   	 65.31   	 16.36   	 -25.43		
 36.93   	 75.07   	 16.26   	 -20.35		
 43.33   	 84.84   	 16.17   	 -20.35		
