  I     	  II     	  AOp     	  AOp'		
 -0.31   	 54.32   	121.77   	-528.99		
 -5.80   	 50.05   	119.65   	-564.60		
-10.38   	 46.39   	117.40   	-584.94		
-13.73   	 43.03   	115.06   	-595.11		
-17.09   	 39.67   	112.68   	-584.94		
-19.84   	 36.32   	110.34   	-554.42		
-22.58   	 32.65   	108.12   	-498.47		
-25.63   	 29.60   	106.12   	-432.35		
-28.99   	 26.86   	104.39   	-350.97		
-32.35   	 25.63   	102.99   	-269.58		
-34.79   	 25.63   	101.91   	-198.37		
-36.32   	 25.94   	101.12   	-132.25		
-36.93   	 25.94   	100.59   	 -76.30		
-37.54   	 23.80   	100.28   	 -40.69		
-37.84   	 20.45   	100.12   	 -15.26		
-39.06   	 17.09   	100.06   	   5.09		
-40.59   	 15.26   	100.08   	  15.26		
-42.11   	 14.95   	100.14   	  20.35		
-42.72   	 15.87   	100.22   	  15.26		
-42.72   	 15.87   	100.28   	  10.17		
-42.42   	 14.95   	100.33   	   5.09		
-42.72   	 13.12   	100.35   	 -15.26		
-43.95   	 11.29   	100.28   	 -25.43		
-45.78   	 10.07   	100.18   	 -45.78		
-47.30   	 10.38   	100.00   	 -61.04		
-47.61   	 11.90   	 99.76   	 -76.30		
-46.39   	 14.04   	 99.45   	 -91.56		
-44.56   	 15.26   	 99.08   	 -96.64		
-42.72   	 14.95   	 98.70   	-106.82		
-41.81   	 13.43   	 98.27   	-101.73		
-41.50   	 11.60   	 97.86   	-106.82		
-41.81   	 11.29   	 97.44   	-111.90		
-41.81   	 12.82   	 96.99   	-116.99		
-41.81   	 15.26   	 96.52   	-116.99		
-41.50   	 17.70   	 96.05   	-127.16		
-40.89   	 19.23   	 95.54   	-132.25		
-39.98   	 19.53   	 95.01   	-137.33		
-39.67   	 19.23   	 94.47   	-142.42		
-39.98   	 18.01   	 93.90   	-137.33		
-40.89   	 15.87   	 93.35   	-137.33		
-42.42   	 13.73   	 92.80   	-127.16		
-43.64   	 11.60   	 92.29   	-132.25		
-44.56   	 10.38   	 91.76   	-127.16		
-45.17   	  9.46   	 91.25   	-127.16		
-45.47   	  9.16   	 90.74   	-132.25		
-45.47   	  8.85   	 90.21   	-137.33		
-45.17   	  8.85   	 89.66   	-142.42		
-44.56   	  9.77   	 89.09   	-142.42		
-43.64   	 11.60   	 88.52   	-142.42		
-42.42   	 13.73   	 87.95   	-137.33		
-41.20   	 15.87   	 87.41   	-137.33		
-40.28   	 17.09   	 86.86   	-132.25		
-40.28   	 16.78   	 86.33   	-132.25		
-41.81   	 14.95   	 85.80   	-122.07		
-44.56   	 11.90   	 85.31   	-122.07		
-47.61   	  9.16   	 84.82   	-116.99		
-48.83   	  7.63   	 84.35   	-116.99		
-47.30   	  8.24   	 83.89   	-111.90		
-43.64   	 10.38   	 83.44   	-111.90		
-40.28   	 12.82   	 82.99   	-101.73		
-38.45   	 14.04   	 82.58   	 -91.56		
-38.76   	 13.43   	 82.22   	 -86.47		
-40.28   	 11.60   	 81.87   	 -76.30		
-41.50   	 10.07   	 81.57   	 -71.21		
-42.72   	  9.16   	 81.28   	 -61.04		
-43.64   	  8.85   	 81.04   	 -55.95		
-44.56   	  8.54   	 80.81   	 -55.95		
-44.86   	  8.24   	 80.59   	 -50.86		
-44.56   	  7.93   	 80.39   	 -50.86		
-43.33   	  8.54   	 80.18   	 -50.86		
-42.11   	  9.77   	 79.98   	 -45.78		
-41.20   	 11.60   	 79.80   	 -50.86		
-41.20   	 13.73   	 79.59   	 -50.86		
-41.50   	 14.95   	 79.39   	 -45.78		
-41.81   	 14.65   	 79.21   	 -45.78		
-41.20   	 12.21   	 79.02   	 -50.86		
-40.28   	  7.93   	 78.82   	 -45.78		
-40.28   	  3.66   	 78.64   	 -50.86		
-41.20   	 -0.31   	 78.43   	 -50.86		
-43.03   	 -2.44   	 78.23   	 -50.86		
-44.56   	 -3.66   	 78.03   	 -61.04		
-45.17   	 -4.27   	 77.78   	 -61.04		
-44.25   	 -3.66   	 77.54   	 -61.04		
-42.42   	 -2.14   	 77.29   	 -71.21		
-40.89   	  0.00   	 77.01   	 -66.12		
-39.98   	  2.14   	 76.74   	 -66.12		
-39.98   	  3.05   	 76.48   	 -66.12		
-39.98   	  3.36   	 76.22   	 -66.12		
-39.67   	  2.75   	 75.95   	 -66.12		
-38.76   	  2.75   	 75.69   	 -55.95		
-38.76   	  3.05   	 75.46   	 -55.95		
-39.37   	  3.36   	 75.24   	 -50.86		
-40.59   	  3.36   	 75.04   	 -50.86		
-41.50   	  2.75   	 74.83   	 -45.78		
-41.81   	  1.83   	 74.65   	 -45.78		
-40.89   	  0.92   	 74.47   	 -40.69		
-39.37   	  0.92   	 74.30   	 -45.78		
-38.45   	  1.22   	 74.12   	 -45.78		
-37.84   	  1.53   	 73.94   	 -50.86		
-38.15   	  1.83   	 73.73   	 -55.95		
-38.76   	  2.75   	 73.51   	 -66.12		
-39.06   	  3.97   	 73.24   	 -66.12		
-38.76   	  5.49   	 72.98   	 -66.12		
-37.23   	  7.02   	 72.72   	 -66.12		
-36.01   	  7.02   	 72.45   	 -66.12		
-35.10   	  5.80   	 72.19   	 -66.12		
-35.10   	  4.27   	 71.92   	 -55.95		
-35.10   	  3.66   	 71.70   	 -55.95		
-34.18   	  4.27   	 71.47   	 -55.95		
-32.65   	  6.10   	 71.25   	 -50.86		
-30.52   	  7.63   	 71.05   	 -50.86		
-29.60   	  7.32   	 70.84   	 -45.78		
-29.60   	  5.49   	 70.66   	 -50.86		
-30.52   	  3.05   	 70.46   	 -50.86		
-31.43   	  1.22   	 70.25   	 -55.95		
-31.74   	  0.92   	 70.03   	 -50.86		
-31.43   	  2.44   	 69.83   	 -50.86		
-30.82   	  4.58   	 69.62   	 -50.86		
-30.52   	  6.71   	 69.42   	 -50.86		
-30.52   	  8.24   	 69.22   	 -45.78		
-29.91   	  9.77   	 69.03   	 -40.69		
-28.38   	 11.29   	 68.87   	 -40.69		
-25.94   	 13.12   	 68.71   	 -35.61		
-22.28   	 15.87   	 68.57   	 -35.61		
-18.31   	 20.14   	 68.42   	 -30.52		
-14.04   	 26.86   	 68.30   	 -30.52		
 -9.16   	 35.71   	 68.18   	 -30.52		
 -4.58   	 45.47   	 68.06   	 -30.52		
 -1.22   	 53.41   	 67.93   	 -30.52		
 -0.61   	 58.59   	 67.81   	 -30.52		
 -2.44   	 61.34   	 67.69   	 -35.61		
 -4.27   	 63.48   	 67.55   	 -30.52		
 -3.97   	 65.31   	 67.43   	 -35.61		
  0.00   	 66.53   	 67.28   	 -35.61		
  5.80   	 65.31   	 67.14   	 -35.61		
 11.29   	 61.04   	 67.00   	 -35.61		
 13.12   	 54.02   	 66.86   	 -30.52		
 10.99   	 44.25   	 66.73   	 -35.61		
  5.80   	 32.96   	 66.59   	 -30.52		
 -0.61   	 21.97   	 66.47   	 -30.52		
 -5.49   	 13.43   	 66.35   	 -30.52		
 -8.24   	  9.46   	 66.23   	 -35.61		
 -8.85   	  8.85   	 66.08   	 -30.52		
 -8.54   	  9.16   	 65.96   	 -35.61		
 -7.93   	  6.71   	 65.82   	 -30.52		
 -7.32   	  1.53   	 65.70   	 -35.61		
 -4.88   	 -3.36   	 65.55   	 -35.61		
  0.00   	 -4.58   	 65.41   	 -35.61		
  5.49   	 -1.22   	 65.27   	 -35.61		
  8.85   	  4.27   	 65.13   	 -35.61		
  5.49   	  9.46   	 64.98   	 -35.61		
 -5.19   	 12.51   	 64.84   	 -40.69		
-20.14   	 13.73   	 64.68   	 -35.61		
-34.18   	 14.04   	 64.54   	 -40.69		
-41.81   	 11.60   	 64.37   	 -40.69		
-43.03   	  4.58   	 64.21   	 -35.61		
-41.50   	 -8.24   	 64.07   	 -40.69		
-40.28   	-24.11   	 63.91   	 -35.61		
-41.50   	-37.23   	 63.76   	 -40.69		
-43.95   	-43.33   	 63.60   	 -35.61		
-45.47   	-42.11   	 63.46   	 -40.69		
-44.86   	-37.23   	 63.30   	 -35.61		
-43.33   	-33.57   	 63.15   	 -35.61		
-41.20   	-32.96   	 63.01   	 -35.61		
-39.67   	-34.79   	 62.87   	 -35.61		
-38.15   	-36.32   	 62.73   	 -35.61		
-36.62   	-36.93   	 62.58   	 -35.61		
-34.48   	-36.01   	 62.44   	 -35.61		
-32.35   	-34.18   	 62.30   	 -30.52		
-30.21   	-32.35   	 62.18   	 -30.52		
-28.69   	-30.21   	 62.05   	 -30.52		
-28.08   	-27.47   	 61.93   	 -30.52		
-28.08   	-24.11   	 61.81   	 -25.43		
-28.69   	-21.06   	 61.71   	 -25.43		
-29.60   	-19.23   	 61.61   	 -25.43		
-29.91   	-18.92   	 61.51   	 -25.43		
-29.60   	-20.14   	 61.40   	 -25.43		
-28.99   	-21.67   	 61.30   	 -20.35		
-28.08   	-21.67   	 61.22   	 -20.35		
-26.25   	-20.45   	 61.14   	 -15.26		
-24.11   	-18.01   	 61.08   	 -15.26		
-22.58   	-15.26   	 61.02   	 -15.26		
-21.36   	-13.73   	 60.96   	 -10.17		
-20.45   	-12.51   	 60.92   	 -15.26		
-20.14   	-11.60   	 60.85   	 -10.17		
-19.53   	-10.38   	 60.81   	 -20.35		
-19.53   	 -9.46   	 60.73   	 -20.35		
-19.84   	 -9.46   	 60.65   	 -25.43		
-20.75   	-10.38   	 60.55   	 -25.43		
-22.58   	-11.60   	 60.45   	 -30.52		
-28.38   	-10.99   	 60.33   	 -30.52		
-41.81   	 -6.71   	 60.20   	 -35.61		
-66.83   	 -0.61   	 60.06   	 -25.43		
-102.84   	  5.80   	 59.96   	 -30.52		
-143.74   	 10.68   	 59.84   	 -25.43		
-172.73   	 14.04   	 59.74   	 -20.35		
-163.88   	 18.62   	 59.65   	 -20.35		
-84.84   	 32.35   	 59.57   	 -20.35		
 90.94   	 68.05   	 59.49   	 -20.35		
371.70   	139.47   	 59.41   	 -20.35		
730.29   	241.39   	 59.33   	 -20.35		
1101.68   	334.17   	 59.25   	 -25.43		
1400.76   	357.06(R)	 59.15   	 -30.52		
1555.18   	264.59   	 59.02   	 -25.43		
1536.87   	 66.53   	 58.92   	 -30.52		
1375.43   	-160.52   	 58.80   	 -25.43		
1139.53   	-314.64   	 58.70   	 -25.43		
897.83   	-334.78   	 58.60   	 -20.35		
687.26   	-238.04   	 58.51   	 -20.35		
507.51   	-97.35   	 58.43   	 -15.26		
344.24   	  9.77   	 58.37   	 -15.26		
193.18   	 46.08   	 58.31   	 -15.26		
 67.14   	 25.94   	 58.25   	 -15.26		
-15.56   	-10.38   	 58.19   	 -20.35		
