  I     	  II     	  LVp     	  LVp'		
-46.08   	-47.00   	 42.67   	 839.26		
-46.39   	-45.47   	 46.02   	1119.02		
-46.69   	-44.56   	 50.50   	1144.45		
-46.69   	-44.25   	 55.08   	1200.40		
-46.69   	-44.56   	 59.88   	1149.54		
-46.08   	-45.47   	 64.48   	-3336.71		
-45.47   	-45.78   	 51.13   	-7380.44		
-45.17   	-46.08   	 21.61   	-6139.35		
-45.17   	-45.78   	 -2.95   	-3326.54		
-45.47   	-45.78   	-16.26   	-1052.90		
-45.47   	-45.78   	-20.47   	 895.22		
-45.17   	-45.47   	-16.89   	1917.59		
-44.25   	-44.86   	 -9.22   	2039.67		
-42.72   	-44.56   	 -1.06   	1780.26		
-42.42   	-44.25   	  6.06   	1195.32		
-43.33   	-44.25   	 10.84   	 549.34		
-45.47   	-43.95   	 13.04   	 223.80		
-47.30   	-42.72   	 13.94   	  96.64		
-47.91   	-40.89   	 14.32   	 -35.61		
-47.61   	-39.37   	 14.18   	 -76.30		
-47.00   	-38.76   	 13.88   	-127.16		
-47.00   	-38.45   	 13.37   	-193.29		
-47.30   	-38.15   	 12.59   	 -96.64		
-47.30   	-36.93   	 12.21   	 116.99		
-47.30   	-34.79   	 12.68   	 289.93		
-46.69   	-32.35   	 13.84   	 310.27		
-46.69   	-30.82   	 15.08   	 152.59		
-47.30   	-31.13   	 15.69   	-116.99		
-48.22   	-32.04   	 15.22   	-295.01		
-48.83   	-32.96   	 14.04   	-310.27		
-47.91   	-32.96   	 12.80   	-361.14		
-45.78   	-32.04   	 11.35   	-417.09		
-43.64   	-30.52   	  9.68   	-376.40		
-41.81   	-29.60   	  8.18   	-233.98		
-40.89   	-29.30   	  7.24   	-116.99		
-40.59   	-29.30   	  6.78   	 -35.61		
-39.67   	-29.30   	  6.63   	 -30.52		
-38.45   	-28.99   	  6.51   	-183.11		
-36.93   	-28.69   	  5.78   	-366.22		
-36.01   	-28.69   	  4.31   	-381.48		
-35.40   	-28.99   	  2.79   	-208.54		
-35.10   	-28.99   	  1.95   	 -66.12		
-33.57   	-28.69   	  1.69   	 -55.95		
-31.13   	-28.69   	  1.46   	  81.38		
-28.99   	-29.30   	  1.79   	 386.57		
-27.16   	-30.52   	  3.34   	 432.35		
-26.55   	-32.35   	  5.07   	 208.54		
-26.55   	-33.87   	  5.90   	-111.90		
-25.94   	-34.18   	  5.45   	-274.67		
-25.02   	-33.57   	  4.35   	-111.90		
-24.11   	-31.74   	  3.91   	 376.40		
-23.80   	-29.30   	  5.41   	 808.75		
-24.41   	-26.25   	  8.65   	 920.65		
-25.33   	-22.28   	 12.33   	 849.44		
-25.63   	-17.70   	 15.73   	 645.98		
-25.02   	-12.82   	 18.31   	 376.40		
-23.50   	 -8.24   	 19.82   	 228.89		
-21.36   	 -4.27   	 20.73   	 142.42		
-19.84   	 -0.31   	 21.30   	 111.90		
-18.62   	  4.58   	 21.75   	  45.78		
-18.62   	 10.99   	 21.93   	 -96.64		
-18.92   	 17.40   	 21.55   	-259.41		
-19.53   	 22.58   	 20.51   	-452.69		
-19.84   	 24.72   	 18.70   	-645.98		
-19.53   	 23.50   	 16.11   	-712.10		
-19.23   	 19.53   	 13.27   	-686.67		
-19.84   	 14.34   	 10.52   	-656.15		
-22.58   	 10.07   	  7.89   	-615.46		
-27.16   	  8.54   	  5.43   	-503.56		
-32.96   	 11.29   	  3.42   	-361.14		
-38.76   	 17.70   	  1.97   	-152.59		
-42.11   	 26.25   	  1.36   	  66.12		
-42.72   	 33.26   	  1.63   	 244.15		
-41.20   	 36.93   	  2.60   	 350.97		
-39.98   	 36.93   	  4.01   	 396.74		
-41.20   	 35.10   	  5.60   	 437.43		
-44.25   	 33.87   	  7.34   	 457.78		
-48.22   	 35.71   	  9.18   	 396.74		
-50.96   	 39.98   	 10.76   	 300.10		
-50.66   	 44.56   	 11.96   	 249.24		
-48.22   	 47.61   	 12.96   	 218.72		
-45.17   	 47.91   	 13.84   	 157.68		
-43.03   	 46.39   	 14.47   	 116.99		
-43.03   	 43.64   	 14.93   	  76.30		
-45.78   	 40.28   	 15.24   	   5.09		
-52.19   	 36.62   	 15.26   	-106.82		
-61.04   	 33.87   	 14.83   	-254.32		
-70.50   	 33.87   	 13.81   	-381.48		
-78.13   	 37.54   	 12.29   	-391.66		
-83.01   	 43.64   	 10.72   	-223.80		
-85.45   	 48.83   	  9.83   	  15.26		
-86.36   	 50.66   	  9.89   	 203.46		
-87.28   	 49.13   	 10.70   	 381.48		
-88.20   	 46.69   	 12.23   	 508.65		
-89.11   	 46.08   	 14.26   	 503.56		
-88.81   	 47.91   	 16.28   	 508.65		
-88.20   	 51.27   	 18.31   	 534.08		
-87.59   	 54.32   	 20.45   	 539.16		
-86.67   	 56.46   	 22.60   	 534.08		
-86.36   	 57.98   	 24.74   	 523.90		
-86.36   	 58.59   	 26.84   	 508.65		
-86.36   	 58.90   	 28.87   	 473.04		
-86.06   	 58.90   	 30.76   	 381.48		
-85.45   	 58.90   	 32.29   	 167.85		
-83.92   	 59.20   	 32.96   	 -96.64		
-82.40   	 59.51   	 32.57   	-340.79		
-80.87   	 59.81   	 31.21   	-513.73		
-79.65   	 59.81   	 29.16   	-615.46		
-78.74   	 59.81   	 26.69   	-625.63		
-78.43   	 59.81   	 24.19   	-493.39		
-78.43   	 59.81   	 22.22   	-391.66		
-78.13   	 59.81   	 20.65   	-406.92		
-77.82   	 60.12   	 19.02   	-427.26		
-78.13   	 61.04   	 17.31   	-406.92		
-81.79   	 64.09   	 15.69   	-406.92		
-91.25   	 71.72   	 14.06   	-595.11		
-106.81   	 85.45   	 11.68   	-793.49		
-123.29   	106.51   	  8.50   	-406.92		
-126.95   	142.21   	  6.88   	 493.39		
-94.91   	209.66   	  8.85   	1154.62		
 -4.27   	329.90   	 13.47   	1281.79		
156.86   	517.27   	 18.60   	1022.38		
377.81   	764.77   	 22.69   	 615.46		
625.31   	1035.77   	 25.15   	 223.80		
852.97   	1272.89   	 26.04   	   0.00		
1017.46   	1413.27   	 26.04   	 -30.52		
1091.92   	1414.49(R)	 25.92   	  61.04		
1068.12   	1269.84   	 26.16   	 432.35		
952.15   	1018.07   	 27.89   	 910.47		
760.80   	733.64   	 31.54   	1017.29		
527.34   	492.86   	 35.61   	 590.03		
298.46   	339.05   	 37.97   	  45.78		
119.63   	266.42   	 38.15   	-167.85		
 18.31   	233.76   	 37.48   	 106.82		
-11.90   	198.36   	 37.90   	 645.98		
 -6.10   	140.99   	 40.49   	1266.53		
 -1.22   	 73.85   	 45.55   	2319.42		
-15.26   	 19.53   	 54.83   	3636.81		
-41.20   	 -7.93   	 69.38   	4404.87		
-63.48   	-13.12   	 87.00   	3860.62		
-72.94   	-10.38   	102.44   	2355.03		
-71.72   	-11.90   	111.86   	 762.97		
-68.36   	-20.75   	114.91   	-1057.98		
-68.36   	-32.35   	110.68   	-2583.92		
-71.72   	-40.59   	100.35   	-2639.87		
-74.77   	-43.64   	 89.79   	-1419.12		
-76.29   	-43.33   	 84.11   	 218.72		
-75.99   	-43.03   	 84.98   	1795.52		
-75.07   	-43.64   	 92.17   	2914.54		
-73.85   	-44.56   	103.82   	2792.46		
-72.94   	-44.86   	114.99   	1724.31		
-71.72   	-44.56   	121.89   	 528.99		
-70.80   	-43.33   	124.01   	-574.77		
-69.27   	-42.42   	121.71   	-1449.64		
-68.05   	-41.50   	115.91   	-1648.01		
-66.53   	-40.59   	109.32   	-1032.55		
-65.31   	-39.67   	105.19   	-122.07		
-64.09   	-38.76   	104.70   	 717.19		
-62.26   	-37.84   	107.57   	1230.92		
-61.04   	-36.93   	112.49   	 956.25		
-59.81   	-36.01   	116.32   	 417.09		
-59.20   	-34.79   	117.99   	 132.25		
-58.59   	-34.18   	118.51   	-437.43		
-58.29   	-33.57   	116.76   	-946.08		
-57.68   	-33.26   	112.98   	-498.47		
-57.37   	-32.65   	110.99   	 539.16		
-56.46   	-31.13   	113.14   	 895.22		
-55.24   	-29.30   	116.72   	 513.73		
-54.02   	-27.47   	118.78   	 376.40		
-52.80   	-25.94   	120.28   	 645.98		
-52.19   	-25.33   	122.87   	 676.50		
-51.57   	-24.72   	125.57   	 478.13		
-50.66   	-23.80   	127.49   	 249.24		
-49.44   	-21.97   	128.48   	-686.67		
-47.91   	-19.84   	125.74   	-1698.87		
-46.69   	-17.40   	118.94   	-457.78		
-44.56   	-14.95   	117.11   	2009.15		
-42.11   	-12.51   	125.15   	1953.20		
-38.76   	 -9.46   	132.96   	 325.53		
-35.40   	 -6.41   	134.26   	-528.99		
-32.65   	 -3.36   	132.15   	-1068.15		
-30.82   	  0.00   	127.87   	-1246.18		
-28.69   	  3.66   	122.89   	-544.25		
-25.63   	  8.54   	120.71   	 213.63		
-21.97   	 13.73   	121.57   	 478.13		
-18.31   	 19.53   	123.48   	 473.04		
-15.56   	 24.72   	125.37   	 320.45		
-12.82   	 30.21   	126.65   	  76.30		
 -9.77   	 36.62   	126.96   	 -40.69		
 -5.19   	 44.25   	126.80   	 -76.30		
  0.31   	 53.71   	126.49   	   0.00		
  5.80   	 64.09   	126.49   	 116.99		
 10.68   	 74.77   	126.96   	 132.25		
 14.95   	 84.84   	127.49   	  86.47		
 18.92   	 93.69   	127.83   	 -25.43		
 21.97   	100.40   	127.73   	-127.16		
 24.11   	104.68   	127.22   	-208.54		
 25.02   	106.81   	126.39   	-539.16		
 24.41   	106.20   	124.23   	-885.04		
 22.28   	103.45   	120.69   	-310.27		
 18.92   	 98.57   	119.45   	 457.78		
 14.95   	 91.86   	121.28   	 549.34		
 10.68   	 84.23   	123.48   	 371.31		
  6.10   	 76.60   	124.96   	  55.95		
  1.53   	 68.97   	125.19   	-340.79		
 -2.75   	 62.26   	123.82   	-523.90		
 -7.02   	 55.24   	121.73   	-584.94		
-10.99   	 48.22   	119.39   	-656.15		
-14.65   	 41.20   	116.76   	-620.55		
-17.70   	 34.48   	114.28   	-396.74		
-20.45   	 28.69   	112.70   	-223.80		
-22.89   	 23.50   	111.80   	-320.45		
-25.02   	 19.23   	110.52   	-564.60		
-26.55   	 16.17   	108.26   	-549.34		
-27.47   	 13.73   	106.06   	 137.33		
-27.47   	 11.60   	106.61   	1592.06		
-27.16   	 10.07   	112.98   	 111.90		
-26.55   	  9.16   	113.43   	-8112.89		
-25.94   	  8.85   	 80.98   	-10813.79		
-25.33   	  8.85   	 37.72   	-2609.35		
-24.72   	  8.85   	 27.28   	3067.13		
-24.41   	  8.54   	 39.55   	2609.35		
-24.11   	  7.32   	 49.99   	1495.42		
-24.41   	  6.41   	 55.97   	-681.58		
-25.02   	  6.10   	 53.24   	-2482.19		
-25.33   	  6.71   	 43.32   	-1937.94		
-25.63   	  7.63   	 35.56   	-961.34		
-25.33   	  8.54   	 31.72   	-513.73		
-24.72   	  8.85   	 29.66   	  96.64		
-23.80   	  9.46   	 30.05   	 498.47		
-23.19   	 10.68   	 32.04   	 198.37		
-23.19   	 11.90   	 32.84   	-152.59		
-24.11   	 12.82   	 32.23   	-961.34		
-25.94   	 13.12   	 28.38   	-1546.28		
-27.77   	 12.21   	 22.20   	-1286.87		
-29.30   	 11.29   	 17.05   	-869.78		
-30.21   	 10.99   	 13.57   	-610.37		
-30.52   	 11.29   	 11.13   	-366.22		
-30.52   	 11.90   	  9.66   	-111.90		
-30.21   	 11.90   	  9.22   	  86.47		
-30.21   	 11.60   	  9.56   	 183.11		
-30.52   	 11.29   	 10.29   	 193.29		
-30.82   	 10.68   	 11.07   	 167.85		
-31.43   	 10.07   	 11.74   	  81.38		
-32.04   	  9.46   	 12.07   	 -40.69		
-32.65   	  8.85   	 11.90   	-157.68		
-32.96   	  8.54   	 11.27   	-284.84		
-32.96   	  7.93   	 10.13   	-457.78		
-32.65   	  7.63   	  8.30   	-549.34		
-32.35   	  7.63   	  6.10   	-356.05		
-32.35   	  7.32   	  4.68   	  -5.09		
-32.96   	  6.71   	  4.66   	 127.16		
-34.48   	  5.49   	  5.17   	   0.00		
-36.32   	  3.66   	  5.17   	 -91.56		
-37.54   	  2.44   	  4.80   	 -35.61		
-38.15   	  1.83   	  4.66   	  15.26		
-37.54   	  2.14   	  4.72   	 -61.04		
-36.93   	  3.05   	  4.48   	   5.09		
-36.62   	  3.97   	  4.50   	 279.75		
-36.62   	  4.27   	  5.62   	 508.65		
-37.23   	  4.27   	  7.65   	 305.19		
-37.84   	  3.97   	  8.87   	 -61.04		
-38.45   	  3.66   	  8.63   	 -55.95		
-38.15   	  3.66   	  8.40   	  86.47		
-37.84   	  4.27   	  8.75   	  25.43		
-37.54   	  4.58   	  8.85   	 -55.95		
-38.15   	  4.88   	  8.63   	  -5.09		
-39.06   	  4.88   	  8.61   	  91.56		
-40.28   	  4.27   	  8.97   	 223.80		
-41.20   	  3.66   	  9.87   	 223.80		
-41.81   	  3.36   	 10.76   	  35.61		
-41.81   	  3.05   	 10.91   	-106.82		
-41.50   	  3.36   	 10.48   	-127.16		
-41.20   	  3.66   	  9.97   	-152.59		
-40.59   	  3.97   	  9.36   	-167.85		
-39.98   	  4.27   	  8.69   	 -96.64		
-39.37   	  4.27   	  8.30   	 -20.35		
-39.37   	  3.97   	  8.22   	  25.43		
