  I     	  II     	  LVp     	  LVp'		
-26.55   	 13.43   	 77.44   	-1373.34		
-26.86   	 12.21   	 71.94   	-1373.34		
-26.86   	 10.99   	 66.45   	-1317.39		
-27.47   	 10.38   	 61.18   	-1215.66		
-29.60   	  9.77   	 56.32   	-1078.33		
-32.96   	  9.77   	 52.00   	-920.65		
-35.71   	 10.07   	 48.32   	-773.14		
-36.93   	 10.68   	 45.23   	-645.98		
-36.62   	 10.68   	 42.64   	-559.51		
-35.71   	 10.07   	 40.41   	-498.47		
-34.48   	  9.16   	 38.41   	-483.21		
-33.26   	  8.85   	 36.48   	-478.13		
-32.96   	  8.24   	 34.57   	-488.30		
-34.18   	  6.71   	 32.61   	-488.30		
-36.93   	  3.97   	 30.66   	-488.30		
-40.59   	  0.92   	 28.71   	-467.95		
-42.42   	 -0.61   	 26.84   	-437.43		
-42.11   	  0.61   	 25.09   	-396.74		
-39.98   	  2.75   	 23.50   	-361.14		
-38.45   	  4.27   	 22.05   	-320.45		
-38.76   	  3.97   	 20.77   	-295.01		
-40.28   	  2.75   	 19.59   	-274.67		
-41.20   	  1.83   	 18.49   	-264.50		
-40.89   	  2.14   	 17.44   	-254.32		
-39.98   	  2.75   	 16.42   	-249.24		
-39.06   	  2.75   	 15.42   	-233.98		
-38.45   	  1.83   	 14.49   	-213.63		
-37.23   	  1.22   	 13.63   	-193.29		
-35.40   	  1.22   	 12.86   	-157.68		
-34.18   	  1.83   	 12.23   	-127.16		
-34.18   	  2.75   	 11.72   	 -91.56		
-35.10   	  3.97   	 11.35   	 -66.12		
-36.32   	  5.19   	 11.09   	 -45.78		
-36.93   	  6.41   	 10.91   	 -25.43		
-37.23   	  7.02   	 10.80   	 -20.35		
-38.15   	  6.71   	 10.72   	 -15.26		
-40.28   	  5.49   	 10.66   	  -5.09		
-42.72   	  3.97   	 10.64   	  -5.09		
-43.64   	  2.75   	 10.62   	   5.09		
-42.11   	  1.83   	 10.64   	  10.17		
-39.98   	  0.61   	 10.68   	  25.43		
-39.06   	 -0.92   	 10.78   	  35.61		
-39.98   	 -2.44   	 10.93   	  45.78		
-41.20   	 -3.05   	 11.11   	  50.86		
-40.89   	 -2.14   	 11.31   	  50.86		
-38.76   	 -0.31   	 11.52   	  50.86		
-36.32   	  1.83   	 11.72   	  40.69		
-34.48   	  3.36   	 11.88   	  35.61		
-34.18   	  5.49   	 12.02   	  25.43		
-34.18   	  8.24   	 12.13   	  20.35		
-33.87   	 10.99   	 12.21   	  15.26		
-33.57   	 12.82   	 12.27   	  15.26		
-33.57   	 12.82   	 12.33   	  20.35		
-33.87   	 11.60   	 12.41   	  25.43		
-34.48   	 10.38   	 12.51   	  30.52		
-34.18   	  9.77   	 12.63   	  30.52		
-33.26   	 10.38   	 12.76   	  40.69		
-31.74   	 10.68   	 12.92   	  40.69		
-30.21   	  9.77   	 13.08   	  40.69		
-29.30   	  8.24   	 13.25   	  45.78		
-28.99   	  7.02   	 13.43   	  45.78		
-28.99   	  7.63   	 13.61   	  45.78		
-28.38   	 10.07   	 13.79   	  50.86		
-27.47   	 12.82   	 14.00   	  55.95		
-26.55   	 14.65   	 14.22   	  61.04		
-26.55   	 14.95   	 14.47   	  66.12		
-27.77   	 14.34   	 14.73   	  66.12		
-28.99   	 12.82   	 14.99   	  71.21		
-29.91   	 10.68   	 15.28   	  66.12		
-30.52   	  8.24   	 15.54   	  66.12		
-31.13   	  5.80   	 15.81   	  55.95		
-31.43   	  4.88   	 16.03   	  50.86		
-31.74   	  6.10   	 16.24   	  40.69		
-30.82   	  9.16   	 16.40   	  35.61		
-28.99   	 12.51   	 16.54   	  20.35		
-26.86   	 14.34   	 16.62   	  20.35		
-25.63   	 13.12   	 16.70   	   5.09		
-25.33   	  9.77   	 16.72   	   0.00		
-25.63   	  6.10   	 16.72   	 -10.17		
-25.33   	  4.58   	 16.68   	 -15.26		
-23.80   	  5.80   	 16.62   	 -20.35		
-21.36   	  8.54   	 16.54   	 -30.52		
-19.53   	 10.99   	 16.42   	 -35.61		
-18.92   	 10.99   	 16.28   	 -40.69		
-19.84   	  9.16   	 16.11   	 -40.69		
-20.75   	  6.71   	 15.95   	 -45.78		
-21.06   	  6.10   	 15.77   	 -35.61		
-20.14   	  7.32   	 15.63   	 -35.61		
-18.62   	  9.77   	 15.48   	 -30.52		
-16.48   	 11.29   	 15.36   	 -20.35		
-15.26   	 11.29   	 15.28   	 -15.26		
-15.26   	  9.46   	 15.22   	  -5.09		
-16.17   	  7.32   	 15.20   	   0.00		
-17.40   	  6.10   	 15.20   	  10.17		
-17.70   	  4.88   	 15.24   	  15.26		
-17.40   	  3.05   	 15.30   	  20.35		
-17.40   	  0.00   	 15.38   	  25.43		
-18.62   	 -2.75   	 15.48   	  30.52		
-20.14   	 -3.36   	 15.61   	  30.52		
-20.14   	  0.00   	 15.73   	  30.52		
-17.70   	  7.02   	 15.85   	  35.61		
-13.12   	 15.87   	 15.99   	  40.69		
 -7.93   	 25.02   	 16.15   	  35.61		
 -3.36   	 33.26   	 16.30   	  40.69		
  0.31   	 40.59   	 16.46   	  40.69		
  3.05   	 46.69   	 16.62   	  40.69		
  4.58   	 50.96   	 16.79   	  40.69		
  5.19   	 53.71   	 16.95   	  35.61		
  4.88   	 55.85   	 17.09   	  35.61		
