  I     	  II     	  LVp     	  LVp'		
-64.09   	-100.71   	  8.12   	 -71.21		
-63.17   	-100.10   	  7.83   	 -81.38		
-62.87   	-97.35   	  7.51   	 -81.38		
-63.48   	-96.13   	  7.18   	 -86.47		
-65.31   	-98.27   	  6.84   	 -81.38		
-67.44   	-101.01   	  6.51   	 -81.38		
-68.66   	-102.54   	  6.19   	 -66.12		
-68.97   	-102.54   	  5.92   	 -61.04		
-68.97   	-102.23   	  5.68   	 -45.78		
-69.58   	-102.23   	  5.49   	 -30.52		
-70.50   	-102.23   	  5.37   	 -10.17		
-70.50   	-100.71   	  5.33   	   0.00		
-69.89   	-97.96   	  5.33   	  15.26		
-68.66   	-94.91   	  5.39   	  30.52		
-68.36   	-93.38   	  5.51   	  50.86		
-69.58   	-94.30   	  5.72   	  55.95		
-71.72   	-97.05   	  5.94   	  71.21		
-72.63   	-98.88   	  6.23   	  76.30		
-72.02   	-96.74   	  6.53   	  81.38		
-72.02   	-86.36   	  6.86   	  91.56		
-76.29   	-63.48   	  7.22   	  86.47		
-89.72   	-25.33   	  7.57   	  91.56		
-110.17   	 23.80   	  7.93   	  91.56		
-125.73   	 72.63   	  8.30   	  81.38		
-116.58   	107.42   	  8.63   	  81.38		
-61.95   	121.15   	  8.95   	  76.30		
 45.47   	118.41   	  9.26   	  76.30		
196.23   	104.68   	  9.56   	  66.12		
368.35   	 66.53   	  9.83   	  61.04		
535.58   	-17.40   	 10.07   	  61.04		
671.08   	-152.28   	 10.32   	  55.95		
746.46(R)	-307.01   	 10.54   	  50.86		
736.08   	-422.36   	 10.74   	  50.86		
628.66   	-453.80   	 10.95   	  50.86		
444.95   	-408.33   	 11.15   	  50.86		
239.87   	-332.03   	 11.35   	  50.86		
 73.55   	-265.50   	 11.56   	  55.95		
-17.40   	-215.15   	 11.78   	  55.95		
-38.15   	-163.27   	 12.00   	  50.86		
-23.50   	-101.01   	 12.21   	  55.95		
 -9.46   	-43.95   	 12.43   	  50.86		
-11.90   	-15.87   	 12.63   	  50.86		
-26.25   	-21.67   	 12.84   	  66.12		
-42.11   	-43.64   	 13.10   	  86.47		
-51.88   	-57.98   	 13.45   	 116.99		
-55.24   	-55.85   	 13.92   	 167.85		
-55.24   	-43.64   	 14.59   	 223.80		
-54.63   	-32.04   	 15.48   	 295.01		
-55.24   	-26.25   	 16.66   	 361.14		
-57.07   	-25.33   	 18.11   	 427.26		
-59.51   	-25.33   	 19.82   	 493.39		
-60.73   	-25.33   	 21.79   	 554.42		
-60.12   	-23.80   	 24.01   	 600.20		
-57.98   	-22.28   	 26.41   	 651.07		
-55.54   	-20.75   	 29.01   	 691.76		
-53.10   	-19.53   	 31.78   	 737.54		
-51.27   	-18.31   	 34.73   	 788.40		
-49.74   	-15.87   	 37.88   	 839.26		
-48.52   	-13.12   	 41.24   	 885.04		
-47.61   	-11.29   	 44.78   	 930.82		
-46.69   	-10.07   	 48.50   	 966.43		
-45.17   	 -9.16   	 52.37   	 991.86		
-43.64   	 -8.24   	 56.34   	1002.03		
-41.81   	 -7.02   	 60.35   	 996.94		
-39.98   	 -5.19   	 64.33   	 986.77		
-38.15   	 -2.14   	 68.28   	 951.17		
-36.01   	  1.53   	 72.09   	 915.56		
-33.87   	  5.49   	 75.75   	 864.70		
-31.43   	  7.93   	 79.21   	 813.83		
-28.99   	  8.54   	 82.46   	 768.05		
-26.25   	  7.32   	 85.53   	 712.10		
-23.50   	  6.10   	 88.38   	 666.32		
-20.45   	  6.41   	 91.05   	 625.63		
-17.40   	  9.77   	 93.55   	 584.94		
-14.65   	 16.48   	 95.89   	 554.42		
-11.29   	 25.63   	 98.11   	 523.90		
 -7.02   	 35.10   	100.20   	 493.39		
 -2.75   	 42.11   	102.18   	 462.87		
  1.83   	 45.78   	104.03   	 427.26		
  6.71   	 47.61   	105.74   	 391.66		
 12.82   	 50.66   	107.30   	 361.14		
 20.14   	 56.76   	108.75   	 325.53		
 28.69   	 65.61   	110.05   	 300.10		
 37.23   	 75.38   	111.25   	 279.75		
 45.78   	 84.23   	112.37   	 264.50		
 54.63   	 93.08   	113.43   	 254.32		
 64.70   	103.45   	114.45   	 254.32		
 76.60   	115.97   	115.46   	 254.32		
 89.72   	129.70   	116.48   	 249.24		
102.54   	142.52   	117.48   	 254.32		
114.75   	153.50   	118.49   	 239.06		
125.73   	163.57   	119.45   	 218.72		
136.41   	174.56   	120.33   	 198.37		
146.79   	187.99   	121.12   	 162.77		
156.25   	202.33   	121.77   	 127.16		
164.18   	214.84   	122.28   	  81.38		
170.29   	223.69   	122.60   	  45.78		
174.56   	228.27   	122.79   	  10.17		
176.39   	229.49   	122.83   	 -20.35		
175.78   	228.88   	122.75   	 -45.78		
170.90   	226.44   	122.56   	 -61.04		
160.83   	221.56   	122.32   	 -71.21		
145.26   	212.71   	122.03   	 -71.21		
124.51   	199.58   	121.75   	 -55.95		
101.32   	183.41   	121.53   	 -35.61		
 77.82   	165.71   	121.38   	 -10.17		
 55.24   	146.18   	121.34   	  25.43		
 34.18   	125.12   	121.44   	  61.04		
 14.04   	102.54   	121.69   	 101.73		
 -4.88   	 79.96   	122.10   	 137.33		
-21.06   	 58.90   	122.64   	 167.85		
-33.57   	 41.81   	123.32   	 193.29		
-42.42   	 28.08   	124.09   	 218.72		
-49.74   	 16.48   	124.96   	 228.89		
-56.76   	  5.80   	125.88   	 233.98		
-64.09   	 -4.27   	126.82   	 233.98		
-70.50   	-13.43   	127.75   	 228.89		
-75.07   	-21.06   	128.67   	 213.63		
-78.13   	-27.16   	129.52   	 203.46		
-79.96   	-31.74   	130.34   	 193.29		
-81.79   	-35.40   	131.11   	 167.85		
-83.01   	-37.84   	131.78   	 152.59		
-83.31   	-39.06   	132.39   	 127.16		
-82.70   	-39.37   	132.90   	 101.73		
-82.09   	-38.45   	133.31   	  71.21		
-81.48   	-37.54   	133.59   	  40.69		
-81.48   	-37.54   	133.75   	 -10.17		
-81.79   	-38.76   	133.71   	 -50.86		
-81.18   	-40.89   	133.51   	-111.90		
-79.65   	-43.03   	133.06   	-162.77		
-77.82   	-44.25   	132.41   	-218.72		
-76.60   	-44.25   	131.54   	-269.58		
-76.90   	-44.56   	130.46   	-315.36		
-78.43   	-46.69   	129.20   	-366.22		
-79.96   	-50.35   	127.73   	-417.09		
-81.18   	-54.63   	126.06   	-483.21		
-81.79   	-57.68   	124.13   	-554.42		
-80.87   	-57.68   	121.91   	-635.81		
-79.35   	-55.54   	119.37   	-727.36		
-77.51   	-52.80   	116.46   	-813.83		
-75.99   	-51.88   	113.20   	-910.47		
-75.07   	-52.80   	109.56   	-986.77		
-75.07   	-54.02   	105.62   	-1057.98		
-75.07   	-54.93   	101.38   	-1113.93		
-74.16   	-54.93   	 96.93   	-1164.80		
-72.63   	-54.02   	 92.27   	-1195.32		
-71.11   	-53.41   	 87.49   	-1220.75		
-70.80   	-53.10   	 82.60   	-1241.09		
-71.11   	-52.80   	 77.64   	-1236.01		
-72.33   	-52.19   	 72.70   	-1236.01		
-72.94   	-51.88   	 67.75   	-1210.58		
-73.24   	-52.19   	 62.91   	-1174.97		
-72.63   	-52.80   	 58.21   	-1129.19		
-71.72   	-53.10   	 53.69   	-1068.15		
-70.80   	-52.80   	 49.42   	-1007.12		
-69.58   	-52.19   	 45.39   	-940.99		
-68.36   	-51.27   	 41.63   	-874.87		
-67.14   	-50.66   	 38.13   	-803.66		
-65.61   	-50.05   	 34.91   	-742.62		
-64.39   	-49.13   	 31.94   	-676.50		
-62.87   	-48.52   	 29.24   	-620.55		
-61.95   	-48.83   	 26.75   	-569.68		
-61.65   	-49.74   	 24.48   	-508.65		
-61.34   	-50.35   	 22.44   	-462.87		
-61.34   	-50.05   	 20.59   	-417.09		
-61.34   	-47.61   	 18.92   	-361.14		
-60.73   	-44.86   	 17.48   	-325.53		
-60.12   	-43.33   	 16.17   	-274.67		
-59.20   	-43.95   	 15.08   	-233.98		
-59.20   	-45.78   	 14.14   	-198.37		
-59.81   	-46.69   	 13.35   	-162.77		
-61.04   	-45.47   	 12.70   	-132.25		
-62.56   	-41.81   	 12.17   	-101.73		
-63.48   	-37.23   	 11.76   	 -81.38		
-63.48   	-34.48   	 11.43   	 -61.04		
-63.17   	-34.18   	 11.19   	 -45.78		
-62.26   	-35.71   	 11.01   	 -35.61		
-61.65   	-37.84   	 10.86   	 -25.43		
-62.26   	-39.06   	 10.76   	 -20.35		
-63.78   	-39.37   	 10.68   	 -10.17		
