  I     	  II     	  PW     	  PW'		
-19.23   	 -0.92   	 13.96   	  -5.09		
-16.17   	  0.92   	 13.94   	  -5.09		
-11.29   	 -0.92   	 13.92   	 -10.17		
-27.77   	-27.16   	 13.88   	 -15.26		
-45.17   	-36.62   	 13.81   	 -25.43		
-56.76   	-40.89   	 13.71   	 -15.26		
-54.93   	-36.93   	 13.65   	  -5.09		
-40.89   	-26.25   	 13.63   	 -20.35		
-20.45   	-13.12   	 13.55   	 -35.61		
 -2.44   	 -3.66   	 13.41   	 -35.61		
  6.41   	 -1.53   	 13.27   	 -50.86		
  2.14   	 -5.80   	 13.06   	 -71.21		
-12.82   	-14.04   	 12.78   	 -71.21		
-32.96   	-22.28   	 12.49   	 -40.69		
-48.22   	-27.47   	 12.33   	 -35.61		
-51.57   	-27.16   	 12.19   	 -40.69		
-41.50   	-23.50   	 12.02   	 -35.61		
-24.11   	-17.40   	 11.88   	 -15.26		
 -5.49   	 -9.46   	 11.82   	 -10.17		
 10.38   	 -1.53   	 11.78   	 -10.17		
 18.92   	  3.36   	 11.74   	 -15.26		
 18.31   	  2.75   	 11.68   	   0.00		
  7.32   	 -4.58   	 11.68   	  -5.09		
-10.07   	-15.87   	 11.66   	 -15.26		
-26.55   	-23.50   	 11.60   	 -25.43		
-35.10   	-24.11   	 11.50   	 -25.43		
-35.71   	-21.36   	 11.39   	 -15.26		
-31.43   	-21.67   	 11.33   	 -15.26		
-23.50   	-26.86   	 11.27   	 -15.26		
-11.90   	-32.04   	 11.21   	 -20.35		
  0.61   	-30.52   	 11.13   	 -20.35		
  7.02   	-21.67   	 11.05   	 -25.43		
  2.75   	-11.90   	 10.95   	 -20.35		
-10.68   	-11.29   	 10.86   	 -25.43		
-24.11   	-20.75   	 10.76   	 -20.35		
-27.77   	-33.26   	 10.68   	 -25.43		
-21.67   	-40.59   	 10.58   	  -5.09		
-14.65   	-39.06   	 10.56   	   0.00		
-11.90   	-31.43   	 10.56   	   5.09		
-11.90   	-21.97   	 10.58   	  10.17		
 -9.16   	-14.04   	 10.62   	  30.52		
  0.92   	 -7.93   	 10.74   	  30.52		
 13.73   	 -4.58   	 10.86   	  30.52		
 18.62   	 -7.63   	 10.99   	  45.78		
  7.93   	-17.40   	 11.17   	  30.52		
-14.95   	-30.82   	 11.29   	  30.52		
-37.84   	-39.98   	 11.41   	  45.78		
-45.78   	-36.01   	 11.60   	  66.12		
-31.43   	-16.48   	 11.86   	  45.78		
 -0.61   	 14.04   	 12.04   	 -20.35		
 32.65   	 44.25   	 11.96   	 -66.12		
 54.02   	 63.48   	 11.70   	  20.35		
 56.76   	 66.53   	 11.78   	  96.64		
 45.17   	 56.76   	 12.17   	  50.86		
 30.82   	 43.95   	 12.37   	  10.17		
 22.89   	 36.01   	 12.41   	   5.09		
 22.89   	 36.01   	 12.43   	   0.00		
 29.30   	 41.50   	 12.43   	 -55.95		
 41.81   	 48.83   	 12.21   	-122.07		
 58.90   	 54.32   	 11.72   	-101.73		
 77.82   	 53.71   	 11.31   	 -76.30		
 91.55   	 42.72   	 11.01   	-137.33		
 91.25   	 19.23   	 10.46   	-193.29		
 72.02   	-11.29   	  9.68   	-147.51		
 42.72   	-34.79   	  9.09   	 -76.30		
 18.01   	-39.06   	  8.79   	 -45.78		
  7.63   	-24.11   	  8.61   	   0.00		
