  I     	  II     	  LV     	  LV'		
-58.59   	 11.29   	 93.96   	   0.00		
-60.42   	 12.51   	 93.96   	   0.00		
-62.56   	 21.97   	 93.96   	   0.00		
-63.78   	 31.74   	 93.96   	   0.00		
-64.09   	 33.26   	 93.96   	   0.00		
-63.48   	 25.02   	 93.96   	   0.00		
-62.56   	 16.48   	 93.96   	   0.00		
-61.95   	 17.40   	 93.96   	   0.00		
-61.04   	 28.08   	 93.96   	   0.00		
-60.42   	 39.37   	 93.96   	   0.00		
-59.81   	 41.20   	 93.96   	   5.09		
-59.51   	 31.43   	 93.98   	   0.00		
-60.12   	 18.01   	 93.98   	   0.00		
-61.65   	 11.29   	 93.98   	   5.09		
-63.48   	 14.65   	 94.00   	   5.09		
-64.09   	 23.80   	 94.02   	   0.00		
-63.17   	 31.13   	 94.02   	   5.09		
-61.34   	 31.74   	 94.04   	  10.17		
-59.20   	 27.16   	 94.08   	   5.09		
-58.59   	 23.19   	 94.10   	  10.17		
-58.90   	 22.89   	 94.14   	   5.09		
-59.20   	 26.86   	 94.16   	  10.17		
-58.59   	 31.43   	 94.20   	  10.17		
-57.07   	 33.87   	 94.24   	  10.17		
-56.76   	 32.65   	 94.28   	  10.17		
-57.98   	 29.30   	 94.32   	   0.00		
-60.73   	 25.02   	 94.32   	   0.00		
-63.17   	 20.75   	 94.32   	  -5.09		
-65.00   	 16.78   	 94.30   	 -10.17		
-67.14   	 14.04   	 94.26   	 -10.17		
-71.11   	 14.65   	 94.22   	 -15.26		
-73.85   	 22.89   	 94.16   	 -15.26		
-68.36   	 42.42   	 94.10   	 -15.26		
-44.86   	 78.13   	 94.04   	  -5.09		
  4.27   	133.06   	 94.02   	   0.00		
 80.57   	213.01   	 94.02   	  10.17		
182.80   	321.96   	 94.06   	  20.35		
308.53   	455.63   	 94.14   	  40.69		
454.41   	588.99   	 94.30   	  61.04		
606.08   	671.08   	 94.55   	  71.21		
723.88   	636.29   	 94.83   	  91.56		
751.34(R)	450.13   	 95.20   	  86.47		
649.72   	149.84   	 95.54   	  45.78		
429.38   	-160.22   	 95.73   	 -55.95		
159.30   	-357.06   	 95.50   	-239.06		
-68.36   	-370.79   	 94.55   	-493.39		
-197.14   	-230.71   	 92.57   	-788.40		
-237.73   	-44.25   	 89.42   	-1098.67		
-247.50   	 75.07   	 85.03   	-1383.51		
-276.49   	 71.11   	 79.49   	-1602.23		
-331.73   	-36.01   	 73.08   	-1744.65		
-384.22   	-174.56   	 66.10   	-1795.52		
-398.25   	-267.94   	 58.92   	-1739.57		
-362.24   	-274.96   	 51.96   	-1602.23		
-292.97   	-204.77   	 45.55   	-1398.77		
-218.81   	-100.40   	 39.96   	-1149.54		
-160.22   	 -9.46   	 35.36   	-879.96		
-123.90   	 39.98   	 31.84   	-610.37		
-105.90   	 49.74   	 29.40   	-366.22		
-97.66   	 42.11   	 27.93   	-147.51		
-92.47   	 37.23   	 27.34   	  30.52		
-88.50   	 42.72   	 27.47   	 167.85		
-85.14   	 54.32   	 28.14   	 274.67		
-83.01   	 64.09   	 29.24   	 350.97		
-80.57   	 69.89   	 30.64   	 401.83		
-76.90   	 72.94   	 32.25   	 442.52		
-73.24   	 76.29   	 34.02   	 473.04		
-71.11   	 80.87   	 35.91   	 498.47		
-70.80   	 83.31   	 37.90   	 528.99		
-71.11   	 81.18   	 40.02   	 554.42		
-70.50   	 74.16   	 42.24   	 590.03		
-68.36   	 66.53   	 44.60   	 625.63		
-66.53   	 62.56   	 47.10   	 661.24		
-66.22   	 64.39   	 49.75   	 691.76		
-67.44   	 70.50   	 52.51   	 722.28		
-69.58   	 76.90   	 55.40   	 732.45		
-70.80   	 82.40   	 58.33   	 747.71		
-70.80   	 86.98   	 61.32   	 752.79		
-69.58   	 92.16   	 64.33   	 737.54		
-68.05   	 98.57   	 67.28   	 732.45		
