  I     	  II     	  PW     	  PW'		
-19.84   	 27.47   	 13.84   	  -5.09		
-17.09   	 26.55   	 13.81   	  -5.09		
-14.34   	 22.89   	 13.79   	   0.00		
-10.07   	 19.84   	 13.79   	  -5.09		
 -2.75   	 21.36   	 13.77   	   0.00		
  6.10   	 28.99   	 13.77   	   5.09		
  9.16   	 38.15   	 13.79   	   0.00		
  3.05   	 41.50   	 13.79   	   5.09		
 -8.54   	 36.62   	 13.81   	   5.09		
-16.48   	 27.77   	 13.84   	   5.09		
-13.12   	 21.97   	 13.86   	   5.09		
 -0.61   	 23.50   	 13.88   	   5.09		
 11.60   	 30.52   	 13.90   	   5.09		
 16.17   	 39.06   	 13.92   	   5.09		
 12.21   	 43.64   	 13.94   	   0.00		
  4.88   	 44.56   	 13.94   	   5.09		
 -0.92   	 47.00   	 13.96   	   0.00		
 -3.97   	 55.85   	 13.96   	   0.00		
 -4.88   	 72.33   	 13.96   	  -5.09		
 -4.27   	 93.08   	 13.94   	  -5.09		
 -1.83   	111.39   	 13.92   	   0.00		
  2.75   	122.38   	 13.92   	  -5.09		
  7.32   	127.87   	 13.90   	   0.00		
 11.60   	135.80   	 13.90   	   0.00		
 15.87   	152.28   	 13.90   	   0.00		
 21.06   	177.31   	 13.90   	   0.00		
 25.94   	202.64   	 13.90   	   0.00		
 28.38   	217.59   	 13.90   	   0.00		
 30.52   	219.42   	 13.90   	  -5.09		
 37.54   	215.76   	 13.88   	  -5.09		
 52.19   	216.37   	 13.86   	 -10.17		
 70.19   	223.39   	 13.81   	 -15.26		
 83.92   	229.19   	 13.75   	 -20.35		
 84.53   	223.69   	 13.67   	 -20.35		
 72.02   	203.55   	 13.59   	 -25.43		
 51.57   	172.42   	 13.49   	 -25.43		
 29.60   	135.50   	 13.39   	 -20.35		
 11.29   	 96.13   	 13.31   	 -20.35		
 -2.14   	 57.07   	 13.22   	 -15.26		
-10.38   	 22.89   	 13.16   	 -10.17		
-14.95   	 -1.22   	 13.12   	   0.00		
-17.40   	-12.51   	 13.12   	   5.09		
-17.70   	-15.87   	 13.14   	  10.17		
-16.48   	-16.78   	 13.18   	  10.17		
-14.34   	-19.23   	 13.22   	  10.17		
