  I     	  II     	  PW     	  PW'		
 -4.88   	152.28   	  8.04   	-101.73		
  3.05   	154.11   	  7.63   	-101.73		
 10.99   	159.00   	  7.22   	-106.82		
 17.09   	162.05   	  6.80   	-106.82		
 21.36   	159.00   	  6.37   	-101.73		
 26.25   	149.84   	  5.96   	 -96.64		
 33.26   	140.99   	  5.57   	 -81.38		
 38.76   	138.24   	  5.25   	 -66.12		
 37.84   	141.30   	  4.98   	 -40.69		
 31.13   	143.13   	  4.82   	  -5.09		
 23.80   	136.41   	  4.80   	  25.43		
 20.75   	121.77   	  4.90   	  66.12		
 24.11   	109.86   	  5.17   	 101.73		
 29.91   	110.78   	  5.57   	 122.07		
 30.82   	124.82   	  6.06   	 142.42		
 23.50   	141.60   	  6.63   	 142.42		
 12.21   	149.54   	  7.20   	 137.33		
  4.58   	144.96   	  7.75   	 122.07		
  8.24   	134.58   	  8.24   	  96.64		
 23.80   	127.26   	  8.63   	  66.12		
 44.56   	127.87   	  8.89   	  40.69		
 60.12   	133.67   	  9.05   	  10.17		
 63.17   	137.63   	  9.09   	 -10.17		
 53.71   	135.50   	  9.05   	 -40.69		
 42.11   	125.73   	  8.89   	 -55.95		
 37.84   	111.39   	  8.67   	 -76.30		
 42.42   	 99.79   	  8.36   	 -81.38		
 51.27   	100.71   	  8.04   	 -96.64		
 59.51   	119.02   	  7.65   	 -96.64		
 67.14   	153.50   	  7.26   	-101.73		
 79.04   	193.79   	  6.86   	 -91.56		
 93.69   	224.00   	  6.49   	 -86.47		
100.40   	229.19   	  6.14   	 -76.30		
 90.64   	207.82   	  5.84   	 -61.04		
 70.50   	172.42   	  5.60   	 -40.69		
 59.81   	143.13   	  5.43   	 -25.43		
 72.94   	137.94   	  5.33   	 -15.26		
103.15   	160.83   	  5.27   	   0.00		
126.95   	201.72   	  5.27   	  -5.09		
127.26   	243.23   	  5.25   	 -10.17		
111.39   	270.39   	  5.21   	 -15.26		
103.76   	276.49   	  5.15   	 -30.52		
117.80   	265.50   	  5.03   	 -40.69		
144.04   	249.33   	  4.86   	 -50.86		
159.61   	245.97   	  4.66   	 -50.86		
150.15   	273.44   	  4.46   	 -55.95		
123.29   	336.61   	  4.23   	 -45.78		
 96.74   	420.53   	  4.05   	 -45.78		
 79.96   	500.79   	  3.87   	 -40.69		
 68.36   	562.13   	  3.70   	 -35.61		
 50.66   	603.03   	  3.56   	 -35.61		
 21.36   	628.05   	  3.42   	 -45.78		
-15.87   	627.75   	  3.23   	 -55.95		
-50.96   	570.37   	  3.01   	 -55.95		
-78.13   	431.52   	  2.79   	 -66.12		
-95.83   	227.66   	  2.52   	 -61.04		
-105.29   	 27.47   	  2.28   	 -50.86		
-103.76   	-86.67   	  2.08   	 -40.69		
-84.23   	-72.02   	  1.91   	 -20.35		
-39.37   	 46.39   	  1.83   	  -5.09		
 30.82   	196.84   	  1.81   	  20.35		
113.22   	307.31   	  1.89   	  25.43		
187.07   	340.58   	  1.99   	  40.69		
236.51   	302.43   	  2.16   	  35.61		
260.93   	222.17   	  2.30   	  25.43		
272.22   	126.34   	  2.40   	  10.17		
285.64   	 35.71   	  2.44   	 -10.17		
307.92   	-33.26   	  2.40   	 -35.61		
330.20   	-68.66   	  2.26   	 -55.95		
335.39   	-60.12   	  2.03   	 -71.21		
314.03   	 -2.75   	  1.75   	 -76.30		
271.61   	 93.08   	  1.44   	 -71.21		
229.80   	201.42   	  1.16   	 -61.04		
210.27   	288.39   	  0.92   	 -40.69		
219.73   	330.81   	  0.75   	 -15.26		
244.14   	329.59   	  0.69   	  10.17		
260.01   	311.28   	  0.73   	  30.52		
254.21   	304.57   	  0.85   	  55.95		
231.32   	321.96   	  1.08   	  66.12		
206.91   	353.70   	  1.34   	  81.38		
194.09   	379.64   	  1.67   	  76.30		
195.31   	385.13   	  1.97   	  76.30		
202.33   	373.54   	  2.28   	  71.21		
205.08   	358.89   	  2.56   	  50.86		
199.89   	352.48   	  2.77   	  45.78		
191.96   	357.06   	  2.95   	  25.43		
187.99   	371.09   	  3.05   	  15.26		
192.26   	388.49   	  3.11   	   0.00		
202.94   	404.05   	  3.11   	  -5.09		
214.54   	416.26   	  3.09   	 -10.17		
224.61   	426.33   	  3.05   	 -10.17		
233.76   	435.18   	  3.01   	 -10.17		
244.14   	442.81   	  2.97   	 -10.17		
252.38   	448.61   	  2.93   	  -5.09		
251.77   	450.74   	  2.91   	  -5.09		
240.78   	450.13   	  2.89   	   0.00		
228.58   	451.66   	  2.89   	   0.00		
230.71   	461.12   	  2.89   	   0.00		
253.60   	477.29   	  2.89   	   0.00		
288.39   	491.94   	  2.89   	  -5.09		
315.25   	497.13   	  2.87   	  -5.09		
319.52   	492.86   	  2.85   	  -5.09		
