  I     	  II     	  PW     	  PW'		
1174.62   	886.84   	  7.61   	  91.56		
756.23   	661.62   	  7.98   	 127.16		
239.56   	361.33   	  8.48   	 147.51		
-187.38   	 90.94   	  9.07   	 137.33		
-386.05   	-47.30   	  9.62   	 106.82		
-347.60   	-17.70   	 10.05   	  61.04		
-182.80   	122.99   	 10.29   	  20.35		
-31.43   	273.44   	 10.38   	  10.17		
 26.86   	355.53   	 10.42   	  25.43		
  0.61   	354.61   	 10.52   	  25.43		
-52.19   	308.53   	 10.62   	  15.26		
-81.79   	267.33   	 10.68   	 -15.26		
-78.13   	256.96   	 10.62   	 -81.38		
-58.90   	271.00   	 10.29   	-167.85		
-44.86   	289.61   	  9.62   	-233.98		
-43.33   	298.77   	  8.69   	-254.32		
-50.35   	296.94   	  7.67   	-172.94		
-56.76   	290.53   	  6.98   	 -15.26		
-57.98   	286.25   	  6.92   	 162.77		
-53.10   	287.78   	  7.57   	 284.84		
-46.08   	292.36   	  8.71   	 335.71		
-41.81   	295.72   	 10.05   	 264.50		
-41.20   	295.72   	 11.11   	 233.98		
-42.11   	294.49   	 12.04   	 254.32		
-41.50   	294.19   	 13.06   	 142.42		
-38.76   	296.02   	 13.63   	 -86.47		
-35.10   	298.16   	 13.29   	-376.40		
-33.26   	298.77   	 11.78   	-610.37		
-32.96   	298.16   	  9.34   	-640.89		
-32.04   	298.46   	  6.78   	-381.48		
-28.38   	302.43   	  5.25   	  45.78		
-20.75   	309.45   	  5.43   	 406.92		
-12.82   	316.77   	  7.06   	 590.03		
 -8.24   	320.13   	  9.42   	 615.46		
 -7.02   	319.82   	 11.88   	 503.56		
 -7.02   	318.60   	 13.90   	 305.19		
 -4.58   	319.52   	 15.12   	  76.30		
  1.22   	323.49   	 15.42   	-147.51		
  9.46   	329.28   	 14.83   	-325.53		
 17.40   	335.08   	 13.53   	-432.35		
 24.11   	339.66   	 11.80   	-467.95		
 29.60   	343.93   	  9.93   	-401.83		
 34.79   	348.51   	  8.32   	-274.67		
 39.98   	353.39   	  7.22   	-132.25		
 45.47   	358.28   	  6.69   	  -5.09		
 52.19   	364.07   	  6.67   	  66.12		
 61.04   	370.79   	  6.94   	  96.64		
 72.02   	378.72   	  7.32   	 106.82		
 83.31   	386.96   	  7.75   	 116.99		
 93.38   	394.59   	  8.22   	 132.25		
101.62   	401.31   	  8.75   	 142.42		
109.25   	407.71   	  9.32   	 132.25		
117.49   	414.73   	  9.85   	 101.73		
126.34   	422.36   	 10.25   	  45.78		
135.19   	429.69   	 10.44   	 -10.17		
142.21   	435.79   	 10.40   	 -61.04		
146.79   	440.98   	 10.15   	 -71.21		
148.62   	444.64   	  9.87   	 -55.95		
148.62   	446.78   	  9.64   	 -66.12		
147.71   	448.00   	  9.38   	 -61.04		
146.18   	447.69   	  9.14   	 -55.95		
143.13   	446.47   	  8.91   	 -45.78		
139.47   	445.86   	  8.73   	 -30.52		
135.19   	446.47   	  8.61   	 -20.35		
130.62   	448.00   	  8.52   	 -30.52		
124.82   	448.61   	  8.40   	 -20.35		
116.88   	446.17   	  8.32   	 -20.35		
104.98   	439.15   	  8.24   	 -25.43		
 89.42   	428.47   	  8.14   	  -5.09		
 72.94   	416.87   	  8.12   	  10.17		
 56.76   	406.49   	  8.16   	  15.26		
 42.72   	398.86   	  8.22   	  10.17		
 30.21   	393.07   	  8.26   	  30.52		
 18.92   	387.88   	  8.38   	  40.69		
  7.93   	380.86   	  8.55   	  45.78		
 -3.36   	372.01   	  8.73   	  76.30		
-15.26   	361.63   	  9.03   	  76.30		
-27.16   	351.26   	  9.34   	  45.78		
-37.23   	342.71   	  9.52   	  20.35		
-43.64   	337.22   	  9.60   	 -20.35		
-47.30   	334.17   	  9.52   	 -50.86		
-50.35   	332.03   	  9.32   	 -45.78		
-54.63   	328.98   	  9.14   	 -45.78		
-59.81   	325.32   	  8.95   	 -40.69		
-65.61   	321.35   	  8.79   	 -40.69		
-70.50   	317.38   	  8.63   	 -20.35		
-73.85   	314.33   	  8.55   	 -10.17		
-75.68   	312.50   	  8.50   	  -5.09		
-75.68   	312.50   	  8.48   	  -5.09		
-74.46   	313.72   	  8.46   	   5.09		
-72.63   	315.86   	  8.48   	  10.17		
-73.24   	317.38   	  8.52   	  10.17		
-76.29   	317.38   	  8.57   	  15.26		
-79.65   	316.47   	  8.63   	  15.26		
-81.18   	315.55   	  8.69   	  15.26		
-79.35   	315.25   	  8.75   	  -5.09		
-75.07   	315.55   	  8.73   	 -50.86		
-70.50   	315.55   	  8.52   	-142.42		
-67.75   	314.64   	  7.96   	-213.63		
-65.92   	314.03   	  7.10   	-223.80		
-65.00   	314.33   	  6.21   	-188.20		
-65.31   	315.25   	  5.45   	-178.03		
-66.53   	316.16   	  4.74   	-172.94		
-68.36   	317.08   	  4.05   	-167.85		
-69.27   	318.30   	  3.38   	 -61.04		
-68.97   	319.82   	  3.13   	 198.37		
-67.44   	321.66   	  3.93   	 452.69		
-65.61   	321.96   	  5.74   	 549.34		
-64.09   	320.13   	  7.93   	 498.47		
-62.87   	316.47   	  9.93   	 340.79		
-62.87   	312.81   	 11.29   	 127.16		
-63.17   	310.36   	 11.80   	  -5.09		
-63.48   	309.75   	 11.78   	 -35.61		
-62.56   	310.97   	 11.64   	 -76.30		
-61.04   	313.42   	 11.33   	-132.25		
-59.51   	315.25   	 10.80   	-183.11		
-59.51   	314.33   	 10.07   	-213.63		
-61.95   	310.36   	  9.22   	-228.89		
-65.61   	305.48   	  8.30   	-208.54		
-68.05   	302.73   	  7.47   	-157.68		
-67.75   	304.26   	  6.84   	 -96.64		
-65.00   	308.84   	  6.45   	 -35.61		
-61.95   	313.72   	  6.31   	  10.17		
-60.73   	315.86   	  6.35   	  45.78		
-62.26   	314.33   	  6.53   	  66.12		
-65.31   	310.36   	  6.80   	  86.47		
-67.75   	306.40   	  7.14   	  96.64		
-68.05   	304.57   	  7.53   	  96.64		
-66.22   	305.18   	  7.91   	  86.47		
-63.48   	307.62   	  8.26   	  71.21		
-62.56   	309.45   	  8.55   	  55.95		
-63.78   	309.45   	  8.77   	  50.86		
-65.92   	307.31   	  8.97   	  30.52		
-67.44   	305.18   	  9.09   	  15.26		
-67.14   	304.26   	  9.16   	  -5.09		
-65.31   	303.96   	  9.14   	 -20.35		
-63.78   	303.34   	  9.05   	 -35.61		
-64.09   	302.12   	  8.91   	 -50.86		
-65.61   	300.90   	  8.71   	 -50.86		
-66.83   	301.51   	  8.50   	 -40.69		
-66.53   	303.96   	  8.34   	 -25.43		
-65.31   	306.40   	  8.24   	 -15.26		
-63.78   	308.23   	  8.18   	   5.09		
-62.87   	309.14   	  8.20   	  15.26		
-62.87   	310.36   	  8.26   	  15.26		
-62.26   	313.42   	  8.32   	   0.00		
-61.65   	317.69   	  8.32   	 -10.17		
-61.34   	322.57   	  8.28   	 -20.35		
-61.95   	326.54   	  8.20   	 -15.26		
-63.17   	329.28   	  8.14   	 -15.26		
-64.09   	330.51   	  8.08   	 -15.26		
-63.78   	330.81   	  8.02   	 -15.26		
-61.65   	330.51   	  7.96   	  -5.09		
-59.20   	329.59   	  7.93   	  -5.09		
-58.90   	327.15   	  7.91   	  -5.09		
-60.42   	324.40   	  7.89   	  -5.09		
-62.26   	322.27   	  7.87   	 -10.17		
-61.65   	322.57   	  7.83   	 -15.26		
-58.59   	326.54   	  7.77   	 -20.35		
-55.24   	332.03   	  7.69   	 -20.35		
-54.63   	336.91   	  7.61   	 -15.26		
-56.46   	339.05   	  7.55   	 -20.35		
-58.90   	339.05   	  7.47   	 -10.17		
-58.90   	337.52   	  7.43   	  -5.09		
-56.76   	335.69   	  7.41   	 -10.17		
-55.54   	332.95   	  7.37   	 -15.26		
-57.37   	329.28   	  7.30   	 -10.17		
-61.34   	326.84   	  7.26   	 -15.26		
-62.87   	326.54   	  7.20   	 -20.35		
-60.12   	328.67   	  7.12   	 -15.26		
-55.24   	331.12   	  7.06   	 -15.26		
-52.49   	332.03   	  7.00   	 -15.26		
-54.93   	330.51   	  6.94   	 -15.26		
-60.12   	328.98   	  6.88   	  -5.09		
-63.48   	329.28   	  6.86   	 -15.26		
-63.17   	331.42   	  6.80   	 -15.26		
-60.12   	334.78   	  6.73   	 -15.26		
-57.07   	337.52   	  6.67   	 -15.26		
-55.54   	338.13   	  6.61   	 -25.43		
-55.85   	337.22   	  6.51   	 -20.35		
-55.85   	335.39   	  6.43   	 -20.35		
-54.63   	334.78   	  6.35   	 -25.43		
-53.41   	335.69   	  6.25   	 -15.26		
-52.80   	337.52   	  6.19   	 -20.35		
-53.41   	339.05   	  6.10   	 -15.26		
-53.71   	337.83   	  6.04   	 -10.17		
-53.10   	334.17   	  6.00   	 -10.17		
-51.57   	329.90   	  5.96   	 -10.17		
-50.05   	327.15   	  5.92   	 -10.17		
-49.13   	326.84   	  5.88   	 -10.17		
-47.61   	329.28   	  5.84   	 -20.35		
-44.56   	334.78   	  5.76   	 -15.26		
-39.06   	344.54   	  5.70   	 -15.26		
-32.04   	359.19   	  5.64   	 -15.26		
-25.63   	377.50   	  5.57   	 -15.26		
-21.36   	394.59   	  5.51   	  -5.09		
-19.23   	405.88   	  5.49   	  -5.09		
-16.78   	409.55   	  5.47   	 -10.17		
-11.60   	408.02   	  5.43   	 -10.17		
 -4.27   	406.80   	  5.39   	 -20.35		
  3.36   	411.68   	  5.31   	 -25.43		
  8.85   	424.80   	  5.21   	 -20.35		
 11.90   	443.12   	  5.13   	 -20.35		
 13.73   	460.82   	  5.05   	 -15.26		
 15.56   	470.28   	  4.98   	 -10.17		
 18.31   	466.92   	  4.94   	 -20.35		
 22.28   	454.10   	  4.86   	 -20.35		
 26.25   	439.45   	  4.78   	 -15.26		
 30.82   	430.60   	  4.72   	 -20.35		
 34.79   	429.08   	  4.64   	 -15.26		
 35.10   	429.99   	  4.58   	 -15.26		
 26.86   	426.33   	  4.52   	 -25.43		
  8.85   	414.43   	  4.42   	 -35.61		
-16.17   	396.73   	  4.27   	 -45.78		
-40.89   	376.89   	  4.09   	 -40.69		
-57.37   	358.89   	  3.93   	 -25.43		
-62.87   	343.32   	  3.83   	 -10.17		
-61.34   	328.67   	  3.78   	   5.09		
-59.51   	315.55   	  3.80   	  45.78		
-60.12   	304.87   	  3.99   	  61.04		
-62.26   	298.16   	  4.23   	  66.12		
-63.48   	295.10   	  4.50   	  55.95		
-63.78   	296.33   	  4.72   	  40.69		
-67.14   	304.26   	  4.88   	  20.35		
-75.07   	322.27   	  4.96   	 -20.35		
-79.35   	355.83   	  4.88   	 -50.86		
-56.15   	408.02   	  4.68   	 -61.04		
