  I     	  II     	  PW     	  PW'		
-85.75   	-24.11   	 25.80   	 -76.30		
-84.53   	-24.72   	 25.49   	 -71.21		
-83.92   	-26.25   	 25.21   	 -66.12		
-83.31   	-27.16   	 24.94   	 -55.95		
-83.01   	-27.47   	 24.72   	 -45.78		
-83.01   	-27.47   	 24.54   	 -40.69		
-82.70   	-28.38   	 24.37   	 -30.52		
-82.40   	-29.30   	 24.25   	 -20.35		
-79.96   	-28.69   	 24.17   	 -10.17		
-75.68   	-25.63   	 24.13   	   0.00		
-70.50   	-21.67   	 24.13   	   5.09		
-66.83   	-18.92   	 24.15   	   5.09		
-66.53   	-18.01   	 24.17   	  15.26		
-68.97   	-19.23   	 24.23   	  10.17		
-71.72   	-20.14   	 24.27   	  10.17		
-72.94   	-20.14   	 24.31   	   5.09		
-71.72   	-19.23   	 24.33   	   0.00		
-68.97   	-18.01   	 24.33   	  -5.09		
-65.92   	-16.48   	 24.31   	 -15.26		
-63.48   	-14.34   	 24.25   	 -15.26		
-62.56   	-12.82   	 24.19   	 -25.43		
-62.56   	-11.90   	 24.09   	 -25.43		
-62.56   	-11.90   	 23.99   	 -25.43		
-60.73   	-10.68   	 23.89   	 -20.35		
-57.37   	 -7.32   	 23.80   	 -15.26		
-52.80   	 -1.83   	 23.74   	  -5.09		
-47.91   	  4.58   	 23.72   	   5.09		
-44.56   	  9.77   	 23.74   	  15.26		
-41.81   	 13.12   	 23.80   	  25.43		
-39.06   	 15.26   	 23.91   	  40.69		
-36.01   	 16.78   	 24.07   	  40.69		
-32.96   	 19.23   	 24.23   	  40.69		
-28.99   	 22.89   	 24.39   	  40.69		
-24.11   	 28.38   	 24.56   	  30.52		
-18.62   	 33.87   	 24.68   	  20.35		
-13.73   	 37.84   	 24.76   	  15.26		
-10.38   	 39.06   	 24.82   	   5.09		
 -8.85   	 37.54   	 24.84   	   0.00		
 -7.63   	 36.01   	 24.84   	   0.00		
 -4.88   	 37.23   	 24.84   	   0.00		
  0.61   	 41.81   	 24.84   	   0.00		
  7.93   	 48.83   	 24.84   	  10.17		
 15.56   	 54.93   	 24.88   	  15.26		
 21.67   	 58.59   	 24.94   	  25.43		
 26.55   	 59.81   	 25.05   	  30.52		
 31.43   	 60.73   	 25.17   	  35.61		
 37.54   	 62.56   	 25.31   	  40.69		
 44.25   	 65.00   	 25.47   	  45.78		
 50.66   	 66.53   	 25.66   	  45.78		
 55.85   	 67.14   	 25.84   	  45.78		
 60.12   	 66.83   	 26.02   	  50.86		
 64.09   	 67.44   	 26.23   	  50.86		
 68.66   	 69.89   	 26.43   	  45.78		
 72.02   	 73.24   	 26.61   	  50.86		
 73.24   	 76.29   	 26.82   	  45.78		
 72.33   	 78.13   	 27.00   	  50.86		
 70.19   	 79.65   	 27.20   	  45.78		
 67.75   	 80.87   	 27.39   	  45.78		
 64.70   	 81.18   	 27.57   	  50.86		
 60.12   	 79.65   	 27.77   	  45.78		
 52.19   	 74.77   	 27.96   	  50.86		
 41.81   	 67.14   	 28.16   	  50.86		
 31.43   	 58.59   	 28.36   	  50.86		
 23.80   	 51.57   	 28.57   	  50.86		
 18.62   	 46.69   	 28.77   	  50.86		
 15.26   	 43.33   	 28.97   	  50.86		
 10.68   	 39.37   	 29.18   	  45.78		
  3.66   	 32.96   	 29.36   	  40.69		
 -4.58   	 25.33   	 29.52   	  35.61		
-12.51   	 18.31   	 29.66   	  35.61		
-18.92   	 13.12   	 29.81   	  45.78		
-23.80   	  9.46   	 29.99   	  76.30		
-28.08   	  6.10   	 30.29   	 101.73		
-31.43   	  2.44   	 30.70   	 137.33		
-34.48   	 -1.22   	 31.25   	 147.51		
-36.01   	 -3.05   	 31.84   	 147.51		
-36.62   	 -3.36   	 32.43   	 132.25		
