  I     	  II     	  PW     	  PW'		
-11.60   	 71.72   	 10.25   	  20.35		
-10.99   	 74.77   	 10.34   	 -20.35		
-10.68   	 77.82   	 10.25   	 -61.04		
-10.68   	 80.87   	 10.01   	 -81.38		
-10.68   	 83.31   	  9.68   	 -91.56		
-10.07   	 86.06   	  9.32   	 -86.47		
 -9.16   	 89.72   	  8.97   	 -71.21		
 -7.63   	 93.69   	  8.69   	 -45.78		
 -6.10   	 97.66   	  8.50   	 -20.35		
 -4.88   	101.62   	  8.42   	   5.09		
 -3.66   	105.90   	  8.44   	  25.43		
 -3.05   	110.78   	  8.55   	  35.61		
 -2.75   	115.97   	  8.69   	  35.61		
 -2.75   	121.46   	  8.83   	  35.61		
 -2.75   	126.95   	  8.97   	  15.26		
 -1.83   	132.75   	  9.03   	   5.09		
  0.31   	139.16   	  9.05   	 -15.26		
  3.05   	146.48   	  8.99   	 -25.43		
  5.80   	154.11   	  8.89   	 -35.61		
  7.63   	161.74   	  8.75   	 -40.69		
  7.93   	168.76   	  8.59   	 -35.61		
  7.32   	175.78   	  8.44   	 -30.52		
  7.32   	183.41   	  8.32   	 -25.43		
  9.16   	192.87   	  8.22   	 -15.26		
 11.60   	203.86   	  8.16   	  -5.09		
 14.04   	215.45   	  8.14   	  -5.09		
 14.95   	226.14   	  8.12   	   0.00		
 15.26   	235.90   	  8.12   	   5.09		
 15.87   	245.97   	  8.14   	   0.00		
 17.70   	256.65   	  8.14   	   0.00		
 20.45   	269.47   	  8.14   	  -5.09		
 23.50   	282.90   	  8.12   	   0.00		
 25.63   	296.33   	  8.12   	  -5.09		
 26.25   	308.84   	  8.10   	   0.00		
 26.25   	320.43   	  8.10   	   0.00		
 26.25   	331.12   	  8.10   	   5.09		
 27.16   	341.49   	  8.12   	  10.17		
 28.99   	351.56   	  8.16   	  10.17		
 31.43   	361.02   	  8.20   	  15.26		
 34.48   	370.79   	  8.26   	  15.26		
 37.23   	379.94   	  8.32   	  15.26		
 39.37   	388.18   	  8.38   	  15.26		
 40.59   	394.90   	  8.44   	  10.17		
 41.50   	399.78   	  8.48   	   5.09		
 42.72   	403.14   	  8.50   	  -5.09		
 43.95   	405.27   	  8.48   	  -5.09		
 44.86   	406.49   	  8.46   	 -10.17		
 45.17   	406.19   	  8.42   	 -15.26		
 44.86   	404.66   	  8.36   	 -15.26		
 43.95   	401.61   	  8.30   	 -10.17		
 43.64   	398.25   	  8.26   	 -15.26		
 43.95   	394.59   	  8.20   	 -10.17		
 44.56   	389.71   	  8.16   	 -10.17		
 44.86   	382.08   	  8.12   	  -5.09		
 44.25   	369.87   	  8.10   	   0.00		
 41.81   	353.09   	  8.10   	   0.00		
 38.76   	332.03   	  8.10   	  -5.09		
 35.71   	307.92   	  8.08   	   0.00		
 33.57   	281.98   	  8.08   	  -5.09		
 32.35   	254.52   	  8.06   	  -5.09		
 30.52   	225.83   	  8.04   	 -10.17		
 27.47   	195.62   	  8.00   	 -10.17		
 21.97   	164.79   	  7.96   	 -10.17		
 15.87   	134.58   	  7.91   	 -15.26		
 10.07   	106.51   	  7.85   	  -5.09		
  5.80   	 81.18   	  7.83   	 -10.17		
  3.05   	 59.20   	  7.79   	   0.00		
  1.53   	 39.37   	  7.79   	   0.00		
 -0.61   	 21.06   	  7.79   	   0.00		
 -3.36   	  3.66   	  7.79   	   0.00		
 -7.02   	-12.21   	  7.79   	   0.00		
-11.29   	-25.63   	  7.79   	  -5.09		
-14.95   	-36.01   	  7.77   	  -5.09		
-17.09   	-43.95   	  7.75   	 -15.26		
-17.70   	-50.05   	  7.69   	 -20.35		
-17.70   	-55.54   	  7.61   	 -30.52		
-18.01   	-59.81   	  7.49   	 -40.69		
-18.92   	-63.17   	  7.32   	 -50.86		
-20.14   	-65.00   	  7.12   	 -66.12		
-21.06   	-65.61   	  6.86   	 -66.12		
-21.97   	-66.22   	  6.59   	 -61.04		
-22.28   	-67.14   	  6.35   	 -35.61		
-22.89   	-67.75   	  6.21   	 -10.17		
-23.50   	-68.36   	  6.16   	  35.61		
-23.80   	-68.05   	  6.31   	  76.30		
-23.80   	-67.75   	  6.61   	 111.90		
-23.50   	-67.44   	  7.06   	 147.51		
-23.19   	-67.75   	  7.65   	 162.77		
-23.19   	-67.44   	  8.30   	 157.68		
-22.89   	-66.83   	  8.93   	 142.42		
-22.28   	-65.00   	  9.50   	 101.73		
-21.36   	-61.95   	  9.91   	  45.78		
-20.14   	-58.59   	 10.09   	  -5.09		
-19.23   	-55.24   	 10.07   	 -55.95		
-18.01   	-52.19   	  9.85   	-101.73		
-17.09   	-49.74   	  9.44   	-132.25		
-16.48   	-48.22   	  8.91   	-137.33		
-16.17   	-46.69   	  8.36   	-132.25		
-16.17   	-45.47   	  7.83   	-111.90		
-15.87   	-44.56   	  7.39   	 -76.30		
