  I     	  II     	  LVp     	  LVp'		
-63.17   	-108.03   	  8.89   	 101.73		
-77.51   	-120.54   	  9.30   	 106.82		
-77.51   	-125.43   	  9.73   	 106.82		
-79.96   	-129.39   	 10.15   	 101.73		
-86.06   	-134.58   	 10.56   	  91.56		
-77.82   	-135.19   	 10.93   	  86.47		
-81.48   	-138.85   	 11.27   	  66.12		
-85.45   	-137.33   	 11.54   	  55.95		
-85.14   	-135.50   	 11.76   	  40.69		
-93.69   	-136.11   	 11.92   	  25.43		
-93.69   	-136.11   	 12.02   	  10.17		
-91.25   	-133.97   	 12.07   	   0.00		
-90.03   	-132.45   	 12.07   	 -10.17		
-88.81   	-130.00   	 12.02   	 -15.26		
-94.60   	-127.87   	 11.96   	 -20.35		
-97.05   	-123.90   	 11.88   	 -20.35		
-95.52   	-117.49   	 11.80   	 -25.43		
-94.30   	-114.14   	 11.70   	 -20.35		
-95.21   	-116.27   	 11.62   	 -15.26		
-125.73   	-141.30   	 11.56   	  -5.09		
-161.74   	-155.94   	 11.54(E)	  15.26		
-185.55   	-162.96   	 11.60   	  25.43		
-184.94   	-156.86   	 11.70   	  40.69		
-123.90   	-114.44   	 11.86   	  55.95		
 -6.71   	-61.04   	 12.09   	  66.12		
157.78   	 25.02   	 12.35   	  71.21		
358.89   	185.24   	 12.63   	  81.38		
558.78   	352.17   	 12.96   	  86.47		
689.39   	429.08   	 13.31   	  76.30		
695.50   	438.84(R)	 13.61   	  61.04		
573.73   	313.42   	 13.86   	  40.69		
375.98   	109.25   	 14.02   	  20.35		
187.07   	-57.07   	 14.10   	 -10.17		
 48.52   	-173.95   	 14.06   	 -30.52		
-11.60   	-242.61   	 13.94   	 -40.69		
-31.13   	-287.17   	 13.77   	 -30.52		
-57.07   	-256.04   	 13.65   	  15.26		
-72.33   	-210.57   	 13.71   	  91.56		
-73.24   	-186.16   	 14.08   	 198.37		
-78.43   	-146.79   	 14.87   	 340.79		
-75.38   	-122.68   	 16.24   	 508.65		
-62.87   	-120.54   	 18.27   	 691.76		
-63.78   	-108.34   	 21.04   	 895.22		
-65.92   	-94.60   	 24.62   	1093.59		
-63.17   	-90.33   	 28.99   	1281.79		
-68.36   	-97.96   	 34.12   	1449.64		
-74.46   	-97.66   	 39.92   	1581.89		
-68.36   	-89.72   	 46.25   	1688.70		
-73.85   	-93.08   	 53.00   	1744.65		
-73.85   	-95.52   	 59.98   	1749.74		
-66.53   	-95.21   	 66.98   	1698.87		
-72.94   	-94.60   	 73.77   	1571.71		
-74.16   	-92.47   	 80.06   	1393.69		
-71.41   	-89.72   	 85.64   	1154.62		
-72.02   	-92.77   	 90.25   	 900.30		
-70.80   	-92.47   	 93.86   	 640.89		
-70.19   	-93.38   	 96.42   	 417.09		
-69.89   	-93.69   	 98.09   	 233.98		
-71.11   	-89.42   	 99.02   	 101.73		
-73.85   	-92.77   	 99.43   	  20.35		
-66.83   	-91.86   	 99.51   	 -20.35		
-63.17   	-93.08   	 99.43   	 -10.17		
-71.11   	-98.88   	 99.39   	  30.52		
-70.50   	-97.05   	 99.51   	  91.56		
-72.94   	-91.86   	 99.88   	 172.94		
-70.50   	-86.98   	100.57   	 249.24		
-63.48   	-81.18   	101.57   	 325.53		
-65.31   	-81.79   	102.87   	 391.66		
-60.73   	-85.45   	104.43   	 432.35		
-67.75   	-91.86   	106.16   	 437.43		
-69.27   	-93.69   	107.91   	 412.00		
-62.87   	-90.94   	109.56   	 356.05		
-67.75   	-89.42   	110.99   	 305.19		
-67.14   	-87.59   	112.21   	 254.32		
-67.14   	-85.14   	113.22   	 213.63		
-68.97   	-84.53   	114.08   	 188.20		
-63.17   	-76.60   	114.83   	 193.29		
-60.73   	-70.19   	115.60   	 198.37		
-52.19   	-64.09   	116.40   	 228.89		
-46.69   	-59.51   	117.31   	 259.41		
-48.52   	-58.29   	118.35   	 274.67		
-45.78   	-58.90   	119.45   	 279.75		
-46.39   	-57.07   	120.57   	 269.58		
-39.06   	-48.83   	121.65   	 218.72		
-29.60   	-43.64   	122.52   	 157.68		
-25.02   	-36.32   	123.15   	  96.64		
-17.40   	-26.86   	123.54   	  50.86		
-15.26   	-21.06   	123.74   	  25.43		
-18.92   	-12.51   	123.84   	  35.61		
 -5.19   	  2.44   	123.99   	  61.04		
  4.58   	 19.84   	124.23   	  86.47		
 15.56   	 34.79   	124.58   	 116.99		
 32.35   	 48.52   	125.05   	 142.42		
 35.40   	 59.81   	125.61   	 167.85		
 46.08   	 70.19   	126.29   	 183.11		
 56.15   	 85.14   	127.02   	 203.46		
 60.42   	 98.27   	127.83   	 218.72		
 72.63   	112.92   	128.71   	 223.80		
 80.26   	130.31   	129.60   	 223.80		
 84.84   	142.21   	130.50   	 208.54		
 96.44   	159.91   	131.33   	 172.94		
106.81   	180.36   	132.02   	 122.07		
113.22   	192.57   	132.51   	  61.04		
126.65   	208.13   	132.76   	   5.09		
131.23   	217.29   	132.78(S)	 -45.78		
135.80   	222.17   	132.59   	 -86.47		
137.02   	230.71   	132.25   	-111.90		
127.87   	232.85   	131.80   	-137.33		
120.54   	227.97   	131.25   	-157.68		
108.34   	219.73   	130.62   	-167.85		
 97.96   	201.42   	129.95   	-183.11		
 87.28   	177.00   	129.22   	-188.20		
 72.94   	157.78   	128.46   	-198.37		
 57.68   	134.28   	127.67   	-193.29		
 36.01   	108.95   	126.90   	-178.03		
 25.33   	 89.42   	126.18   	-142.42		
 12.51   	 66.22   	125.61   	-101.73		
  3.66   	 48.22   	125.21   	 -50.86		
 -1.53   	 32.96   	125.00   	   0.00		
-18.92   	 14.65   	125.00   	  30.52		
-28.99   	  1.53   	125.13   	  30.52		
-33.87   	-13.12   	125.25   	  10.17		
-36.93   	-24.41   	125.29   	 -10.17		
-36.32   	-31.13   	125.25   	 -20.35		
-41.50   	-39.37   	125.17   	 -40.69		
-38.76   	-44.25   	125.00   	 -81.38		
-42.11   	-46.69   	124.68   	-162.77		
-46.39   	-49.44   	124.03   	-295.01		
-42.11   	-48.83   	122.85   	-488.30		
-54.32   	-49.44   	120.89   	-752.79		
-56.15   	-51.57   	117.88   	-1022.38		
-53.71   	-54.63   	113.79   	-1256.35		
-56.46   	-57.37   	108.77   	-1424.21		
-50.35   	-54.02   	103.07   	-1510.68		
-50.35   	-56.15   	 97.03   	-1500.50		
-52.49   	-56.76   	 91.03   	-1424.21		
-50.66   	-56.15   	 85.33   	-1317.39		
-51.57   	-61.95   	 80.06   	-1246.18		
