  I     	  II     	  LV     	  LV'		
  6.71   	 72.63   	 11.80   	 -25.43		
  8.24   	 85.75   	 11.70   	 -25.43		
 10.99   	 98.57   	 11.60   	 -25.43		
 14.65   	110.17   	 11.50   	 -20.35		
 17.09   	121.15   	 11.41   	 -25.43		
 16.17   	130.92   	 11.31   	 -15.26		
 10.07   	136.11   	 11.25   	 -15.26		
  0.00   	130.92   	 11.19   	 -10.17		
-12.21   	113.22   	 11.15   	   0.00		
-23.80   	 88.50   	 11.15   	   0.00		
-30.21   	 70.80   	 11.15   	   5.09		
-27.77   	 73.85   	 11.17   	  10.17		
-16.17   	100.40   	 11.21   	  15.26		
  0.92   	138.55   	 11.27   	  20.35		
 15.26   	168.15   	 11.35   	  20.35		
 21.67   	173.65   	 11.43   	  20.35		
 18.62   	154.11   	 11.52   	  20.35		
 11.60   	121.77   	 11.60   	  25.43		
  5.80   	 90.03   	 11.70   	  20.35		
  3.97   	 64.70   	 11.78   	  20.35		
  4.58   	 43.03   	 11.86   	  20.35		
  3.36   	 21.06   	 11.94   	  20.35		
 -3.36   	 -1.53   	 12.02   	  20.35		
-15.87   	-20.45   	 12.11   	  15.26		
-31.13   	-32.96   	 12.17   	  20.35		
-44.25   	-40.89   	 12.25   	  20.35		
-51.57   	-47.91   	 12.33   	  20.35		
-51.57   	-56.15   	 12.41   	  25.43		
-47.61   	-62.56   	 12.51   	  25.43		
-43.95   	-65.00   	 12.61   	  25.43		
-43.64   	-63.78   	 12.72   	  25.43		
-46.39   	-61.04   	 12.82   	  30.52		
-49.74   	-60.12   	 12.94   	  30.52		
-51.27   	-60.73   	 13.06   	  35.61		
-50.96   	-61.04   	 13.20   	  35.61		
-49.44   	-59.20   	 13.35   	  35.61		
-48.52   	-56.76   	 13.49   	  35.61		
-48.22   	-55.54   	 13.63   	  35.61		
-48.22   	-57.37   	 13.77   	  40.69		
-48.83   	-65.92   	 13.94   	  35.61		
-50.96   	-85.45   	 14.08   	  35.61		
-56.15   	-121.46   	 14.22   	  35.61		
-62.26   	-171.81   	 14.36   	  25.43		
-64.70   	-220.03   	 14.47   	  30.52		
-58.59   	-236.21   	 14.59   	  20.35		
-41.20   	-181.27   	 14.67   	  15.26		
-10.68   	-28.69   	 14.73   	  10.17		
 33.87   	220.03   	 14.77   	   5.09		
 94.30   	521.85   	 14.79   	   5.09		
170.90   	796.81   	 14.81   	 -10.17		
319.82   	943.91(R)	 14.77   	  -5.09		
336.30   	771.79   	 14.75   	  -5.09		
284.73   	520.32   	 14.73(E)	   0.00		
172.73   	298.16   	 14.73   	   5.09		
 36.32   	176.39   	 14.75   	  20.35		
-79.04   	146.18   	 14.83   	  25.43		
-143.74   	136.72   	 14.93   	  40.69		
-159.91   	 77.21   	 15.10   	  61.04		
-151.06   	-47.30   	 15.34   	  66.12		
-140.38   	-185.24   	 15.61   	  86.47		
-135.80   	-260.93   	 15.95   	 101.73		
-129.39   	-236.82   	 16.36   	 111.90		
-109.86   	-139.77   	 16.81   	 137.33		
-76.60   	-33.87   	 17.35   	 157.68		
-40.89   	 29.30   	 17.99   	 188.20		
-16.78   	 36.62   	 18.74   	 233.98		
-10.99   	 10.38   	 19.67   	 274.67		
-18.31   	-17.09   	 20.77   	 330.62		
-26.86   	-27.16   	 22.10   	 386.57		
-28.38   	-21.06   	 23.64   	 452.69		
-21.97   	-10.38   	 25.45   	 518.82		
-13.12   	 -3.97   	 27.53   	 590.03		
 -7.32   	 -3.97   	 29.89   	 651.07		
 -6.10   	 -7.02   	 32.49   	 712.10		
 -6.71   	 -7.63   	 35.34   	 752.79		
 -6.10   	 -4.58   	 38.35   	 788.40		
 -3.97   	  0.00   	 41.51   	 793.49		
 -1.83   	  1.83   	 44.68   	 788.40		
 -1.22   	 -0.31   	 47.83   	 768.05		
 -1.53   	 -4.58   	 50.91   	 727.36		
 -1.22   	 -7.02   	 53.81   	 686.67		
  0.61   	 -4.88   	 56.56   	 635.81		
  4.27   	  0.92   	 59.10   	 590.03		
  8.85   	  7.02   	 61.46   	 549.34		
 12.21   	 11.29   	 63.66   	 513.73		
 14.34   	 13.43   	 65.72   	 493.39		
 15.87   	 14.95   	 67.69   	 462.87		
 17.70   	 17.70   	 69.54   	 447.61		
 21.06   	 22.58   	 71.33   	 427.26		
 26.25   	 27.47   	 73.04   	 396.74		
 31.43   	 30.82   	 74.63   	 366.22		
 35.10   	 32.04   	 76.09   	 335.71		
 37.54   	 32.35   	 77.44   	 305.19		
 39.98   	 33.87   	 78.66   	 269.58		
 43.95   	 38.45   	 79.74   	 244.15		
 50.35   	 45.78   	 80.71   	 223.80		
 57.68   	 54.32   	 81.61   	 203.46		
 64.39   	 61.95   	 82.42   	 188.20		
 70.19   	 67.75   	 83.17   	 178.03		
 75.38   	 72.02   	 83.89   	 167.85		
 81.18   	 75.99   	 84.56   	 152.59		
 88.50   	 81.79   	 85.17   	 137.33		
 97.35   	 90.33   	 85.72   	 116.99		
107.42   	101.32   	 86.18   	  91.56		
116.58   	112.61   	 86.55   	  76.30		
123.29   	121.46   	 86.86   	  55.95		
126.65   	126.65   	 87.08   	  40.69		
127.87   	129.70   	 87.24   	  25.43		
129.70   	132.75   	 87.34   	  20.35		
134.58   	138.55   	 87.43   	  10.17		
141.60   	147.09   	 87.47   	   5.09		
149.23   	156.25   	 87.49(S)	   0.00		
154.72   	163.88   	 87.49   	  -5.09		
156.86   	169.07   	 87.47   	 -10.17		
156.25   	172.12   	 87.43   	 -10.17		
154.72   	174.26   	 87.39   	 -15.26		
153.81   	176.09   	 87.32   	 -15.26		
153.20   	177.61   	 87.26   	 -20.35		
152.89   	179.14   	 87.18   	 -15.26		
150.76   	180.66   	 87.12   	 -15.26		
145.26   	181.27   	 87.06   	 -20.35		
135.80   	179.14   	 86.98   	 -15.26		
123.60   	172.73   	 86.92   	 -25.43		
