  I     	  II     	  LV     	  LV'		
-11.90   	-58.59   	 43.30   	 -81.38		
-12.21   	-62.87   	 42.97   	-162.77		
-11.60   	-72.02   	 42.32   	-289.93		
 -9.46   	-80.87   	 41.16   	-406.92		
 -6.71   	-86.36   	 39.53   	-513.73		
 -4.27   	-86.36   	 37.48   	-595.11		
 -3.36   	-81.18   	 35.10   	-620.55		
 -4.27   	-72.94   	 32.61   	-584.94		
 -6.71   	-65.00   	 30.27   	-523.90		
 -9.77   	-59.81   	 28.18   	-447.61		
-12.51   	-58.90   	 26.39   	-350.97		
-14.34   	-60.42   	 24.98   	-244.15		
-15.56   	-62.87   	 24.01   	-122.07		
-16.17   	-65.31   	 23.52   	  -5.09		
-16.78   	-67.14   	 23.50   	  71.21		
-17.40   	-67.75   	 23.78   	 122.07		
-17.40   	-65.61   	 24.27   	  96.64		
-16.78   	-61.34   	 24.66   	  25.43		
-15.87   	-57.07   	 24.76   	 -40.69		
-15.26   	-56.76   	 24.60   	 -96.64		
-15.26   	-62.87   	 24.21   	-142.42		
-15.56   	-74.46   	 23.64   	-147.51		
-15.87   	-88.20   	 23.05   	-172.94		
-15.26   	-98.88   	 22.36   	-228.89		
-13.73   	-102.84   	 21.44   	-274.67		
-11.90   	-100.10   	 20.35   	-279.75		
-10.38   	-92.77   	 19.23   	-142.42		
 -9.77   	-84.23   	 18.66   	 152.59		
 -9.46   	-76.29   	 19.27   	 523.90		
-10.07   	-70.19   	 21.36   	 874.87		
-10.68   	-66.83   	 24.86   	1129.19		
-11.29   	-67.14   	 29.38   	1144.45		
-11.60   	-70.19   	 33.96   	 930.82		
-11.60   	-75.99   	 37.68   	 549.34		
-11.29   	-83.92   	 39.88   	 111.90		
-10.99   	-93.99   	 40.33   	-381.48		
-11.29   	-105.90   	 38.80   	-996.94		
-11.60   	-116.58   	 34.81   	-1444.55		
-12.21   	-121.15   	 29.03   	-1363.17		
-12.82   	-116.27   	 23.58   	-976.60		
-13.12   	-104.06   	 19.67   	-554.42		
-13.43   	-90.03   	 17.46   	 -91.56		
-14.04   	-79.65   	 17.09   	 279.75		
-13.43   	-75.68   	 18.21   	 554.42		
-11.90   	-78.43   	 20.43   	 818.92		
 -9.77   	-86.67   	 23.70   	1083.41		
 -7.32   	-97.96   	 28.04   	1215.66		
 -5.80   	-108.95   	 32.90   	1088.50		
 -4.88   	-114.44   	 37.25   	 686.67		
 -4.88   	-111.69   	 40.00   	  76.30		
 -4.58   	-101.93   	 40.31   	-579.86		
 -4.88   	-90.64   	 37.99   	-1093.59		
 -6.10   	-83.31   	 33.61   	-1261.44		
 -8.24   	-82.40   	 28.57   	-1068.15		
-10.99   	-85.45   	 24.29   	-696.84		
-13.73   	-89.72   	 21.51   	-310.27		
-15.26   	-93.38   	 20.26   	 -10.17		
-15.87   	-96.44   	 20.22   	 244.15		
-16.48   	-99.18   	 21.20   	 462.87		
-17.70   	-100.40   	 23.05   	 635.81		
-19.53   	-100.71   	 25.60   	 671.41		
-21.97   	-102.84   	 28.28   	 579.86		
-23.50   	-109.56   	 30.60   	 401.83		
-24.11   	-121.15   	 32.21   	 178.03		
-23.19   	-133.67   	 32.92   	 -55.95		
-21.36   	-140.08   	 32.70   	-223.80		
-19.23   	-133.97   	 31.80   	-345.88		
-17.09   	-117.19   	 30.42   	-391.66		
-15.56   	-97.35   	 28.85   	-371.31		
-14.65   	-85.75   	 27.37   	-300.10		
-14.95   	-86.36   	 26.16   	-183.11		
-15.87   	-94.60   	 25.43   	 -61.04		
-16.78   	-101.32   	 25.19   	  71.21		
-16.48   	-99.79   	 25.47   	 188.20		
-14.95   	-90.94   	 26.23   	 259.41		
-13.12   	-82.70   	 27.26   	 284.84		
-11.60   	-81.18   	 28.40   	 264.50		
-11.90   	-86.06   	 29.46   	 193.29		
-13.43   	-93.08   	 30.23   	 111.90		
-14.65   	-98.88   	 30.68   	  15.26		
-14.95   	-102.54   	 30.74   	 -71.21		
-13.43   	-104.37   	 30.46   	-127.16		
-11.29   	-104.06   	 29.95   	-157.68		
 -9.77   	-99.79   	 29.32   	-157.68		
 -9.16   	-91.86   	 28.69   	-122.07		
 -8.85   	-82.40   	 28.20   	 -81.38		
 -7.93   	-75.99   	 27.87   	 -30.52		
 -6.41   	-74.46   	 27.75   	  20.35		
 -4.88   	-77.51   	 27.83   	  71.21		
 -4.58   	-83.31   	 28.12   	 101.73		
 -6.41   	-90.03   	 28.52   	  96.64		
 -9.77   	-96.44   	 28.91   	  81.38		
-12.82   	-101.32   	 29.24   	  61.04		
-15.26   	-103.76   	 29.48   	  35.61		
-16.17   	-102.84   	 29.62   	  10.17		
-16.17   	-99.49   	 29.66   	 -10.17		
-15.87   	-95.52   	 29.62   	 -30.52		
-15.26   	-93.08   	 29.50   	 -40.69		
-15.26   	-93.69   	 29.34   	 -35.61		
-15.87   	-95.83   	 29.20   	 -30.52		
-17.40   	-95.52   	 29.07   	 -20.35		
-18.92   	-89.72   	 28.99   	   0.00		
-19.84   	-79.96   	 28.99   	  20.35		
-19.23   	-71.11   	 29.07   	  25.43		
-18.01   	-67.75   	 29.18   	  25.43		
-17.09   	-69.27   	 29.28   	  35.61		
-17.40   	-72.94   	 29.42   	  35.61		
-18.62   	-75.07   	 29.56   	  25.43		
-19.84   	-76.29   	 29.66   	  15.26		
-20.14   	-79.96   	 29.73   	  15.26		
-19.53   	-89.11   	 29.79   	  10.17		
-18.31   	-100.10   	 29.83   	  10.17		
-17.09   	-104.68   	 29.87   	  10.17		
-15.87   	-97.96   	 29.91   	   0.00		
-15.26   	-82.70   	 29.91   	   5.09		
-14.95   	-67.75   	 29.93   	   0.00		
-15.26   	-63.17   	 29.93   	  -5.09		
-14.95   	-72.02   	 29.91   	 -10.17		
-13.43   	-86.98   	 29.87   	  -5.09		
-11.60   	-96.13   	 29.85   	   0.00		
-10.07   	-92.16   	 29.85   	   0.00		
 -9.16   	-77.82   	 29.85   	  10.17		
 -9.46   	-61.95   	 29.89   	  10.17		
 -9.77   	-52.19   	 29.93   	  15.26		
