  I     	  II     	  PW     	  PW'		
-86.06   	-85.75   	 11.58   	  20.35		
-80.87   	-74.46   	 11.66   	  25.43		
-75.99   	-57.07   	 11.76   	  25.43		
-70.80   	-34.48   	 11.86   	  25.43		
-65.61   	-10.38   	 11.96   	  20.35		
-59.51   	 10.99   	 12.04   	  20.35		
-52.80   	 24.41   	 12.13   	  20.35		
-42.42   	 30.52   	 12.21   	  20.35		
-26.55   	 34.18   	 12.29   	  20.35		
 -9.16   	 40.89   	 12.37   	  20.35		
  1.53   	 50.05   	 12.45   	  20.35		
 -2.14   	 55.85   	 12.53   	  20.35		
-20.75   	 52.49   	 12.61   	  25.43		
-42.11   	 40.28   	 12.72   	  25.43		
-49.74   	 24.11   	 12.82   	  20.35		
-36.32   	  9.46   	 12.90   	  25.43		
 -8.54   	 -1.22   	 13.00   	  25.43		
 16.17   	-10.38   	 13.10   	  20.35		
 22.58   	-20.75   	 13.18   	  25.43		
  7.02   	-32.35   	 13.29   	  20.35		
-20.45   	-41.81   	 13.37   	  20.35		
-47.30   	-48.52   	 13.45   	  20.35		
-65.31   	-55.85   	 13.53   	  15.26		
-75.68   	-67.75   	 13.59   	  20.35		
-83.92   	-86.36   	 13.67   	  15.26		
-93.99   	-108.64   	 13.73   	  15.26		
-105.29   	-127.87   	 13.79   	  15.26		
-114.44   	-137.94   	 13.86   	  15.26		
-118.71   	-138.24   	 13.92   	  20.35		
-119.32   	-132.14   	 14.00   	  20.35		
-118.10   	-125.43   	 14.08   	  25.43		
-115.36   	-121.77   	 14.18   	  30.52		
-108.03   	-119.02   	 14.30   	  35.61		
-88.81   	-106.81   	 14.45   	  35.61		
-50.05   	-67.75   	 14.59   	  35.61		
 12.51   	 16.78   	 14.73   	  35.61		
 97.66   	155.94   	 14.87   	  35.61		
199.58   	343.93   	 15.02   	  30.52		
310.06   	558.17   	 15.14   	  30.52		
419.62   	763.86   	 15.26   	  30.52		
516.05   	921.94   	 15.38   	  30.52		
581.97   	993.65(R)	 15.50   	  25.43		
599.67   	956.73   	 15.61   	  30.52		
556.34   	818.48   	 15.73   	  30.52		
456.54   	620.73   	 15.85   	  35.61		
321.96   	425.42   	 15.99   	  30.52		
185.85   	280.76   	 16.11   	  35.61		
 76.29   	195.92   	 16.26   	  35.61		
  7.63   	144.96   	 16.40   	  30.52		
-24.41   	 93.38   	 16.52   	  30.52		
-34.79   	 26.25   	 16.64   	  20.35		
-41.50   	-42.72   	 16.72   	  20.35		
-54.63   	-90.64   	 16.81   	  10.17		
-74.46   	-108.64   	 16.85   	   5.09		
-93.99   	-107.42   	 16.87   	  10.17		
-106.81   	-104.37   	 16.91   	   5.09		
-112.00   	-109.86   	 16.93   	  10.17		
-112.61   	-122.68   	 16.97   	  20.35		
-113.22   	-134.89   	 17.05   	  30.52		
-115.05   	-141.91   	 17.17   	  45.78		
-116.58   	-142.82   	 17.35   	  55.95		
-115.36   	-140.08   	 17.58   	  71.21		
-111.39   	-135.50   	 17.86   	  66.12		
-106.81   	-130.00   	 18.13   	  71.21		
-103.76   	-125.73   	 18.41   	  66.12		
-102.54   	-123.29   	 18.68   	  50.86		
-101.93   	-122.38   	 18.88   	  45.78		
-100.10   	-122.07   	 19.06   	  30.52		
-96.74   	-120.24   	 19.19   	  25.43		
-92.77   	-116.27   	 19.29   	  15.26		
-89.42   	-110.78   	 19.35   	  25.43		
-88.20   	-104.68   	 19.45   	  20.35		
-88.81   	-99.79   	 19.53   	  30.52		
-89.72   	-95.83   	 19.65   	  35.61		
-89.11   	-93.38   	 19.80   	  40.69		
-86.06   	-90.94   	 19.96   	  45.78		
-79.04   	-86.67   	 20.14   	  45.78		
-68.05   	-79.96   	 20.33   	  35.61		
-55.24   	-70.80   	 20.47   	  35.61		
-43.95   	-61.34   	 20.61   	  25.43		
-36.01   	-54.02   	 20.71   	  15.26		
-33.26   	-49.44   	 20.77   	   5.09		
-34.79   	-46.39   	 20.79(A)	  -5.09		
-38.15   	-43.03   	 20.77   	 -10.17		
-38.76   	-38.15   	 20.73   	 -20.35		
-34.18   	-32.04   	 20.65   	 -20.35		
-24.72   	-24.72   	 20.57   	 -20.35		
-12.51   	-16.48   	 20.49   	 -25.43		
 -1.22   	 -7.63   	 20.39   	 -20.35		
  7.32   	  3.05   	 20.31   	 -20.35		
 14.04   	 14.95   	 20.22   	 -20.35		
 21.67   	 26.86   	 20.14   	 -15.26		
 30.52   	 37.54   	 20.08   	 -15.26		
 39.67   	 47.00   	 20.02   	 -10.17		
 48.52   	 56.76   	 19.98   	  -5.09		
 57.07   	 69.27   	 19.96   	 -10.17		
 67.44   	 85.14   	 19.92   	   0.00		
 79.35   	102.84   	 19.92   	  -5.09		
 91.55   	119.32   	 19.90   	   0.00		
101.01   	131.84   	 19.90   	   5.09		
106.81   	140.69   	 19.92   	   5.09		
111.39   	147.40   	 19.94   	   5.09		
116.88   	154.42   	 19.96   	  10.17		
124.21   	163.27   	 20.00   	   5.09		
131.23   	174.26   	 20.02   	  10.17		
135.50   	186.16   	 20.06   	   5.09		
136.41   	196.23   	 20.08   	  10.17		
135.19   	202.94   	 20.12   	   5.09		
133.67   	204.77   	 20.14   	   5.09		
132.75   	202.03   	 20.16   	   5.09		
131.23   	195.62   	 20.18   	   0.00		
127.56   	186.77   	 20.18   	   5.09		
121.15   	174.87   	 20.20   	   5.09		
112.00   	160.83   	 20.22   	   5.09		
101.93   	146.18   	 20.24   	   0.00		
 92.47   	132.75   	 20.24   	   5.09		
 84.53   	122.07   	 20.26   	   0.00		
 77.82   	113.83   	 20.26   	   5.09		
 70.80   	106.51   	 20.28   	   0.00		
 63.17   	 97.66   	 20.28   	   0.00		
 56.76   	 86.36   	 20.28   	   0.00		
 53.41   	 74.16   	 20.28   	   0.00		
 52.80   	 62.87   	 20.28   	   0.00		
 53.10   	 54.93   	 20.28   	   0.00		
 52.19   	 50.66   	 20.28   	   0.00		
 48.52   	 48.22   	 20.28   	   5.09		
 44.25   	 45.17   	 20.31   	   0.00		
 41.50   	 41.20   	 20.31   	   0.00		
 41.50   	 36.01   	 20.31   	   0.00		
 43.33   	 31.43   	 20.31   	   5.09		
 44.86   	 28.99   	 20.33   	   0.00		
 44.56   	 28.99   	 20.33   	  -5.09		
 42.42   	 30.21   	 20.31   	   0.00		
 40.89   	 31.13   	 20.31   	  -5.09		
 40.89   	 31.74   	 20.28   	 -10.17		
 43.33   	 32.96   	 20.24   	 -15.26		
 46.08   	 34.79   	 20.18   	 -15.26		
 47.61   	 37.23   	 20.12   	 -15.26		
 47.61   	 40.28   	 20.06   	 -20.35		
 47.61   	 42.72   	 19.98   	 -15.26		
 48.22   	 44.56   	 19.92   	 -20.35		
 50.05   	 46.08   	 19.84   	 -10.17		
 51.88   	 47.30   	 19.80   	  -5.09		
 52.80   	 47.61   	 19.78   	   5.09		
 52.49   	 47.30   	 19.80   	  10.17		
 51.57   	 47.00   	 19.84   	  25.43		
 52.19   	 46.69   	 19.94   	  35.61		
 55.85   	 47.00   	 20.08   	  40.69		
 62.87   	 47.30   	 20.24   	  45.78		
 71.41   	 47.00   	 20.43   	  45.78		
 77.51   	 45.47   	 20.61   	  45.78		
 78.43   	 43.95   	 20.79   	  35.61		
 75.38   	 43.03   	 20.94   	  35.61		
 71.41   	 43.95   	 21.08   	  25.43		
 69.27   	 46.39   	 21.18   	  15.26		
 69.58   	 49.44   	 21.24   	  15.26		
 72.02   	 50.96   	 21.30   	  10.17		
 75.99   	 50.66   	 21.34   	   5.09		
 81.18   	 48.83   	 21.36   	  10.17		
 86.67   	 47.30   	 21.40   	  15.26		
 89.42   	 47.00   	 21.46   	  15.26		
 87.59   	 47.30   	 21.53   	  20.35		
 81.48   	 47.30   	 21.61   	  25.43		
 74.16   	 47.00   	 21.71   	  20.35		
 70.19   	 46.08   	 21.79   	  20.35		
 70.80   	 45.47   	 21.87   	  20.35		
 73.85   	 44.56   	 21.95   	  15.26		
 76.29   	 43.33   	 22.01   	  10.17		
 76.60   	 41.50   	 22.05   	  10.17		
 73.24   	 39.98   	 22.10   	   5.09		
 67.14   	 38.15   	 22.12   	   5.09		
 60.73   	 35.71   	 22.14(V)	   0.00		
 56.15   	 32.04   	 22.14   	  -5.09		
 55.54   	 28.69   	 22.12   	   0.00		
 59.51   	 26.55   	 22.12   	   5.09		
 64.70   	 27.47   	 22.14   	   0.00		
 68.36   	 31.13   	 22.14   	   5.09		
 68.05   	 35.10   	 22.16   	   5.09		
 65.31   	 36.32   	 22.18   	   5.09		
 63.17   	 34.18   	 22.20   	   5.09		
 62.87   	 29.60   	 22.22   	   5.09		
 64.39   	 25.63   	 22.24   	   5.09		
 64.39   	 25.33   	 22.26   	   5.09		
 62.26   	 30.52   	 22.28   	   0.00		
 60.12   	 42.42   	 22.28   	   0.00		
 63.17   	 63.17   	 22.28   	   0.00		
 73.24   	 90.03   	 22.28   	  -5.09		
 87.28   	117.49   	 22.26   	  -5.09		
101.32   	139.77   	 22.24   	   0.00		
111.69   	152.28   	 22.24   	  -5.09		
121.77   	156.86   	 22.22   	  -5.09		
135.19   	160.22   	 22.20   	  -5.09		
150.15   	166.02   	 22.18   	  -5.09		
157.47   	172.73   	 22.16   	  -5.09		
149.23   	173.34   	 22.14   	   0.00		
126.34   	162.66   	 22.14   	  -5.09		
101.62   	143.13   	 22.12   	 -10.17		
 93.08   	122.99   	 22.08   	  -5.09		
107.73   	110.78   	 22.05   	  -5.09		
137.33   	108.64   	 22.03   	 -10.17		
163.88   	109.86   	 21.99   	  -5.09		
170.90   	105.90   	 21.97   	 -10.17		
154.42   	 93.38   	 21.93   	 -10.17		
123.60   	 76.29   	 21.89   	  -5.09		
 91.55   	 59.51   	 21.87   	 -10.17		
 67.14   	 45.47   	 21.83   	 -10.17		
 51.88   	 32.65   	 21.79   	 -15.26		
 42.11   	 18.31   	 21.73   	 -15.26		
 32.96   	  1.83   	 21.67   	 -15.26		
 23.19   	-13.43   	 21.61   	 -15.26		
 14.34   	-23.80   	 21.55   	 -15.26		
  8.85   	-28.38   	 21.49   	 -15.26		
  9.16   	-27.77   	 21.42   	 -15.26		
 15.87   	-23.80   	 21.36   	  -5.09		
 27.77   	-17.70   	 21.34   	  -5.09		
 44.25   	 -8.54   	 21.32   	   0.00		
 65.00   	 11.60   	 21.32   	   5.09		
 91.86   	 54.93   	 21.34   	  10.17		
128.78   	134.89   	 21.38   	  10.17		
180.66   	260.01   	 21.42   	  15.26		
251.16   	427.55   	 21.49   	  10.17		
342.41   	620.12   	 21.53   	  10.17		
451.05   	809.94   	 21.57   	   5.09		
565.49   	961.91   	 21.59   	  10.17		
664.06   	1040.95(R)	 21.63   	   0.00		
719.91   	1023.86   	 21.63   	   5.09		
711.36   	913.09   	 21.65   	   0.00		
634.77   	741.58   	 21.65   	   0.00		
508.73   	561.52   	 21.65   	   0.00		
366.21   	416.56   	 21.65   	   0.00		
238.65   	320.13   	 21.65   	   0.00		
144.96   	254.21   	 21.65   	   5.09		
 86.67   	191.04   	 21.67   	   0.00		
 54.63   	119.02   	 21.67   	   5.09		
 36.93   	 49.44   	 21.69   	   0.00		
 24.11   	  0.61   	 21.69   	   0.00		
 11.60   	-21.06   	 21.69   	   5.09		
 -2.14   	-24.72   	 21.71   	   0.00		
-14.95   	-25.63   	 21.71   	   5.09		
-24.11   	-33.26   	 21.73   	   5.09		
-28.38   	-46.08   	 21.75   	  10.17		
-28.69   	-57.37   	 21.79   	  10.17		
-27.47   	-63.17   	 21.83   	  20.35		
-27.16   	-64.09   	 21.91   	  20.35		
-28.38   	-62.26   	 21.99   	  20.35		
-29.30   	-59.51   	 22.08   	  10.17		
-29.30   	-56.76   	 22.12   	  10.17		
-27.77   	-54.32   	 22.16   	   5.09		
-25.94   	-53.10   	 22.18   	   0.00		
-24.72   	-52.19   	 22.18   	  -5.09		
-24.11   	-51.88   	 22.16   	   0.00		
-23.80   	-51.27   	 22.16   	   0.00		
-24.11   	-49.74   	 22.16   	  10.17		
-25.02   	-47.61   	 22.20   	  20.35		
-26.25   	-45.47   	 22.28   	  30.52		
-27.16   	-43.33   	 22.40   	  35.61		
-27.47   	-41.20   	 22.54   	  45.78		
-26.55   	-38.15   	 22.73   	  50.86		
-24.41   	-34.18   	 22.93   	  55.95		
-22.28   	-29.30   	 23.15   	  45.78		
-20.14   	-25.63   	 23.34   	  40.69		
-18.31   	-23.80   	 23.50   	  30.52		
-17.40   	-23.50   	 23.62   	  20.35		
-16.48   	-22.89   	 23.70   	   5.09		
-14.65   	-20.45   	 23.72(A)	  -5.09		
-11.29   	-15.56   	 23.70   	 -15.26		
 -7.32   	-10.07   	 23.64   	 -25.43		
 -2.75   	 -5.19   	 23.54   	 -25.43		
  0.61   	 -1.83   	 23.44   	 -30.52		
  3.05   	  0.61   	 23.32   	 -25.43		
  5.80   	  3.97   	 23.21   	 -30.52		
  9.46   	  9.46   	 23.09   	 -30.52		
 15.87   	 15.87   	 22.97   	 -25.43		
 24.72   	 23.19   	 22.87   	 -30.52		
 35.10   	 30.52   	 22.75   	 -25.43		
 44.86   	 39.06   	 22.64   	 -30.52		
 51.88   	 49.44   	 22.52   	 -30.52		
 55.54   	 61.34   	 22.40   	 -30.52		
 57.68   	 73.85   	 22.28   	 -25.43		
 60.73   	 85.14   	 22.18   	 -30.52		
 66.22   	 94.60   	 22.05   	 -25.43		
 75.07   	104.06   	 21.95   	 -20.35		
 85.14   	114.75   	 21.87   	 -15.26		
 93.99   	127.56   	 21.81   	 -15.26		
 99.79   	140.38   	 21.75   	 -10.17		
101.62   	150.76   	 21.71   	  -5.09		
100.10   	156.56   	 21.69   	  -5.09		
 96.44   	158.08   	 21.67   	   0.00		
 91.25   	156.86   	 21.67   	  -5.09		
 84.23   	154.42   	 21.65   	   0.00		
 76.29   	149.84   	 21.65   	  -5.09		
 67.14   	142.21   	 21.63   	  -5.09		
 57.37   	131.53   	 21.61   	  -5.09		
 47.30   	118.71   	 21.59   	   0.00		
 36.93   	105.29   	 21.59   	  -5.09		
 25.94   	 91.86   	 21.57   	  -5.09		
 13.73   	 77.51   	 21.55   	  -5.09		
  1.22   	 61.04   	 21.53   	  -5.09		
-10.99   	 43.03   	 21.51   	  -5.09		
-21.97   	 25.02   	 21.49   	  -5.09		
-31.43   	  8.54   	 21.46   	  -5.09		
-40.89   	 -7.02   	 21.44   	 -10.17		
-51.88   	-22.58   	 21.40   	  -5.09		
-64.70   	-38.76   	 21.38   	  -5.09		
-77.82   	-55.54   	 21.36   	 -10.17		
