  I     	  II     	  LV     	  LV'		
-74.46   	-216.06   	 39.17   	 727.36		
-73.85   	-220.64   	 42.08   	 722.28		
-75.07   	-225.22   	 44.96   	 686.67		
-76.60   	-226.44   	 47.71   	 640.89		
-77.21   	-223.69   	 50.27   	 579.86		
-76.90   	-219.42   	 52.59   	 518.82		
-75.99   	-215.15   	 54.67   	 462.87		
-74.77   	-211.79   	 56.52   	 417.09		
-73.85   	-209.05   	 58.19   	 386.57		
-74.16   	-206.30   	 59.74   	 366.22		
-75.07   	-203.86   	 61.20   	 371.31		
-76.29   	-201.72   	 62.69   	 381.48		
-77.51   	-199.28   	 64.21   	 396.74		
-78.43   	-196.84   	 65.80   	 412.00		
-79.04   	-193.48   	 67.45   	 422.18		
-79.35   	-189.82   	 69.14   	 406.92		
-79.65   	-185.85   	 70.76   	 381.48		
-79.96   	-182.80   	 72.29   	 340.79		
-80.26   	-180.05   	 73.65   	 284.84		
-80.57   	-177.31   	 74.79   	 223.80		
-81.18   	-173.65   	 75.69   	 162.77		
-81.18   	-169.98   	 76.34   	 106.82		
-81.18   	-166.93   	 76.76   	  66.12		
-81.18   	-165.41   	 77.03   	  45.78		
-81.48   	-164.18   	 77.21   	  45.78		
-81.79   	-161.74   	 77.40   	  71.21		
-82.09   	-157.17   	 77.68   	 111.90		
-82.09   	-151.98   	 78.13   	 167.85		
-81.79   	-147.40   	 78.80   	 239.06		
-82.09   	-144.65   	 79.76   	 305.19		
-83.01   	-143.74   	 80.98   	 376.40		
-84.23   	-143.13   	 82.48   	 422.18		
-85.45   	-142.21   	 84.17   	 457.78		
-86.06   	-140.99   	 86.00   	 462.87		
-86.36   	-138.85   	 87.85   	 452.69		
-86.36   	-136.11   	 89.66   	 417.09		
-86.67   	-132.14   	 91.33   	 366.22		
-87.59   	-127.87   	 92.80   	 300.10		
-89.11   	-124.21   	 94.00   	 233.98		
-91.86   	-121.46   	 94.93   	 167.85		
-94.60   	-119.63   	 95.60   	 111.90		
-97.35   	-117.49   	 96.05   	  71.21		
-99.49   	-114.14   	 96.34   	  40.69		
-102.23   	-109.25   	 96.50   	  30.52		
-105.59   	-104.06   	 96.62   	  30.52		
-109.86   	-99.49   	 96.74   	  35.61		
-114.44   	-96.44   	 96.89   	  40.69		
-118.71   	-94.60   	 97.05   	  50.86		
-122.38   	-93.38   	 97.25   	  45.78		
-125.73   	-90.94   	 97.44   	  45.78		
-128.17   	-87.89   	 97.62   	  25.43		
-130.62   	-83.62   	 97.72   	   5.09		
-133.67   	-79.65   	 97.74   	 -20.35		
-138.24   	-76.90   	 97.66   	 -45.78		
-144.65   	-75.68   	 97.48   	 -71.21		
-151.67   	-75.07   	 97.19   	-101.73		
-157.17   	-74.46   	 96.78   	-122.07		
-160.52   	-73.55   	 96.30   	-137.33		
-162.35   	-72.63   	 95.75   	-162.77		
-163.88   	-72.33   	 95.10   	-172.94		
-165.71   	-72.94   	 94.40   	-193.29		
-167.24   	-73.55   	 93.63   	-203.46		
-167.54   	-74.77   	 92.82   	-218.72		
-166.32   	-75.68   	 91.94   	-233.98		
-163.57   	-77.21   	 91.01   	-249.24		
-160.22   	-78.74   	 90.01   	-259.41		
-156.25   	-80.87   	 88.97   	-274.67		
-151.67   	-83.01   	 87.87   	-279.75		
-145.26   	-85.75   	 86.75   	-289.93		
-136.41   	-89.42   	 85.59   	-295.01		
