  I     	  II     	  LV     	  LV'		
-90.33   	  0.61   	  8.87   	 147.51		
-96.13   	 -6.71   	  9.46   	  71.21		
-98.88   	 -2.75   	  9.75   	   0.00		
-94.30   	 -3.05   	  9.75   	 -61.04		
-100.10   	 -3.97   	  9.50   	-111.90		
-98.57   	  3.66   	  9.05   	-132.25		
-91.25   	  3.36   	  8.52   	-137.33		
-93.99   	  1.83   	  7.98   	-127.16		
-95.83   	  1.53   	  7.47   	 -91.56		
-97.35   	  1.22   	  7.10   	 -50.86		
-97.66   	  4.27   	  6.90   	  -5.09		
-93.69   	 15.26   	  6.88   	  40.69		
-86.67   	 28.38   	  7.04   	  86.47		
-77.82   	 49.13   	  7.39   	 111.90		
-72.63   	 74.16   	  7.83   	 137.33		
-63.17   	104.98   	  8.38   	 132.25		
-59.51   	125.73   	  8.91   	 127.16		
-56.46   	132.75   	  9.42   	 101.73		
-56.76   	130.62   	  9.83   	  71.21		
-59.81   	126.65   	 10.11   	  30.52		
-52.49   	139.16   	 10.23   	 -10.17		
-39.06   	169.98   	 10.19   	 -40.69		
-24.41   	204.16   	 10.03   	 -66.12		
 -6.10   	226.44   	  9.77   	 -81.38		
  6.71   	233.15   	  9.44   	 -91.56		
 14.04   	235.90   	  9.07   	 -86.47		
 21.67   	231.02   	  8.73   	 -71.21		
 29.30   	226.75   	  8.44   	 -55.95		
 23.80   	219.12   	  8.22   	 -35.61		
  6.71   	194.40   	  8.08   	 -10.17		
 -5.49   	159.61   	  8.04   	  10.17		
-32.04   	114.44   	  8.08   	  25.43		
-56.76   	 77.51   	  8.18   	  40.69		
-62.87   	 41.20   	  8.34   	  55.95		
-81.48   	  9.46   	  8.57   	  66.12		
-92.16   	 -0.92   	  8.83   	  76.30		
-96.74   	-20.75   	  9.14   	  86.47		
-102.23   	-39.06   	  9.48   	  91.56		
-106.81   	-46.69   	  9.85   	  96.64		
-104.98   	-54.32   	 10.23   	  96.64		
-105.59   	-58.90   	 10.62   	  91.56		
-115.97   	-65.61   	 10.99   	  91.56		
-121.15   	-68.05   	 11.35   	  81.38		
-122.38   	-73.55   	 11.68   	  71.21		
-121.15   	-74.77   	 11.96   	  66.12		
-118.10   	-69.89   	 12.23   	  55.95		
-115.66   	-68.36   	 12.45   	  50.86		
-122.68   	-68.05   	 12.66   	  35.61		
-126.34   	-67.75   	 12.80   	  25.43		
-126.34   	-65.61   	 12.90   	   5.09		
-124.82   	-64.09   	 12.92   	 -15.26		
-119.93   	-65.92   	 12.86   	 -40.69		
-116.88   	-64.70   	 12.70   	 -50.86		
-111.39   	-57.68   	 12.49   	 -66.12		
-120.85   	-57.98   	 12.23   	 -61.04		
-123.90   	-57.68   	 11.98   	 -50.86		
-142.21   	-74.77   	 11.78   	 -30.52		
-176.09   	-104.37   	 11.66   	  -5.09		
-190.73   	-113.53   	 11.64(E)	  20.35		
-198.36   	-109.56   	 11.72   	  50.86		
-168.76   	-79.04   	 11.92   	  76.30		
-70.80   	 -8.24   	 12.23   	  91.56		
 65.61   	 80.57   	 12.59   	 101.73		
237.73   	220.95   	 13.00   	  96.64		
429.69   	426.03   	 13.39   	  86.47		
554.81   	544.43   	 13.73   	  71.21		
574.04   	565.19(R)	 14.02   	  55.95		
485.23   	502.93   	 14.24   	  35.61		
307.01   	286.25   	 14.38   	  25.43		
127.26   	 64.70   	 14.49   	  25.43		
 -2.14   	-77.21   	 14.59   	  45.78		
-66.83   	-179.44   	 14.77   	  81.38		
-85.45   	-244.45   	 15.10   	 137.33		
-106.51   	-226.75   	 15.65   	 218.72		
-114.75   	-170.59   	 16.52   	 315.36		
-109.56   	-140.38   	 17.78   	 432.35		
-104.37   	-93.99   	 19.51   	 564.60		
-102.54   	-57.07   	 21.77   	 717.19		
-96.74   	-52.80   	 24.64   	 879.96		
-101.32   	-48.83   	 28.16   	1042.72		
-103.76   	-35.10   	 32.33   	1215.66		
-102.84   	-30.21   	 37.19   	1368.26		
-102.54   	-32.65   	 42.67   	1510.68		
-104.68   	-32.35   	 48.71   	1622.58		
-103.15   	-30.52   	 55.20   	1703.96		
-100.10   	-32.04   	 62.01   	1744.65		
-97.96   	-32.04   	 68.99   	1729.39		
-91.86   	-27.16   	 75.91   	1642.92		
-100.10   	-25.94   	 82.48   	1495.42		
-96.74   	-21.36   	 88.46   	1271.61		
-92.47   	-19.84   	 93.55   	 996.94		
-98.57   	-27.47   	 97.54   	 701.93		
-94.60   	-28.08   	100.35   	 422.18		
-89.11   	-19.84   	102.03   	 188.20		
-96.44   	-25.02   	102.79   	  20.35		
-93.69   	-19.53   	102.87   	 -76.30		
-91.86   	-15.87   	102.56   	 -96.64		
-98.88   	-23.80   	102.18   	 -50.86		
-95.21   	-20.45   	101.97   	  50.86		
-88.20   	-19.53   	102.18   	 172.94		
-88.81   	-21.36   	102.87   	 305.19		
-90.64   	-20.14   	104.09   	 417.09		
-87.89   	-21.06   	105.76   	 493.39		
-93.38   	-22.89   	107.73   	 539.16		
-99.18   	-23.19   	109.89   	 539.16		
-97.05   	-23.80   	112.04   	 503.56		
-96.74   	-25.33   	114.06   	 447.61		
-96.74   	-23.80   	115.85   	 366.22		
-94.60   	-23.19   	117.31   	 289.93		
-86.98   	-15.56   	118.47   	 203.46		
-86.36   	 -9.77   	119.29   	 122.07		
-84.84   	-12.51   	119.78   	  66.12		
-79.65   	-10.99   	120.04   	  25.43		
-79.96   	-10.38   	120.14   	  10.17		
-76.90   	 -7.02   	120.18   	  30.52		
-68.97   	  1.53   	120.30   	  66.12		
-68.36   	  5.19   	120.57   	 116.99		
-68.36   	  5.80   	121.04   	 167.85		
-69.89   	  3.66   	121.71   	 213.63		
-66.53   	  8.85   	122.56   	 233.98		
-60.12   	 16.17   	123.50   	 239.06		
-49.74   	 25.63   	124.46   	 228.89		
-42.11   	 34.48   	125.37   	 208.54		
-32.35   	 43.33   	126.20   	 198.37		
-27.77   	 50.66   	127.00   	 193.29		
-20.45   	 60.12   	127.77   	 183.11		
-15.56   	 70.80   	128.50   	 172.94		
 -9.46   	 81.79   	129.20   	 142.42		
