  I     	  II     	  LV     	  LV'		
-61.95   	-188.29   	114.79   	  10.17		
-57.07   	-189.51   	114.83   	  50.86		
-42.72   	-174.56   	115.04   	  91.56		
-20.75   	-145.26   	115.40   	 106.82		
 -1.83   	-115.97   	115.83   	  96.64		
  3.66   	-100.40   	116.22   	  76.30		
 -4.88   	-100.71   	116.52   	  50.86		
-17.70   	-108.95   	116.72   	  25.43		
-21.67   	-112.30   	116.83   	  15.26		
-10.99   	-104.98   	116.89   	  20.35		
  9.77   	-89.42   	116.97   	  35.61		
 31.74   	-70.80   	117.11   	  55.95		
 48.83   	-51.88   	117.33   	  81.38		
 57.68   	-33.57   	117.66   	  86.47		
 59.51   	-18.92   	118.01   	  91.56		
 58.59   	 -9.77   	118.37   	  76.30		
 56.76   	 -8.24   	118.68   	  55.95		
 53.41   	-14.34   	118.90   	  35.61		
 46.69   	-23.50   	119.04   	  20.35		
 36.93   	-30.21   	119.12   	  10.17		
 28.38   	-30.82   	119.17   	  10.17		
 27.77   	-25.02   	119.21   	  20.35		
 36.32   	-15.26   	119.29   	  35.61		
 48.22   	 -5.80   	119.43   	  40.69		
 55.24   	  1.22   	119.59   	  45.78		
 52.49   	  6.41   	119.78   	  50.86		
 44.56   	 10.07   	119.98   	  40.69		
 39.98   	 14.04   	120.14   	  30.52		
 44.86   	 18.31   	120.26   	  30.52		
 55.54   	 22.28   	120.39   	  25.43		
 61.95   	 25.33   	120.49   	  20.35		
 54.93   	 24.72   	120.57   	  15.26		
 33.26   	 18.62   	120.63   	  15.26		
  8.24   	  8.54   	120.69   	   0.00		
 -7.93   	 -1.83   	120.69   	 -10.17		
 -9.46   	 -8.54   	120.65   	 -30.52		
 -1.22   	-10.99   	120.53   	 -50.86		
  6.41   	-12.51   	120.33   	 -71.21		
  5.80   	-17.40   	120.04   	-106.82		
 -0.92   	-23.19   	119.61   	-142.42		
 -7.32   	-23.80   	119.04   	-178.03		
 -8.85   	-17.40   	118.33   	-233.98		
 -8.85   	 -7.63   	117.40   	-289.93		
-12.51   	 -4.27   	116.24   	-366.22		
-23.80   	-13.73   	114.77   	-452.69		
-40.28   	-32.96   	112.96   	-564.60		
-54.93   	-51.57   	110.70   	-696.84		
-59.51   	-58.90   	107.91   	-844.35		
-54.32   	-50.35   	104.54   	-1007.12		
-46.69   	-26.86   	100.51   	-1144.45		
-43.95   	  9.16   	 95.93   	-1251.27		
-45.17   	 55.24   	 90.93   	-1302.13		
-37.84   	103.15   	 85.72   	-1291.96		
 -3.97   	135.80   	 80.55   	-1220.75		
 66.53   	131.53   	 75.67   	-1103.76		
172.42   	 78.13   	 71.25   	-981.68		
296.63   	-14.95   	 67.32   	-859.61		
414.12   	-123.60   	 63.89   	-768.05		
504.46   	-225.22   	 60.81   	-707.02		
557.86   	-304.57   	 57.99   	-681.58		
573.43   	-361.02   	 55.26   	-681.58		
550.84   	-396.73   	 52.53   	-686.67		
485.23   	-403.14   	 49.79   	-701.93		
372.92   	-364.69   	 46.98   	-696.84		
220.95   	-276.49   	 44.19   	-676.50		
 55.24   	-157.47   	 41.49   	-640.89		
-88.50   	-47.30   	 38.92   	-590.03		
-180.97   	 10.99   	 36.56   	-523.90		
-217.90   	 -1.83   	 34.47   	-467.95		
-214.23   	-63.48   	 32.59   	-412.00		
-187.99   	-123.90   	 30.95   	-371.31		
-153.81   	-140.69   	 29.46   	-350.97		
-122.07   	-107.73   	 28.06   	-340.79		
-99.49   	-51.57   	 26.69   	-345.88		
-89.42   	 -9.16   	 25.31   	-350.97		
-90.94   	  2.14   	 23.91   	-361.14		
-95.83   	 -6.41   	 22.46   	-350.97		
-93.99   	-10.68   	 21.06   	-335.71		
-80.87   	  0.92   	 19.72   	-300.10		
-59.81   	 22.28   	 18.51   	-254.32		
-38.76   	 39.06   	 17.50   	-188.20		
-24.41   	 44.25   	 16.74   	-122.07		
-20.75   	 41.20   	 16.26   	 -45.78		
-29.60   	 36.01   	 16.07   	  40.69		
-46.39   	 31.74   	 16.24   	 127.16		
-62.26   	 28.69   	 16.74   	 203.46		
-69.58   	 27.77   	 17.56   	 279.75		
-67.14   	 29.91   	 18.68   	 340.79		
-59.51   	 36.93   	 20.04   	 391.66		
-54.93   	 46.08   	 21.61   	 427.26		
-58.29   	 54.32   	 23.32   	 442.52		
-67.44   	 60.42   	 25.09   	 457.78		
-76.29   	 66.53   	 26.92   	 462.87		
-81.18   	 74.46   	 28.77   	 457.78		
-81.18   	 85.14   	 30.60   	 462.87		
-75.38   	101.32   	 32.45   	 457.78		
-63.78   	125.73   	 34.28   	 457.78		
-50.05   	156.56   	 36.11   	 447.61		
-40.89   	184.94   	 37.90   	 437.43		
-42.72   	201.42   	 39.65   	 417.09		
-53.71   	205.08   	 41.32   	 391.66		
-64.70   	206.60   	 42.89   	 356.05		
-65.31   	221.25   	 44.31   	 325.53		
-52.49   	254.52   	 45.62   	 289.93		
-32.96   	296.63   	 46.77   	 259.41		
-16.17   	331.12   	 47.81   	 244.15		
 -3.97   	350.65   	 48.79   	 223.80		
  8.54   	359.80   	 49.68   	 208.54		
 23.80   	367.74   	 50.52   	 203.46		
 38.45   	378.72   	 51.33   	 193.29		
 45.78   	390.32   	 52.11   	 198.37		
 45.47   	399.17   	 52.90   	 203.46		
 44.25   	408.02   	 53.71   	 213.63		
 48.52   	418.40   	 54.57   	 223.80		
