  I     	  II     	  PW     	  PW'		
-18.01   	 -9.46   	  5.70   	 -50.86		
-18.01   	 -9.77   	  5.49   	 -50.86		
-18.62   	 -9.77   	  5.29   	 -45.78		
-19.53   	 -8.85   	  5.11   	 -40.69		
-20.14   	 -7.93   	  4.94   	 -45.78		
-19.84   	 -6.71   	  4.76   	 -40.69		
-18.62   	 -6.10   	  4.60   	 -35.61		
-17.40   	 -6.41   	  4.46   	 -40.69		
-16.78   	 -7.63   	  4.29   	 -35.61		
-16.78   	 -9.16   	  4.15   	 -35.61		
-17.70   	-11.60   	  4.01   	 -35.61		
-18.31   	-14.04   	  3.87   	 -30.52		
-18.62   	-16.17   	  3.74   	 -25.43		
-18.31   	-16.48   	  3.64   	 -25.43		
-17.70   	-15.56   	  3.54   	 -25.43		
-16.48   	-13.43   	  3.44   	 -15.26		
-15.87   	-12.51   	  3.38   	 -15.26		
-15.87   	-12.51   	  3.32   	 -10.17		
-16.17   	-12.82   	  3.28   	  -5.09		
-16.78   	-12.21   	  3.26   	 -10.17		
-16.78   	-10.38   	  3.21   	  -5.09		
-15.87   	 -8.85   	  3.19   	   0.00		
-14.34   	 -8.24   	  3.19   	  -5.09		
-12.51   	 -9.16   	  3.17   	  -5.09		
-11.29   	-10.68   	  3.15   	  -5.09		
-10.99   	-11.90   	  3.13   	  -5.09		
-10.99   	-12.21   	  3.11   	  -5.09		
-11.29   	-11.90   	  3.09   	  -5.09		
-10.99   	-10.38   	  3.07   	   0.00		
-10.38   	 -7.93   	  3.07   	  -5.09		
 -9.77   	 -5.80   	  3.05   	   0.00		
 -9.77   	 -4.88   	  3.05   	   5.09		
-10.68   	 -5.49   	  3.07   	   5.09		
-11.90   	 -7.02   	  3.09   	  10.17		
-12.82   	 -9.16   	  3.13   	  10.17		
-13.12   	-10.68   	  3.17   	  10.17		
-13.12   	-11.29   	  3.21   	  15.26		
-13.43   	-11.29   	  3.28   	  15.26		
-14.34   	-11.29   	  3.34   	  20.35		
-15.26   	-11.60   	  3.42   	  15.26		
-15.56   	-11.60   	  3.48   	  20.35		
-15.26   	-10.38   	  3.56   	  20.35		
-13.73   	 -7.63   	  3.64   	  20.35		
-11.60   	 -1.53   	  3.72   	  25.43		
 -9.46   	  7.32   	  3.83   	  20.35		
 -7.93   	 18.01   	  3.91   	  25.43		
 -7.32   	 29.30   	  4.01   	  25.43		
 -7.32   	 40.28   	  4.11   	  25.43		
 -7.02   	 49.44   	  4.21   	  30.52		
 -6.10   	 56.76   	  4.33   	  25.43		
 -4.88   	 61.95   	  4.44   	  30.52		
 -2.75   	 66.22   	  4.56   	  25.43		
  0.00   	 70.19   	  4.66   	  30.52		
  3.97   	 75.07   	  4.78   	  30.52		
  9.16   	 79.04   	  4.90   	  30.52		
 14.95   	 79.35   	  5.03   	  30.52		
 21.06   	 74.46   	  5.15   	  30.52		
 27.47   	 65.31   	  5.27   	  30.52		
 33.57   	 55.54   	  5.39   	  30.52		
 39.67   	 48.52   	  5.51   	  30.52		
 44.56   	 46.08   	  5.64   	  30.52		
 47.61   	 47.30   	  5.76   	  35.61		
 49.13   	 50.05   	  5.90   	  30.52		
 51.57   	 50.05   	  6.02   	  30.52		
 56.76   	 44.56   	  6.14   	  30.52		
 65.31   	 34.48   	  6.27   	  30.52		
 75.38   	 24.11   	  6.39   	  30.52		
 82.09   	 19.84   	  6.51   	  20.35		
 80.87   	 22.89   	  6.59   	  25.43		
 70.19   	 27.16   	  6.69   	  15.26		
 52.19   	 23.19   	  6.75   	   5.09		
 31.13   	  6.41   	  6.78   	   5.09		
 11.90   	-19.53   	  6.80   	  -5.09		
 -2.14   	-43.03   	  6.78   	 -10.17		
-10.68   	-54.93   	  6.73   	  -5.09		
-14.65   	-52.49   	  6.71   	  -5.09		
-15.26   	-42.72   	  6.69   	   5.09		
-14.95   	-33.87   	  6.71   	  20.35		
-15.26   	-31.43   	  6.80   	  40.69		
-16.48   	-34.79   	  6.96   	  55.95		
-18.62   	-39.06   	  7.18   	  71.21		
-20.75   	-40.89   	  7.47   	  81.38		
-22.89   	-39.98   	  7.79   	  91.56		
-24.41   	-37.84   	  8.16   	  91.56		
-26.25   	-36.93   	  8.52   	  86.47		
-27.77   	-36.93   	  8.87   	  76.30		
-28.69   	-36.62   	  9.18   	  71.21		
-28.99   	-35.10   	  9.46   	  55.95		
-28.69   	-32.35   	  9.68   	  45.78		
-28.08   	-29.60   	  9.87   	  40.69		
-27.47   	-26.86   	 10.03   	  35.61		
-29.91   	-21.36   	 10.17   	  35.61		
-40.89   	-10.38   	 10.32   	  35.61		
-68.36   	  8.54   	 10.46   	  40.69		
-114.14   	 31.74   	 10.62   	  40.69		
-166.02   	 54.63   	 10.78   	  40.69		
-196.53   	 74.46   	 10.95   	  45.78		
-171.81   	 96.74   	 11.13   	  50.86		
-65.92   	137.02   	 11.33   	  45.78		
128.48   	214.23   	 11.52   	  45.78		
395.51   	335.39   	 11.70   	  45.78		
698.55   	476.99   	 11.88   	  45.78		
980.84   	573.12(R)	 12.07   	  40.69		
1173.40   	545.04   	 12.23   	  40.69		
1220.40   	356.14   	 12.39   	  35.61		
1111.45   	 50.35   	 12.53   	  30.52		
892.64   	-252.69   	 12.66   	  30.52		
646.67   	-426.64   	 12.78   	  30.52		
443.73   	-423.58   	 12.90   	  25.43		
302.73   	-299.07   	 13.00   	  30.52		
201.72   	-156.86   	 13.12   	  25.43		
113.22   	-70.80   	 13.22   	  30.52		
 32.96   	-47.91   	 13.35   	  30.52		
-24.11   	-50.05   	 13.47   	  30.52		
-47.30   	-43.03   	 13.59   	  30.52		
-45.78   	-23.80   	 13.71   	  30.52		
-40.59   	 -8.24   	 13.84   	  25.43		
-45.78   	 -5.49   	 13.94   	  25.43		
-60.42   	-10.38   	 14.04   	  20.35		
-73.85   	-13.43   	 14.12   	  15.26		
-79.96   	-10.68   	 14.18   	   5.09		
-79.96   	 -5.49   	 14.20   	   0.00		
-79.04   	 -1.83   	 14.20   	  -5.09		
-80.26   	 -1.22   	 14.18   	 -10.17		
-83.31   	 -2.44   	 14.14   	 -15.26		
-86.06   	 -3.05   	 14.08   	 -10.17		
-87.28   	 -3.05   	 14.04   	 -10.17		
-87.28   	 -1.53   	 14.00   	   0.00		
-86.36   	  0.00   	 14.00   	   5.09		
-86.06   	  1.22   	 14.02   	  10.17		
-86.06   	  1.83   	 14.06   	  20.35		
-86.67   	  2.75   	 14.14   	  25.43		
-86.98   	  3.36   	 14.24   	  20.35		
-87.59   	  3.97   	 14.32   	  20.35		
-88.20   	  4.58   	 14.40   	  15.26		
-89.42   	  4.88   	 14.47   	  10.17		
-91.25   	  5.19   	 14.51(A)	   0.00		
-93.08   	  5.80   	 14.51   	 -10.17		
-94.30   	  6.41   	 14.47   	 -20.35		
-94.91   	  6.41   	 14.38   	 -25.43		
-95.52   	  6.41   	 14.28   	 -30.52		
-96.44   	  6.41   	 14.16   	 -35.61		
-98.27   	  6.10   	 14.02   	 -40.69		
-100.40   	  5.80   	 13.86   	 -45.78		
-102.23   	  5.80   	 13.67   	 -45.78		
-103.76   	  6.41   	 13.49   	 -50.86		
-104.68   	  7.32   	 13.29   	 -50.86		
-105.29   	  8.24   	 13.08   	 -55.95		
-106.20   	  8.54   	 12.86   	 -61.04		
-107.12   	  8.54   	 12.61   	 -61.04		
-107.73   	  8.24   	 12.37   	 -55.95		
-108.64   	  8.85   	 12.15   	 -61.04		
-109.86   	 10.38   	 11.90   	 -61.04		
-111.69   	 11.90   	 11.66   	 -55.95		
-113.53   	 13.12   	 11.43   	 -55.95		
-115.36   	 13.73   	 11.21   	 -55.95		
-116.58   	 14.95   	 10.99   	 -55.95		
-117.19   	 17.70   	 10.76   	 -50.86		
-118.10   	 21.36   	 10.56   	 -55.95		
-119.93   	 24.72   	 10.34   	 -45.78		
-122.99   	 26.86   	 10.15   	 -45.78		
-126.65   	 28.08   	  9.97   	 -40.69		
-130.00   	 29.60   	  9.81   	 -40.69		
-132.75   	 31.74   	  9.64   	 -30.52		
-135.80   	 34.48   	  9.52   	 -25.43		
-139.77   	 37.23   	  9.42   	 -20.35		
-144.65   	 38.76   	  9.34   	 -15.26		
-150.15   	 39.67   	  9.28   	 -15.26		
-155.33   	 39.98   	  9.22   	 -10.17		
-159.61   	 40.28   	  9.18   	  -5.09		
-164.18   	 40.89   	  9.16   	  -5.09		
-168.76   	 41.20   	  9.14   	  -5.09		
-173.34   	 40.89   	  9.11   	   0.00		
-177.31   	 39.67   	  9.11   	   0.00		
-180.36   	 37.54   	  9.11   	   5.09		
-182.19   	 34.48   	  9.14   	   5.09		
-183.11   	 31.43   	  9.16   	   5.09		
-182.80   	 28.08   	  9.18   	  10.17		
-180.97   	 24.72   	  9.22   	  10.17		
-177.00   	 21.67   	  9.26   	  10.17		
-169.98   	 18.31   	  9.30   	   5.09		
-160.52   	 15.26   	  9.32   	   5.09		
-148.62   	 12.51   	  9.34   	   5.09		
-134.28   	 10.07   	  9.36   	   5.09		
-118.41   	  8.54   	  9.38   	   5.09		
-102.23   	  6.71   	  9.40   	   5.09		
-87.28   	  4.27   	  9.42   	  10.17		
-74.77   	  1.22   	  9.46   	  15.26		
-64.70   	 -2.44   	  9.52   	  15.26		
-56.46   	 -6.10   	  9.58   	  15.26		
-48.83   	 -8.85   	  9.64   	  25.43		
-41.50   	-10.99   	  9.75   	  20.35		
-35.10   	-13.12   	  9.83   	  25.43		
-29.91   	-15.87   	  9.93   	  30.52		
-26.86   	-19.53   	 10.05   	  25.43		
-25.02   	-24.11   	 10.15   	  30.52		
-24.72   	-28.69   	 10.27   	  30.52		
-25.33   	-32.65   	 10.40   	  35.61		
-25.94   	-35.71   	 10.54   	  35.61		
-26.55   	-37.23   	 10.68   	  40.69		
-26.86   	-38.15   	 10.84   	  40.69		
-26.86   	-38.76   	 11.01   	  45.78		
-26.86   	-39.67   	 11.19   	  40.69		
-27.16   	-41.50   	 11.35   	  45.78		
-27.77   	-43.95   	 11.54   	  45.78		
-28.99   	-47.30   	 11.72   	  40.69		
-29.60   	-50.35   	 11.88   	  35.61		
-29.91   	-52.80   	 12.02   	  25.43		
-29.60   	-53.71   	 12.13   	  10.17		
-28.69   	-53.71   	 12.17   	   5.09		
-28.08   	-52.49   	 12.19   	 -10.17		
-27.77   	-50.66   	 12.15   	 -15.26		
-28.08   	-49.44   	 12.09   	  -5.09		
-28.99   	-48.22   	 12.07   	   5.09		
-30.21   	-47.30   	 12.09   	  35.61		
-31.43   	-46.08   	 12.23   	  66.12		
-32.04   	-44.25   	 12.49   	  91.56		
-32.65   	-41.81   	 12.86   	 122.07		
-32.96   	-39.06   	 13.35   	 142.42		
-33.57   	-36.62   	 13.92   	 147.51		
-34.18   	-34.79   	 14.51   	 142.42		
-34.79   	-33.26   	 15.08   	 132.25		
-35.71   	-31.74   	 15.61   	 111.90		
-36.62   	-30.21   	 16.05   	  96.64		
-37.54   	-28.69   	 16.44   	  71.21		
-38.15   	-26.55   	 16.72   	  61.04		
-38.45   	-23.80   	 16.97   	  50.86		
-38.15   	-21.36   	 17.17   	  50.86		
-37.54   	-19.53   	 17.38   	  40.69		
-36.93   	-18.31   	 17.54   	  50.86		
-36.93   	-18.01   	 17.74   	  45.78		
-37.23   	-18.01   	 17.92   	  55.95		
-37.23   	-17.40   	 18.15   	  50.86		
-36.93   	-16.78   	 18.35   	  45.78		
-36.01   	-16.48   	 18.54   	  40.69		
-34.48   	-16.48   	 18.70   	  35.61		
-32.65   	-17.09   	 18.84   	  25.43		
-31.43   	-17.70   	 18.94   	  15.26		
-30.52   	-18.01   	 19.00   	   5.09		
-30.21   	-18.31   	 19.02   	   5.09		
-30.21   	-18.31   	 19.04   	   0.00		
-29.91   	-18.31   	 19.04   	   5.09		
-29.30   	-18.01   	 19.06(V)	   0.00		
-28.38   	-18.01   	 19.06   	  -5.09		
-27.77   	-18.62   	 19.04   	  -5.09		
-27.77   	-19.53   	 19.02   	 -10.17		
-28.08   	-20.45   	 18.98   	 -20.35		
-28.38   	-21.06   	 18.90   	 -30.52		
-27.77   	-21.06   	 18.78   	 -35.61		
-27.16   	-20.75   	 18.64   	 -40.69		
-26.86   	-20.75   	 18.47   	 -50.86		
-27.16   	-21.06   	 18.27   	 -45.78		
-28.08   	-21.67   	 18.09   	 -50.86		
-28.99   	-22.58   	 17.88   	 -50.86		
-29.30   	-23.19   	 17.68   	 -50.86		
-29.30   	-23.80   	 17.48   	 -50.86		
-29.60   	-24.41   	 17.27   	 -50.86		
-29.91   	-25.02   	 17.07   	 -50.86		
-30.21   	-25.33   	 16.87   	 -45.78		
-29.91   	-25.63   	 16.68   	 -55.95		
-29.30   	-25.63   	 16.46   	 -50.86		
-28.38   	-25.94   	 16.26   	 -55.95		
-28.08   	-25.63   	 16.03   	 -50.86		
-28.08   	-25.63   	 15.83   	 -50.86		
-28.69   	-25.33   	 15.63   	 -55.95		
-29.30   	-25.63   	 15.40   	 -45.78		
-29.60   	-25.94   	 15.22   	 -45.78		
-29.91   	-26.55   	 15.04   	 -45.78		
-29.60   	-27.16   	 14.85   	 -40.69		
-29.91   	-27.16   	 14.69   	 -40.69		
-30.52   	-27.16   	 14.53   	 -40.69		
-31.13   	-26.86   	 14.36   	 -35.61		
-31.74   	-26.86   	 14.22   	 -35.61		
-32.04   	-27.16   	 14.08   	 -35.61		
-32.35   	-27.77   	 13.94   	 -35.61		
-32.35   	-27.77   	 13.79   	 -30.52		
-32.35   	-27.16   	 13.67   	 -35.61		
-32.04   	-26.25   	 13.53   	 -30.52		
-31.13   	-25.63   	 13.41   	 -25.43		
-30.52   	-25.63   	 13.31   	 -30.52		
-30.52   	-26.55   	 13.18   	 -25.43		
-30.82   	-27.47   	 13.08   	 -25.43		
-32.04   	-28.08   	 12.98   	 -20.35		
-32.96   	-27.77   	 12.90   	 -20.35		
-33.26   	-26.86   	 12.82   	 -20.35		
-33.57   	-25.63   	 12.74   	 -20.35		
-33.87   	-25.33   	 12.66   	 -20.35		
-34.18   	-25.33   	 12.57   	 -15.26		
-34.18   	-25.02   	 12.51   	 -15.26		
-33.87   	-24.72   	 12.45   	 -15.26		
-33.57   	-23.80   	 12.39   	 -15.26		
-33.57   	-23.50   	 12.33   	 -15.26		
-33.87   	-23.19   	 12.27   	 -15.26		
-34.18   	-22.89   	 12.21   	 -15.26		
-33.87   	-21.97   	 12.15   	 -10.17		
-33.26   	-21.06   	 12.11   	 -15.26		
-32.96   	-20.75   	 12.04   	 -10.17		
-33.26   	-21.36   	 12.00   	 -10.17		
-34.18   	-22.58   	 11.96   	 -10.17		
-34.79   	-23.50   	 11.92   	 -10.17		
-34.79   	-23.80   	 11.88   	 -10.17		
-34.48   	-23.50   	 11.84   	  -5.09		
-34.48   	-23.19   	 11.82   	 -10.17		
-34.79   	-23.50   	 11.78   	  -5.09		
-35.40   	-23.80   	 11.76   	  -5.09		
-35.71   	-24.41   	 11.74   	  -5.09		
