  I     	  II     	  PW     	  PW'		
 50.66   	156.86   	 13.20   	   0.00		
 53.41   	162.66   	 13.20   	   0.00		
 55.24   	175.17   	 13.20   	  -5.09		
 54.93   	190.12   	 13.18   	   0.00		
 50.96   	195.62   	 13.18   	  -5.09		
 45.17   	183.72   	 13.16   	  -5.09		
 39.98   	155.33   	 13.14   	  -5.09		
 36.93   	119.32   	 13.12   	  -5.09		
 33.57   	 85.75   	 13.10   	  -5.09		
 25.94   	 58.29   	 13.08   	  -5.09		
 14.34   	 35.10   	 13.06   	  -5.09		
  1.22   	 12.82   	 13.04   	  -5.09		
 -6.71   	 -9.77   	 13.02   	  -5.09		
 -5.19   	-30.21   	 13.00   	 -10.17		
  1.83   	-47.30   	 12.96   	 -10.17		
  6.71   	-58.29   	 12.92   	  -5.09		
  5.49   	-61.65   	 12.90   	 -15.26		
 -1.22   	-57.37   	 12.84   	 -10.17		
 -8.85   	-46.39   	 12.80   	 -10.17		
-14.04   	-33.57   	 12.76   	 -10.17		
-14.65   	-23.19   	 12.72   	 -10.17		
-11.60   	-19.84   	 12.68   	   0.00		
 -5.19   	-26.55   	 12.68   	   5.09		
  3.05   	-44.25   	 12.70   	  15.26		
  8.54   	-68.66   	 12.76   	  25.43		
  5.49   	-92.47   	 12.86   	  35.61		
 -9.77   	-104.68   	 13.00   	  45.78		
-31.43   	-94.60   	 13.18   	  50.86		
-49.44   	-59.51   	 13.39   	  55.95		
-50.05   	 -1.83   	 13.61   	  55.95		
-23.80   	 81.48   	 13.84   	  50.86		
 33.26   	207.82   	 14.04   	  45.78		
120.54   	403.75   	 14.22   	  35.61		
230.71   	681.15   	 14.36   	  20.35		
347.29   	996.40   	 14.45   	   5.09		
480.96   	1290.59(R)	 14.47   	 -10.17		
451.05   	1087.34   	 14.43   	 -20.35		
363.16   	679.02   	 14.34   	 -25.43		
257.26   	213.01   	 14.24   	 -30.52		
173.03   	-148.93   	 14.12   	 -25.43		
128.17   	-321.66   	 14.02   	 -20.35		
108.64   	-317.99   	 13.94   	 -15.26		
 88.50   	-213.93   	 13.88   	   0.00		
 53.10   	-95.83   	 13.88   	  10.17		
 10.07   	-20.14   	 13.92   	  15.26		
-21.97   	 -4.27   	 13.98   	  30.52		
-35.71   	-35.71   	 14.10   	  30.52		
-35.71   	-90.33   	 14.22   	  35.61		
-31.74   	-142.52   	 14.36   	  30.52		
-30.82   	-175.17   	 14.49   	  25.43		
-31.74   	-183.41   	 14.59   	  15.26		
-30.82   	-170.90   	 14.65   	   5.09		
-28.99   	-145.26   	 14.67   	  -5.09		
-28.08   	-112.61   	 14.65   	 -10.17		
-27.77   	-81.79   	 14.61   	 -20.35		
-27.16   	-64.39   	 14.53   	 -20.35		
-26.86   	-67.44   	 14.45   	 -20.35		
-28.08   	-88.20   	 14.36   	 -15.26		
-30.82   	-114.44   	 14.30   	 -10.17		
-35.10   	-132.45   	 14.26   	  -5.09		
-40.28   	-136.72   	 14.24   	   5.09		
-45.78   	-131.53   	 14.26   	  15.26		
-50.35   	-124.82   	 14.32   	  20.35		
-53.10   	-122.99   	 14.40   	  30.52		
-50.96   	-127.56   	 14.53   	  30.52		
-42.72   	-133.97   	 14.65   	  35.61		
-31.13   	-138.24   	 14.79   	  35.61		
-22.28   	-139.77   	 14.93   	  35.61		
-20.75   	-141.30   	 15.08   	  30.52		
-27.47   	-146.18   	 15.20   	  20.35		
-36.62   	-154.72   	 15.28   	  10.17		
-41.81   	-162.35   	 15.32   	   5.09		
-39.98   	-160.22   	 15.34(A)	  -5.09		
-33.57   	-142.21   	 15.32   	 -10.17		
-29.30   	-113.83   	 15.28   	 -20.35		
-32.35   	-91.86   	 15.20   	 -20.35		
-39.67   	-92.47   	 15.12   	 -30.52		
-44.25   	-117.19   	 14.99   	 -25.43		
-42.72   	-149.84   	 14.89   	 -20.35		
-37.23   	-167.54   	 14.81   	 -25.43		
-32.65   	-157.17   	 14.71   	 -20.35		
-31.74   	-126.04   	 14.63   	 -20.35		
-33.26   	-93.99   	 14.55   	 -20.35		
-35.71   	-76.29   	 14.47   	 -20.35		
-39.67   	-76.29   	 14.38   	 -15.26		
-45.47   	-86.06   	 14.32   	 -20.35		
-49.74   	-96.13   	 14.24   	 -20.35		
-48.52   	-102.84   	 14.16   	 -20.35		
-41.20   	-106.20   	 14.08   	 -20.35		
-34.48   	-105.90   	 14.00   	 -15.26		
-34.48   	-101.01   	 13.94   	 -20.35		
-40.59   	-91.25   	 13.86   	 -10.17		
-46.69   	-77.82   	 13.81   	 -15.26		
-49.44   	-66.83   	 13.75   	 -10.17		
-49.74   	-64.09   	 13.71   	 -10.17		
-51.57   	-72.94   	 13.67   	  -5.09		
-55.85   	-91.55   	 13.65   	  -5.09		
-59.20   	-108.95   	 13.63   	  -5.09		
-57.68   	-107.73   	 13.61   	  -5.09		
-52.80   	-77.21   	 13.59   	  -5.09		
-50.05   	-23.80   	 13.57   	 -10.17		
-54.02   	 25.94   	 13.53   	 -10.17		
-64.09   	 44.56   	 13.49   	 -15.26		
-76.60   	 23.80   	 13.43   	 -20.35		
-86.36   	-15.87   	 13.35   	 -20.35		
-89.11   	-43.33   	 13.27   	 -25.43		
-83.31   	-41.50   	 13.16   	 -20.35		
-74.77   	-20.14   	 13.08   	 -20.35		
-68.97   	 -3.05   	 13.00   	 -15.26		
-68.05   	 -4.58   	 12.94   	 -15.26		
-69.58   	-20.14   	 12.88   	 -10.17		
-66.53   	-32.96   	 12.84   	 -10.17		
-54.93   	-31.13   	 12.80   	  -5.09		
-37.54   	-16.17   	 12.78   	  -5.09		
