  I     	  II     	  LV     	  LV'		
 30.21   	230.41   	  9.56   	 -66.12		
 46.08   	238.34   	  9.30   	   0.00		
 54.63   	230.71   	  9.30   	  66.12		
 61.65   	224.00   	  9.56   	 116.99		
 53.71   	212.40   	 10.03   	 157.68		
 34.79   	190.43   	 10.66   	 183.11		
 16.17   	155.33   	 11.39   	 183.11		
 -0.61   	115.05   	 12.13   	 167.85		
-28.38   	 68.05   	 12.80   	 142.42		
-51.27   	 24.11   	 13.37   	 106.82		
-69.27   	 -7.93   	 13.79   	  61.04		
-86.36   	-25.33   	 14.04   	  30.52		
-88.20   	-32.96   	 14.16   	  -5.09		
-85.45   	-48.52   	 14.14   	 -20.35		
-94.30   	-59.81   	 14.06   	 -35.61		
-101.93   	-70.80   	 13.92   	 -30.52		
-102.84   	-78.74   	 13.79   	 -25.43		
-109.25   	-82.70   	 13.69   	 -15.26		
-111.69   	-84.23   	 13.63   	 -10.17		
-117.80   	-89.42   	 13.59   	   0.00		
-119.63   	-91.86   	 13.59   	  10.17		
-119.93   	-87.59   	 13.63   	  10.17		
-118.41   	-83.92   	 13.67   	  20.35		
-114.14   	-82.09   	 13.75   	  30.52		
-115.66   	-80.57   	 13.88   	  30.52		
-115.36   	-77.82   	 14.00   	  40.69		
-114.14   	-76.60   	 14.16   	  40.69		
-113.83   	-74.16   	 14.32   	  45.78		
-108.03   	-67.75   	 14.51   	  50.86		
-109.86   	-68.36   	 14.71   	  61.04		
-113.22   	-70.50   	 14.95   	  71.21		
-119.93   	-71.41   	 15.24   	  86.47		
-146.18   	-89.72   	 15.58   	 111.90		
-175.78   	-104.06   	 16.03   	 142.42		
-196.23   	-108.34   	 16.60   	 167.85		
-197.45   	-106.20   	 17.27   	 193.29		
-138.24   	-68.05   	 18.05   	 208.54		
-25.94   	-14.34   	 18.88   	 208.54		
136.11   	 68.97   	 19.72   	 193.29		
331.73   	224.30   	 20.49   	 157.68		
517.88   	373.84   	 21.12   	 106.82		
626.53   	427.55   	 21.55   	  45.78		
632.32   	429.38(R)	 21.73   	 -30.52		
511.78   	311.28   	 21.61   	 -91.56		
317.99   	110.17   	 21.24   	-142.42		
149.23   	-41.81   	 20.67   	-162.77		
  5.80   	-148.62   	 20.02   	-142.42		
-52.49   	-224.30   	 19.45   	 -76.30		
-70.19   	-257.57   	 19.15(E)	  25.43		
-99.18   	-207.52   	 19.25   	 178.03		
-100.71   	-158.39   	 19.96   	 350.97		
