  I     	  II     	  PW     	  PW'		
-80.57   	-50.35   	 10.89   	   0.00		
-79.65   	-51.27   	 10.89   	   0.00		
-78.13   	-54.02   	 10.89   	  -5.09		
-75.99   	-56.46   	 10.86   	   0.00		
-74.16   	-56.46   	 10.86   	   0.00		
-74.16   	-53.71   	 10.86   	   0.00		
-75.38   	-49.74   	 10.86   	   0.00		
-75.99   	-47.30   	 10.86   	   0.00		
-74.46   	-46.69   	 10.86   	   0.00		
-71.72   	-47.91   	 10.86   	  -5.09		
-70.19   	-49.13   	 10.84   	   0.00		
-70.80   	-49.13   	 10.84   	   0.00		
-72.63   	-47.91   	 10.84   	   0.00		
-74.46   	-47.61   	 10.84   	   0.00		
-74.46   	-49.13   	 10.84   	   0.00		
-73.55   	-51.88   	 10.84   	   0.00		
-72.63   	-53.41   	 10.84   	   0.00		
-72.02   	-51.57   	 10.84   	   0.00		
-72.33   	-47.61   	 10.84   	   0.00		
-73.24   	-43.64   	 10.84   	   0.00		
-74.46   	-43.03   	 10.84   	   0.00		
-74.77   	-45.78   	 10.84   	   0.00		
-73.55   	-49.74   	 10.84   	   5.09		
-70.50   	-51.88   	 10.86   	   0.00		
-67.44   	-51.57   	 10.86   	   0.00		
-66.22   	-50.05   	 10.86   	   0.00		
-67.75   	-49.74   	 10.86   	  -5.09		
-69.89   	-50.96   	 10.84   	   0.00		
-70.50   	-52.49   	 10.84   	   0.00		
-68.97   	-52.49   	 10.84   	   0.00		
-65.92   	-50.35   	 10.84   	   0.00		
-63.78   	-46.39   	 10.84   	   0.00		
-63.17   	-41.20   	 10.84   	   0.00		
-64.39   	-36.62   	 10.84   	   5.09		
-65.31   	-34.18   	 10.86   	   0.00		
-65.31   	-35.40   	 10.86   	   0.00		
-63.48   	-39.67   	 10.86   	   0.00		
-60.73   	-44.86   	 10.86   	  -5.09		
-56.76   	-47.30   	 10.84   	   0.00		
-52.80   	-43.64   	 10.84   	   0.00		
-48.22   	-34.18   	 10.84   	   0.00		
-44.56   	-21.36   	 10.84   	   0.00		
-43.03   	 -8.85   	 10.84   	   0.00		
-43.95   	  1.22   	 10.84   	   0.00		
-45.78   	  8.54   	 10.84   	   0.00		
-46.69   	 14.04   	 10.84   	  -5.09		
-44.56   	 18.92   	 10.82   	   0.00		
-40.59   	 24.72   	 10.82   	   0.00		
-36.93   	 31.74   	 10.82   	  -5.09		
-35.71   	 39.37   	 10.80   	   0.00		
-36.01   	 47.00   	 10.80   	   0.00		
-35.40   	 52.19   	 10.80   	  -5.09		
-31.43   	 55.85   	 10.78   	   0.00		
-23.19   	 59.81   	 10.78   	  -5.09		
-14.34   	 66.22   	 10.76   	   0.00		
 -8.54   	 76.29   	 10.76   	  -5.09		
 -8.24   	 87.89   	 10.74   	  -5.09		
-11.60   	 97.66   	 10.72   	  -5.09		
-15.26   	104.37   	 10.70   	   0.00		
-15.56   	108.95   	 10.70   	  -5.09		
-11.60   	112.92   	 10.68   	  -5.09		
 -4.58   	117.49   	 10.66   	  -5.09		
  3.66   	120.54   	 10.64   	  -5.09		
 11.90   	117.80   	 10.62   	  -5.09		
 18.92   	107.42   	 10.60   	   0.00		
 21.06   	 88.81   	 10.60   	  -5.09		
 15.56   	 65.61   	 10.58   	   0.00		
  0.92   	 41.20   	 10.58   	  -5.09		
-20.45   	 18.92   	 10.56   	  -5.09		
-41.50   	 -1.22   	 10.54   	   0.00		
-56.46   	-19.84   	 10.54   	   0.00		
-63.78   	-37.84   	 10.54   	  -5.09		
-65.31   	-54.02   	 10.52   	   0.00		
-64.09   	-66.83   	 10.52   	  -5.09		
-63.78   	-76.60   	 10.50   	  -5.09		
-64.70   	-82.40   	 10.48   	  -5.09		
-66.22   	-85.75   	 10.46   	  -5.09		
-67.75   	-86.98   	 10.44   	 -10.17		
-68.36   	-86.98   	 10.40   	 -10.17		
-68.66   	-86.67   	 10.36   	 -15.26		
-69.27   	-86.67   	 10.29   	 -15.26		
-69.27   	-86.98   	 10.23   	 -20.35		
-68.66   	-87.28   	 10.15   	 -20.35		
-67.75   	-86.67   	 10.07   	 -25.43		
-67.14   	-84.53   	  9.97   	 -30.52		
-66.22   	-80.57   	  9.85   	 -25.43		
-64.39   	-75.38   	  9.75   	 -30.52		
-61.65   	-70.50   	  9.62   	 -25.43		
-59.20   	-68.36   	  9.52   	 -30.52		
-57.98   	-70.80   	  9.40   	 -20.35		
-58.29   	-76.29   	  9.32   	 -25.43		
-59.20   	-80.87   	  9.22   	 -15.26		
-58.90   	-80.87   	  9.16   	  -5.09		
-56.46   	-75.99   	  9.14   	  -5.09		
-53.10   	-69.27   	  9.11   	   5.09		
-52.19   	-65.00   	  9.14   	  10.17		
-57.07   	-66.53   	  9.18   	  20.35		
-64.70   	-75.99   	  9.26   	  30.52		
-61.65   	-90.64   	  9.38   	  35.61		
-27.16   	-101.01   	  9.52   	  40.69		
 59.81   	-87.59   	  9.68   	  45.78		
213.01   	-25.33   	  9.87   	  45.78		
431.21   	107.12   	 10.05   	  45.78		
695.19   	314.64   	 10.23   	  45.78		
971.37   	579.53   	 10.42   	  45.78		
1215.82   	857.24   	 10.60   	  35.61		
1377.56   	1085.21   	 10.74   	  35.61		
1403.50   	1199.34(R)	 10.89   	  25.43		
1252.75   	1159.06   	 10.99   	  20.35		
