  I     	  II     	  LV     	  LV'		
127.87   	197.75   	108.65   	  20.35		
109.86   	174.56   	108.73   	   5.09		
 90.03   	149.54   	108.75   	   0.00		
 69.27   	124.51   	108.75   	 -10.17		
 48.83   	100.40   	108.71   	 -20.35		
 29.60   	 77.21   	108.63   	 -20.35		
 12.51   	 54.93   	108.54   	 -25.43		
 -2.44   	 33.57   	108.44   	 -30.52		
-15.26   	 14.04   	108.32   	 -30.52		
-26.55   	 -2.44   	108.20   	 -30.52		
-36.62   	-15.87   	108.08   	 -40.69		
-45.78   	-26.25   	107.91   	 -50.86		
-53.71   	-34.79   	107.71   	 -50.86		
-60.12   	-41.50   	107.51   	 -66.12		
-64.70   	-47.00   	107.24   	 -81.38		
-67.75   	-51.57   	106.92   	 -91.56		
-69.58   	-55.24   	106.55   	-106.82		
-70.50   	-58.90   	106.12   	-132.25		
-71.41   	-62.87   	105.59   	-147.51		
-72.63   	-67.14   	105.00   	-178.03		
-73.85   	-70.50   	104.29   	-203.46		
-74.77   	-72.02   	103.48   	-233.98		
-74.77   	-72.02   	102.54   	-264.50		
-73.85   	-70.19   	101.48   	-300.10		
-73.24   	-68.97   	100.28   	-340.79		
-72.94   	-68.36   	 98.92   	-381.48		
-73.24   	-68.36   	 97.40   	-432.35		
-73.55   	-68.05   	 95.67   	-488.30		
-73.85   	-66.53   	 93.71   	-554.42		
-73.24   	-63.48   	 91.50   	-625.63		
-72.94   	-61.04   	 88.99   	-696.84		
-72.63   	-59.81   	 86.21   	-768.05		
-72.02   	-60.12   	 83.13   	-844.35		
-70.50   	-61.34   	 79.76   	-910.47		
-68.05   	-62.26   	 76.11   	-961.34		
-65.61   	-61.95   	 72.27   	-996.94		
-63.78   	-60.42   	 68.28   	-1022.38		
-63.78   	-59.20   	 64.19   	-1022.38		
-65.00   	-58.29   	 60.10   	-1002.03		
-66.22   	-58.59   	 56.09   	-971.51		
-66.53   	-59.20   	 52.21   	-925.73		
-65.61   	-59.51   	 48.50   	-869.78		
-64.39   	-58.90   	 45.03   	-808.75		
-63.78   	-56.76   	 41.79   	-752.79		
-64.09   	-54.02   	 38.78   	-701.93		
-64.70   	-51.27   	 35.97   	-651.07		
-65.00   	-49.44   	 33.37   	-605.29		
-64.70   	-49.74   	 30.95   	-569.68		
-64.09   	-51.57   	 28.67   	-534.08		
-63.78   	-54.02   	 26.53   	-503.56		
-63.48   	-55.54   	 24.52   	-473.04		
-63.17   	-54.63   	 22.62   	-437.43		
-62.56   	-52.80   	 20.87   	-406.92		
-62.56   	-50.96   	 19.25   	-371.31		
-62.87   	-50.05   	 17.76   	-340.79		
-64.09   	-50.35   	 16.40   	-300.10		
-65.61   	-51.27   	 15.20   	-264.50		
-67.14   	-53.10   	 14.14   	-233.98		
-68.66   	-54.93   	 13.20   	-203.46		
-70.19   	-56.76   	 12.39   	-178.03		
-70.50   	-57.07   	 11.68   	-157.68		
-69.89   	-55.54   	 11.05   	-132.25		
-68.36   	-52.80   	 10.52   	-122.07		
-66.83   	-50.96   	 10.03   	-106.82		
-65.92   	-50.66   	  9.60   	 -96.64		
-65.92   	-51.88   	  9.22   	 -91.56		
-66.83   	-53.71   	  8.85   	 -76.30		
-68.05   	-54.93   	  8.55   	 -71.21		
-68.66   	-55.85   	  8.26   	 -61.04		
-68.36   	-56.76   	  8.02   	 -45.78		
-67.44   	-57.37   	  7.83   	 -30.52		
-65.61   	-57.68   	  7.71   	 -25.43		
-64.09   	-57.98   	  7.61   	 -15.26		
-63.78   	-57.98   	  7.55   	  -5.09		
-64.39   	-58.29   	  7.53   	 -10.17		
-65.92   	-58.59   	  7.49   	 -15.26		
-66.83   	-58.59   	  7.43   	 -20.35		
-67.14   	-57.98   	  7.34   	 -30.52		
