  I     	  II     	  PW     	  PW'		
-61.95   	-44.56   	 12.63   	 -10.17		
-62.26   	-43.64   	 12.59   	 -10.17		
-61.65   	-42.72   	 12.55   	 -10.17		
-61.34   	-42.72   	 12.51   	 -10.17		
-61.04   	-43.33   	 12.47   	 -10.17		
-59.81   	-43.64   	 12.43   	  -5.09		
-57.07   	-42.72   	 12.41   	 -10.17		
-54.02   	-40.59   	 12.37   	 -10.17		
-52.80   	-38.76   	 12.33   	 -10.17		
-54.63   	-38.15   	 12.29   	 -10.17		
-57.07   	-38.15   	 12.25   	 -10.17		
-58.59   	-37.23   	 12.21   	 -10.17		
-57.68   	-34.18   	 12.17   	  -5.09		
-55.24   	-27.47   	 12.15   	 -10.17		
-51.57   	-17.09   	 12.11   	 -10.17		
-47.00   	 -3.97   	 12.07   	  -5.09		
-42.11   	  9.77   	 12.04   	  -5.09		
-37.23   	 21.67   	 12.02   	 -10.17		
-33.57   	 29.30   	 11.98   	  -5.09		
-33.26   	 31.74   	 11.96   	  -5.09		
-36.01   	 28.99   	 11.94   	  -5.09		
-41.50   	 23.19   	 11.92   	 -10.17		
-46.08   	 17.70   	 11.88   	  -5.09		
-46.08   	 16.78   	 11.86   	 -10.17		
-39.37   	 22.28   	 11.82   	  -5.09		
-27.47   	 34.79   	 11.80   	  -5.09		
-14.65   	 49.13   	 11.78   	 -10.17		
 -5.80   	 58.59   	 11.74   	  -5.09		
 -2.14   	 59.20   	 11.72   	 -10.17		
 -1.22   	 50.96   	 11.68   	  -5.09		
  0.00   	 38.76   	 11.66   	  -5.09		
  3.05   	 26.86   	 11.64   	   0.00		
  6.41   	 18.01   	 11.64   	  -5.09		
  6.41   	 10.38   	 11.62   	   0.00		
  0.61   	  2.14   	 11.62   	   0.00		
 -9.77   	 -6.10   	 11.62   	   0.00		
-22.28   	-11.29   	 11.62   	   0.00		
-32.65   	-11.29   	 11.62   	   0.00		
-38.15   	 -6.71   	 11.62   	  -5.09		
-39.37   	 -2.14   	 11.60   	   0.00		
-37.84   	 -1.83   	 11.60   	   0.00		
-37.23   	 -9.16   	 11.60   	  -5.09		
-38.15   	-21.97   	 11.58   	 -10.17		
-40.28   	-35.71   	 11.54   	  -5.09		
-41.81   	-45.47   	 11.52   	  -5.09		
-43.03   	-50.05   	 11.50   	  -5.09		
-44.86   	-50.35   	 11.48   	  -5.09		
-47.91   	-49.74   	 11.45   	   0.00		
-52.80   	-50.05   	 11.45   	   5.09		
-58.59   	-52.49   	 11.48   	  10.17		
-63.17   	-56.15   	 11.52   	  15.26		
-65.31   	-59.81   	 11.58   	  15.26		
-64.70   	-62.26   	 11.64   	  20.35		
-62.26   	-63.17   	 11.72   	  20.35		
-59.81   	-62.56   	 11.80   	  20.35		
-60.12   	-61.65   	 11.88   	  20.35		
-62.87   	-61.34   	 11.96   	  10.17		
-65.00   	-60.73   	 12.00   	   5.09		
-63.78   	-58.29   	 12.02   	   5.09		
-60.73   	-53.41   	 12.04   	  -5.09		
-63.48   	-47.91   	 12.02   	  -5.09		
-77.21   	-43.33   	 12.00   	 -10.17		
-99.79   	-39.06   	 11.96   	 -15.26		
-115.36   	-33.26   	 11.90   	  -5.09		
-101.01   	-23.50   	 11.88   	 -10.17		
-39.06   	 -3.66   	 11.84   	   0.00		
 73.85   	 37.84   	 11.84   	   0.00		
225.52   	114.44   	 11.84   	   0.00		
388.49   	227.66   	 11.84   	  10.17		
526.73   	346.98   	 11.88   	   5.09		
604.25   	415.95(R)	 11.90   	  15.26		
594.79   	383.91   	 11.96   	  10.17		
496.52   	245.36   	 12.00   	  10.17		
340.58   	 50.35   	 12.04   	   5.09		
181.27   	-120.54   	 12.07   	  10.17		
 67.14   	-210.88   	 12.11   	   5.09		
 17.09   	-216.98   	 12.13   	   5.09		
 15.26   	-173.95   	 12.15   	   5.09		
 27.77   	-119.63   	 12.17   	   0.00		
 29.30   	-73.55   	 12.17   	   5.09		
 16.17   	-36.01   	 12.19   	   5.09		
  0.31   	 -5.80   	 12.21   	   5.09		
 -7.63   	 13.12   	 12.23   	   5.09		
 -5.80   	 16.48   	 12.25   	  10.17		
 -0.61   	  7.32   	 12.29   	   0.00		
  1.53   	 -4.58   	 12.29(A)	   0.00		
 -0.92   	 -9.77   	 12.29   	 -10.17		
 -6.41   	 -6.71   	 12.25   	 -25.43		
-12.51   	  0.61   	 12.15   	 -35.61		
-16.78   	  7.32   	 12.00   	 -50.86		
-18.31   	 11.29   	 11.80   	 -61.04		
-16.78   	 12.21   	 11.56   	 -61.04		
-13.43   	 12.51   	 11.31   	 -61.04		
 -9.77   	 12.82   	 11.07   	 -45.78		
 -7.93   	 13.43   	 10.89   	 -25.43		
 -8.85   	 13.12   	 10.78   	   0.00		
-11.29   	 11.90   	 10.78   	  20.35		
-13.43   	 10.99   	 10.86   	  35.61		
-12.51   	 12.82   	 11.01   	  40.69		
 -6.10   	 18.62   	 11.17   	  40.69		
  4.58   	 27.47   	 11.33   	  25.43		
 15.26   	 34.79   	 11.43   	  15.26		
 20.45   	 38.45   	 11.50   	 -10.17		
 18.62   	 38.76   	 11.45   	 -25.43		
 12.21   	 38.45   	 11.35   	 -40.69		
  6.10   	 41.20   	 11.19   	 -45.78		
  6.41   	 47.91   	 11.01   	 -45.78		
 14.65   	 57.68   	 10.82   	 -35.61		
