  I     	  II     	  AOp     	  AOp'		
-23.80   	 -4.27   	 70.17   	 152.59		
-20.14   	  0.61   	 70.78   	 183.11		
-15.87   	  5.19   	 71.52   	 203.46		
-11.90   	  7.93   	 72.33   	 228.89		
-10.07   	  8.85   	 73.24   	 249.24		
 -9.77   	  9.16   	 74.24   	 269.58		
 -9.46   	 11.29   	 75.32   	 289.93		
 -7.93   	 16.48   	 76.48   	 300.10		
 -4.27   	 24.41   	 77.68   	 315.36		
  1.22   	 32.96   	 78.94   	 320.45		
  6.71   	 39.67   	 80.22   	 330.62		
 10.68   	 42.42   	 81.55   	 330.62		
 13.43   	 42.42   	 82.87   	 335.71		
 16.17   	 42.11   	 84.21   	 335.71		
 20.75   	 43.64   	 85.55   	 340.79		
 27.47   	 47.30   	 86.92   	 345.88		
 35.10   	 52.19   	 88.30   	 356.05		
 42.11   	 57.07   	 89.72   	 356.05		
 48.52   	 62.26   	 91.15   	 366.22		
 55.54   	 68.66   	 92.61   	 376.40		
 64.09   	 76.90   	 94.12   	 376.40		
 74.16   	 86.67   	 95.63   	 381.48		
 85.45   	 97.66   	 97.15   	 381.48		
 96.74   	108.95   	 98.68   	 371.31		
107.42   	120.24   	100.16   	 366.22		
117.49   	131.23   	101.63   	 350.97		
127.56   	141.91   	103.03   	 340.79		
137.94   	152.28   	104.39   	 315.36		
148.62   	162.66   	105.66   	 300.10		
159.30   	173.03   	106.86   	 279.75		
168.76   	182.80   	107.98   	 264.50		
176.70   	191.04   	109.03   	 244.15		
182.50   	197.75   	110.01   	 228.89		
187.07   	202.94   	110.93   	 213.63		
190.73   	206.30   	111.78   	 203.46		
192.57   	206.60   	112.59   	 188.20		
190.73   	203.86   	113.35   	 188.20		
183.72   	196.84   	114.10   	 172.94		
171.51   	186.46   	114.79   	 167.85		
154.72   	173.65   	115.46   	 162.77		
134.28   	158.69   	116.11   	 152.59		
111.69   	141.30   	116.72   	 147.51		
 87.28   	122.38   	117.31   	 132.25		
 62.87   	102.54   	117.84   	 132.25		
 39.67   	 82.40   	118.37   	 116.99		
 20.45   	 63.17   	118.84   	 111.90		
  5.19   	 45.47   	119.29   	  96.64		
 -6.71   	 28.99   	119.67   	  96.64		
-16.78   	 14.65   	120.06   	  81.38		
-25.63   	  2.44   	120.39   	  81.38		
-33.87   	 -7.93   	120.71   	  71.21		
-41.81   	-17.09   	121.00   	  76.30		
-49.13   	-25.63   	121.30   	  71.21		
-55.24   	-32.96   	121.59   	  71.21		
-59.51   	-38.76   	121.87   	  76.30		
-61.95   	-41.81   	122.18   	  81.38		
-62.87   	-43.33   	122.50   	  86.47		
-62.56   	-44.25   	122.85   	  96.64		
-61.65   	-46.08   	123.23   	 106.82		
-61.04   	-48.52   	123.66   	 116.99		
-60.73   	-51.57   	124.13   	 127.16		
-60.73   	-54.02   	124.64   	 127.16		
-61.04   	-55.85   	125.15   	 137.33		
-62.26   	-57.68   	125.70   	 137.33		
-63.48   	-59.81   	126.25   	 127.16		
-64.09   	-61.95   	126.75   	 122.07		
-64.09   	-64.09   	127.24   	 101.73		
-62.87   	-65.61   	127.65   	  76.30		
-61.04   	-67.14   	127.95   	  50.86		
-59.81   	-68.05   	128.16   	  10.17		
-59.51   	-68.97   	128.20   	 -25.43		
-59.81   	-69.27   	128.10   	 -71.21		
-60.73   	-68.66   	127.81   	-116.99		
-61.95   	-68.05   	127.34   	-162.77		
-62.87   	-67.75   	126.69   	-203.46		
-63.78   	-67.75   	125.88   	-244.15		
-64.09   	-68.66   	124.90   	-284.84		
-63.48   	-69.58   	123.76   	-325.53		
-61.65   	-69.89   	122.46   	-361.14		
-59.51   	-69.58   	121.02   	-401.83		
-58.29   	-69.27   	119.41   	-432.35		
-58.29   	-68.66   	117.68   	-462.87		
-60.42   	-68.36   	115.83   	-493.39		
-63.48   	-68.05   	113.86   	-513.73		
-65.61   	-66.83   	111.80   	-534.08		
-66.22   	-64.70   	109.66   	-534.08		
-65.00   	-61.95   	107.53   	-539.16		
-62.87   	-59.51   	105.37   	-528.99		
-60.73   	-57.37   	103.25   	-503.56		
-59.51   	-56.15   	101.24   	-483.21		
-58.90   	-55.54   	 99.31   	-447.61		
-58.90   	-55.24   	 97.52   	-412.00		
-58.90   	-54.02   	 95.87   	-366.22		
-57.98   	-51.88   	 94.40   	-315.36		
-56.76   	-49.44   	 93.14   	-274.67		
-55.54   	-47.61   	 92.04   	-223.80		
-54.63   	-47.00   	 91.15   	-172.94		
-54.32   	-47.00   	 90.46   	-127.16		
-53.71   	-47.00   	 89.95   	 -86.47		
-52.19   	-45.47   	 89.60   	 -35.61		
-50.96   	-42.42   	 89.46   	   0.00		
-50.05   	-38.76   	 89.46   	  35.61		
-50.66   	-36.62   	 89.60   	  71.21		
-51.88   	-36.93   	 89.89   	 101.73		
-53.41   	-39.98   	 90.29   	 122.07		
-54.32   	-43.33   	 90.78   	 142.42		
-54.02   	-45.47   	 91.35   	 162.77		
-53.41   	-45.17   	 92.00   	 167.85		
-52.19   	-43.03   	 92.68   	 178.03		
-51.27   	-41.20   	 93.39   	 172.94		
-50.35   	-40.59   	 94.08   	 178.03		
-49.44   	-41.20   	 94.79   	 167.85		
-48.83   	-41.81   	 95.46   	 152.59		
-48.83   	-41.50   	 96.07   	 142.42		
-49.44   	-40.59   	 96.64   	 127.16		
-50.35   	-39.37   	 97.15   	 101.73		
-50.66   	-38.15   	 97.56   	  81.38		
-50.05   	-37.23   	 97.88   	  61.04		
-48.52   	-36.32   	 98.13   	  30.52		
-46.69   	-36.01   	 98.25   	  10.17		
-45.17   	-36.32   	 98.29   	 -15.26		
-43.64   	-36.62   	 98.23   	 -40.69		
-42.42   	-36.32   	 98.07   	 -55.95		
-40.59   	-34.48   	 97.84   	 -81.38		
-39.67   	-31.74   	 97.52   	-101.73		
-39.37   	-28.99   	 97.11   	-116.99		
-39.98   	-27.47   	 96.64   	-132.25		
-40.89   	-26.55   	 96.11   	-142.42		
-41.20   	-26.55   	 95.54   	-157.68		
-41.50   	-26.86   	 94.91   	-157.68		
-41.50   	-28.38   	 94.28   	-167.85		
-41.81   	-31.43   	 93.61   	-167.85		
-42.42   	-35.10   	 92.94   	-172.94		
-42.42   	-37.84   	 92.25   	-167.85		
-42.11   	-37.54   	 91.58   	-172.94		
-41.20   	-34.79   	 90.88   	-162.77		
-39.67   	-31.43   	 90.23   	-167.85		
-38.15   	-29.91   	 89.56   	-157.68		
-37.54   	-31.13   	 88.93   	-157.68		
-38.45   	-34.18   	 88.30   	-147.51		
-40.59   	-37.23   	 87.71   	-142.42		
-42.11   	-38.76   	 87.14   	-137.33		
-41.50   	-38.45   	 86.59   	-127.16		
-39.06   	-36.32   	 86.08   	-122.07		
-36.01   	-33.57   	 85.59   	-111.90		
-33.87   	-31.13   	 85.15   	 -96.64		
-33.26   	-29.91   	 84.76   	 -91.56		
-34.18   	-30.21   	 84.39   	 -76.30		
-36.01   	-31.74   	 84.09   	 -66.12		
-37.54   	-33.26   	 83.82   	 -61.04		
-38.15   	-34.18   	 83.58   	 -45.78		
-37.23   	-33.87   	 83.40   	 -40.69		
-35.10   	-33.26   	 83.23   	 -35.61		
-32.65   	-33.26   	 83.09   	 -30.52		
-30.82   	-34.18   	 82.97   	 -25.43		
-30.52   	-33.87   	 82.87   	 -25.43		
-30.52   	-30.52   	 82.77   	 -25.43		
-29.30   	-22.89   	 82.66   	 -25.43		
-25.02   	-10.99   	 82.56   	 -25.43		
-17.70   	  3.36   	 82.46   	 -30.52		
 -9.46   	 17.09   	 82.34   	 -30.52		
 -3.36   	 27.47   	 82.22   	 -30.52		
 -0.92   	 33.26   	 82.10   	 -35.61		
 -0.61   	 36.62   	 81.95   	 -40.69		
  1.53   	 41.20   	 81.79   	 -35.61		
  8.24   	 50.35   	 81.65   	 -45.78		
 18.31   	 63.17   	 81.46   	 -45.78		
 28.69   	 75.38   	 81.28   	 -45.78		
 35.10   	 81.48   	 81.10   	 -50.86		
 36.01   	 80.57   	 80.89   	 -50.86		
 33.26   	 75.99   	 80.69   	 -50.86		
 29.60   	 71.72   	 80.49   	 -61.04		
 27.16   	 69.58   	 80.24   	 -55.95		
 25.94   	 65.61   	 80.02   	 -61.04		
 25.02   	 55.54   	 79.78   	 -66.12		
 22.28   	 38.45   	 79.51   	 -61.04		
 16.78   	 17.70   	 79.27   	 -66.12		
  7.63   	 -0.92   	 79.00   	 -71.21		
 -3.36   	-14.04   	 78.72   	 -66.12		
-14.95   	-21.97   	 78.45   	 -66.12		
-24.41   	-28.69   	 78.19   	 -66.12		
-30.82   	-36.93   	 77.92   	 -61.04		
-33.87   	-47.00   	 77.68   	 -61.04		
-34.48   	-56.15   	 77.44   	 -61.04		
-33.57   	-61.95   	 77.19   	 -55.95		
-32.04   	-63.48   	 76.97   	 -50.86		
-30.82   	-62.26   	 76.76   	 -45.78		
-31.13   	-60.42   	 76.58   	 -40.69		
-32.35   	-59.51   	 76.42   	 -40.69		
-34.18   	-60.42   	 76.26   	 -40.69		
-36.32   	-62.87   	 76.09   	 -35.61		
-39.06   	-66.22   	 75.95   	 -30.52		
-42.72   	-68.97   	 75.83   	 -35.61		
-45.78   	-70.80   	 75.69   	 -30.52		
-47.91   	-71.11   	 75.56   	 -25.43		
-48.52   	-70.19   	 75.46   	 -30.52		
-47.30   	-68.36   	 75.34   	 -30.52		
-45.47   	-66.22   	 75.22   	 -30.52		
-43.64   	-63.48   	 75.10   	 -30.52		
-42.72   	-60.42   	 74.97   	 -30.52		
-43.64   	-56.15   	 74.85   	 -35.61		
-48.22   	-47.61   	 74.71   	 -30.52		
-57.98   	-28.69   	 74.59   	 -35.61		
-74.77   	  6.41   	 74.45   	 -35.61		
-95.83   	 55.24   	 74.30   	 -35.61		
-108.95   	104.98   	 74.16   	 -40.69		
-94.60   	137.02   	 74.00   	 -40.69		
-31.74   	139.16   	 73.83   	 -40.69		
 88.81   	115.05   	 73.67   	 -45.78		
257.87   	 72.02   	 73.49   	 -45.78		
451.66   	  3.66   	 73.31   	 -40.69		
638.43   	-101.62   	 73.14   	 -45.78		
783.08   	-238.04   	 72.96   	 -45.78		
852.05(R)	-370.79   	 72.78   	 -40.69		
820.62   	-444.03   	 72.61   	 -40.69		
683.90   	-426.03   	 72.45   	 -45.78		
474.85   	-341.49   	 72.27   	 -40.69		
255.43   	-247.80   	 72.11   	 -40.69		
 87.28   	-184.63   	 71.94   	 -40.69		
  1.83   	-149.23   	 71.78   	 -40.69		
-12.51   	-112.30   	 71.62   	 -40.69		
  5.49   	-59.81   	 71.45   	 -45.78		
 19.53   	 -7.02   	 71.27   	 -40.69		
 16.48   	 19.53   	 71.11   	 -45.78		
  1.53   	 13.73   	 70.93   	 -45.78		
-14.04   	 -7.02   	 70.74   	 -40.69		
-22.89   	-20.75   	 70.58   	 -45.78		
-25.94   	-19.53   	 70.40   	 -45.78		
-26.55   	 -9.77   	 70.21   	 -40.69		
-26.86   	 -1.53   	 70.05   	 -45.78		
-28.38   	  2.44   	 69.87   	 -40.69		
-30.21   	  3.36   	 69.70   	 -35.61		
-32.04   	  3.66   	 69.56   	 -35.61		
-32.96   	  4.58   	 69.42   	 -35.61		
-32.04   	  6.10   	 69.28   	 -30.52		
-29.60   	  9.16   	 69.16   	 -30.52		
-26.86   	 13.43   	 69.03   	 -30.52		
-23.50   	 18.31   	 68.91   	 -30.52		
-20.75   	 22.58   	 68.79   	 -30.52		
-18.62   	 25.94   	 68.67   	 -30.52		
-18.01   	 28.99   	 68.55   	 -30.52		
-18.31   	 30.82   	 68.42   	 -25.43		
-19.23   	 31.43   	 68.32   	 -25.43		
-19.84   	 30.52   	 68.22   	 -20.35		
-19.23   	 28.69   	 68.14   	 -10.17		
-17.40   	 27.16   	 68.10   	   0.00		
-14.34   	 27.16   	 68.10   	  20.35		
-10.99   	 29.30   	 68.18   	  40.69		
 -7.32   	 32.96   	 68.34   	  66.12		
 -3.05   	 37.23   	 68.61   	  96.64		
  0.92   	 40.89   	 68.99   	 122.07		
  4.27   	 43.33   	 69.48   	 157.68		
  7.32   	 45.47   	 70.11   	 188.20		
 10.38   	 47.61   	 70.86   	 218.72		
 14.04   	 50.35   	 71.74   	 239.06		
 18.92   	 54.02   	 72.70   	 264.50		
 24.11   	 57.07   	 73.75   	 284.84		
 28.69   	 59.51   	 74.89   	 295.01		
 32.04   	 61.04   	 76.07   	 310.27		
 35.10   	 63.48   	 77.31   	 315.36		
 38.76   	 67.44   	 78.58   	 325.53		
 44.25   	 72.33   	 79.88   	 330.62		
 51.57   	 77.21   	 81.20   	 335.71		
 59.81   	 81.18   	 82.54   	 335.71		
 68.36   	 84.53   	 83.89   	 350.97		
 77.51   	 88.81   	 85.29   	 350.97		
 86.98   	 95.52   	 86.69   	 356.05		
 97.66   	104.98   	 88.12   	 366.22		
108.64   	116.58   	 89.58   	 366.22		
120.24   	129.39   	 91.05   	 371.31		
132.75   	141.91   	 92.53   	 371.31		
146.18   	154.11   	 94.02   	 361.14		
159.61   	165.41   	 95.46   	 356.05		
172.73   	175.17   	 96.89   	 345.88		
184.33   	183.41   	 98.27   	 335.71		
195.01   	190.73   	 99.61   	 315.36		
204.77   	197.14   	100.87   	 305.19		
213.93   	202.64   	102.10   	 284.84		
221.56   	207.52   	103.23   	 264.50		
227.05   	212.40   	104.29   	 254.32		
230.41   	216.98   	105.31   	 228.89		
231.32   	220.03   	106.23   	 218.72		
229.19   	219.73   	107.10   	 198.37		
223.08   	214.54   	107.89   	 188.20		
