  I     	  II     	  LVp     	  LVp'		
-68.66   	-102.84   	  8.67   	   0.00		
-66.83   	-99.79   	  8.67   	   0.00		
-64.39   	-94.60   	  8.67   	  -5.09		
-63.48   	-92.77   	  8.65   	   0.00		
-64.09   	-96.13   	  8.65   	   0.00		
-65.92   	-101.62   	  8.65   	  -5.09		
-67.14   	-104.06   	  8.63   	  -5.09		
-68.36   	-99.79   	  8.61   	   0.00		
-68.66   	-90.03   	  8.61   	  -5.09		
-68.97   	-80.87   	  8.59   	  -5.09		
-68.36   	-77.51   	  8.57   	  -5.09		
-67.44   	-79.96   	  8.55   	  -5.09		
-66.83   	-84.53   	  8.52   	   0.00		
-66.83   	-86.36   	  8.52   	  -5.09		
-67.75   	-83.92   	  8.50   	  -5.09		
-69.27   	-80.26   	  8.48   	  -5.09		
-71.41   	-78.74   	  8.46   	   0.00		
-73.55   	-80.26   	  8.46   	  -5.09		
-75.38   	-80.87   	  8.44   	  -5.09		
-76.60   	-76.29   	  8.42   	   0.00		
-75.99   	-66.53   	  8.42   	   0.00		
-73.85   	-54.02   	  8.42   	  -5.09		
-71.11   	-43.03   	  8.40   	   0.00		
-70.80   	-36.32   	  8.40   	   0.00		
-73.55   	-33.57   	  8.40   	   0.00		
-78.43   	-32.65   	  8.40   	   5.09		
-82.70   	-31.43   	  8.42   	   0.00		
-84.23   	-28.69   	  8.42   	   0.00		
-83.62   	-25.33   	  8.42   	   5.09		
-82.40   	-22.89   	  8.44   	   0.00		
-82.40   	-21.67   	  8.44   	   5.09		
-84.23   	-19.53   	  8.46   	   5.09		
-87.28   	-14.04   	  8.48   	   0.00		
-90.94   	 -4.58   	  8.48   	   5.09		
-94.30   	  7.32   	  8.50   	   5.09		
-97.66   	 18.31   	  8.52   	   0.00		
-100.40   	 26.25   	  8.52   	   5.09		
-102.54   	 32.35   	  8.55   	   5.09		
-104.37   	 39.67   	  8.57   	   0.00		
-106.81   	 49.44   	  8.57   	   5.09		
-110.78   	 61.34   	  8.59   	   0.00		
-117.19   	 73.24   	  8.59   	   0.00		
-125.12   	 82.09   	  8.59   	   5.09		
-132.75   	 88.50   	  8.61   	   0.00		
-140.08   	 94.60   	  8.61   	   0.00		
-147.40   	102.23   	  8.61   	   0.00		
-155.94   	111.08   	  8.61   	  -5.09		
-166.02   	119.32   	  8.59   	   0.00		
-177.00   	123.60   	  8.59   	   0.00		
-187.99   	124.51   	  8.59   	   0.00		
-197.75   	125.43   	  8.59   	  -5.09		
-206.60   	129.70   	  8.57   	  -5.09		
-215.15   	137.63   	  8.55   	  -5.09		
-224.00   	146.18   	  8.52   	  -5.09		
-232.85   	150.15   	  8.50   	  -5.09		
-240.78   	147.71   	  8.48   	 -10.17		
-246.58   	140.99   	  8.44   	 -10.17		
-248.11   	133.97   	  8.40   	 -10.17		
-245.06   	130.00   	  8.36   	 -10.17		
-238.65   	128.48   	  8.32   	 -10.17		
-230.10   	126.34   	  8.28   	 -15.26		
-220.03   	119.63   	  8.22   	 -10.17		
-208.13   	106.20   	  8.18   	 -15.26		
-193.18   	 87.28   	  8.12   	 -10.17		
-174.26   	 66.22   	  8.08   	 -10.17		
-151.98   	 46.39   	  8.04   	 -10.17		
-127.56   	 30.21   	  8.00   	  -5.09		
-103.45   	 17.40   	  7.98   	  -5.09		
-81.79   	  5.80   	  7.96   	  -5.09		
-62.56   	 -5.19   	  7.93   	   0.00		
-46.08   	-15.87   	  7.93   	   0.00		
-32.35   	-24.41   	  7.93   	   5.09		
-20.75   	-30.82   	  7.96   	   5.09		
-11.60   	-35.10   	  7.98   	  10.17		
 -4.27   	-38.76   	  8.02   	  10.17		
  1.83   	-42.72   	  8.06   	  10.17		
  7.32   	-47.00   	  8.10   	  15.26		
 12.21   	-49.44   	  8.16   	  10.17		
 15.87   	-49.13   	  8.20   	  15.26		
 17.70   	-47.00   	  8.26   	  15.26		
 18.62   	-44.86   	  8.32   	  15.26		
 18.92   	-44.25   	  8.38   	  15.26		
 18.92   	-46.39   	  8.44   	  10.17		
 18.31   	-51.27   	  8.48   	  15.26		
 17.40   	-57.98   	  8.55   	  15.26		
 17.09   	-65.61   	  8.61   	  10.17		
 17.40   	-72.33   	  8.65   	  10.17		
 18.31   	-75.38   	  8.69   	   5.09		
 19.23   	-73.85   	  8.71   	  10.17		
 18.01   	-68.97   	  8.75   	   5.09		
 15.56   	-63.17   	  8.77   	   5.09		
 12.82   	-58.59   	  8.79   	   0.00		
 11.90   	-55.85   	  8.79   	   0.00		
 12.82   	-53.71   	  8.79   	   0.00		
 13.73   	-52.19   	  8.79   	  -5.09		
 13.43   	-50.96   	  8.77   	   0.00		
 12.21   	-49.44   	  8.77   	  -5.09		
 10.99   	-47.00   	  8.75   	 -10.17		
 11.29   	-43.33   	  8.71   	  -5.09		
 12.21   	-39.98   	  8.69   	  -5.09		
 13.43   	-38.45   	  8.67   	 -10.17		
 13.73   	-39.98   	  8.63   	  -5.09		
 12.82   	-43.64   	  8.61   	 -10.17		
