  I     	  II     	  LV     	  LV'		
-54.93   	 27.16   	 10.46   	 162.77		
-55.85   	 30.52   	 11.11   	 142.42		
-55.85   	 34.48   	 11.68   	  91.56		
-52.49   	 36.32   	 12.04   	  30.52		
-47.00   	 35.71   	 12.17   	 -40.69		
-42.11   	 33.87   	 12.00   	 -81.38		
-41.50   	 32.65   	 11.68   	-106.82		
-46.08   	 32.65   	 11.25   	-101.73		
-53.71   	 31.74   	 10.84   	 -55.95		
-60.12   	 28.08   	 10.62   	   0.00		
-62.56   	 21.06   	 10.62   	  35.61		
-61.34   	 12.51   	 10.76   	  71.21		
-59.51   	  4.58   	 11.05   	  76.30		
-57.37   	 -1.22   	 11.35   	  81.38		
-52.80   	 -3.05   	 11.68   	  71.21		
-43.64   	 -0.61   	 11.96   	  45.78		
-31.43   	  3.05   	 12.15   	  15.26		
-22.58   	  3.97   	 12.21   	 -10.17		
-24.72   	 -0.61   	 12.17   	 -25.43		
-36.93   	 -9.77   	 12.07   	 -30.52		
-50.96   	-19.23   	 11.94   	 -25.43		
-56.76   	-23.80   	 11.84   	 -10.17		
-51.57   	-23.19   	 11.80   	   5.09		
-41.50   	-20.14   	 11.82   	  20.35		
-35.40   	-18.92   	 11.90   	  40.69		
-37.23   	-20.75   	 12.07   	  45.78		
-43.03   	-24.41   	 12.25   	  66.12		
-45.78   	-27.77   	 12.51   	  61.04		
-41.20   	-30.52   	 12.76   	  35.61		
-29.30   	-32.96   	 12.90   	   5.09		
-15.26   	-36.01   	 12.92   	 -15.26		
 -4.88   	-40.89   	 12.86   	 -20.35		
 -2.75   	-48.52   	 12.78   	 -10.17		
 -9.46   	-58.29   	 12.74   	  25.43		
-19.84   	-66.53   	 12.84   	 111.90		
-25.94   	-69.89   	 13.29   	 300.10		
-23.50   	-67.14   	 14.49   	 366.22		
-14.65   	-63.17   	 15.95   	  45.78		
 -6.10   	-63.78   	 16.13   	-417.09		
 -2.75   	-72.94   	 14.47   	-681.58		
 -3.66   	-88.81   	 11.74   	-615.46		
 -1.83   	-103.45   	  9.28   	-305.19		
  7.32   	-110.47   	  8.06   	  71.21		
 21.97   	-110.47   	  8.34   	 335.71		
 34.18   	-109.86   	  9.68   	 478.13		
 35.40   	-115.36   	 11.60   	 523.90		
 25.63   	-128.78   	 13.69   	 442.52		
 13.43   	-145.26   	 15.46   	 249.24		
  9.46   	-155.94   	 16.46   	  30.52		
 18.31   	-157.78   	 16.58   	-157.68		
 34.48   	-153.81   	 15.95   	-284.84		
 49.13   	-151.06   	 14.81   	-335.71		
 54.32   	-154.42   	 13.47   	-305.19		
 50.05   	-163.57   	 12.25   	-208.54		
 42.42   	-174.26   	 11.41   	 -86.47		
 36.93   	-181.58   	 11.07   	  45.78		
 35.40   	-183.72   	 11.25   	 157.68		
 35.71   	-182.19   	 11.88   	 213.63		
 35.10   	-179.75   	 12.74   	 218.72		
 33.57   	-178.22   	 13.61   	 167.85		
 34.18   	-177.00   	 14.28   	  91.56		
 39.98   	-173.65   	 14.65   	  -5.09		
 49.13   	-167.85   	 14.63   	 -91.56		
 55.24   	-161.13   	 14.26   	-127.16		
 52.19   	-157.78   	 13.75   	-132.25		
 39.37   	-160.52   	 13.22   	-116.99		
 24.72   	-166.32   	 12.76   	 -66.12		
 18.92   	-169.07   	 12.49   	  -5.09		
 26.86   	-164.49   	 12.47   	  45.78		
 41.20   	-155.64   	 12.66   	  86.47		
 50.35   	-148.93   	 13.00   	  96.64		
 47.61   	-148.93   	 13.39   	  86.47		
 35.40   	-153.20   	 13.73   	  66.12		
 24.11   	-155.94   	 14.00   	  30.52		
 20.75   	-153.20   	 14.12   	   0.00		
 22.89   	-148.62   	 14.12   	 -25.43		
 24.11   	-146.79   	 14.02   	 -45.78		
 21.97   	-149.84   	 13.84   	 -40.69		
 19.53   	-154.42   	 13.67   	 -35.61		
 21.36   	-155.33   	 13.53   	 -15.26		
 27.16   	-151.98   	 13.47   	   0.00		
 32.04   	-147.09   	 13.47   	  25.43		
 32.65   	-142.82   	 13.57   	  30.52		
 28.99   	-140.08   	 13.69   	  35.61		
 24.72   	-137.63   	 13.84   	  40.69		
 21.06   	-134.28   	 14.00   	  30.52		
 15.56   	-131.84   	 14.12   	  20.35		
  7.93   	-130.31   	 14.20   	  10.17		
  1.22   	-127.87   	 14.24   	  -5.09		
  1.83   	-122.68   	 14.22   	 -20.35		
 10.99   	-113.83   	 14.14   	 -20.35		
 22.58   	-104.68   	 14.06   	 -25.43		
 27.47   	-99.49   	 13.96   	 -15.26		
 22.89   	-98.88   	 13.90   	  -5.09		
 12.21   	-100.10   	 13.88   	   5.09		
  2.44   	-98.57   	 13.90   	  20.35		
 -1.83   	-93.69   	 13.98   	  20.35		
 -2.14   	-86.98   	 14.06   	  15.26		
 -4.27   	-82.40   	 14.12   	  10.17		
-10.07   	-80.87   	 14.16   	  10.17		
-16.78   	-79.35   	 14.20   	   0.00		
-19.84   	-75.38   	 14.20   	  -5.09		
-16.17   	-65.92   	 14.18   	  -5.09		
