  I     	  II     	  PW     	  PW'		
-50.05   	 -8.85   	 13.04   	  15.26		
-48.83   	 -7.02   	 13.10   	  10.17		
-48.22   	 -6.41   	 13.14   	   5.09		
-48.52   	 -7.93   	 13.16   	   5.09		
-48.22   	 -9.77   	 13.18   	  -5.09		
-46.69   	-10.38   	 13.16   	  -5.09		
-43.95   	 -9.46   	 13.14   	  -5.09		
-41.50   	 -7.63   	 13.12   	 -10.17		
-39.67   	 -6.41   	 13.08   	 -10.17		
-39.37   	 -6.71   	 13.04   	 -10.17		
-39.98   	 -7.02   	 13.00   	 -15.26		
-39.98   	 -6.71   	 12.94   	 -15.26		
-38.45   	 -5.19   	 12.88   	 -15.26		
-36.32   	 -3.97   	 12.82   	 -15.26		
-34.48   	 -3.66   	 12.76   	 -15.26		
-33.26   	 -3.97   	 12.70   	 -20.35		
-32.65   	 -4.58   	 12.61   	 -15.26		
-32.04   	 -5.19   	 12.55   	 -20.35		
-30.21   	 -5.80   	 12.47   	 -20.35		
-27.77   	 -6.10   	 12.39   	 -20.35		
-25.33   	 -6.41   	 12.31   	 -15.26		
-23.80   	 -5.19   	 12.25   	 -20.35		
-22.28   	 -3.36   	 12.17   	 -15.26		
-20.14   	 -2.44   	 12.11   	 -20.35		
-17.40   	 -3.05   	 12.02   	 -15.26		
-14.65   	 -5.80   	 11.96   	 -15.26		
-12.21   	 -9.46   	 11.90   	 -15.26		
-10.99   	-12.82   	 11.84   	 -15.26		
-10.68   	-15.87   	 11.78   	 -10.17		
 -9.77   	-17.70   	 11.74   	 -15.26		
 -7.63   	-16.78   	 11.68   	 -15.26		
 -4.27   	-12.51   	 11.62   	 -10.17		
 -0.61   	 -5.19   	 11.58   	 -15.26		
  2.75   	  0.92   	 11.52   	 -15.26		
  4.88   	  2.44   	 11.45   	 -10.17		
  6.41   	 -1.53   	 11.41   	 -15.26		
  7.63   	 -8.24   	 11.35   	 -15.26		
  7.93   	-14.04   	 11.29   	 -10.17		
  7.93   	-17.09   	 11.25   	 -15.26		
  7.63   	-17.09   	 11.19   	 -15.26		
  7.93   	-16.17   	 11.13   	 -10.17		
  8.85   	-14.95   	 11.09   	 -10.17		
  9.46   	-13.43   	 11.05   	 -10.17		
  8.54   	-11.90   	 11.01   	  -5.09		
  6.41   	-10.38   	 10.99   	 -10.17		
  3.66   	 -7.93   	 10.95   	  -5.09		
  1.83   	 -3.97   	 10.93   	  -5.09		
  0.92   	  2.14   	 10.91   	   0.00		
  0.31   	  9.77   	 10.91   	  -5.09		
 -0.92   	 16.78   	 10.89   	   0.00		
 -3.36   	 22.28   	 10.89   	  -5.09		
 -5.80   	 26.86   	 10.86   	   0.00		
 -8.54   	 31.13   	 10.86   	   0.00		
-11.90   	 35.71   	 10.86   	   0.00		
-15.26   	 39.67   	 10.86   	  -5.09		
-18.92   	 42.11   	 10.84   	   0.00		
-21.97   	 42.42   	 10.84   	  -5.09		
-24.41   	 41.50   	 10.82   	  -5.09		
-25.63   	 40.59   	 10.80   	   0.00		
-27.16   	 39.37   	 10.80   	  -5.09		
-28.99   	 37.23   	 10.78   	  -5.09		
-31.13   	 33.57   	 10.76   	  -5.09		
-33.26   	 29.30   	 10.74   	   0.00		
-35.10   	 24.72   	 10.74   	   0.00		
-36.62   	 21.06   	 10.74   	  -5.09		
-37.84   	 17.70   	 10.72   	   5.09		
-38.45   	 14.95   	 10.74   	   0.00		
-38.76   	 12.82   	 10.74   	  10.17		
-39.37   	 11.90   	 10.78   	   5.09		
-40.89   	 11.29   	 10.80   	  10.17		
-43.33   	  9.77   	 10.84   	  15.26		
-46.08   	  7.32   	 10.91   	  15.26		
-48.22   	  4.27   	 10.97   	  15.26		
-49.44   	  1.53   	 11.03   	  20.35		
-49.74   	  0.61   	 11.11   	  20.35		
-49.74   	  1.83   	 11.19   	  20.35		
-49.13   	  3.97   	 11.27   	  15.26		
-48.52   	  4.88   	 11.33   	  10.17		
-48.52   	  3.97   	 11.37   	   5.09		
-48.22   	  1.22   	 11.39   	   5.09		
-47.30   	 -1.53   	 11.41   	   0.00		
-45.17   	 -3.05   	 11.41   	   0.00		
-43.03   	 -2.75   	 11.41   	   0.00		
-42.11   	 -1.53   	 11.41   	   5.09		
-42.72   	 -1.22   	 11.43   	  15.26		
-44.86   	 -2.14   	 11.50   	  20.35		
-46.08   	 -3.66   	 11.58   	  25.43		
-45.47   	 -5.49   	 11.68   	  35.61		
-43.03   	 -6.71   	 11.82   	  45.78		
-39.98   	 -7.02   	 12.00   	  50.86		
-37.84   	 -6.10   	 12.21   	  55.95		
-36.62   	 -3.97   	 12.43   	  55.95		
-36.62   	 -1.22   	 12.66   	  61.04		
-36.62   	  1.22   	 12.90   	  55.95		
-36.62   	  2.14   	 13.12   	  61.04		
-36.01   	  1.53   	 13.37   	  50.86		
-35.71   	  0.00   	 13.57   	  45.78		
-35.40   	 -0.31   	 13.75   	  45.78		
-35.10   	  1.22   	 13.94   	  40.69		
-34.18   	  4.58   	 14.10   	  30.52		
-33.26   	  7.32   	 14.22   	  30.52		
-32.35   	  7.63   	 14.34   	  30.52		
-32.04   	  5.19   	 14.47   	  25.43		
-32.65   	  1.22   	 14.57   	  25.43		
-32.96   	 -0.61   	 14.67   	  20.35		
-32.04   	  1.22   	 14.75   	  20.35		
-29.30   	  5.80   	 14.83   	  25.43		
-27.16   	 10.07   	 14.93   	  15.26		
-26.55   	 11.60   	 14.99   	  20.35		
-28.38   	 10.38   	 15.08   	  20.35		
-31.74   	  8.24   	 15.16   	  15.26		
-33.87   	  7.32   	 15.22   	  15.26		
-34.18   	  8.54   	 15.28   	  15.26		
-32.35   	 10.68   	 15.34   	  10.17		
-30.21   	 11.90   	 15.38   	  10.17		
-28.99   	 11.90   	 15.42   	   5.09		
-28.99   	 10.99   	 15.44   	   0.00		
-30.21   	  9.16   	 15.44   	   0.00		
-31.13   	  7.32   	 15.44   	   0.00		
-31.74   	  5.80   	 15.44   	  -5.09		
-32.35   	  3.97   	 15.42   	 -10.17		
-32.65   	  2.14   	 15.38   	  -5.09		
-33.57   	  1.22   	 15.36   	 -15.26		
-34.48   	  0.31   	 15.30   	 -10.17		
-34.79   	 -0.61   	 15.26   	 -15.26		
-33.87   	 -2.14   	 15.20   	 -10.17		
-32.96   	 -4.58   	 15.16   	 -15.26		
-32.35   	 -6.41   	 15.10   	 -20.35		
-32.96   	 -7.02   	 15.02   	 -15.26		
-34.48   	 -5.80   	 14.95   	 -15.26		
-35.71   	 -4.27   	 14.89   	 -20.35		
-36.01   	 -3.97   	 14.81   	 -15.26		
-35.71   	 -5.19   	 14.75   	 -20.35		
-34.79   	 -6.71   	 14.67   	 -15.26		
-34.48   	 -7.93   	 14.61   	 -15.26		
-35.10   	 -7.93   	 14.55   	 -20.35		
-36.01   	 -7.93   	 14.47   	 -20.35		
-36.32   	 -8.54   	 14.38   	 -15.26		
-35.71   	-10.07   	 14.32   	 -20.35		
-34.18   	-10.99   	 14.24   	 -15.26		
-32.96   	 -9.77   	 14.18   	 -15.26		
-32.35   	 -6.10   	 14.12   	 -20.35		
-32.04   	 -2.44   	 14.04   	 -15.26		
-30.82   	 -0.61   	 13.98   	 -10.17		
-27.77   	 -1.83   	 13.94   	 -15.26		
-23.19   	 -6.71   	 13.88   	 -10.17		
-18.62   	-13.43   	 13.84   	 -10.17		
-15.56   	-20.75   	 13.79   	 -10.17		
-14.65   	-26.86   	 13.75   	  -5.09		
-13.73   	-29.91   	 13.73   	 -10.17		
-10.68   	-28.38   	 13.69   	  -5.09		
 -5.19   	-21.97   	 13.67   	 -10.17		
  0.92   	-13.12   	 13.63   	 -10.17		
  4.58   	 -4.88   	 13.59   	  -5.09		
  4.27   	  1.22   	 13.57   	 -15.26		
  1.53   	  7.02   	 13.51   	 -10.17		
 -1.22   	 15.26   	 13.47   	 -15.26		
 -2.44   	 25.94   	 13.41   	 -10.17		
 -2.44   	 35.71   	 13.37   	 -15.26		
 -3.05   	 38.76   	 13.31   	 -15.26		
 -4.88   	 31.43   	 13.25   	 -15.26		
 -7.32   	 16.78   	 13.18   	 -15.26		
 -8.85   	  1.53   	 13.12   	 -10.17		
 -8.54   	 -6.41   	 13.08   	 -15.26		
 -7.93   	 -3.36   	 13.02   	 -10.17		
 -9.16   	  7.63   	 12.98   	  -5.09		
-14.34   	 18.31   	 12.96   	 -10.17		
-24.11   	 20.45   	 12.92   	  -5.09		
-36.32   	 11.60   	 12.90   	   0.00		
-47.61   	 -3.36   	 12.90   	  -5.09		
-55.54   	-17.40   	 12.88   	   5.09		
-59.20   	-25.02   	 12.90   	   0.00		
-59.51   	-26.25   	 12.90   	  10.17		
-57.98   	-25.33   	 12.94   	   5.09		
-56.76   	-25.33   	 12.96   	  10.17		
-55.54   	-27.16   	 13.00   	  10.17		
-54.93   	-28.99   	 13.04   	  15.26		
-55.24   	-29.30   	 13.10   	  15.26		
-56.15   	-27.77   	 13.16   	  10.17		
-57.07   	-25.02   	 13.20   	  15.26		
-56.76   	-21.67   	 13.27   	  10.17		
-54.63   	-18.31   	 13.31   	  10.17		
-51.88   	-16.17   	 13.35   	  10.17		
