  I     	  II     	  AOp     	  AOp'		
-49.13   	-32.96   	130.54   	-401.83		
-54.32   	-44.86   	128.93   	-401.83		
-59.20   	-60.73   	127.32   	-406.92		
-63.48   	-74.46   	125.70   	-412.00		
-64.39   	-77.21   	124.05   	-417.09		
-56.15   	-64.39   	122.38   	-406.92		
-39.06   	-41.81   	120.75   	-401.83		
-22.58   	-23.19   	119.15   	-391.66		
-17.40   	-19.23   	117.58   	-371.31		
-28.08   	-31.74   	116.09   	-350.97		
-48.22   	-50.05   	114.69   	-325.53		
-65.00   	-61.04   	113.39   	-310.27		
-70.19   	-60.12   	112.15   	-284.84		
-66.83   	-54.02   	111.01   	-269.58		
-61.04   	-48.52   	109.93   	-254.32		
-53.41   	-42.42   	108.91   	-244.15		
-42.72   	-30.52   	107.93   	-228.89		
-28.99   	-10.38   	107.02   	-218.72		
-15.56   	 13.73   	106.14   	-208.54		
 -7.93   	 33.57   	105.31   	-198.37		
 -9.16   	 40.89   	104.52   	-188.20		
-18.31   	 36.93   	103.76   	-178.03		
-28.38   	 30.21   	103.05   	-162.77		
-32.04   	 29.91   	102.40   	-142.42		
-25.63   	 40.28   	101.83   	-122.07		
-12.51   	 60.73   	101.34   	-106.82		
 -0.31   	 83.62   	100.92   	 -81.38		
  4.88   	100.10   	100.59   	 -61.04		
  4.27   	107.12   	100.35   	 -40.69		
  4.58   	106.81   	100.18   	 -30.52		
 11.90   	103.45   	100.06   	 -15.26		
 23.19   	101.32   	100.00   	 -10.17		
 29.91   	100.10   	 99.96   	  -5.09		
 25.63   	 94.30   	 99.94   	 -10.17		
  9.77   	 78.74   	 99.90   	 -15.26		
-10.99   	 52.19   	 99.84   	 -20.35		
-26.55   	 22.28   	 99.76   	 -40.69		
-30.52   	  0.31   	 99.59   	 -45.78		
-25.02   	 -9.16   	 99.41   	 -66.12		
-21.06   	-14.34   	 99.15   	 -76.30		
-28.08   	-27.47   	 98.84   	 -91.56		
-45.17   	-52.19   	 98.47   	-101.73		
-61.95   	-80.26   	 98.07   	-106.82		
-66.22   	-97.96   	 97.64   	-116.99		
-54.32   	-98.57   	 97.17   	-116.99		
-35.71   	-87.89   	 96.70   	-122.07		
