  I     	  II     	  LV     	  LV'		
-17.09   	 26.86   	 39.27   	-778.23		
-16.48   	 33.26   	 36.15   	-732.45		
-13.43   	 39.98   	 33.22   	-691.76		
-10.99   	 40.59   	 30.46   	-661.24		
-10.07   	 34.79   	 27.81   	-635.81		
-10.07   	 26.25   	 25.27   	-610.37		
-10.68   	 18.31   	 22.83   	-584.94		
-11.29   	 12.21   	 20.49   	-549.34		
-11.90   	  7.02   	 18.29   	-508.65		
-12.51   	  0.92   	 16.26   	-473.04		
-12.51   	 -5.49   	 14.36   	-432.35		
-12.51   	-11.60   	 12.63   	-396.74		
-11.60   	-15.56   	 11.05   	-371.31		
 -8.85   	-14.34   	  9.56   	-340.79		
 -4.27   	 -8.54   	  8.20   	-310.27		
  0.92   	 -1.53   	  6.96   	-284.84		
  3.05   	  1.83   	  5.82   	-249.24		
 -0.92   	 -0.92   	  4.82   	-218.72		
 -9.77   	 -6.41   	  3.95   	-188.20		
-18.01   	 -9.16   	  3.19   	-162.77		
-21.67   	 -4.88   	  2.54   	-137.33		
-18.01   	  5.80   	  1.99   	-116.99		
-10.38   	 16.17   	  1.53   	 -91.56		
 -3.36   	 21.36   	  1.16   	 -71.21		
 -1.22   	 20.14   	  0.87   	 -45.78		
 -4.58   	 15.56   	  0.69   	 -30.52		
 -9.46   	 12.82   	  0.57   	 -20.35		
-10.07   	 15.56   	  0.49   	 -10.17		
 -4.27   	 22.89   	  0.45   	   0.00		
  5.19   	 29.60   	  0.45   	   0.00		
 12.51   	 32.04   	  0.45   	   0.00		
 13.12   	 29.91   	  0.45   	   5.09		
  7.63   	 25.63   	  0.47   	  10.17		
 -0.31   	 21.97   	  0.51   	  20.35		
 -8.24   	 17.40   	  0.59   	  20.35		
-15.26   	  9.46   	  0.67   	  25.43		
-19.53   	 -2.44   	  0.77   	  25.43		
-20.45   	-14.65   	  0.87   	  25.43		
-18.01   	-23.80   	  0.98   	  25.43		
-14.65   	-27.47   	  1.08   	  25.43		
-11.60   	-25.63   	  1.18   	  25.43		
 -9.46   	-19.23   	  1.28   	  35.61		
 -6.71   	 -8.54   	  1.42   	  35.61		
 -2.75   	  2.44   	  1.57   	  30.52		
  0.00   	 10.38   	  1.69   	  35.61		
  0.31   	 14.04   	  1.83   	  35.61		
 -0.92   	 15.56   	  1.97   	  30.52		Beg---------
 -2.44   	 17.40   	  2.10   	  30.52		
 -3.36   	 21.67   	  2.22   	  30.52		
 -4.88   	 27.47   	  2.34   	  30.52		
 -7.02   	 34.79   	  2.46   	  25.43		
 -5.80   	 47.00   	  2.56   	  25.43		
 -0.61   	 63.48   	  2.67   	  20.35		
  5.80   	 78.74   	  2.75   	  20.35		
  7.93   	 85.75   	  2.83   	  10.17		
  3.36   	 79.96   	  2.87   	  15.26		
 -4.88   	 65.92   	  2.93   	  10.17		
 -8.54   	 52.80   	  2.97   	  10.17		
 -4.88   	 46.39   	  3.01   	  10.17		
  2.14   	 45.78   	  3.05   	  15.26		
  7.02   	 45.78   	  3.11   	  10.17		
  5.80   	 39.98   	  3.15   	  15.26		
 -1.22   	 26.86   	  3.21   	  20.35		
 -8.85   	  9.16   	  3.30   	  20.35		
-14.65   	 -9.46   	  3.38   	  25.43		
-16.78   	-25.63   	  3.48   	  30.52		
-15.87   	-36.01   	  3.60   	  35.61		
-12.82   	-41.81   	  3.74   	  40.69		
 -9.16   	-44.56   	  3.91   	  40.69		
 -6.10   	-47.61   	  4.07   	  45.78		
 -4.58   	-52.19   	  4.25   	  45.78		
 -4.58   	-58.29   	  4.44   	  45.78		
 -6.10   	-65.92   	  4.62   	  55.95		
 -7.02   	-74.16   	  4.84   	  50.86		
 -4.88   	-82.70   	  5.05   	  55.95		
  1.53   	-90.33   	  5.27   	  55.95		
 10.99   	-95.83   	  5.49   	  55.95		
 18.62   	-98.57   	  5.72   	  61.04		
 20.45   	-100.40   	  5.96   	  55.95		
 15.87   	-101.93   	  6.19   	  55.95		
  7.63   	-101.01   	  6.41   	  61.04		
  1.22   	-95.21   	  6.65   	  55.95		
  0.92   	-84.23   	  6.88   	  55.95		
  7.32   	-69.58   	  7.10   	  61.04		
 17.70   	-55.24   	  7.34   	  55.95		
 27.47   	-45.78   	  7.57   	  50.86		
 31.74   	-42.11   	  7.77   	  55.95		
 28.08   	-43.33   	  8.00   	  55.95		
 18.62   	-45.78   	  8.22   	  55.95		
  9.16   	-45.47   	  8.44   	  55.95		
  5.19   	-38.76   	  8.67   	  61.04		
  7.93   	-26.25   	  8.91   	  55.95		
 12.21   	-15.26   	  9.14   	  55.95		
 10.38   	-13.73   	  9.36   	  55.95		
 -0.61   	-24.72   	  9.58   	  61.04		
-15.56   	-41.81   	  9.83   	  50.86		
-25.02   	-53.71   	 10.03   	  55.95		
-25.02   	-55.24   	 10.25   	  61.04		
-17.70   	-49.74   	 10.50   	  55.95		
-10.99   	-45.78   	 10.72   	  55.95		
-10.99   	-48.83   	 10.95   	  55.95		
-17.70   	-56.46   	 11.17   	  61.04		
-26.86   	-63.17   	 11.41   	  55.95		
-34.18   	-64.70   	 11.64   	  61.04		
-38.45   	-63.17   	 11.88   	  55.95		
-39.98   	-61.04   	 12.11   	  66.12		
-39.37   	-61.65   	 12.37   	  61.04		
-37.84   	-68.05   	 12.61   	  61.04		
-36.62   	-79.35   	 12.86   	  71.21		
-35.10   	-87.28   	 13.14   	  66.12		
-30.21   	-76.29   	 13.41   	  76.30		
-15.56   	-27.77   	 13.71   	  81.38		
 14.34   	 68.05   	 14.04   	  86.47		
 63.48   	204.16   	 14.38   	  91.56		
130.00   	361.02   	 14.75   	 101.73		
205.99   	516.97   	 15.16   	 106.82		
280.76   	657.04   	 15.58   	 213.63		
376.28   	835.27   	 16.44   	 106.82		
378.72   	838.93(R)	 16.87(E)	 111.90		
343.93   	766.60   	 17.31   	 111.90		
276.49   	621.34   	 17.76   	 127.16		
190.12   	429.99   	 18.27   	 137.33		
104.68   	234.07   	 18.82   	 162.77		
 38.45   	 72.02   	 19.47   	 188.20		
 -0.92   	-31.13   	 20.22   	 233.98		
-18.62   	-75.07   	 21.16   	 274.67		
-26.86   	-81.79   	 22.26   	 330.62		
-33.26   	-79.65   	 23.58   	 386.57		
-38.15   	-86.98   	 25.13   	 452.69		
-40.59   	-105.29   	 26.94   	 513.73		
-42.42   	-125.73   	 28.99   	 574.77		
-46.69   	-138.55   	 31.29   	 630.72		
-53.10   	-143.13   	 33.81   	 676.50		
-58.90   	-144.65   	 36.52   	 722.28		
-60.12   	-146.79   	 39.41   	 762.97		
-55.85   	-149.84   	 42.46   	 788.40		
-49.74   	-151.67   	 45.62   	 818.92		
-46.39   	-152.89   	 48.89   	 839.26		
-45.78   	-153.50   	 52.25   	 849.44		
-44.56   	-151.98   	 55.65   	 849.44		
-40.28   	-146.79   	 59.04   	 839.26		
-32.96   	-137.94   	 62.40   	 824.00		
-27.16   	-128.48   	 65.70   	 788.40		
-28.99   	-125.12   	 68.85   	 747.71		
-38.45   	-130.62   	 71.84   	 701.93		
-50.66   	-141.30   	 74.65   	 640.89		
-57.07   	-148.93   	 77.21   	 584.94		
-54.02   	-148.32   	 79.55   	 523.90		
-44.56   	-139.16   	 81.65   	 473.04		
-35.10   	-126.65   	 83.54   	 417.09		
-30.82   	-118.71   	 85.21   	 371.31		
-32.65   	-120.54   	 86.69   	 340.79		
-37.84   	-130.00   	 88.06   	 305.19		
-43.64   	-140.99   	 89.28   	 284.84		
-47.30   	-147.09   	 90.42   	 274.67		
-48.52   	-145.87   	 91.52   	 269.58		
-48.83   	-140.69   	 92.59   	 269.58		
-50.96   	-137.33   	 93.67   	 274.67		
-57.07   	-140.38   	 94.77   	 284.84		
-64.09   	-146.79   	 95.91   	 289.93		
-66.22   	-149.84   	 97.07   	 305.19		
-59.51   	-145.57   	 98.29   	 305.19		
-47.30   	-137.63   	 99.51   	 315.36		
-36.01   	-132.75   	100.77   	 320.45		
-31.43   	-136.41   	102.05   	 320.45		
-33.57   	-146.48   	103.34   	 315.36		
-36.62   	-155.33   	104.60   	 315.36		
-37.84   	-157.17   	105.86   	 310.27		
-37.23   	-152.89   	107.10   	 300.10		
-37.84   	-147.71   	108.30   	 295.01		
-39.67   	-145.57   	109.48   	 279.75		
-39.98   	-145.57   	110.60   	 279.75		
-36.62   	-144.35   	111.72   	 274.67		
-30.21   	-139.77   	112.82   	 264.50		
-23.19   	-133.36   	113.88   	 264.50		
-20.14   	-129.39   	114.93   	 254.32		
-23.19   	-131.23   	115.95   	 249.24		
-30.21   	-136.72   	116.95   	 244.15		
-35.71   	-140.38   	117.92   	 244.15		
-35.10   	-137.33   	118.90   	 249.24		
-25.63   	-126.34   	119.90   	 249.24		
 -9.46   	-109.56   	120.89   	 254.32		
  6.10   	-92.16   	121.91   	 259.41		
 15.87   	-78.43   	122.95   	 254.32		
 18.01   	-68.66   	123.97   	 254.32		
 14.65   	-61.95   	124.98   	 259.41		
 11.29   	-55.54   	126.02   	 259.41		
 11.29   	-46.69   	127.06   	 264.50		
 14.95   	-34.18   	128.12   	 269.58		
 20.75   	-18.31   	129.20   	 269.58		
 26.25   	 -1.83   	130.27   	 279.75		
 30.82   	 15.26   	131.39   	 279.75		
 35.71   	 31.74   	132.51   	 269.58		
 41.20   	 47.00   	133.59   	 264.50		
 46.39   	 58.59   	134.65   	 244.15		
 48.52   	 65.31   	135.63   	 228.89		
 46.08   	 65.61   	136.54   	 208.54		
 40.89   	 62.56   	137.37   	 188.20		
 36.93   	 61.65   	138.13   	 162.77		
 38.15   	 67.14   	138.78   	 137.33		
 44.56   	 79.65   	139.33   	 111.90		
 54.93   	 97.35   	139.78   	  86.47		
 67.14   	116.58   	140.12   	  66.12		
 79.65   	133.97   	140.39   	  45.78		
 86.67   	144.65   	140.57   	  35.61		
 83.62   	145.57   	140.71   	  30.52		
 70.50   	137.63   	140.83   	  35.61		
 52.19   	125.12   	140.98   	  30.52		
 37.54   	115.05   	141.10   	  10.17		
 32.65   	112.00   	141.14(S)	 -20.35		
 35.71   	115.36   	141.06   	 -66.12		
 38.76   	120.24   	140.79   	-106.82		
 36.01   	121.77   	140.37   	-127.16		
 28.08   	118.71   	139.86   	-132.25		
 18.92   	112.00   	139.33   	-116.99		
 11.90   	103.15   	138.86   	 -96.64		
  7.63   	 95.83   	138.47   	 -66.12		
  6.10   	 93.99   	138.21   	 -40.69		
  7.02   	 97.35   	138.05   	 -20.35		
 10.38   	103.45   	137.96   	  -5.09		
 14.04   	106.81   	137.94   	  -5.09		
 14.65   	102.84   	137.92   	 -25.43		
 11.60   	 93.38   	137.82   	 -50.86		
  7.32   	 84.23   	137.62   	 -81.38		
  3.36   	 79.35   	137.29   	-132.25		
  0.00   	 76.29   	136.76   	-178.03		
 -4.27   	 70.50   	136.05   	-233.98		
-10.38   	 60.12   	135.12   	-310.27		
-15.87   	 49.13   	133.88   	-396.74		
-17.70   	 43.64   	132.29   	-513.73		
-15.56   	 44.56   	130.23   	-640.89		
-13.73   	 47.00   	127.67   	-778.23		
-14.65   	 46.39   	124.56   	-915.56		
-17.09   	 43.03   	120.89   	-1032.55		
-15.87   	 42.11   	116.76   	-1129.19		
 -8.54   	 47.30   	112.25   	-1210.58		
  1.83   	 57.07   	107.41   	-1261.44		
  9.16   	 64.70   	102.36   	-1291.96		
  8.54   	 65.61   	 97.19   	-1307.22		
  0.61   	 59.81   	 91.96   	-1291.96		
-10.68   	 50.05   	 86.80   	-1266.53		
-20.14   	 40.59   	 81.73   	-1230.92		
-24.72   	 34.18   	 76.81   	-1180.06		
-24.11   	 31.74   	 72.09   	-1139.36		
-20.14   	 32.04   	 67.53   	-1108.85		
-14.65   	 34.79   	 63.09   	-1073.24		
-10.38   	 38.45   	 58.80   	-1042.72		
 -8.24   	 40.59   	 54.63   	-996.94		
 -8.24   	 39.37   	 50.64   	-946.08		
-10.38   	 32.96   	 46.86   	-879.96		
-14.65   	 21.97   	 43.34   	-824.00		
-21.06   	 10.38   	 40.04   	-768.05		
-26.25   	  5.19   	 36.97   	-732.45		
-25.33   	  9.77   	 34.04   	-707.02		
-16.78   	 21.97   	 31.21   	-681.58		
 -3.36   	 34.79   	 28.48   	-666.32		
  7.63   	 40.59   	 25.82   	-635.81		
  9.46   	 36.62   	 23.28   	-595.11		
  1.83   	 26.25   	 20.90   	-549.34		
-10.07   	 14.65   	 18.70   	-498.47		
-18.62   	  7.63   	 16.70   	-437.43		
-19.23   	  6.71   	 14.95   	-381.48		
-14.65   	  8.54   	 13.43   	-330.62		
-10.38   	 10.38   	 12.11   	-279.75		
 -9.16   	 10.38   	 10.99   	-239.06		
