  I     	  II     	  LV     	  LV'		
-19.23   	  4.88   	 57.97   	-946.08		
-15.87   	 10.99   	 54.18   	-910.47		
-12.51   	 16.48   	 50.54   	-879.96		
-10.07   	 19.53   	 47.02   	-844.35		
 -9.16   	 20.45   	 43.64   	-803.66		
 -9.77   	 20.14   	 40.43   	-768.05		
-12.21   	 19.84   	 37.35   	-727.36		
-15.26   	 19.53   	 34.45   	-681.58		
-17.70   	 18.62   	 31.72   	-640.89		
-17.09   	 17.70   	 29.16   	-595.11		
-13.43   	 17.40   	 26.78   	-559.51		
 -8.54   	 18.31   	 24.54   	-513.73		
 -4.88   	 20.14   	 22.48   	-473.04		
 -3.97   	 22.28   	 20.59   	-432.35		
 -5.80   	 24.11   	 18.86   	-396.74		
 -7.93   	 24.72   	 17.27   	-356.05		
 -9.16   	 24.11   	 15.85   	-320.45		
 -9.16   	 22.28   	 14.57   	-289.93		
 -9.46   	 20.14   	 13.41   	-254.32		
 -9.77   	 19.23   	 12.39   	-223.80		
-10.07   	 21.06   	 11.50   	-198.37		
 -9.46   	 26.25   	 10.70   	-167.85		
 -7.02   	 31.74   	 10.03   	-142.42		
 -3.36   	 34.18   	  9.46   	-122.07		
  0.92   	 31.13   	  8.97   	 -96.64		
  4.27   	 22.58   	  8.59   	 -76.30		
  6.71   	 11.29   	  8.28   	 -61.04		
  8.54   	  2.14   	  8.04   	 -45.78		
 10.68   	 -0.61   	  7.85   	 -30.52		
 13.12   	  3.66   	  7.73   	 -15.26		
 16.48   	 11.90   	  7.67   	  -5.09		
 19.53   	 19.84   	  7.65   	   5.09		
 22.58   	 25.02   	  7.67   	  15.26		
 25.33   	 29.91   	  7.73   	  20.35		
 27.16   	 38.76   	  7.81   	  30.52		
 27.16   	 51.57   	  7.93   	  35.61		
 23.80   	 62.87   	  8.08   	  40.69		
 17.09   	 66.22   	  8.24   	  45.78		
 10.68   	 58.29   	  8.42   	  45.78		
  7.93   	 42.72   	  8.61   	  50.86		
  9.77   	 27.47   	  8.81   	  50.86		
 14.34   	 17.40   	  9.01   	  50.86		
 18.01   	 14.34   	  9.22   	  50.86		
 18.01   	 16.78   	  9.42   	  50.86		
 13.43   	 22.28   	  9.62   	  50.86		
  5.80   	 27.77   	  9.83   	  45.78		
 -3.66   	 30.21   	 10.01   	  50.86		
-14.34   	 25.94   	 10.21   	  45.78		
-23.50   	 15.26   	 10.40   	  45.78		
-29.91   	  1.83   	 10.58   	  45.78		
-32.35   	 -9.77   	 10.76   	  45.78		
-32.04   	-15.87   	 10.95   	  40.69		
-29.91   	-16.48   	 11.11   	  40.69		
-28.69   	-14.65   	 11.27   	  40.69		
-28.38   	-13.12   	 11.43   	  40.69		
-29.60   	-13.12   	 11.60   	  40.69		
-30.52   	-14.65   	 11.76   	  35.61		
-30.52   	-16.17   	 11.90   	  40.69		
-29.60   	-17.40   	 12.07   	  40.69		
-28.99   	-18.31   	 12.23   	  40.69		
-29.60   	-18.62   	 12.39   	  40.69		
-30.82   	-18.01   	 12.55   	  40.69		
-31.13   	-16.78   	 12.72   	  40.69		
-29.30   	-14.95   	 12.88   	  40.69		
-26.55   	-12.21   	 13.04   	  40.69		
-25.02   	 -9.16   	 13.20   	  40.69		
-25.33   	 -5.80   	 13.37   	  40.69		
-26.25   	  0.31   	 13.53   	  45.78		
-23.50   	 11.90   	 13.71   	  40.69		
-12.21   	 32.35   	 13.88   	  45.78		
 13.43   	 67.44   	 14.06   	  45.78		
 59.20   	129.39   	 14.24   	  45.78		
128.48   	231.63   	 14.43   	  45.78		
218.81   	382.39   	 14.61   	  50.86		
317.69   	570.07   	 14.81   	  96.64		
460.21   	846.86(R)	 15.20(E)	  55.95		
470.28   	810.24   	 15.42   	  55.95		
429.69   	625.92   	 15.65   	  50.86		
343.93   	346.07   	 15.85   	  61.04		
230.41   	 58.90   	 16.09   	  55.95		
115.97   	-159.61   	 16.32   	  61.04		
 28.69   	-278.93   	 16.56   	  61.04		
-15.56   	-313.42   	 16.81   	  66.12		
-22.58   	-292.97   	 17.07   	  66.12		
-13.43   	-240.78   	 17.33   	  71.21		
 -8.85   	-170.59   	 17.62   	  76.30		
-14.95   	-96.74   	 17.92   	  86.47		
-26.86   	-39.37   	 18.27   	  96.64		
-36.62   	-12.21   	 18.66   	 106.82		
-41.50   	-13.73   	 19.08   	 122.07		
-42.72   	-28.08   	 19.57   	 142.42		
-42.42   	-38.45   	 20.14   	 172.94		
-40.28   	-38.15   	 20.83   	 193.29		
-35.71   	-31.13   	 21.61   	 228.89		
-30.82   	-25.33   	 22.52   	 269.58		
-28.08   	-25.02   	 23.60   	 305.19		
-29.60   	-29.30   	 24.82   	 350.97		
-34.18   	-34.18   	 26.23   	 396.74		
-39.06   	-36.32   	 27.81   	 442.52		
-42.11   	-35.10   	 29.58   	 493.39		
-41.81   	-31.74   	 31.56   	 544.25		
-36.93   	-28.38   	 33.73   	 590.03		
-29.60   	-26.86   	 36.09   	 630.72		
-23.19   	-27.16   	 38.62   	 676.50		
-20.75   	-28.38   	 41.32   	 707.02		
-22.58   	-30.21   	 44.15   	 737.54		
-25.94   	-32.65   	 47.10   	 768.05		
-28.69   	-34.79   	 50.17   	 788.40		
-30.21   	-36.01   	 53.33   	 798.57		
-30.52   	-35.10   	 56.52   	 813.83		
-28.99   	-31.74   	 59.78   	 813.83		
-25.33   	-26.86   	 63.03   	 818.92		
-20.75   	-22.58   	 66.31   	 813.83		
-17.40   	-21.67   	 69.56   	 803.66		
-17.40   	-24.72   	 72.78   	 798.57		
-19.53   	-29.60   	 75.97   	 783.31		
-21.06   	-34.18   	 79.10   	 768.05		
-20.45   	-36.01   	 82.18   	 752.79		
-18.62   	-35.40   	 85.19   	 732.45		
-17.40   	-33.87   	 88.12   	 707.02		
-17.09   	-32.65   	 90.95   	 686.67		
-16.78   	-32.35   	 93.69   	 666.32		
-14.65   	-32.96   	 96.36   	 640.89		
-10.99   	-33.26   	 98.92   	 615.46		
 -7.63   	-33.26   	101.38   	 590.03		
 -6.71   	-32.04   	103.74   	 564.60		
 -9.16   	-30.82   	106.00   	 539.16		
-13.73   	-30.82   	108.16   	 513.73		
-17.40   	-31.13   	110.21   	 493.39		
-16.17   	-31.74   	112.19   	 467.95		
 -9.16   	-30.82   	114.06   	 447.61		
  1.22   	-28.99   	115.85   	 427.26		
 10.38   	-26.55   	117.56   	 406.92		
 14.04   	-25.02   	119.19   	 386.57		
 11.90   	-25.02   	120.73   	 366.22		
  7.32   	-25.33   	122.20   	 356.05		
  4.58   	-25.33   	123.62   	 340.79		
  5.19   	-25.02   	124.98   	 325.53		
  8.54   	-24.11   	126.29   	 310.27		
 12.51   	-22.28   	127.53   	 300.10		
 15.87   	-18.62   	128.73   	 289.93		
 18.31   	-13.12   	129.89   	 274.67		
 20.14   	 -7.93   	130.99   	 264.50		
 21.36   	 -5.19   	132.04   	 254.32		
 20.45   	 -6.41   	133.06   	 249.24		
 17.70   	-10.68   	134.06   	 233.98		
 13.73   	-14.65   	134.99   	 223.80		
 11.29   	-16.17   	135.89   	 213.63		
