  I     	  II     	  PW     	  PW'		
-87.89   	-118.10   	 10.17(A)	 249.24		
-86.06   	-115.66   	 11.17   	 523.90		
-84.53   	-114.44   	 13.27   	 661.24		
-84.23   	-114.44   	 15.91   	 488.30		
-84.84   	-114.44   	 17.86   	 152.59		
-85.75   	-113.83   	 18.47   	-284.84		
-85.75   	-113.53   	 17.33   	-610.37		
-84.84   	-113.83   	 14.89   	-630.72		
-83.62   	-114.75   	 12.37   	-467.95		
-82.70   	-115.36   	 10.50   	-244.15		
-81.79   	-115.36   	  9.52   	  45.78		
-81.18   	-115.36   	  9.70   	 295.01		
-79.96   	-115.36   	 10.89   	 361.14		
-78.43   	-115.66   	 12.33   	 300.10		
-75.99   	-115.05   	 13.53   	 178.03		
-72.94   	-112.30   	 14.24   	   5.09		
-70.19   	-107.12   	 14.26   	-106.82		
-68.05   	-101.01   	 13.84   	-167.85		
-66.83   	-95.83   	 13.16   	-203.46		
-65.92   	-91.86   	 12.35   	-157.68		
-64.70   	-89.42   	 11.72   	 -66.12		
-63.17   	-87.28   	 11.45   	   5.09		
-61.65   	-85.45   	 11.48   	  50.86		
-60.12   	-84.23   	 11.68   	  25.43		
-58.90   	-83.01   	 11.78   	 -66.12		
-57.68   	-81.18   	 11.52   	-127.16		
-56.46   	-78.13   	 11.01   	 -96.64		
-54.93   	-73.55   	 10.62   	 -76.30		
-52.80   	-68.97   	 10.32   	 -71.21		
-49.74   	-65.31   	 10.03   	  -5.09		
-46.08   	-62.87   	 10.01   	  66.12		
-42.72   	-60.73   	 10.27   	  66.12		
-39.37   	-57.07   	 10.54   	  50.86		
-35.40   	-51.57   	 10.74   	  30.52		
-30.82   	-44.56   	 10.86   	  -5.09		
-25.63   	-36.93   	 10.84   	 -61.04		
-19.84   	-28.99   	 10.60   	 -76.30		
-14.34   	-21.97   	 10.29   	 -40.69		
 -9.16   	-15.56   	 10.13   	  25.43		
 -3.66   	 -8.54   	 10.23   	  76.30		
  2.75   	  0.00   	 10.54   	  86.47		
 10.38   	 10.99   	 10.89   	  91.56		
 18.92   	 23.50   	 11.25   	  86.47		
 27.77   	 37.23   	 11.60   	  30.52		
 36.01   	 50.66   	 11.72   	 -50.86		
 43.33   	 61.95   	 11.52   	 -81.38		
 49.13   	 71.11   	 11.19   	 -50.86		
 53.10   	 77.82   	 10.99   	 -25.43		
 54.93   	 81.48   	 10.89   	 -20.35		
