  I     	  II     	  AOp     	  AOp'		
  5.80   	-106.20   	 51.94   	 -55.95		
  4.88   	-105.59   	 51.72   	 -45.78		
  3.66   	-105.59   	 51.54   	 -40.69		
  1.22   	-108.03   	 51.37   	 -30.52		
 -1.83   	-112.30   	 51.25   	 -25.43		
 -3.36   	-115.97   	 51.15   	 -15.26		
 -2.14   	-115.97   	 51.09   	 -15.26		
  1.53   	-112.30   	 51.03   	 -20.35		
  5.49   	-108.03   	 50.95   	 -25.43		
  7.02   	-106.20   	 50.84   	 -30.52		
  5.49   	-108.03   	 50.72   	 -45.78		
  2.44   	-111.39   	 50.54   	 -50.86		
 -0.92   	-114.14   	 50.34   	 -61.04		
 -3.66   	-114.14   	 50.09   	 -71.21		
 -5.80   	-112.61   	 49.81   	 -71.21		
 -7.63   	-111.39   	 49.52   	 -81.38		
 -9.77   	-111.69   	 49.20   	 -76.30		
-10.07   	-112.61   	 48.89   	 -76.30		
 -8.54   	-112.30   	 48.59   	 -71.21		
 -6.10   	-110.47   	 48.30   	 -71.21		
 -3.66   	-108.03   	 48.02   	 -61.04		
 -3.05   	-106.81   	 47.77   	 -55.95		
 -4.27   	-107.12   	 47.55   	 -50.86		
 -6.10   	-108.03   	 47.34   	 -45.78		
 -7.63   	-109.25   	 47.16   	 -50.86		
 -8.85   	-110.47   	 46.96   	 -45.78		
 -9.77   	-112.30   	 46.77   	 -45.78		
-10.07   	-114.14   	 46.59   	 -40.69		
 -9.46   	-115.36   	 46.43   	 -45.78		
 -8.54   	-114.75   	 46.25   	 -40.69		
 -7.63   	-112.30   	 46.08   	 -35.61		
 -7.63   	-109.86   	 45.94   	 -40.69		
 -7.63   	-108.03   	 45.78   	 -35.61		
 -7.32   	-107.73   	 45.64   	 -40.69		
 -7.32   	-108.95   	 45.47   	 -40.69		
 -7.93   	-111.08   	 45.31   	 -40.69		
 -9.77   	-113.53   	 45.15   	 -40.69		
-11.90   	-116.27   	 44.98   	 -45.78		
-13.43   	-118.41   	 44.80   	 -45.78		
-14.04   	-119.32   	 44.62   	 -45.78		
-13.43   	-118.41   	 44.44   	 -40.69		
-11.60   	-115.97   	 44.27   	 -40.69		
 -9.16   	-113.53   	 44.11   	 -40.69		
 -7.02   	-112.00   	 43.95   	 -35.61		
 -6.10   	-111.69   	 43.80   	 -30.52		
 -7.32   	-112.00   	 43.68   	 -30.52		
-10.68   	-112.30   	 43.56   	 -30.52		
-13.43   	-111.08   	 43.44   	 -25.43		
-13.73   	-109.86   	 43.34   	 -25.43		
-11.60   	-108.95   	 43.23   	 -25.43		
 -8.54   	-108.95   	 43.13   	 -25.43		
 -6.41   	-109.25   	 43.03   	 -25.43		
 -6.41   	-108.64   	 42.93   	 -30.52		
 -7.63   	-107.12   	 42.81   	 -25.43		
 -9.77   	-105.29   	 42.71   	 -35.61		
-11.29   	-104.06   	 42.56   	 -30.52		
-12.21   	-102.84   	 42.44   	 -35.61		
-11.29   	-101.01   	 42.30   	 -30.52		
 -9.16   	-97.66   	 42.18   	 -30.52		
 -6.71   	-93.38   	 42.05   	 -30.52		
 -5.49   	-90.03   	 41.93   	 -20.35		
 -6.41   	-89.11   	 41.85   	 -25.43		
 -8.24   	-90.64   	 41.75   	 -15.26		
 -9.46   	-93.38   	 41.69   	 -15.26		
 -9.46   	-95.21   	 41.63   	 -10.17		
 -9.16   	-95.83   	 41.59   	 -15.26		
 -9.46   	-95.83   	 41.53   	 -15.26		
-10.99   	-96.44   	 41.46   	 -15.26		
-12.82   	-97.66   	 41.40   	 -20.35		
-14.04   	-98.57   	 41.32   	 -20.35		
-14.04   	-98.27   	 41.24   	 -25.43		
-13.12   	-96.13   	 41.14   	 -30.52		
-12.21   	-92.47   	 41.02   	 -35.61		
-11.60   	-88.20   	 40.87   	 -30.52		
-10.99   	-83.92   	 40.75   	 -30.52		
-10.07   	-81.79   	 40.63   	 -30.52		
 -9.77   	-81.48   	 40.51   	 -30.52		
-10.99   	-83.01   	 40.39   	 -30.52		
-14.34   	-85.75   	 40.26   	 -25.43		
