  I     	  II     	  PW     	  PW'		
 -8.54   	  3.36   	 34.75   	 -10.17		
 -7.63   	  3.97   	 34.71   	 -10.17		
 -4.27   	  6.10   	 34.67   	 -15.26		
 -0.92   	  8.24   	 34.61   	 -10.17		
  0.61   	  9.77   	 34.57   	 -10.17		
 -0.61   	 10.38   	 34.53   	   0.00		
 -2.44   	 10.07   	 34.53   	  10.17		
 -3.66   	 10.07   	 34.57   	  10.17		
 -3.66   	 10.68   	 34.61   	  20.35		
 -3.66   	 11.60   	 34.69   	  25.43		
 -3.66   	 12.82   	 34.79   	  20.35		
 -2.75   	 13.73   	 34.87   	  25.43		
 -0.92   	 14.34   	 34.97   	  20.35		
  1.53   	 14.34   	 35.06   	  15.26		
  2.14   	 12.51   	 35.12   	  10.17		
  0.61   	 10.07   	 35.16   	   0.00		
 -2.14   	  7.02   	 35.16   	   0.00		
 -3.97   	  5.19   	 35.16   	  -5.09		
 -3.05   	  4.58   	 35.14   	  -5.09		
 -1.22   	  4.58   	 35.12   	 -10.17		
 -0.31   	  4.88   	 35.08   	 -15.26		
 -1.22   	  5.19   	 35.02   	 -15.26		
 -3.36   	  5.49   	 34.95   	 -20.35		
 -6.41   	  6.10   	 34.87   	 -20.35		
 -8.85   	  7.32   	 34.79   	 -25.43		
 -9.77   	  7.93   	 34.69   	 -25.43		
 -9.16   	  8.24   	 34.59   	 -30.52		
 -7.63   	  8.24   	 34.47   	 -25.43		
 -6.10   	  8.24   	 34.36   	 -25.43		
 -5.80   	  8.54   	 34.26   	 -30.52		
 -7.32   	  9.16   	 34.14   	 -20.35		
 -9.16   	 10.07   	 34.06   	 -25.43		
 -9.77   	 10.07   	 33.96   	 -20.35		
 -8.85   	  9.77   	 33.88   	 -20.35		
 -6.41   	  9.46   	 33.79   	 -20.35		
 -3.66   	  9.46   	 33.71   	 -20.35		
 -2.44   	  9.77   	 33.63   	 -20.35		
 -3.66   	  9.46   	 33.55   	 -25.43		
 -6.71   	  7.93   	 33.45   	 -30.52		
-10.38   	  5.49   	 33.33   	 -30.52		
-12.21   	  3.05   	 33.20   	 -30.52		
-10.68   	  1.53   	 33.08   	 -30.52		
 -7.63   	  1.22   	 32.96   	 -30.52		
 -5.19   	  2.14   	 32.84   	 -35.61		
 -4.27   	  3.66   	 32.70   	 -25.43		
 -5.19   	  4.88   	 32.59   	 -30.52		
 -6.71   	  5.19   	 32.47   	 -25.43		
 -7.32   	  4.88   	 32.37   	 -25.43		
 -7.93   	  4.27   	 32.27   	 -20.35		
 -8.24   	  4.58   	 32.19   	 -20.35		
 -7.93   	  7.32   	 32.11   	 -20.35		
 -6.71   	 12.21   	 32.02   	 -20.35		
 -4.88   	 18.31   	 31.94   	 -20.35		
 -2.14   	 24.41   	 31.86   	 -20.35		
  0.00   	 29.91   	 31.78   	 -15.26		
  1.53   	 35.40   	 31.72   	 -20.35		
  1.22   	 41.50   	 31.64   	 -25.43		
  0.00   	 48.22   	 31.54   	 -15.26		
 -0.92   	 56.46   	 31.47   	 -20.35		
  1.22   	 66.83   	 31.39   	 -20.35		
  6.71   	 79.04   	 31.31   	 -20.35		
 13.73   	 91.55   	 31.23   	 -25.43		
 17.70   	101.32   	 31.13   	 -20.35		
 15.26   	104.68   	 31.05   	 -20.35		
  7.02   	 99.79   	 30.97   	 -25.43		
 -2.44   	 89.42   	 30.86   	 -25.43		
 -6.71   	 77.51   	 30.76   	 -30.52		
 -3.66   	 68.66   	 30.64   	 -30.52		
  4.88   	 65.31   	 30.52   	 -30.52		
 12.21   	 67.44   	 30.40   	 -30.52		
 14.65   	 72.33   	 30.27   	 -35.61		
 11.29   	 78.74   	 30.13   	 -30.52		
  7.02   	 83.62   	 30.01   	 -40.69		
  5.80   	 84.23   	 29.85   	 -35.61		
  8.24   	 78.43   	 29.70   	 -35.61		
 11.29   	 65.61   	 29.56   	 -45.78		
 11.90   	 47.91   	 29.38   	 -45.78		
  9.16   	 29.60   	 29.20   	 -50.86		
  5.19   	 15.26   	 28.99   	 -55.95		
  2.44   	  5.80   	 28.77   	 -55.95		
 -0.61   	 -1.83   	 28.55   	 -61.04		
 -5.80   	-10.99   	 28.30   	 -55.95		
-14.04   	-22.28   	 28.08   	 -40.69		
-23.19   	-32.65   	 27.91   	 -30.52		
-28.69   	-38.45   	 27.79   	  -5.09		
-28.08   	-37.54   	 27.77   	  10.17		
-23.80   	-33.26   	 27.81   	  30.52		
-19.53   	-28.69   	 27.93   	  40.69		
-17.70   	-26.25   	 28.10   	  45.78		
-18.92   	-26.86   	 28.28   	  40.69		
-21.67   	-29.30   	 28.44   	  35.61		
-23.50   	-31.74   	 28.59   	  15.26		
-24.11   	-34.48   	 28.65   	   0.00		
-23.50   	-36.62   	 28.65   	 -15.26		
-22.28   	-36.62   	 28.59   	 -35.61		
-20.75   	-34.18   	 28.44   	 -50.86		
-19.84   	-30.82   	 28.24   	 -50.86		
-18.01   	-29.91   	 28.04   	 -50.86		
-11.29   	-35.71   	 27.83   	 -45.78		
  5.19   	-50.96   	 27.65   	 -40.69		
 39.37   	-75.07   	 27.49   	 -35.61		
 98.88   	-103.15   	 27.34   	 -30.52		
187.68   	-127.87   	 27.22   	 -30.52		
300.29   	-142.21   	 27.10   	 -30.52		
423.89   	-140.69   	 26.98   	 -30.52		
538.94   	-119.32   	 26.86   	 -30.52		
624.69   	-72.02   	 26.73   	 -40.69		
655.52   	  9.46   	 26.57   	 -40.69		
599.37   	133.06   	 26.41   	 -35.61		
433.35   	304.26   	 26.27   	 -40.69		
161.44   	522.16   	 26.10   	 -30.52		
