  I     	  II     	  LV     	  LV'		
-21.06   	-75.38   	  5.82   	 -86.47		
-19.53   	-75.68   	  5.47   	 -71.21		
-18.92   	-77.51   	  5.19   	 -71.21		
-19.84   	-80.57   	  4.90   	 -61.04		
-20.75   	-83.01   	  4.66   	 -55.95		
-21.67   	-84.23   	  4.44   	 -50.86		
-21.97   	-84.53   	  4.23   	 -40.69		
-22.58   	-84.84   	  4.07   	 -35.61		
-23.80   	-85.14   	  3.93   	 -25.43		
-25.94   	-86.06   	  3.83   	 -15.26		
-28.08   	-86.67   	  3.76   	 -10.17		
-28.69   	-87.28   	  3.72   	   0.00		
-27.16   	-87.89   	  3.72   	   5.09		
-24.72   	-88.20   	  3.74   	  10.17		
-23.50   	-88.81   	  3.78   	  15.26		
-24.11   	-89.42   	  3.85   	  15.26		
-24.72   	-90.03   	  3.91   	  15.26		
-24.11   	-91.25   	  3.97   	  20.35		
-22.28   	-92.16   	  4.05   	  25.43		
-21.67   	-93.38   	  4.15   	  25.43		
-23.80   	-94.60   	  4.25   	  25.43		
-28.08   	-96.13   	  4.35   	  30.52		
-31.13   	-97.66   	  4.48   	  30.52		
-30.52   	-98.57   	  4.60   	  30.52		
-26.55   	-99.18   	  4.72   	  30.52		
-22.58   	-98.57   	  4.84   	  30.52		
-21.67   	-97.66   	  4.96   	  30.52		
-24.41   	-96.74   	  5.09   	  30.52		
-28.38   	-95.83   	  5.21   	  30.52		
-31.13   	-96.13   	  5.33   	  30.52		
-30.82   	-97.96   	  5.45   	  25.43		
-28.38   	-101.32   	  5.55   	  25.43		
-25.94   	-105.29   	  5.66   	  25.43		
-25.94   	-107.73   	  5.76   	  20.35		
-28.08   	-107.73   	  5.84   	  20.35		
-29.91   	-105.29   	  5.92   	  15.26		
-29.91   	-101.62   	  5.98   	  15.26		
-27.77   	-98.57   	  6.04   	  10.17		
-24.72   	-96.74   	  6.08   	  10.17		
-23.19   	-96.13   	  6.12   	   5.09		
-23.80   	-97.05   	  6.14   	   5.09		
-25.94   	-98.57   	  6.16   	   0.00		
-27.47   	-100.10   	  6.16   	   5.09		
-27.47   	-101.01   	  6.19   	   0.00		
-26.55   	-100.71   	  6.19   	   0.00		
-26.25   	-99.79   	  6.19   	   0.00		
-26.86   	-97.96   	  6.19   	   0.00		
-28.08   	-95.52   	  6.19   	   0.00		
-28.99   	-92.47   	  6.19   	   0.00		
-28.99   	-89.72   	  6.19   	   5.09		
-27.77   	-86.67   	  6.21   	   0.00		
-25.94   	-82.40   	  6.21   	   0.00		
-24.11   	-75.07   	  6.21   	   5.09		
-22.28   	-63.48   	  6.23   	   5.09		
-20.75   	-48.83   	  6.25   	  10.17		
-18.31   	-33.26   	  6.29   	  10.17		
-14.95   	-20.75   	  6.33   	  10.17		
-10.99   	-13.73   	  6.37   	  10.17		
 -8.85   	-12.21   	  6.41   	  10.17		
 -8.54   	-13.12   	  6.45   	  10.17		
 -9.46   	-12.51   	  6.49   	  10.17		
 -8.85   	 -5.80   	  6.53   	  10.17		
 -4.88   	  8.24   	  6.57   	  10.17		
  0.31   	 26.55   	  6.61   	   5.09		
  4.58   	 43.33   	  6.63   	  10.17		
  6.41   	 52.80   	  6.67   	  10.17		
  7.32   	 52.19   	  6.71   	  10.17		
 10.38   	 44.25   	  6.75   	   5.09		
 14.65   	 33.26   	  6.78   	  10.17		
 18.01   	 22.89   	  6.82   	  10.17		
 17.09   	 13.12   	  6.86   	  10.17		
 11.90   	  2.14   	  6.90   	   5.09		
  4.88   	-12.21   	  6.92   	   5.09		
 -0.61   	-28.38   	  6.94   	   5.09		
 -3.97   	-44.25   	  6.96   	  10.17		
 -7.32   	-56.76   	  7.00   	   5.09		
-12.51   	-65.92   	  7.02   	   5.09		
-19.84   	-73.24   	  7.04   	   5.09		
-27.16   	-79.65   	  7.06   	   5.09		
-31.43   	-86.06   	  7.08   	  10.17		
-32.35   	-92.77   	  7.12   	  10.17		
-31.43   	-99.18   	  7.16   	  15.26		
-31.43   	-104.37   	  7.22   	  10.17		
-32.35   	-106.81   	  7.26   	  15.26		
-33.57   	-106.51   	  7.32   	  20.35		
