  I     	  II     	  PW     	  PW'		
 25.63   	-32.04   	 13.63   	 -55.95		
 12.82   	-32.96   	 13.41   	 -45.78		
  0.00   	-42.11   	 13.22   	 -35.61		
-10.68   	-55.24   	 13.08   	 -30.52		
-17.40   	-69.27   	 12.96   	 -25.43		
-20.45   	-81.18   	 12.86   	 -20.35		
-21.36   	-89.72   	 12.78   	 -25.43		
-21.36   	-93.69   	 12.68   	 -30.52		
-21.06   	-92.47   	 12.55   	 -30.52		
-20.75   	-88.50   	 12.43   	 -30.52		
-21.06   	-84.53   	 12.31   	 -25.43		
-21.97   	-83.62   	 12.21   	 -10.17		
-24.11   	-85.75   	 12.17   	  15.26		
-26.86   	-88.81   	 12.23   	  45.78		
-29.30   	-89.72   	 12.41   	  86.47		
-30.21   	-87.28   	 12.76   	 116.99		
-29.30   	-82.70   	 13.22   	 142.42		
-27.16   	-78.43   	 13.79   	 162.77		
-25.33   	-76.90   	 14.45   	 167.85		
-26.55   	-81.48   	 15.12   	 167.85		
-34.48   	-96.74   	 15.79   	 147.51		
-50.66   	-126.34   	 16.38   	 132.25		
-75.07   	-170.29   	 16.91   	 116.99		
-101.32   	-218.81   	 17.38   	 101.73		
-117.19   	-252.69   	 17.78   	  86.47		
-105.29   	-247.80   	 18.13   	  71.21		
-49.13   	-186.46   	 18.41   	  61.04		
 59.51   	-66.83   	 18.66   	  50.86		
215.15   	 99.18   	 18.86   	  40.69		
395.51   	297.24   	 19.02   	  35.61		
562.74   	524.60   	 19.17   	  25.43		
674.74   	781.56   	 19.27   	  20.35		
696.72   	1035.46   	 19.35   	  15.26		
463.56   	1233.22(R)	 19.41(A)	   0.00		
279.54   	1062.93   	 19.41   	  -5.09		
116.27   	751.95   	 19.39   	  -5.09		
  0.31   	418.09   	 19.37   	 -10.17		
-69.89   	170.90   	 19.33   	 -15.26		
-112.92   	 48.22   	 19.27   	 -10.17		
-143.13   	 19.84   	 19.23   	 -20.35		
-161.44   	 30.82   	 19.15   	 -15.26		
-161.44   	 41.81   	 19.08   	 -15.26		
-141.60   	 39.37   	 19.02   	 -20.35		
-109.86   	 23.80   	 18.94   	 -20.35		
