  I     	  II     	  PW     	  PW'		
 22.58   	 95.83   	  7.83   	 -35.61		
 30.21   	112.30   	  7.69   	 -25.43		
 44.25   	130.92   	  7.59   	  -5.09		
 53.71   	144.96   	  7.57   	   5.09		
 62.87   	160.52   	  7.59   	  20.35		
 75.68   	176.09   	  7.67   	  35.61		
 74.77   	185.85   	  7.81   	  40.69		
 79.35   	199.89   	  7.98   	  45.78		
 83.92   	211.18   	  8.16   	  50.86		
 83.62   	216.06   	  8.36   	  45.78		
 79.65   	220.64   	  8.55   	  45.78		
 71.72   	215.15   	  8.73   	  40.69		
 61.65   	204.47   	  8.89   	  25.43		
 46.39   	191.65   	  8.99   	  20.35		
 31.43   	169.68   	  9.07   	  10.17		
 22.28   	150.76   	  9.11   	  10.17		
  7.02   	129.39   	  9.16   	   5.09		
-10.99   	101.62   	  9.18   	  10.17		
-23.50   	 78.43   	  9.22   	  15.26		
-40.89   	 50.35   	  9.28   	  15.26		
-57.07   	 23.19   	  9.34   	  15.26		
-68.66   	  3.97   	  9.40   	   5.09		
-75.99   	-12.51   	  9.42   	  -5.09		
-81.79   	-22.89   	  9.40   	 -20.35		
-89.11   	-32.35   	  9.32   	 -30.52		
-88.81   	-39.37   	  9.20   	 -40.69		
-96.13   	-46.69   	  9.03   	 -50.86		
-99.79   	-54.02   	  8.83   	 -45.78		
-100.71   	-59.81   	  8.65   	 -35.61		
-103.45   	-62.26   	  8.50   	 -20.35		
-100.10   	-62.56   	  8.42   	   0.00		
-99.49   	-63.48   	  8.42   	  20.35		
-97.96   	-64.70   	  8.50   	  40.69		
-98.27   	-66.22   	  8.67   	  50.86		
-101.93   	-69.58   	  8.87   	  45.78		
-104.68   	-68.05   	  9.05   	  40.69		
-106.81   	-66.53   	  9.22   	  30.52		
-106.81   	-67.44   	  9.34   	  25.43		
-102.84   	-65.61   	  9.44   	  25.43		
-104.37   	-67.75   	  9.54   	   5.09		
-103.45   	-67.14   	  9.56   	   0.00		
-102.54   	-64.39   	  9.56   	 -20.35		
-100.71   	-61.95   	  9.48   	 -20.35		
-99.79   	-59.20   	  9.40   	 -30.52		
-97.35   	-54.93   	  9.28   	 -20.35		
-98.27   	-52.49   	  9.20   	 -10.17		
-98.57   	-50.35   	  9.16   	   0.00		
-97.66   	-50.96   	  9.16   	  10.17		
-92.16   	-48.83   	  9.20   	  25.43		
-92.77   	-50.96   	  9.30   	  35.61		
-92.47   	-48.52   	  9.44   	  45.78		
-92.77   	-46.39   	  9.62   	  61.04		
-91.55   	-43.33   	  9.87   	  71.21		
-89.72   	-40.28   	 10.15   	  86.47		
-88.20   	-40.59   	 10.50   	 101.73		
-87.28   	-39.98   	 10.91   	 106.82		
-88.81   	-43.33   	 11.33   	 106.82		
-89.72   	-44.56   	 11.76   	  86.47		
-89.11   	-43.33   	 12.11   	  66.12		
-91.55   	-46.08   	 12.37   	  30.52		
-88.20   	-42.72   	 12.49   	  -5.09		
-89.11   	-41.50   	 12.47   	 -35.61		
-88.50   	-43.03   	 12.33   	 -50.86		
-84.53   	-41.20   	 12.13   	 -50.86		
-86.98   	-44.56   	 11.92   	 -30.52		
-87.59   	-50.05   	 11.80   	   5.09		
-86.67   	-46.39   	 11.82   	  45.78		
-86.67   	-45.47   	 12.00   	  86.47		
-87.28   	-45.17   	 12.35   	 106.82		
-87.59   	-41.50   	 12.78   	 122.07		
-89.42   	-47.61   	 13.27   	 106.82		
-94.30   	-51.27   	 13.69   	  86.47		
