  I     	  II     	  PW     	  PW'		
  2.14   	 14.95   	  5.09   	 -76.30		
  2.14   	 16.17   	  4.78   	 -81.38		
  2.14   	 17.40   	  4.46   	 -71.21		
  2.14   	 17.70   	  4.17   	 -50.86		
  0.92   	 17.09   	  3.97   	 -35.61		
 -2.44   	 15.26   	  3.83   	 -15.26		
 -6.71   	 13.12   	  3.76   	   0.00		
-10.38   	 11.60   	  3.76   	  15.26		
-11.90   	 11.60   	  3.83   	  20.35		
-12.21   	 13.12   	  3.91   	  20.35		
-12.21   	 15.56   	  3.99   	  20.35		
-12.82   	 18.31   	  4.07   	  15.26		
-13.73   	 20.45   	  4.13   	  20.35		
-14.04   	 21.97   	  4.21   	  15.26		
-14.04   	 22.89   	  4.27   	  15.26		
-14.65   	 23.19   	  4.33   	  20.35		
-15.56   	 24.11   	  4.42   	  30.52		
-16.48   	 25.94   	  4.54   	  35.61		
-16.48   	 27.77   	  4.68   	  45.78		
-15.87   	 28.69   	  4.86   	  50.86		
-15.87   	 28.38   	  5.07   	  55.95		
-17.70   	 27.16   	  5.29   	  55.95		
-20.45   	 26.25   	  5.51   	  55.95		
-23.19   	 26.25   	  5.74   	  55.95		
-23.50   	 27.77   	  5.96   	  45.78		
-21.36   	 29.60   	  6.14   	  35.61		
-18.01   	 30.82   	  6.29   	  30.52		
-14.95   	 31.13   	  6.41   	  25.43		
-14.04   	 30.21   	  6.51   	  20.35		
-15.26   	 28.99   	  6.59   	  15.26		
-17.70   	 28.38   	  6.65   	  15.26		
-18.92   	 28.99   	  6.71   	  10.17		
-17.40   	 31.43   	  6.75   	  15.26		
-14.04   	 34.79   	  6.82   	  10.17		
-10.68   	 36.62   	  6.86   	  15.26		
 -8.85   	 36.01   	  6.92   	   5.09		
 -9.46   	 32.96   	  6.94   	  10.17		
-11.29   	 29.30   	  6.98   	   0.00		
-13.12   	 26.86   	  6.98   	   0.00		
-13.43   	 26.25   	  6.98   	   0.00		
-13.43   	 26.86   	  6.98   	 -10.17		
-12.82   	 27.77   	  6.94   	 -10.17		
-11.60   	 28.38   	  6.90   	 -15.26		
-10.07   	 28.99   	  6.84   	 -15.26		
 -8.54   	 29.60   	  6.78   	 -15.26		
 -8.24   	 29.91   	  6.71   	 -20.35		
 -8.54   	 29.30   	  6.63   	 -20.35		
 -9.46   	 27.77   	  6.55   	 -20.35		
 -9.46   	 25.33   	  6.47   	 -15.26		
 -8.54   	 24.11   	  6.41   	 -20.35		
 -7.32   	 23.80   	  6.33   	 -15.26		
 -6.10   	 24.72   	  6.27   	 -10.17		
 -5.19   	 26.25   	  6.23   	 -15.26		
 -5.19   	 27.16   	  6.16   	 -10.17		
 -5.49   	 27.16   	  6.12   	  -5.09		
 -6.10   	 25.63   	  6.10   	  -5.09		
 -6.71   	 24.11   	  6.08   	  -5.09		
 -7.32   	 22.89   	  6.06   	  -5.09		
 -7.02   	 23.50   	  6.04   	  -5.09		
 -6.10   	 26.55   	  6.02   	   0.00		
 -3.66   	 32.35   	  6.02   	  -5.09		
  0.31   	 42.11   	  6.00   	   5.09		
  5.19   	 56.76   	  6.02   	   0.00		
 10.38   	 75.38   	  6.02   	   0.00		
 14.04   	 93.99   	  6.02   	   5.09		
 15.56   	108.34   	  6.04   	   0.00		
 15.26   	115.97   	  6.04   	   5.09		
 14.34   	117.80   	  6.06   	   5.09		
 14.04   	119.63   	  6.08   	   5.09		
 14.95   	124.82   	  6.10   	   0.00		
 16.17   	132.75   	  6.10   	   5.09		
 17.09   	138.24   	  6.12   	  -5.09		
 17.70   	137.63   	  6.10   	   0.00		
 19.23   	130.00   	  6.10   	  -5.09		
 21.97   	120.54   	  6.08   	  -5.09		
 26.25   	114.14   	  6.06   	 -10.17		
 30.82   	112.00   	  6.02   	  -5.09		
 34.79   	110.47   	  6.00   	 -15.26		
 37.84   	102.54   	  5.94   	 -10.17		
 41.20   	 82.70   	  5.90   	 -10.17		
 45.78   	 51.27   	  5.86   	 -10.17		
 50.66   	 15.87   	  5.82   	 -10.17		
 53.41   	-11.60   	  5.78   	  -5.09		
 52.80   	-23.19   	  5.76   	 -10.17		
 48.22   	-17.70   	  5.72   	  -5.09		
 41.50   	 -3.05   	  5.70   	  -5.09		
 35.10   	 11.90   	  5.68   	  -5.09		
 29.30   	 20.75   	  5.66   	 -10.17		
 23.50   	 21.97   	  5.62   	 -10.17		
 15.87   	 16.48   	  5.57   	 -10.17		
  7.02   	  6.71   	  5.53   	 -20.35		
 -1.83   	 -6.41   	  5.45   	 -15.26		
 -7.63   	-19.53   	  5.39   	 -20.35		
 -9.46   	-28.69   	  5.31   	 -15.26		
 -8.85   	-31.74   	  5.25   	 -10.17		
 -7.63   	-29.60   	  5.21   	  -5.09		
 -8.24   	-26.25   	  5.19   	   0.00		
-10.99   	-24.11   	  5.19   	  10.17		
-14.65   	-24.41   	  5.23   	  20.35		
-17.70   	-25.94   	  5.31   	  25.43		
-18.92   	-26.86   	  5.41   	  35.61		
-18.92   	-26.55   	  5.55   	  30.52		
