  I     	  II     	  LVp     	  LVp'		
-94.30   	-54.63   	  3.70   	  15.26		
-94.60   	-50.96   	  3.76   	  15.26		
-94.60   	-48.52   	  3.83   	  20.35		
-92.77   	-48.22   	  3.91   	  25.43		
-89.42   	-49.74   	  4.01   	  20.35		
-86.36   	-52.49   	  4.09   	  20.35		
-86.36   	-55.24   	  4.17   	  15.26		
-88.81   	-57.37   	  4.23   	  10.17		
-90.33   	-57.68   	  4.27   	  15.26		
-89.11   	-55.85   	  4.33   	  15.26		
-85.45   	-52.19   	  4.39   	  10.17		
-83.01   	-48.52   	  4.44   	  15.26		
-83.92   	-46.69   	  4.50   	   5.09		
-87.28   	-47.00   	  4.52   	  10.17		
-89.42   	-47.91   	  4.56   	   5.09		
-88.50   	-47.30   	  4.58   	   5.09		
-83.92   	-43.64   	  4.60   	   0.00		
-78.13   	-38.45   	  4.60   	  -5.09		
-73.55   	-32.96   	  4.58   	  -5.09		
-71.11   	-25.94   	  4.56   	  -5.09		
-69.89   	-14.95   	  4.54   	  -5.09		
-66.53   	  0.92   	  4.52   	 -10.17		
-61.04   	 18.92   	  4.48   	   5.09		
-55.54   	 32.35   	  4.50   	   5.09		
-52.49   	 36.01   	  4.52   	  15.26		
-51.88   	 31.74   	  4.58   	  20.35		
-51.57   	 26.55   	  4.66   	  25.43		
-48.22   	 29.60   	  4.76   	  25.43		
-41.20   	 43.95   	  4.86   	  25.43		
-34.48   	 65.61   	  4.96   	  20.35		
-31.43   	 84.84   	  5.05   	  15.26		
-32.65   	 94.30   	  5.11   	   5.09		
-34.79   	 91.55   	  5.13   	  -5.09		
-34.18   	 82.70   	  5.11   	 -20.35		
-28.99   	 75.38   	  5.03   	 -30.52		
-20.14   	 74.46   	  4.90   	 -50.86		
-11.29   	 77.21   	  4.70   	 -50.86		
 -7.02   	 76.90   	  4.50   	 -20.35		
-11.60   	 68.05   	  4.42   	   5.09		
-26.86   	 52.19   	  4.44   	  10.17		
-50.05   	 33.87   	  4.48   	  30.52		
-74.16   	 16.17   	  4.60   	  50.86		
