  I     	  II     	  LV     	  LV'		
 57.07   	-22.28   	129.42   	 -15.26		
 49.44   	-33.57   	129.36   	 -25.43		
 41.50   	-43.95   	129.26   	 -30.52		
 33.26   	-54.32   	129.13   	 -45.78		
 25.02   	-63.78   	128.95   	 -50.86		
 17.09   	-72.02   	128.75   	 -61.04		
 10.07   	-78.13   	128.50   	 -76.30		
  4.27   	-82.40   	128.20   	 -91.56		
 -0.61   	-85.45   	127.83   	-111.90		
 -4.88   	-87.28   	127.39   	-127.16		
 -8.54   	-88.50   	126.88   	-157.68		
-11.60   	-89.11   	126.25   	-178.03		
-14.34   	-88.50   	125.53   	-213.63		
-16.17   	-87.89   	124.68   	-249.24		
-17.40   	-87.59   	123.68   	-284.84		
-17.70   	-87.28   	122.54   	-330.62		
-17.09   	-86.98   	121.22   	-381.48		
-16.17   	-86.67   	119.69   	-447.61		
-15.26   	-86.06   	117.90   	-518.82		
-15.56   	-86.06   	115.83   	-605.29		
-17.09   	-86.67   	113.41   	-691.76		
-19.23   	-87.89   	110.64   	-783.31		
-21.36   	-88.81   	107.51   	-864.70		
-22.58   	-89.11   	104.05   	-930.82		
-22.89   	-88.50   	100.33   	-981.68		
-22.89   	-87.28   	 96.40   	-1022.38		
-22.89   	-86.67   	 92.31   	-1042.72		
-23.19   	-86.67   	 88.14   	-1057.98		
-24.11   	-87.28   	 83.91   	-1057.98		
-24.72   	-88.20   	 79.67   	-1057.98		
-25.33   	-88.20   	 75.44   	-1042.72		
-25.33   	-88.20   	 71.27   	-1032.55		
-25.02   	-88.20   	 67.14   	-1007.12		
-24.11   	-88.81   	 63.11   	-976.60		
-23.19   	-89.72   	 59.21   	-946.08		
-22.58   	-90.64   	 55.42   	-910.47		
-22.28   	-91.25   	 51.78   	-874.87		
-22.58   	-91.55   	 48.28   	-834.18		
-22.89   	-92.16   	 44.94   	-793.49		
-22.89   	-92.77   	 41.77   	-757.88		
-22.58   	-93.99   	 38.74   	-717.19		
-21.67   	-95.52   	 35.87   	-681.58		
-20.14   	-96.74   	 33.14   	-635.81		
-18.31   	-97.66   	 30.60   	-600.20		
-17.09   	-98.88   	 28.20   	-554.42		
-16.48   	-99.79   	 25.98   	-508.65		
-16.48   	-101.32   	 23.95   	-473.04		
-16.78   	-102.54   	 22.05   	-437.43		
-17.40   	-104.06   	 20.31   	-401.83		
-17.40   	-106.20   	 18.70   	-366.22		
-17.09   	-108.64   	 17.23   	-340.79		
-16.78   	-110.78   	 15.87   	-315.36		
-16.17   	-112.30   	 14.61   	-295.01		
-15.87   	-113.53   	 13.43   	-269.58		
-15.87   	-114.44   	 12.35   	-249.24		
-16.17   	-115.97   	 11.35   	-228.89		
-17.09   	-118.41   	 10.44   	-208.54		
-18.31   	-120.85   	  9.60   	-188.20		
-19.23   	-123.29   	  8.85   	-172.94		
-19.84   	-125.43   	  8.16   	-147.51		
-20.14   	-126.65   	  7.57   	-137.33		
-19.84   	-127.87   	  7.02   	-111.90		
-19.53   	-129.70   	  6.57   	-101.73		
-19.84   	-131.84   	  6.16   	 -91.56		
-20.75   	-134.28   	  5.80   	 -71.21		
-21.97   	-136.41   	  5.51   	 -66.12		
-23.19   	-137.94   	  5.25   	 -55.95		
-23.50   	-138.85   	  5.03   	 -50.86		
-23.80   	-139.47   	  4.82   	 -40.69		
-23.80   	-140.08   	  4.66   	 -35.61		
-24.11   	-141.30   	  4.52   	 -30.52		
-25.02   	-142.52   	  4.39   	 -25.43		
-26.55   	-144.04   	  4.29   	 -20.35		
-28.38   	-145.26   	  4.21   	 -15.26		
-29.30   	-146.18   	  4.15   	 -15.26		
-29.91   	-146.79   	  4.09   	  -5.09		
-30.52   	-146.79   	  4.07   	  -5.09		
-31.13   	-147.09   	  4.05   	   0.00		
-32.04   	-147.40   	  4.05   	   5.09		
-33.57   	-147.71   	  4.07   	   5.09		
-34.48   	-147.71   	  4.09   	  10.17		
-35.40   	-147.40   	  4.13   	  10.17		
-36.01   	-147.09   	  4.17   	  10.17		
-36.32   	-146.48   	  4.21   	  15.26		
-36.32   	-145.26   	  4.27   	  15.26		
-36.32   	-144.04   	  4.33   	  20.35		
-35.71   	-142.82   	  4.42   	  20.35		
-35.40   	-141.60   	  4.50   	  20.35		
-35.71   	-140.69   	  4.58   	  20.35		
-36.32   	-139.77   	  4.66   	  20.35		
-37.54   	-138.55   	  4.74   	  20.35		
-38.45   	-137.33   	  4.82   	  20.35		
-39.06   	-135.80   	  4.90   	  25.43		
-39.06   	-134.58   	  5.01   	  25.43		
-39.37   	-133.67   	  5.11   	  20.35		
-39.98   	-132.75   	  5.19   	  25.43		
-40.59   	-132.14   	  5.29   	  20.35		
-41.20   	-131.23   	  5.37   	  20.35		
-41.81   	-130.00   	  5.45   	  20.35		
-41.81   	-128.78   	  5.53   	  15.26		
-42.11   	-127.87   	  5.60   	  15.26		
-43.03   	-127.26   	  5.66   	  15.26		
-43.95   	-126.65   	  5.72   	  15.26		
-44.86   	-126.04   	  5.78   	  10.17		
-45.17   	-124.51   	  5.82   	  15.26		
-45.17   	-122.68   	  5.88   	  15.26		
-45.17   	-121.15   	  5.94   	  10.17		
-45.47   	-119.93   	  5.98   	  15.26		
-46.39   	-119.32   	  6.04   	  10.17		
-47.30   	-119.02   	  6.08   	  15.26		
-47.91   	-118.41   	  6.14   	  10.17		
-48.52   	-117.80   	  6.19   	  10.17		
-49.13   	-117.19   	  6.23   	  10.17		
-50.05   	-116.88   	  6.27   	   5.09		
-50.96   	-116.27   	  6.29   	  10.17		
-51.57   	-114.75   	  6.33   	   5.09		
-52.19   	-112.92   	  6.35   	   5.09		
-51.88   	-111.39   	  6.37   	   5.09		
-51.27   	-109.86   	  6.39   	   5.09		
-50.96   	-108.64   	  6.41   	   0.00		
-50.96   	-107.73   	  6.41   	   0.00		
-52.19   	-106.81   	  6.41   	   0.00		
-54.02   	-106.20   	  6.41   	  -5.09		
-55.54   	-105.90   	  6.39   	   0.00		
-56.46   	-104.98   	  6.39   	   0.00		
-56.15   	-104.06   	  6.39   	  -5.09		
-55.54   	-102.84   	  6.37   	   0.00		
-55.24   	-101.62   	  6.37   	   0.00		
-55.24   	-100.71   	  6.37   	   0.00		
-55.54   	-99.49   	  6.37   	   0.00		
-55.24   	-97.96   	  6.37   	   0.00		
-54.63   	-96.44   	  6.37   	   0.00		
-54.02   	-95.21   	  6.37   	   0.00		
-54.32   	-94.91   	  6.37   	   0.00		
-55.54   	-94.60   	  6.37   	   0.00		
-57.07   	-94.30   	  6.37   	   5.09		
-58.29   	-93.38   	  6.39   	   0.00		
-59.20   	-92.16   	  6.39   	   0.00		
-59.51   	-90.64   	  6.39   	   5.09		
-59.81   	-89.42   	  6.41   	   0.00		
-60.12   	-88.50   	  6.41   	   0.00		
-60.12   	-87.28   	  6.41   	   0.00		
-60.12   	-86.36   	  6.41   	   5.09		
-60.42   	-85.75   	  6.43   	   0.00		
-61.04   	-85.45   	  6.43   	   5.09		
-61.95   	-85.45   	  6.45   	   5.09		
-62.87   	-85.75   	  6.47   	   5.09		
-64.39   	-86.06   	  6.49   	   0.00		
-65.92   	-86.36   	  6.49   	   5.09		
-67.14   	-87.28   	  6.51   	  10.17		
-68.05   	-88.20   	  6.55   	   5.09		
-68.66   	-88.81   	  6.57   	   5.09		
-68.97   	-89.11   	  6.59   	   5.09		
-69.89   	-88.81   	  6.61   	   5.09		
-71.72   	-88.81   	  6.63   	   5.09		
-73.55   	-89.11   	  6.65   	   5.09		
-75.07   	-89.72   	  6.67   	  10.17		
-75.99   	-90.03   	  6.71   	   5.09		
-75.99   	-90.03   	  6.73   	   5.09		
-75.38   	-89.72   	  6.75   	   5.09		
-74.46   	-89.72   	  6.78   	   5.09		
-73.55   	-90.94   	  6.80   	   5.09		
-70.80   	-92.16   	  6.82   	   5.09		
-65.92   	-91.55   	  6.84   	   5.09		
-57.68   	-86.36   	  6.86   	   5.09		
-47.61   	-74.46   	  6.88   	   0.00		
-38.15   	-57.07   	  6.88   	   5.09		
-32.04   	-37.54   	  6.90   	   0.00		
-29.30   	-19.23   	  6.90   	   5.09		
-26.86   	 -2.14   	  6.92   	   0.00		
-20.14   	 15.56   	  6.92   	   0.00		
 -6.41   	 35.40   	  6.92   	  -5.09		
 11.29   	 56.76   	  6.90   	  -5.09		
 26.86   	 74.16   	  6.88   	   0.00		
 34.48   	 81.48   	  6.88   	  -5.09		
 33.87   	 75.07   	  6.86   	  -5.09		
 31.13   	 56.46   	  6.84   	 -10.17		
 31.74   	 31.43   	  6.80   	  -5.09		
 37.84   	  5.80   	  6.78   	   0.00		
 44.86   	-15.26   	  6.78   	  -5.09		
 45.47   	-29.60   	  6.75   	  -5.09		
 35.10   	-39.98   	  6.73   	   0.00		
 13.73   	-50.66   	  6.73   	   5.09		
-15.56   	-65.00   	  6.75   	   5.09		
-48.22   	-84.53   	  6.78   	  10.17		
-79.96   	-107.42   	  6.82   	  15.26		
-105.59   	-127.26   	  6.88   	  20.35		
-120.85   	-139.47   	  6.96   	  20.35		
-124.82   	-143.13   	  7.04   	  30.52		
-121.77   	-142.21   	  7.16   	  35.61		
-118.41   	-140.99   	  7.30   	  45.78		
-120.24   	-142.52   	  7.49   	  45.78		
-126.65   	-146.48   	  7.67   	  50.86		
-133.97   	-150.15   	  7.87   	  55.95		
-138.85   	-151.98   	  8.10   	  55.95		
-139.16   	-151.06   	  8.32   	  55.95		
-136.41   	-148.32   	  8.55   	  55.95		
-133.67   	-145.87   	  8.77   	  55.95		
-135.19   	-144.35   	  8.99   	  50.86		
-143.43   	-140.69   	  9.20   	  55.95		
-150.15   	-125.73   	  9.42   	  50.86		
-132.14   	-87.59   	  9.62   	  55.95		
-54.93   	-13.43   	  9.85   	  55.95		
106.81   	110.47   	 10.07   	  61.04		
342.10   	287.17   	 10.32   	  61.04		
591.74   	491.33   	 10.56   	  61.04		
762.94   	655.21   	 10.80   	  66.12		
779.42(R)	686.34   	 11.07(E)	  66.12		
629.88   	531.92   	 11.33   	  66.12		
379.03   	232.54   	 11.60   	  76.30		
130.92   	-83.01   	 11.90   	  81.38		
-32.96   	-270.39   	 12.23   	  86.47		
-95.52   	-272.22   	 12.57   	 106.82		
-97.96   	-154.42   	 13.00   	 116.99		
-94.30   	-39.37   	 13.47   	 142.42		
-111.39   	-10.99   	 14.04   	 162.77		
-142.21   	-65.00   	 14.69   	 198.37		
-166.63   	-139.77   	 15.48   	 233.98		
-175.17   	-180.36   	 16.42   	 274.67		
-172.42   	-175.78   	 17.52   	 325.53		
-169.98   	-152.28   	 18.82   	 386.57		
-172.73   	-136.72   	 20.37   	 447.61		
-178.83   	-137.02   	 22.16   	 523.90		
-183.41   	-145.57   	 24.25   	 595.11		
-183.72   	-152.89   	 26.63   	 666.32		
-180.97   	-153.81   	 29.30   	 742.62		
-177.92   	-149.54   	 32.27   	 808.75		
-176.39   	-144.04   	 35.50   	 854.52		
-177.92   	-141.30   	 38.92   	 890.13		
-181.58   	-141.30   	 42.48   	 905.39		
-184.33   	-142.82   	 46.10   	 900.30		
-184.33   	-143.43   	 49.70   	 869.78		
-182.19   	-142.52   	 53.18   	 829.09		
-179.75   	-140.69   	 56.50   	 778.23		
-178.22   	-139.47   	 59.61   	 717.19		
-178.53   	-138.85   	 62.48   	 666.32		
-179.14   	-138.85   	 65.15   	 610.37		
-179.75   	-138.85   	 67.59   	 569.68		
-179.44   	-139.16   	 69.87   	 534.08		
-178.83   	-138.85   	 72.00   	 503.56		
-177.92   	-138.24   	 74.02   	 473.04		
-177.61   	-136.41   	 75.91   	 442.52		
-177.61   	-133.97   	 77.68   	 417.09		
-177.61   	-131.23   	 79.35   	 396.74		
-177.00   	-128.78   	 80.94   	 376.40		
-175.78   	-126.95   	 82.44   	 361.14		
-174.26   	-125.12   	 83.89   	 350.97		
-172.73   	-123.60   	 85.29   	 350.97		
