  I     	  II     	  LVp     	  LVp'		
-14.95   	-56.46   	  3.48   	  35.61		
-13.73   	-35.10   	  3.62   	  30.52		
-12.82   	-12.21   	  3.74   	  20.35		
-12.21   	  7.63   	  3.83   	   5.09		
-11.60   	 19.23   	  3.85   	   0.00		
-10.99   	 21.97   	  3.85   	 -10.17		
-10.38   	 18.01   	  3.80   	 -20.35		
 -9.77   	 13.12   	  3.72   	 -30.52		
 -7.63   	 11.29   	  3.60   	 -35.61		
 -3.97   	 15.26   	  3.46   	 -30.52		
  1.83   	 25.33   	  3.34   	 -35.61		
  7.63   	 40.59   	  3.19   	 -30.52		
 12.82   	 57.98   	  3.07   	 -20.35		
 16.48   	 72.02   	  2.99   	 -20.35		
 18.31   	 75.38   	  2.91   	 -10.17		
 18.62   	 61.65   	  2.87   	 -10.17		
 18.92   	 30.21   	  2.83   	   0.00		
 19.23   	-10.99   	  2.83   	   0.00		
 19.23   	-51.27   	  2.83   	   5.09		
 15.87   	-81.18   	  2.85   	  10.17		
  7.02   	-96.74   	  2.89   	  10.17		
 -5.19   	-101.32   	  2.93   	   5.09		
-17.09   	-104.06   	  2.95   	  10.17		
-24.11   	-111.08   	  2.99   	  10.17		
-24.41   	-125.73   	  3.03   	  10.17		
-20.14   	-143.43   	  3.07   	  15.26		
-16.48   	-157.47   	  3.13   	  20.35		
-15.56   	-162.05   	  3.21   	  25.43		
-17.40   	-156.86   	  3.32   	  30.52		
-20.14   	-147.71   	  3.44   	  40.69		
-21.97   	-140.69   	  3.60   	  45.78		
-23.19   	-139.16   	  3.78   	  50.86		
-23.50   	-140.99   	  3.99   	  61.04		
-22.89   	-142.52   	  4.23   	  66.12		
-21.97   	-140.99   	  4.50   	  66.12		
-21.06   	-137.33   	  4.76   	  66.12		
-20.14   	-132.75   	  5.03   	  66.12		
-19.84   	-128.78   	  5.29   	  71.21		
-20.45   	-125.73   	  5.57   	  61.04		
-20.75   	-122.99   	  5.82   	  61.04		
-21.36   	-119.93   	  6.06   	  55.95		
-21.67   	-117.19   	  6.29   	  55.95		
-21.97   	-115.36   	  6.51   	  50.86		
-21.97   	-113.53   	  6.71   	  50.86		
-21.67   	-112.00   	  6.92   	  50.86		
-21.06   	-109.86   	  7.12   	  45.78		
-19.84   	-107.42   	  7.30   	  45.78		
-18.92   	-104.37   	  7.49   	  45.78		
-18.31   	-101.62   	  7.67   	  45.78		
-18.62   	-98.57   	  7.85   	  35.61		
-19.23   	-94.60   	  8.00   	  35.61		
-19.84   	-90.33   	  8.14   	  30.52		
-19.84   	-87.28   	  8.26   	  20.35		
-19.84   	-86.06   	  8.34   	  20.35		
-19.84   	-85.75   	  8.42   	  10.17		
-19.84   	-83.62   	  8.46   	   0.00		
-19.53   	-77.21   	  8.46   	   0.00		
-18.62   	-65.61   	  8.46   	 -10.17		
-17.40   	-48.83   	  8.42   	 -15.26		
-14.95   	-24.72   	  8.36   	 -15.26		
 -8.85   	  9.77   	  8.30   	 -25.43		
  4.58   	 57.07   	  8.20   	 -25.43		
 29.91   	119.93   	  8.10   	 -25.43		
