  I     	  II     	  PW     	  PW'		
-51.27   	-99.79   	 11.31   	 -30.52		
-47.61   	-94.60   	 11.19   	 -40.69		
-43.33   	-89.11   	 11.03   	 -35.61		
-39.06   	-84.23   	 10.89   	 -35.61		
-35.40   	-79.96   	 10.74   	 -25.43		
-32.04   	-75.99   	 10.64   	 -10.17		
-28.99   	-72.33   	 10.60   	   0.00		
-26.55   	-68.66   	 10.60   	  20.35		
-24.41   	-65.92   	 10.68   	  35.61		
-22.28   	-63.48   	 10.82   	  50.86		
-19.84   	-61.34   	 11.03   	  50.86		
-16.48   	-58.59   	 11.23   	  55.95		
-12.21   	-55.54   	 11.45   	  40.69		
 -7.63   	-51.57   	 11.62   	  25.43		
 -3.66   	-47.30   	 11.72   	  10.17		
 -0.31   	-42.72   	 11.76   	 -15.26		
  3.05   	-38.45   	 11.70   	 -35.61		
  6.71   	-34.79   	 11.56   	 -45.78		
 10.68   	-31.13   	 11.37   	 -50.86		
 15.56   	-27.16   	 11.17   	 -55.95		
 21.06   	-22.58   	 10.95   	 -50.86		
 27.16   	-16.78   	 10.74   	 -40.69		
 34.48   	 -9.77   	 10.58   	 -20.35		
 42.72   	 -2.44   	 10.50   	  -5.09		
 51.88   	  5.49   	 10.48   	  15.26		
 61.34   	 14.34   	 10.54   	  30.52		
 71.72   	 23.80   	 10.66   	  40.69		
 82.09   	 34.48   	 10.82   	  45.78		
 92.77   	 46.39   	 11.01   	  45.78		
104.37   	 59.20   	 11.19   	  45.78		
116.88   	 73.24   	 11.37   	  35.61		
130.62   	 88.50   	 11.52   	  25.43		
144.65   	104.37   	 11.62   	  10.17		
158.69   	121.15   	 11.66   	  -5.09		
172.42   	138.24   	 11.64   	 -20.35		
185.55   	155.94   	 11.56   	 -25.43		
197.45   	173.03   	 11.45   	 -40.69		
208.13   	189.51   	 11.29   	 -40.69		
216.06   	203.55   	 11.13   	 -45.78		
220.34   	214.54   	 10.95   	 -40.69		
220.03   	221.25   	 10.78   	 -35.61		
213.93   	221.86   	 10.64   	 -35.61		
202.64   	215.15   	 10.50   	 -30.52		
185.85   	201.72   	 10.38   	 -20.35		
165.10   	182.80   	 10.29   	 -20.35		
141.60   	160.22   	 10.21   	 -10.17		
117.19   	137.02   	 10.17   	 -10.17		
 93.38   	114.14   	 10.13   	 -10.17		
 71.41   	 92.47   	 10.09   	  -5.09		
 51.88   	 72.63   	 10.07   	 -10.17		
 35.10   	 54.32   	 10.03   	  -5.09		
 21.06   	 38.45   	 10.01   	  -5.09		
  9.46   	 24.72   	  9.99   	 -10.17		
  0.00   	 13.12   	  9.95   	  -5.09		
 -7.93   	  3.66   	  9.93   	 -10.17		
-14.34   	 -3.97   	  9.89   	  -5.09		
-18.62   	-10.38   	  9.87   	  -5.09		
-21.36   	-14.95   	  9.85   	 -10.17		
-22.58   	-18.62   	  9.81   	   0.00		
-23.50   	-21.67   	  9.81   	  -5.09		
-24.41   	-24.11   	  9.79   	   5.09		
-25.33   	-25.94   	  9.81   	   0.00		
-26.55   	-27.77   	  9.81   	   5.09		
-26.86   	-28.99   	  9.83   	   0.00		
-26.86   	-29.60   	  9.83   	   5.09		
-26.55   	-29.91   	  9.85   	   5.09		
-26.25   	-29.91   	  9.87   	   5.09		
-26.55   	-29.60   	  9.89   	   5.09		
-27.16   	-29.30   	  9.91   	   0.00		
-27.47   	-29.30   	  9.91   	   5.09		
-27.77   	-28.99   	  9.93   	   0.00		
-27.16   	-28.38   	  9.93   	  -5.09		
-26.25   	-27.47   	  9.91   	  -5.09		
-24.72   	-26.55   	  9.89   	 -10.17		
-23.19   	-25.63   	  9.85   	 -10.17		
-22.89   	-25.02   	  9.81   	 -20.35		
-23.19   	-25.02   	  9.73   	 -20.35		
-24.41   	-25.02   	  9.64   	 -20.35		
-26.25   	-25.02   	  9.56   	 -25.43		
-27.77   	-24.72   	  9.46   	 -25.43		
-28.38   	-24.72   	  9.36   	 -20.35		
-28.38   	-25.02   	  9.28   	 -20.35		
-27.77   	-25.33   	  9.20   	 -10.17		
-26.86   	-25.94   	  9.16   	 -10.17		
-26.55   	-26.86   	  9.11   	  -5.09		
-26.55   	-27.77   	  9.09   	   5.09		
-26.86   	-28.38   	  9.11   	   5.09		
-27.16   	-28.38   	  9.14   	  15.26		
-27.16   	-28.38   	  9.20   	  15.26		
-27.47   	-28.99   	  9.26   	  15.26		
-28.08   	-30.52   	  9.32   	  20.35		
-29.30   	-32.65   	  9.40   	  15.26		
-30.21   	-34.79   	  9.46   	  20.35		
-29.91   	-35.71   	  9.54   	  15.26		
-28.08   	-35.71   	  9.60   	  15.26		
-26.25   	-35.10   	  9.66   	  10.17		
-25.02   	-34.79   	  9.70   	   5.09		
-25.63   	-35.40   	  9.73   	  10.17		
-27.47   	-36.93   	  9.77   	   5.09		
-29.60   	-38.76   	  9.79   	   5.09		
-30.82   	-40.59   	  9.81   	   0.00		
-30.21   	-41.50   	  9.81   	   0.00		
-28.69   	-42.11   	  9.81   	   5.09		
-27.16   	-42.42   	  9.83   	   0.00		
-26.86   	-43.03   	  9.83   	  -5.09		
-28.08   	-44.25   	  9.81   	   0.00		
-29.60   	-45.78   	  9.81   	  -5.09		
-30.82   	-47.00   	  9.79   	 -10.17		
-30.82   	-47.61   	  9.75   	  -5.09		
-29.30   	-47.30   	  9.73   	 -15.26		
-27.77   	-46.69   	  9.66   	 -10.17		
-26.86   	-45.78   	  9.62   	 -20.35		
-26.55   	-45.47   	  9.54   	 -15.26		
-26.55   	-45.47   	  9.48   	 -20.35		
-27.16   	-46.08   	  9.40   	 -25.43		
-27.47   	-46.69   	  9.30   	 -20.35		
-27.16   	-47.00   	  9.22   	 -20.35		
-27.16   	-46.69   	  9.14   	 -25.43		
-26.86   	-45.47   	  9.03   	 -20.35		
-26.86   	-44.25   	  8.95   	 -20.35		
-27.47   	-42.72   	  8.87   	 -15.26		
-28.08   	-41.50   	  8.81   	 -15.26		
-28.69   	-41.20   	  8.75   	 -10.17		
-29.30   	-41.50   	  8.71   	  -5.09		
-29.60   	-41.81   	  8.69   	 -10.17		
-29.60   	-42.72   	  8.65   	  -5.09		
-29.60   	-43.95   	  8.63   	   0.00		
-28.99   	-45.17   	  8.63   	  -5.09		
-28.38   	-46.39   	  8.61   	  -5.09		
-27.77   	-47.30   	  8.59   	  -5.09		
-27.47   	-47.30   	  8.57   	 -10.17		
-27.16   	-46.39   	  8.52   	 -10.17		
-27.47   	-45.17   	  8.48   	 -10.17		
-27.47   	-43.64   	  8.44   	 -15.26		
-27.16   	-42.11   	  8.38   	 -15.26		
-26.25   	-41.50   	  8.32   	 -15.26		
